long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,long,long,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,None,
1473,0,7,0,0,0,0,0,0,0,0,0,-7234.60986328,874.223999023,0.285851985216,1,516,3425,"Bones of Grakkarond",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1684,0,0,0,0,0,0,0,0,0,0,0,-3132.97998047,-2880.70996094,34.7178993225,1,3,496,"Brackenwall Village",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1694,0,7,0,0,0,0,0,0,0,0,0,-8021.75976563,1105.83996582,3.5487101078,1,516,3427,"Bronzebeard Encampment",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
790,3,5,0,0,0,0,0,0,0,0,0,-4394.97998047,215.610992432,25.4132995605,1,525,215,"Camp Mojache",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
30,3,7,0,0,0,0,0,0,0,0,83,-2906.48999023,-253.606994629,52.940700531,1,517,221,"Camp Narache",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1469,3,5,0,0,0,0,0,0,0,0,0,-2352.65991211,-1921.67004395,95.7825012207,1,525,17,"Camp Taurajo",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1685,3,5,0,0,0,0,0,0,0,0,0,-6886.14990234,718.398010254,42.7980003357,1,525,3425,"Cenarion Hold",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1050,0,7,0,0,0,0,0,0,0,0,0,6870.56982422,-662.395996094,86.6429977417,1,516,456,"Cliffspring Falls",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1228,0,7,0,0,0,0,0,0,0,0,0,1543.56994629,70.1337966919,-10.3816995621,1,516,461,"Cragpool Lake",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1108,0,7,0,0,0,0,0,0,0,0,0,-5086.20996094,-1919.43994141,88.181098938,1,516,2097,"Darkcloud Pinnacle",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1088,0,7,0,0,0,0,0,0,0,0,0,-2829.79003906,-2722.81005859,36.7883987427,1,516,496,"Darkmist Cavern",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
38,3,6,0,0,0,0,0,0,0,0,84,9951.75,2254.5,1335.42004395,1,541,141,"Darnassus",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1239,0,7,0,0,0,0,0,0,0,0,0,1702.44995117,-3150.98999023,93.5229034424,1,516,434,"Demon Fall Canyon",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
37,3,5,0,0,0,0,0,0,0,0,84,9787.99023438,949.896972656,1306.72998047,1,1,-1,"Dolanaar",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1214,0,7,0,0,0,0,0,0,0,0,0,5718.83007813,-4507.31005859,761.083007813,1,516,2245,"Dun Mandarr",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1095,0,7,0,0,0,0,0,0,0,0,0,-4987.72998047,-3832.98999023,44.8497009277,1,516,511,"Emberstrife's Den",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
794,3,5,0,0,0,0,0,0,0,0,0,6723.45996094,-4662.5,722.806030273,1,525,618,"Everlook",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1235,0,7,0,0,0,0,0,0,0,0,0,2231.20996094,-2222.90991211,94.4102020264,1,516,428,"Falfarren River",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
796,3,5,0,0,0,0,0,0,0,0,0,-4434.99023438,3276.73999023,11.7784996033,1,525,357,"Feathermoon Stronghold",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
909,0,7,0,0,0,0,0,0,0,0,0,10050.5996094,1031.19995117,1329.94995117,1,516,186,"Fel Rock",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1238,0,7,0,0,0,0,0,0,0,0,0,2880.33007813,-3287.54003906,157.819000244,1,516,430,"Forest Song",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1067,0,7,0,0,0,0,0,0,0,0,0,-1668.51000977,-4329.20019531,3.26694989204,1,516,720,"Fray Island",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
46,3,5,0,0,0,0,0,0,0,0,83,-5454.06982422,-2445.5,90.1132965088,1,525,484,"Freewind Post",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1105,0,7,0,0,0,0,0,0,0,0,0,-6370.14990234,-1836.52001953,-258.028991699,1,516,538,"Fungal Rock",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
789,3,5,0,0,0,0,0,0,0,0,0,-7139.14990234,-3752.11010742,8.53979969025,1,525,440,"Gadgetzan",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1149,0,7,0,0,0,0,0,0,0,0,0,-1224.06005859,1736.67004395,90.0223007202,1,516,596,"Ghost Walker Post",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1243,0,7,0,0,0,0,0,0,0,0,0,2291.29003906,-1444.95996094,87.879699707,1,516,421,"Greenpaw Village",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
708,0,7,0,0,0,0,0,0,0,0,0,3556.63989258,-6232.79003906,44.0085983276,1,516,1227,"Hetaera's Clutch",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1114,0,7,0,0,0,0,0,0,0,0,0,-5848.04980469,-3412.37988281,-51.0555000305,1,516,2303,"Ironstone Camp",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1219,0,7,0,0,0,0,0,0,0,0,0,6481.87011719,-1571.0,438.964996338,1,516,1767,"Irontree Cavern",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1175,0,7,0,0,0,0,0,0,0,0,0,-4052.7199707,81.5524978638,77.1754989624,1,516,1103,"Lariss Pavillion",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1091,0,7,0,0,0,0,0,0,0,0,0,-3925.5,-2862.14990234,46.4790992737,1,516,2302,"Lost Point",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1148,0,7,0,0,0,0,0,0,0,0,0,-1422.61999512,2918.44995117,136.147003174,1,516,607,"Maraudon",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1104,0,7,0,0,0,0,0,0,0,0,0,-6143.20996094,-1078.89001465,-198.365997314,1,516,538,"Marshal's Refuge",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1110,0,7,0,0,0,0,0,0,0,0,0,-6239.41992187,-3973.12011719,-58.7500991821,1,516,439,"Mirage Raceway",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1217,0,7,0,0,0,0,0,0,0,0,0,7123.02001953,-4631.56982422,639.679992676,1,516,2255,"Moon Horror Den",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1512,0,7,0,0,0,0,0,0,0,0,0,1035.13000488,-2113.34008789,122.944999695,1,516,1703,"Mor'shan Base Camp",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
2083,3,5,0,0,0,0,0,0,0,0,0,-4590.83007813,-3182.5,34.9063987732,1,525,4010,"Mudsprocket",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1247,0,7,0,0,0,0,0,0,0,0,0,7961.75,-2491.77001953,487.882995605,1,516,656,"Nighthaven",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
799,3,5,0,0,0,0,0,0,0,0,0,202.520996094,1308.23999023,190.235992432,1,525,405,"Nijel's Point",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1089,0,7,0,0,0,0,0,0,0,0,0,-2884.79003906,-3429.98999023,39.3569984436,1,516,496,"North Point Tower",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1094,0,7,0,0,0,0,0,0,0,0,0,-4698.06005859,-3720.58007813,50.4640007019,1,516,511,"Onyxia's Lair",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
33,3,6,0,0,0,0,0,0,0,0,83,1381.77001953,-4371.16015625,26.0233001709,1,541,14,"Orgrimmar",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1690,0,7,0,0,0,0,0,0,0,0,0,-7586.16992188,226.395996094,12.3661003113,1,516,2744,"Ortell's Hideout",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1168,0,7,0,0,0,0,0,0,0,0,0,-3842.70996094,1738.93994141,149.973999023,1,516,1119,"Rage Scar Hold",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
39,3,5,0,0,0,0,0,0,0,0,0,-951.364013672,-3680.07006836,8.0401802063,1,525,392,"Ratchet",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1171,0,7,0,0,0,0,0,0,0,0,0,-6206.25,1766.94995117,17.4636993408,1,516,2740,"Ravaged Twilight Camp",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
31,3,7,0,0,0,0,0,0,0,0,83,312.658996582,-4745.52001953,9.54726028442,1,517,362,"Razor Hill",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
913,0,7,0,0,0,0,0,0,0,0,0,636.963012695,-4534.04003906,8.82065010071,1,516,410,"Razorwind Canyon",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1216,0,7,0,0,0,0,0,0,0,0,0,2195.66992188,-6438.33007813,2.13105010986,1,516,1256,"Rethress Sanctum",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1109,0,7,0,0,0,0,0,0,0,0,0,-5466.70996094,-1636.27001953,29.0251998901,1,516,483,"Roguefeather Den",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1169,0,7,0,0,0,0,0,0,0,0,0,-4852.91015625,3616.62988281,16.4186000824,1,516,1117,"Ruins of Solarsal",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1724,0,42,0,0,0,0,0,0,0,0,0,-6548.72021484,1150.51000977,-1.23684000969,1,646,1377,"Sandworm!",,,,,,,,,,,,,,,,0xFF01FE,"A Silithyst beast has surfaced",,,,,,,,,,,,,,,,0xFF01FE,2322,,
1725,0,42,0,0,0,0,0,0,0,0,0,-7786.00976563,978.815002441,-2.90349006653,1,646,1377,"Sandworm!",,,,,,,,,,,,,,,,0xFF01FE,"A Silithyst beast has surfaced",,,,,,,,,,,,,,,,0xFF01FE,2323,,
1726,0,42,0,0,0,0,0,0,0,0,0,-7463.29980469,1411.69995117,3.70744991302,1,646,1377,"Sandworm!",,,,,,,,,,,,,,,,0xFF01FE,"A Silithyst beast has surfaced",,,,,,,,,,,,,,,,0xFF01FE,2324,,
1727,0,42,0,0,0,0,0,0,0,0,0,-7377.08007813,447.04598999,4.53545999527,1,646,1377,"Sandworm!",,,,,,,,,,,,,,,,0xFF01FE,"A Silithyst beast has surfaced",,,,,,,,,,,,,,,,0xFF01FE,2325,,
1211,0,7,0,0,0,0,0,0,0,0,0,3705.10009766,-6043.45019531,2.50782990456,1,516,1227,"Scalebeard's Cave",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1150,0,7,0,0,0,0,0,0,0,0,0,-1407.86999512,1493.13000488,60.8871002197,1,516,602,"Scrabblescrew's Camp",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
34,3,7,0,0,0,0,0,0,0,0,83,-819.492004395,-4918.24023438,19.3400993347,1,517,367,"Sen'jin Village",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1097,0,7,0,0,0,0,0,0,0,0,0,-3476.59008789,-4109.08007813,17.1040992737,1,516,502,"Sentry Point",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
795,3,5,0,0,0,0,0,0,0,0,0,-1657.84997559,3097.91992188,30.4995002747,1,525,405,"Shadowprey Village",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
908,0,7,0,0,0,0,0,0,0,0,0,10756.2001953,921.301025391,1338.56005859,1,516,188,"Shadowthread Cave",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1087,0,7,0,0,0,0,0,0,0,0,0,-3723.62988281,-2535.17993164,69.5651016235,1,516,2302,"Shady Rest Inn",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1187,0,7,0,0,0,0,0,0,0,0,0,-5492.37011719,3622.79003906,3.70376992226,1,516,1121,"Shalzaru's Lair",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1246,0,7,0,0,0,0,0,0,0,0,0,7856.18017578,-2215.44995117,471.303985596,1,516,656,"Shrine of Remulos",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1242,0,7,0,0,0,0,0,0,0,0,0,2130.27001953,-1190.25,99.8630981445,1,516,421,"Silverwind Refuge",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1513,0,7,0,0,0,0,0,0,0,0,0,1462.47998047,-1858.93005371,123.550003052,1,516,422,"Silverwing Grove",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1240,0,7,0,0,0,0,0,0,0,0,0,1776.64001465,-2065.14990234,104.194000244,1,516,422,"Silverwing Outpost",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1227,0,7,0,0,0,0,0,0,0,0,0,515.844970703,624.049987793,68.1593017578,1,516,2541,"Sishir Canyon",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1471,3,5,0,0,0,0,0,0,0,0,0,2286.40991211,-2564.66992188,105.478996277,1,525,331,"Splintertree Post",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1112,0,7,0,0,0,0,0,0,0,0,0,-5065.60986328,-2367.61010742,-53.6725006104,1,516,481,"Splithoof Hold",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1688,0,7,0,0,0,0,0,0,0,0,0,-6517.49023438,97.5553970337,126.125,1,516,3426,"Staghelm Point",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1093,0,7,0,0,0,0,0,0,0,0,0,-4346.02001953,-3321.14990234,34.254699707,1,516,510,"Stonemaul Ruins",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
44,3,5,0,0,0,0,0,0,0,0,84,2658.7800293,1449.70996094,226.134994507,1,525,467,"Stonetalon Peak",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1248,0,7,0,0,0,0,0,0,0,0,0,7564.50976563,-2951.7199707,466.682006836,1,516,656,"Stormrage Barrow Dens",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
701,3,5,0,0,0,0,0,0,0,0,0,936.307983398,910.973999023,104.439002991,1,525,406,"Sun Rock Retreat",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1098,0,7,0,0,0,0,0,0,0,0,0,-2949.4699707,-3893.5,35.0303001404,1,516,502,"Swamplight Manor",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1116,0,7,0,0,0,0,0,0,0,0,0,-6569.91015625,-3894.9699707,-58.75,1,516,439,"Tahonda Ruins",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1215,0,7,0,0,0,0,0,0,0,0,0,2707.7199707,-3869.25,104.207000732,1,516,1235,"Talrendis Point",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
707,0,7,0,0,0,0,0,0,0,0,0,3549.14990234,-5359.12011719,204.102005005,1,516,1221,"Temple of Zin-Malor",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
45,3,5,0,0,0,0,0,0,0,0,84,-4510.02978516,-779.473999023,-41.5353012085,1,525,489,"Thalanaar",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
912,0,7,0,0,0,0,0,0,0,0,0,10316.4003906,1200.61999512,1458.08996582,1,516,266,"The Cleft",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
35,3,5,0,0,0,0,0,0,0,0,83,-455.899993896,-2652.14990234,95.5865020752,1,525,17,"The Crossroads",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
32,3,7,0,0,0,0,0,0,0,0,83,-604.098022461,-4202.91992188,38.728099823,1,517,364,"The Den",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1241,0,7,0,0,0,0,0,0,0,0,0,1776.22998047,-2678.36010742,111.666000366,1,516,422,"The Dor'Danil Barrow Den",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1213,0,7,0,0,0,0,0,0,0,0,0,6426.75976563,-4304.99023438,666.742980957,1,516,2251,"The Ruins of Kel'Theril",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1232,0,7,0,0,0,0,0,0,0,0,0,3493.88989258,-119.600997925,0.715488016605,1,516,413,"The Ruins of Ordil'Aran",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1111,0,7,0,0,0,0,0,0,0,0,0,-6490.60986328,-3449.14990234,-58.7825012207,1,516,439,"The Rustmaul Digsite",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1472,0,7,0,0,0,0,0,0,0,0,0,-7066.79003906,731.851989746,67.2699966431,1,516,3425,"The Swarming Pillar",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1231,0,7,0,0,0,0,0,0,0,0,0,2416.88989258,1792.39001465,394.938995361,1,516,467,"The Talon Den",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1230,0,7,0,0,0,0,0,0,0,0,0,1531.93994141,-576.570007324,68.9611968994,1,516,461,"The Talondeep Path",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1245,0,7,0,0,0,0,0,0,0,0,0,1930.26000977,-732.677001953,114.533996582,1,516,421,"The Talondeep Path",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1113,0,7,0,0,0,0,0,0,0,0,0,-5213.85009766,-2794.5300293,-7.09191989899,1,516,481,"The Weathered Nook",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
791,3,5,0,0,0,0,0,0,0,0,0,-3680.16992188,-4388.50976563,10.5549001694,1,525,15,"Theramore Isle",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
29,3,6,0,0,0,0,0,0,0,0,83,-1205.41003418,29.4214000702,126.347000122,1,541,215,"Thunder Bluff",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1092,0,7,0,0,0,0,0,0,0,0,0,-4300.97998047,-4062.70996094,-10.5945997238,1,516,511,"Tidefury Cove",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1212,0,7,0,0,0,0,0,0,0,0,0,6900.62988281,-2298.17993164,588.520996094,1,516,2246,"Timbermaw Hold",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1218,0,7,0,0,0,0,0,0,0,0,0,6817.77978516,-2097.67993164,624.836975098,1,516,1762,"Timbermaw Hold",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
929,0,7,0,0,0,0,0,0,0,0,0,726.29699707,-4242.41015625,17.2915000916,1,516,369,"Tor'kren Farm",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1687,0,7,0,0,0,0,0,0,0,0,0,-6996.14990234,1195.01000977,11.494799614,1,516,2739,"Twilight Base Camp",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1173,0,7,0,0,0,0,0,0,0,0,0,-7929.10986328,1833.2800293,4.86470985413,1,516,2743,"Twilight Outpost",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1172,0,7,0,0,0,0,0,0,0,0,0,-6740.04003906,1636.31994629,15.2838001251,1,516,3098,"Twilight Post",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1689,0,7,0,0,0,0,0,0,0,0,0,-6310.14013672,136.591003418,15.4595003128,1,516,3426,"Twilight's Run",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1107,0,7,0,0,0,0,0,0,0,0,0,-9635.41015625,-2787.19995117,7.85783004761,1,516,990,"Uldum",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1696,3,41,0,0,0,0,0,0,0,0,0,6519.56982422,-4117.10009766,661.536010742,1,152,-1,"Under Attack",,,,,,,,,,,,,,,,0xFF01FE,"Winterspring",,,,,,,,,,,,,,,,0xFF01FE,2259,,
1697,3,41,0,0,0,0,0,0,0,0,0,3366.79003906,-6226.81005859,-15.3191995621,1,152,-1,"Under Attack",,,,,,,,,,,,,,,,0xFF01FE,"Azshara",,,,,,,,,,,,,,,,0xFF01FE,2260,,
1700,3,41,0,0,0,0,0,0,0,0,0,-8277.12011719,-3484.09008789,17.7290000916,1,152,-1,"Under Attack",,,,,,,,,,,,,,,,0xFF01FE,"Tanaris Desert",,,,,,,,,,,,,,,,0xFF01FE,2263,,
1151,0,7,0,0,0,0,0,0,0,0,0,-2251.18994141,1513.55004883,63.5881004333,1,516,602,"Valley of Bones",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1567,0,7,0,0,0,0,0,0,0,0,0,-6404.33007813,-292.647003174,1.04541003704,1,516,2738,"Valor's Rest",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1047,0,7,0,0,0,0,0,0,0,0,0,-1501.48999023,-1036.18994141,151.716003418,1,516,820,"Venture Co. Mine",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1068,0,7,0,0,0,0,0,0,0,0,0,-837.968017578,-2037.0,80.4679031372,1,516,387,"Wailing Caverns",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1268,0,7,0,0,0,0,0,0,0,0,0,1575.91003418,-2463.93994141,98.5501022339,1,516,422,"Warsong Labor Camp",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1106,0,7,0,0,0,0,0,0,0,0,0,-7693.45019531,-4878.95996094,0.658056974411,1,516,1336,"Wavestrider Beach",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1115,0,7,0,0,0,0,0,0,0,0,0,-5799.93994141,-3899.5300293,-96.7429962158,1,516,439,"Weazel's Crater",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
767,0,7,0,0,0,0,0,0,0,0,0,-4917.35009766,-1375.5,-52.3731994629,1,516,480,"Whitereach Post",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1049,0,7,0,0,0,0,0,0,0,0,0,5056.04003906,220.755004883,22.9074001312,1,516,448,"Wildbend River",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1229,0,7,0,0,0,0,0,0,0,0,0,981.948974609,-358.899993896,15.2315998077,1,516,461,"Windshear Mine",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1475,0,7,0,0,0,0,0,0,0,0,0,-4835.20019531,863.047973633,137.04800415,1,516,1101,"Woodpaw Den",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1174,0,7,0,0,0,0,0,0,0,0,0,-4915.81005859,199.274993896,52.295501709,1,516,1101,"Woodpaw Hills",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
1237,0,7,0,0,0,0,0,0,0,0,0,2936.56005859,-2822.66992188,212.731002808,1,516,430,"Xavian",,,,,,,,,,,,,,,,0xFF01FE,"",,,,,,,,,,,,,,,,0xFF01FC,0,,
