long,long,long,long,float,float,float,flags,long,long,long,
7525,325,13,1,-4530.69384766,653.606872559,68.0530166626,0x0,0,0,0,
7526,325,14,1,-4593.95556641,774.343566895,72.6168518066,0x0,0,0,0,
7527,325,15,1,-4599.59716797,928.231994629,84.0831680298,0x0,0,0,0,
7528,325,16,1,-4694.42431641,1051.37609863,131.225463867,0x0,0,0,0,
7529,325,17,1,-4719.17626953,1189.84960938,112.060951233,0x0,0,0,0,
7530,325,18,1,-4672.44091797,1310.32336426,112.968170166,0x0,0,0,0,
7531,325,19,1,-4740.91699219,1483.6229248,110.594551086,0x0,0,0,0,
7532,325,20,1,-4750.84228516,1673.36682129,105.249031067,0x0,0,0,0,
7533,325,21,1,-4787.89648438,1863.03686523,72.0677337646,0x0,0,0,0,
7534,325,22,1,-4797.10009766,2065.63793945,34.5981292725,0x0,0,0,0,
7535,325,23,1,-4547.03808594,2413.5612793,65.8901977539,0x0,0,0,0,
7536,325,24,1,-4380.58935547,2713.2175293,85.994644165,0x0,0,0,0,
7537,325,25,1,-4113.765625,2981.95703125,72.0029220581,0x0,0,0,0,
7538,325,26,1,-4077.57739258,3246.06323242,63.0584602356,0x0,0,0,0,
7539,325,27,1,-4185.55615234,3393.35351563,56.1973800659,0x0,0,0,0,
7540,325,28,1,-4323.39257813,3370.62353516,22.9504241943,0x0,0,0,0,
12403,325,29,1,-4375.421875,3337.9597168,13.8217439651,0x0,0,0,0,
7571,326,0,1,-4373.66943359,3338.75,13.6695318222,0x0,0,0,0,
7570,326,1,1,-4417.49023438,3311.30786133,30.9690151215,0x0,0,0,0,
7569,326,2,1,-4476.68164063,3242.60888672,58.3018875122,0x0,0,0,0,
7568,326,3,1,-4526.13378906,3138.58325195,61.5245857239,0x0,0,0,0,
7567,326,4,1,-4679.28564453,2855.18798828,57.7408866882,0x0,0,0,0,
7566,326,5,1,-4780.22998047,2631.29125977,88.7169265747,0x0,0,0,0,
7565,326,6,1,-4796.58691406,2357.4543457,67.2791900635,0x0,0,0,0,
7564,326,7,1,-4792.89941406,2170.20410156,46.9890937805,0x0,0,0,0,
7563,326,8,1,-4784.3671875,1970.10290527,45.5426101685,0x0,0,0,0,
7562,326,9,1,-4785.53222656,1825.67834473,80.1789016724,0x0,0,0,0,
7561,326,10,1,-4755.98828125,1697.63476563,105.249031067,0x0,0,0,0,
7560,326,11,1,-4740.91699219,1483.6229248,110.594551086,0x0,0,0,0,
7559,326,12,1,-4672.44091797,1310.32336426,112.968170166,0x0,0,0,0,
7558,326,13,1,-4719.17626953,1189.84960938,112.060951233,0x0,0,0,0,
7557,326,14,1,-4694.42431641,1051.37609863,131.225463867,0x0,0,0,0,
7556,326,15,1,-4599.59716797,928.231994629,84.0831680298,0x0,0,0,0,
7555,326,16,1,-4593.95556641,774.343566895,72.6168518066,0x0,0,0,0,
7554,326,17,1,-4530.69384766,653.606872559,68.0530166626,0x0,0,0,0,
7553,326,18,1,-4375.73974609,527.138366699,80.2190628052,0x0,0,0,0,
7552,326,19,1,-4230.93310547,348.80859375,78.0168228149,0x0,0,0,0,
7551,326,20,1,-4212.53955078,124.019638062,82.1281661987,0x0,0,0,0,
7550,326,21,1,-4121.70361328,-105.866539001,70.5093307495,0x0,0,0,0,
7549,326,22,1,-4304.95605469,-284.448150635,70.8919219971,0x0,0,0,0,
7548,326,23,1,-4294.83935547,-443.495452881,47.9256248474,0x0,0,0,0,
7547,326,24,1,-4364.48730469,-593.583740234,15.0599060059,0x0,0,0,0,
7546,326,25,1,-4466.93212891,-683.25958252,-7.46220684052,0x0,0,0,0,
7545,326,26,1,-4478.41845703,-746.766906738,-15.5227661133,0x0,0,0,0,
7544,326,27,1,-4489.890625,-775.431884766,-37.2449836731,0x0,0,0,0,
7572,327,0,1,2306.27001953,-2524.79272461,105.584770203,0x0,0,0,0,
7573,327,1,1,2290.63916016,-2528.78735352,106.051177979,0x0,0,0,0,
7574,327,2,1,2239.63452148,-2545.36816406,110.944877625,0x0,0,0,0,
7575,327,3,1,2173.13598633,-2589.97387695,115.097366333,0x0,0,0,0,
7576,327,4,1,2134.64282227,-2665.3347168,120.132377625,0x0,0,0,0,
7577,327,5,1,2142.60375977,-2829.52905273,131.464935303,0x0,0,0,0,
7578,327,6,1,2101.93920898,-2943.50341797,122.738563538,0x0,0,0,0,
7579,327,7,1,2130.63183594,-3101.53417969,119.806671143,0x0,0,0,0,
7580,327,8,1,2205.24658203,-3203.31713867,138.092697144,0x0,0,0,0,
7581,327,9,1,2416.2121582,-3362.0234375,153.831436157,0x0,0,0,0,
7582,327,10,1,2356.828125,-3530.8737793,130.898025513,0x0,0,0,0,
7583,327,11,1,2193.69458008,-3643.55395508,80.6956710815,0x0,0,0,0,
7584,327,12,1,1850.71398926,-3709.86889648,67.3009033203,0x0,0,0,0,
7585,327,13,1,1707.36730957,-3819.08813477,91.6377563477,0x0,0,0,0,
7586,327,14,1,1698.40344238,-3917.4921875,97.5796432495,0x0,0,0,0,
7587,327,15,1,1744.23522949,-4013.02661133,79.178604126,0x0,0,0,0,
7588,327,16,1,1723.76586914,-4077.92700195,72.6507339478,0x0,0,0,0,
7589,327,17,1,1592.62780762,-4133.57958984,70.0982284546,0x0,0,0,0,
7590,327,18,1,1591.88000488,-4237.47802734,76.8563079834,0x0,0,0,0,
7591,327,19,1,1609.31530762,-4311.61572266,68.7462005615,0x0,0,0,0,
7592,327,20,1,1618.19555664,-4394.93017578,63.9128761292,0x0,0,0,0,
12448,327,21,1,1682.60534668,-4402.45800781,63.5517654419,0x0,0,0,0,
12449,327,22,1,1719.02868652,-4371.12255859,64.9962081909,0x0,0,0,0,
12450,327,23,1,1719.74914551,-4331.29052734,66.5239944458,0x0,0,0,0,
12451,327,24,1,1678.8092041,-4314.91699219,65.0517959595,0x0,0,0,0,
7613,328,0,1,1678.33959961,-4317.91064453,62.6980056763,0x0,0,0,0,
7612,328,1,1,1678.67712402,-4314.69873047,63.1478004456,0x0,0,0,0,
7611,328,2,1,1679.44519043,-4303.35595703,66.7153167725,0x0,0,0,0,
7610,328,3,1,1667.91381836,-4286.10839844,69.7740020752,0x0,0,0,0,
7609,328,4,1,1585.21289063,-4234.35009766,76.8563079834,0x0,0,0,0,
7608,328,5,1,1590.60632324,-4138.92236328,70.0982284546,0x0,0,0,0,
7607,328,6,1,1718.9753418,-4085.98754883,72.6507339478,0x0,0,0,0,
7606,328,7,1,1740.60266113,-4019.8371582,79.178604126,0x0,0,0,0,
7605,328,8,1,1698.40344238,-3917.4921875,101.051902771,0x0,0,0,0,
7604,328,9,1,1707.36730957,-3819.08813477,91.4711914062,0x0,0,0,0,
7603,328,10,1,1911.32666016,-3683.36450195,67.3009033203,0x0,0,0,0,
7602,328,11,1,2256.58520508,-3647.1328125,119.584747314,0x0,0,0,0,
7601,328,12,1,2388.04003906,-3545.35229492,147.009521484,0x0,0,0,0,
7600,328,13,1,2416.2121582,-3362.0234375,158.109298706,0x0,0,0,0,
7599,328,14,1,2222.75341797,-3243.48291016,138.67616272,0x0,0,0,0,
7598,328,15,1,2130.63183594,-3101.53417969,119.806671143,0x0,0,0,0,
7597,328,16,1,2101.93920898,-2943.50341797,122.738563538,0x0,0,0,0,
7596,328,17,1,2142.60375977,-2829.52905273,131.464935303,0x0,0,0,0,
7595,328,18,1,2134.64282227,-2665.3347168,120.132377625,0x0,0,0,0,
7594,328,19,1,2178.58325195,-2588.75952148,116.347366333,0x0,0,0,0,
7593,328,20,1,2252.24829102,-2557.27612305,116.444862366,0x0,0,0,0,
9416,328,21,1,2286.27783203,-2542.46972656,111.55116272,0x0,0,0,0,
9420,328,22,1,2306.97875977,-2525.28857422,105.751403809,0x0,0,0,0,
7614,329,0,1,2722.09155273,-3881.67504883,102.047767639,0x0,0,0,0,
7615,329,1,1,2763.60986328,-3856.78735352,109.471153259,0x0,0,0,0,
7616,329,2,1,2790.36767578,-3794.1796875,115.824943542,0x0,0,0,0,
7617,329,3,1,2709.08447266,-3664.07983398,129.365142822,0x0,0,0,0,
7618,329,4,1,2628.09082031,-3513.21801758,134.784622192,0x0,0,0,0,
7619,329,5,1,2478.16967773,-3346.07080078,143.500091553,0x0,0,0,0,
7620,329,6,1,2272.29736328,-3288.44311523,135.198486328,0x0,0,0,0,
7621,329,7,1,2122.90380859,-3092.37670898,119.80821228,0x0,0,0,0,
7622,329,8,1,2106.02514648,-2914.65722656,126.798446655,0x0,0,0,0,
7623,329,9,1,2060.42675781,-2729.7331543,128.515655518,0x0,0,0,0,
7624,329,10,1,1994.62719727,-2664.4206543,115.231536865,0x0,0,0,0,
7625,329,11,1,1963.78381348,-2512.43286133,102.939613342,0x0,0,0,0,
7626,329,12,1,1971.13635254,-2360.09472656,104.292739868,0x0,0,0,0,
7627,329,13,1,1932.76342773,-2189.78222656,103.239936829,0x0,0,0,0,
7638,329,14,1,1970.59313965,-1993.78686523,107.844551086,0x0,0,0,0,
7639,329,15,1,2046.64807129,-1871.54162598,111.186782837,0x0,0,0,0,
7640,329,16,1,2177.625,-1777.52893066,116.840393066,0x0,0,0,0,
7641,329,17,1,2318.2734375,-1687.7142334,134.160308838,0x0,0,0,0,
7642,329,18,1,2367.20263672,-1543.41931152,133.563796997,0x0,0,0,0,
7643,329,19,1,2401.39746094,-1430.86096191,135.675048828,0x0,0,0,0,
7644,329,20,1,2451.98828125,-1304.14538574,142.810455322,0x0,0,0,0,
7645,329,21,1,2517.87890625,-1013.37921143,139.630325317,0x0,0,0,0,
7646,329,22,1,2484.36914063,-778.307250977,148.950683594,0x0,0,0,0,
7647,329,23,1,2492.51953125,-667.341491699,138.292785645,0x0,0,0,0,
7648,329,24,1,2582.06982422,-571.590332031,125.487106323,0x0,0,0,0,
7649,329,25,1,2777.7890625,-535.713684082,123.225791931,0x0,0,0,0,
7650,329,26,1,2850.9765625,-432.568969727,122.477760315,0x0,0,0,0,
7651,329,27,1,2849.10595703,-232.690979004,120.174842834,0x0,0,0,0,
7652,329,28,1,2903.38500977,-93.1402359009,117.264556885,0x0,0,0,0,
7653,329,29,1,2825.90258789,50.0909309387,113.410713196,0x0,0,0,0,
7654,329,30,1,2830.8828125,169.736053467,115.005256653,0x0,0,0,0,
7655,329,31,1,2909.20092773,187.233078003,105.271827698,0x0,0,0,0,
7656,329,32,1,3062.62329102,133.393768311,73.9631958008,0x0,0,0,0,
7657,329,33,1,3190.83422852,148.953781128,43.4777450562,0x0,0,0,0,
7658,329,34,1,3286.54125977,235.904510498,26.3914737701,0x0,0,0,0,
7659,329,35,1,3338.63598633,357.715179443,22.4798278809,0x0,0,0,0,
7660,329,36,1,3460.63037109,448.893066406,20.2663440704,0x0,0,0,0,
7661,329,37,1,3519.15161133,563.346496582,21.1543216705,0x0,0,0,0,
7662,329,38,1,3515.39892578,702.410400391,18.4940223694,0x0,0,0,0,
7663,329,39,1,3581.08642578,811.201721191,13.3788499832,0x0,0,0,0,
7664,329,40,1,3687.97827148,840.36138916,9.70840644836,0x0,0,0,0,
7665,329,41,1,3826.08691406,812.956848145,23.0305309296,0x0,0,0,0,
7666,329,42,1,3945.1328125,847.272277832,22.6182518005,0x0,0,0,0,
7667,329,43,1,4073.35473633,977.781494141,20.4891357422,0x0,0,0,0,
7668,329,44,1,4290.41943359,990.559875488,54.5881080627,0x0,0,0,0,
7669,329,45,1,4478.25537109,806.540893555,22.987247467,0x0,0,0,0,
7670,329,46,1,4677.33007813,730.684814453,31.5879993439,0x0,0,0,0,
7671,329,47,1,4927.98339844,689.895385742,5.485476017,0x0,0,0,0,
7674,329,48,1,5350.49121094,587.492431641,15.3828735352,0x0,0,0,0,
7675,329,49,1,5739.54345703,590.729980469,17.4857349396,0x0,0,0,0,
7676,329,50,1,6093.63818359,538.411315918,19.0085849762,0x0,0,0,0,
7677,329,51,1,6309.13476562,524.632751465,25.4429416656,0x0,0,0,0,
7678,329,52,1,6341.66455078,559.580444336,17.6732521057,0x0,0,0,0,
7739,330,0,1,6342.59472656,558.69152832,17.6732521057,0x0,0,0,0,
7738,330,1,1,6348.08349609,624.604858398,28.9205150604,0x0,0,0,0,
7737,330,2,1,6254.58398438,664.79699707,39.1983222961,0x0,0,0,0,
7736,330,3,1,6073.47900391,636.046569824,26.7687129974,0x0,0,0,0,
7735,330,4,1,5635.40283203,683.448242188,8.1813659668,0x0,0,0,0,
7734,330,5,1,5164.3125,742.808776855,15.5784807205,0x0,0,0,0,
7733,330,6,1,4927.98339844,689.895385742,34.2354736328,0x0,0,0,0,
7732,330,7,1,4657.91992188,745.362609863,31.5879993439,0x0,0,0,0,
7731,330,8,1,4501.57568359,834.47869873,22.987247467,0x0,0,0,0,
7730,330,9,1,4290.41943359,990.559875488,54.5881080627,0x0,0,0,0,
7729,330,10,1,4058.23217773,965.790161133,20.4891357422,0x0,0,0,0,
7728,330,11,1,3945.1328125,847.272277832,22.6182518005,0x0,0,0,0,
7727,330,12,1,3826.08691406,812.956848145,23.0305309296,0x0,0,0,0,
7726,330,13,1,3680.84887695,843.692932129,9.70840644836,0x0,0,0,0,
7725,330,14,1,3593.52783203,816.490661621,13.3788499832,0x0,0,0,0,
7724,330,15,1,3515.39892578,702.410400391,18.4940223694,0x0,0,0,0,
7723,330,16,1,3521.97192383,572.045898438,21.1543216705,0x0,0,0,0,
7722,330,17,1,3439.16577148,419.526702881,20.2663440704,0x0,0,0,0,
7721,330,18,1,3338.63598633,357.715179443,22.4798278809,0x0,0,0,0,
7720,330,19,1,3270.17700195,226.050018311,21.9748058319,0x0,0,0,0,
7719,330,20,1,3171.94750977,183.796768188,30.1721744537,0x0,0,0,0,
7718,330,21,1,2987.12915039,151.441619873,82.4909133911,0x0,0,0,0,
7717,330,22,1,2904.75805664,187.287979126,105.271827698,0x0,0,0,0,
7716,330,23,1,2836.3190918,177.566360474,116.89414978,0x0,0,0,0,
7715,330,24,1,2816.74951172,53.7574882507,113.410713196,0x0,0,0,0,
7714,330,25,1,2869.6796875,-107.956703186,117.264556885,0x0,0,0,0,
7713,330,26,1,2848.86547852,-258.537841797,120.174842834,0x0,0,0,0,
7712,330,27,1,2854.97485352,-388.044769287,122.477760315,0x0,0,0,0,
7711,330,28,1,2794.48168945,-516.778137207,123.225791931,0x0,0,0,0,
7710,330,29,1,2614.48242187,-603.378234863,125.487106323,0x0,0,0,0,
7709,330,30,1,2492.51953125,-667.341491699,138.292785645,0x0,0,0,0,
7708,330,31,1,2484.36914063,-778.307250977,146.367279053,0x0,0,0,0,
7707,330,32,1,2517.87890625,-1013.37921143,139.630325317,0x0,0,0,0,
7706,330,33,1,2451.98828125,-1304.14538574,142.810455322,0x0,0,0,0,
7705,330,34,1,2401.39746094,-1430.86096191,135.675048828,0x0,0,0,0,
7704,330,35,1,2367.20263672,-1543.41931152,133.563796997,0x0,0,0,0,
7703,330,36,1,2318.2734375,-1687.7142334,134.160308838,0x0,0,0,0,
7702,330,37,1,2177.625,-1777.52893066,116.840393066,0x0,0,0,0,
7701,330,38,1,2046.64807129,-1871.54162598,111.186782837,0x0,0,0,0,
7700,330,39,1,1970.59313965,-1993.78686523,107.844551086,0x0,0,0,0,
7699,330,40,1,1932.76342773,-2189.78222656,103.239936829,0x0,0,0,0,
7698,330,41,1,1971.13635254,-2360.09472656,104.292739868,0x0,0,0,0,
7697,330,42,1,1963.78381348,-2512.43286133,102.939613342,0x0,0,0,0,
7696,330,43,1,1994.62719727,-2664.4206543,115.231536865,0x0,0,0,0,
7695,330,44,1,2060.42675781,-2729.7331543,128.515655518,0x0,0,0,0,
7694,330,45,1,2106.02514648,-2914.65722656,126.798446655,0x0,0,0,0,
7693,330,46,1,2122.90380859,-3092.37670898,119.80821228,0x0,0,0,0,
7692,330,47,1,2272.29736328,-3288.44311523,135.198486328,0x0,0,0,0,
7691,330,48,1,2478.16967773,-3346.07080078,143.500091553,0x0,0,0,0,
7690,330,49,1,2628.09082031,-3513.21801758,134.784622192,0x0,0,0,0,
7689,330,50,1,2673.01342773,-3687.2668457,129.809661865,0x0,0,0,0,
7688,330,51,1,2669.19482422,-3800.16625977,133.534744263,0x0,0,0,0,
7687,330,52,1,2699.30932617,-3859.9777832,114.645751953,0x0,0,0,0,
7686,330,53,1,2722.00463867,-3880.3112793,103.257392883,0x0,0,0,0,
7801,332,0,1,2721.93676758,-3879.50097656,101.962753296,0x0,0,0,0,
7800,332,1,1,2728.43164063,-3883.14770508,104.246406555,0x0,0,0,0,
7799,332,2,1,2738.69091797,-3883.72583008,107.230293274,0x0,0,0,0,
7798,332,3,1,2761.7434082,-3855.27270508,117.012359619,0x0,0,0,0,
7797,332,4,1,2759.54394531,-3765.5703125,127.891059875,0x0,0,0,0,
7796,332,5,1,2695.88720703,-3639.56640625,131.923309326,0x0,0,0,0,
7795,332,6,1,2520.23364258,-3518.28955078,129.507629395,0x0,0,0,0,
7794,332,7,1,2404.7734375,-3327.1730957,124.790367126,0x0,0,0,0,
7793,332,8,1,2258.08154297,-3284.00317383,117.461143494,0x0,0,0,0,
7792,332,9,1,2192.11938477,-3206.07861328,122.591903687,0x0,0,0,0,
7791,332,10,1,2178.13867188,-3070.18823242,126.109130859,0x0,0,0,0,
7790,332,11,1,2108.82910156,-2965.72143555,125.969398499,0x0,0,0,0,
7789,332,12,1,2144.5324707,-2817.02392578,129.48260498,0x0,0,0,0,
7788,332,13,1,2119.57373047,-2704.91918945,118.607719421,0x0,0,0,0,
7787,332,14,1,2178.91748047,-2586.9387207,113.482177734,0x0,0,0,0,
7786,332,15,1,2209.67993164,-2466.6484375,101.659042358,0x0,0,0,0,
7785,332,16,1,2243.47216797,-2356.57421875,113.691368103,0x0,0,0,0,
7784,332,17,1,2278.20629883,-2194.31298828,121.769142151,0x0,0,0,0,
7783,332,18,1,2366.40380859,-2061.1159668,143.052047729,0x0,0,0,0,
7782,332,19,1,2497.15673828,-1997.85803223,152.37890625,0x0,0,0,0,
7781,332,20,1,2657.62792969,-1982.3203125,168.137741089,0x0,0,0,0,
7780,332,21,1,2803.22509766,-2029.81164551,178.437911987,0x0,0,0,0,
7779,332,22,1,2922.66455078,-1863.01867676,175.907241821,0x0,0,0,0,
7778,332,23,1,3052.90625,-1779.15686035,182.514724731,0x0,0,0,0,
7777,332,24,1,3184.61669922,-1730.36254883,180.082244873,0x0,0,0,0,
7776,332,25,1,3276.79272461,-1569.57617188,182.496414185,0x0,0,0,0,
7775,332,26,1,3450.27246094,-1434.98010254,183.345977783,0x0,0,0,0,
7774,332,27,1,3729.44921875,-1494.7532959,205.800979614,0x0,0,0,0,
7773,332,28,1,3898.89404297,-1283.01611328,228.639266968,0x0,0,0,0,
9846,332,29,1,3915.31762695,-1098.53161621,274.277679443,0x0,0,0,0,
9847,332,30,1,4058.05908203,-1047.30908203,272.300567627,0x0,0,0,0,
9848,332,31,1,4212.86035156,-901.157714844,295.875610352,0x0,0,0,0,
9849,332,32,1,4308.88232422,-827.274230957,290.460083008,0x0,0,0,0,
9850,332,33,1,4379.24804688,-868.588684082,298.682556152,0x0,0,0,0,
9851,332,34,1,4502.38330078,-837.46496582,304.723297119,0x0,0,0,0,
9852,332,35,1,4564.58984375,-866.381103516,315.268218994,0x0,0,0,0,
9853,332,36,1,4738.48681641,-761.145507813,305.998443604,0x0,0,0,0,
9854,332,37,1,4984.6015625,-735.122375488,317.184356689,0x0,0,0,0,
9855,332,38,1,5239.13574219,-762.821289063,358.991546631,0x0,0,0,0,
9856,332,39,1,5408.37451172,-662.259887695,356.398925781,0x0,0,0,0,
9857,332,40,1,5579.21435547,-698.656555176,371.978942871,0x0,0,0,0,
9858,332,41,1,5755.80859375,-648.80871582,378.696533203,0x0,0,0,0,
9859,332,42,1,6025.40869141,-719.811767578,405.770080566,0x0,0,0,0,
9860,332,43,1,6099.98291016,-706.411437988,436.364257813,0x0,0,0,0,
9861,332,44,1,6207.71533203,-761.591125488,425.2605896,0x0,0,0,0,
9862,332,45,1,6315.11230469,-999.992858887,427.285552979,0x0,0,0,0,
9863,332,46,1,6530.95947266,-1132.93225098,444.279571533,0x0,0,0,0,
9864,332,47,1,6639.89892578,-1452.0234375,476.396759033,0x0,0,0,0,
9865,332,48,1,6518.48632813,-1659.64086914,509.96295166,0x0,0,0,0,
9866,332,49,1,6536.96142578,-1831.26733398,547.348937988,0x0,0,0,0,
9867,332,50,1,6400.72998047,-1948.85510254,565.198120117,0x0,0,0,0,
9868,332,51,1,6260.26269531,-1915.31506348,571.516601563,0x0,0,0,0,
9869,332,52,1,6209.17919922,-1948.37780762,574.079040527,0x0,0,0,0,
7802,333,0,1,2306.01611328,-2524.86328125,105.21396637,0x0,0,0,0,
7803,333,1,1,2294.41894531,-2527.22094727,106.545822144,0x0,0,0,0,
7804,333,2,1,2226.37670898,-2539.22485352,113.340019226,0x0,0,0,0,
7805,333,3,1,2177.41088867,-2584.12841797,118.156600952,0x0,0,0,0,
7806,333,4,1,2134.03442383,-2698.56811523,126.401107788,0x0,0,0,0,
7807,333,5,1,2169.88549805,-2887.35131836,129.790390015,0x0,0,0,0,
7808,333,6,1,2225.34448242,-3002.67553711,131.940261841,0x0,0,0,0,
7809,333,7,1,2190.68701172,-3118.1105957,123.397262573,0x0,0,0,0,
7810,333,8,1,2259.92700195,-3197.36767578,133.461074829,0x0,0,0,0,
7811,333,9,1,2264.125,-3285.59838867,124.949806213,0x0,0,0,0,
7812,333,10,1,2136.27758789,-3462.4296875,107.064163208,0x0,0,0,0,
7813,333,11,1,2059.1484375,-3557.20874023,77.6899414063,0x0,0,0,0,
7814,333,12,1,1959.62854004,-3659.24438477,46.8679885864,0x0,0,0,0,
7815,333,13,1,1814.22119141,-3730.42895508,49.6384010315,0x0,0,0,0,
7816,333,14,1,1734.50561523,-3795.19702148,55.9029273987,0x0,0,0,0,
7817,333,15,1,1683.73962402,-3875.59082031,37.7155036926,0x0,0,0,0,
7818,333,16,1,1595.51428223,-3897.17236328,26.486825943,0x0,0,0,0,
7819,333,17,1,1449.68273926,-3885.9152832,30.198720932,0x0,0,0,0,
7820,333,18,1,1256.13830566,-3823.84375,49.4818305969,0x0,0,0,0,
7821,333,19,1,1143.47424316,-3705.05004883,85.3205718994,0x0,0,0,0,
7822,333,20,1,1092.7253418,-3574.20605469,109.924560547,0x0,0,0,0,
7823,333,21,1,1126.90002441,-3352.64624023,114.989868164,0x0,0,0,0,
7824,333,22,1,1107.94592285,-3197.09814453,103.162071228,0x0,0,0,0,
7825,333,23,1,974.48840332,-3062.20605469,101.004066467,0x0,0,0,0,
7826,333,24,1,896.598510742,-2880.25756836,115.154983521,0x0,0,0,0,
7827,333,25,1,751.499572754,-2761.41674805,109.780563354,0x0,0,0,0,
7828,333,26,1,530.016784668,-2718.49731445,113.747413635,0x0,0,0,0,
7829,333,27,1,261.385894775,-2806.39233398,110.12171936,0x0,0,0,0,
7830,333,28,1,13.9178600311,-2718.22558594,113.690849304,0x0,0,0,0,
7831,333,29,1,-193.307296753,-2644.87329102,116.456352234,0x0,0,0,0,
7832,333,30,1,-296.024963379,-2522.48974609,122.985206604,0x0,0,0,0,
7833,333,31,1,-394.85949707,-2527.62915039,124.466926575,0x0,0,0,0,
7834,333,32,1,-440.411895752,-2599.65063477,97.8886871338,0x0,0,0,0,
7867,334,0,1,-444.085968018,-2597.10595703,97.4165039063,0x0,0,0,0,
7866,334,1,1,-444.086364746,-2605.27197266,99.1901473999,0x0,0,0,0,
7865,334,2,1,-459.764099121,-2659.25439453,115.343177795,0x0,0,0,0,
7864,334,3,1,-469.215393066,-2762.86035156,126.721153259,0x0,0,0,0,
7863,334,4,1,-342.641723633,-2755.10766602,126.721153259,0x0,0,0,0,
7862,334,5,1,-130.950637817,-2657.91699219,126.721153259,0x0,0,0,0,
7861,334,6,1,65.1940078735,-2672.30615234,113.690849304,0x0,0,0,0,
7860,334,7,1,237.639373779,-2806.86157227,110.12171936,0x0,0,0,0,
7859,334,8,1,419.258850098,-2754.7746582,113.747413635,0x0,0,0,0,
7858,334,9,1,586.706542969,-2873.35107422,109.780563354,0x0,0,0,0,
7857,334,10,1,863.459106445,-2943.20532227,115.154983521,0x0,0,0,0,
7856,334,11,1,974.48840332,-3062.20605469,101.004066467,0x0,0,0,0,
7855,334,12,1,1107.94592285,-3197.09814453,103.162071228,0x0,0,0,0,
7854,334,13,1,1126.90002441,-3352.64624023,114.989868164,0x0,0,0,0,
7853,334,14,1,1092.7253418,-3574.20605469,109.924560547,0x0,0,0,0,
7852,334,15,1,1143.47424316,-3705.05004883,85.3205718994,0x0,0,0,0,
7851,334,16,1,1256.13830566,-3823.84375,49.4818305969,0x0,0,0,0,
7850,334,17,1,1449.68273926,-3885.9152832,30.198720932,0x0,0,0,0,
7849,334,18,1,1595.51428223,-3897.17236328,26.486825943,0x0,0,0,0,
7848,334,19,1,1683.73962402,-3875.59082031,37.7155036926,0x0,0,0,0,
7847,334,20,1,1734.50561523,-3795.19702148,55.9029273987,0x0,0,0,0,
7846,334,21,1,1814.22119141,-3730.42895508,49.6384010315,0x0,0,0,0,
7845,334,22,1,1959.62854004,-3659.24438477,46.8679885864,0x0,0,0,0,
7844,334,23,1,2059.1484375,-3557.20874023,77.6899414063,0x0,0,0,0,
7843,334,24,1,2136.27758789,-3462.4296875,107.064163208,0x0,0,0,0,
7842,334,25,1,2264.125,-3285.59838867,124.949806213,0x0,0,0,0,
7841,334,26,1,2259.92700195,-3197.36767578,133.461074829,0x0,0,0,0,
7840,334,27,1,2190.68701172,-3118.1105957,123.397262573,0x0,0,0,0,
7839,334,28,1,2225.34448242,-3002.67553711,131.940261841,0x0,0,0,0,
7838,334,29,1,2169.88549805,-2887.35131836,129.790390015,0x0,0,0,0,
7837,334,30,1,2125.64013672,-2744.77954102,126.401107788,0x0,0,0,0,
7836,334,31,1,2144.09741211,-2638.20410156,123.04548645,0x0,0,0,0,
7835,334,32,1,2197.86962891,-2573.875,115.895576477,0x0,0,0,0,
9161,334,33,1,2267.47045898,-2536.98657227,110.267997742,0x0,0,0,0,
9162,334,34,1,2307.5012207,-2525.47680664,106.519561768,0x0,0,0,0,
7868,335,0,1,1678.25646973,-4315.35839844,62.309299469,0x0,0,0,0,
7869,335,1,1,1677.23693848,-4313.07324219,62.3995285034,0x0,0,0,0,
7870,335,2,1,1673.10095215,-4300.28027344,64.138168335,0x0,0,0,0,
7871,335,3,1,1664.52600098,-4284.84521484,67.3096389771,0x0,0,0,0,
7872,335,4,1,1617.61853027,-4261.79199219,76.1026611328,0x0,0,0,0,
7873,335,5,1,1576.4720459,-4212.61181641,82.1733169556,0x0,0,0,0,
7874,335,6,1,1596.24157715,-4127.95751953,76.030380249,0x0,0,0,0,
7875,335,7,1,1723.33850098,-4078.25268555,82.7706375122,0x0,0,0,0,
7876,335,8,1,1743.47375488,-3979.8894043,97.942779541,0x0,0,0,0,
7877,335,9,1,1683.93518066,-3906.94140625,97.3763275146,0x0,0,0,0,
7878,335,10,1,1510.75695801,-3861.60644531,64.0090103149,0x0,0,0,0,
7879,335,11,1,1262.49304199,-3938.33911133,41.4318733215,0x0,0,0,0,
7880,335,12,1,1128.92529297,-4075.41796875,36.0073661804,0x0,0,0,0,
7881,335,13,1,982.63671875,-4092.65844727,36.1304397583,0x0,0,0,0,
7882,335,14,1,912.694152832,-4013.92456055,0.405999988317,0x0,0,0,0,
7883,335,15,1,842.443664551,-4047.25341797,14.2933759689,0x0,0,0,0,
7884,335,16,1,766.842041016,-4028.78125,6.23577404022,0x0,0,0,0,
7885,335,17,1,670.156799316,-4035.55297852,7.55161905289,0x0,0,0,0,
7886,335,18,1,600.295898438,-4029.7746582,17.786315918,0x0,0,0,0,
7887,335,19,1,493.32421875,-4007.0690918,43.3263092041,0x0,0,0,0,
