long,long,float,float,float,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
1001,530,-1933.71960449,9343.66894531,74.7306137085,"Nagrand, Corpse Location 003",,,,,,,,,,,,,,,,0xFF01FE,
1002,530,-2153.29736328,9323.70703125,52.434589386,"Nagrand, Corpse Location 004",,,,,,,,,,,,,,,,0xFF01FE,
1003,530,-2619.46337891,8953.70019531,-11.5455236435,"Nagrand, Corpse Location 005",,,,,,,,,,,,,,,,0xFF01FE,
1004,530,-2799.85375977,8785.74609375,-42.4943199158,"Nagrand, Corpse Location 006",,,,,,,,,,,,,,,,0xFF01FE,
1005,530,-2984.11938477,8700.10742188,-53.1577682495,"Nagrand, Corpse Location 007",,,,,,,,,,,,,,,,0xFF01FE,
1006,530,-2989.35131836,8445.12890625,-36.2434272766,"Nagrand, Corpse Location 008",,,,,,,,,,,,,,,,0xFF01FE,
1007,530,-3122.5559082,8079.48974609,-49.1306915283,"Nagrand, Corpse Location 009",,,,,,,,,,,,,,,,0xFF01FE,
1008,530,-3155.75024414,7316.31494141,-25.8604297638,"Nagrand, Corpse Location 010",,,,,,,,,,,,,,,,0xFF01FE,
1009,530,-3244.69555664,7079.02197266,-49.5720291138,"Nagrand, Corpse Location 011",,,,,,,,,,,,,,,,0xFF01FE,
1010,530,-2987.35058594,7045.46875,-54.3836746216,"Nagrand, Corpse Location 012",,,,,,,,,,,,,,,,0xFF01FE,
1011,530,-2962.328125,6796.88183594,-51.262386322,"Nagrand, Corpse Location 013",,,,,,,,,,,,,,,,0xFF01FE,
1012,530,-3045.36987305,6508.56835938,99.6549224854,"Nagrand, Corpse Location 014",,,,,,,,,,,,,,,,0xFF01FE,
1013,530,-3379.58398438,6206.48291016,-3.66372799873,"Terokkar Forest, Corpse Location 001",,,,,,,,,,,,,,,,0xFF01FE,
1014,530,-3621.9831543,6225.18310547,-18.8210926056,"Terokkar Forest, Corpse Location 002",,,,,,,,,,,,,,,,0xFF01FE,
1015,530,-3898.56567383,6147.6484375,-37.0799369812,"Terokkar Forest, Corpse Location 003",,,,,,,,,,,,,,,,0xFF01FE,
1016,530,-3844.3359375,5931.41113281,-25.0504550934,"Terokkar Forest, Corpse Location 004",,,,,,,,,,,,,,,,0xFF01FE,
1017,530,-3801.34033203,5618.75097656,-26.9166088104,"Terokkar Forest, Corpse Location 005",,,,,,,,,,,,,,,,0xFF01FE,
1018,530,-3910.98535156,5404.07128906,-35.6699523926,"Terokkar Forest, Corpse Location 006",,,,,,,,,,,,,,,,0xFF01FE,
1019,530,-3886.28564453,5149.57421875,-59.6890792847,"Terokkar Forest, Corpse Location 007",,,,,,,,,,,,,,,,0xFF01FE,
1020,530,-3990.14404297,4869.47607422,-107.633773804,"Terokkar Forest, Corpse Location 008",,,,,,,,,,,,,,,,0xFF01FE,
1021,530,-3904.29614258,4591.39550781,-45.9820709229,"Terokkar Forest, Corpse Location 009",,,,,,,,,,,,,,,,0xFF01FE,
1022,530,-4024.3046875,4421.72119141,-50.0017929077,"Terokkar Forest, Corpse Location 010",,,,,,,,,,,,,,,,0xFF01FE,
1023,530,-3965.0612793,4128.61914063,0.276609003544,"Terokkar Forest, Corpse Location 011",,,,,,,,,,,,,,,,0xFF01FE,
1024,530,-2415.76416016,1811.62438965,-1.16445994377,"Shadowmoon, Corpse Location 001",,,,,,,,,,,,,,,,0xFF01FE,
1025,530,-2319.12841797,1749.94458008,-13.3445558548,"Shadowmoon, Corpse Location 002",,,,,,,,,,,,,,,,0xFF01FE,
1026,530,-2447.4206543,1612.80517578,-27.2319030762,"Shadowmoon, Corpse Location 003",,,,,,,,,,,,,,,,0xFF01FE,
1027,530,-2650.23925781,1666.65942383,10.0941123962,"Shadowmoon, Corpse Location 004",,,,,,,,,,,,,,,,0xFF01FE,
1028,530,-4151.09130859,3425.81640625,293.049560547,"Terokkar Forest, Corpse Location 016",,,,,,,,,,,,,,,,0xFF01FE,
1029,530,-2648.2668457,3020.65478516,-13.2128095627,"Terokkar Forest, Corpse Location 017",,,,,,,,,,,,,,,,0xFF01FE,
1030,530,-2375.42041016,2848.07543945,-69.8786087036,"Terokkar Forest, Corpse Location 018",,,,,,,,,,,,,,,,0xFF01FE,
1031,530,-2205.60888672,2968.30444336,-69.0715026855,"Terokkar Forest, Corpse Location 019",,,,,,,,,,,,,,,,0xFF01FE,
1032,530,-2098.93237305,3116.50878906,-51.3104858398,"Terokkar Forest, Corpse Location 020",,,,,,,,,,,,,,,,0xFF01FE,
1033,530,-2047.73913574,3278.56225586,-61.8308982849,"Terokkar Forest, Corpse Location 021",,,,,,,,,,,,,,,,0xFF01FE,
1034,530,-2058.99536133,3560.38525391,-74.5024414063,"Terokkar Forest, Corpse Location 022",,,,,,,,,,,,,,,,0xFF01FE,
1035,530,-1876.50439453,3700.50170898,-19.7417888641,"Terokkar Forest, Corpse Location 023",,,,,,,,,,,,,,,,0xFF01FE,
1036,530,0.0,0.0,0.0,"Reuse",,,,,,,,,,,,,,,,0xFF01FE,
1037,530,-1289.79382324,9166.72167969,218.080535889,"Nagrand, Portal Plateau",,,,,,,,,,,,,,,,0xFF01FE,
1038,530,-856.213745117,6600.06054687,173.753143311,"Nagrand, Elemental Plateau",,,,,,,,,,,,,,,,0xFF01FE,
1039,530,-2033.52819824,8479.52734375,-0.312287002802,"Nagrand, SW Graveyard",,,,,,,,,,,,,,,,0xFF01FE,
1040,530,700.090637207,2207.99072266,288.51776123,"Hellfire Peninsula, Throne of Kil'Jaedan",,,,,,,,,,,,,,,,0xFF01FE,
1041,530,-249.764923096,1023.31872559,54.3254394531,"Hellfire Peninsula, Dark Portal",,,,,,,,,,,,,,,,0xFF01FE,
1042,530,-3562.40625,4666.44189453,-21.9863758087,"Terokkar Forest, Bone Wastes GY",,,,,,,,,,,,,,,,0xFF01FE,
1043,530,874.910949707,7284.71972656,23.0166969299,"Zangarmarsh, Harborage GY",,,,,,,,,,,,,,,,0xFF01FE,
1044,530,337.124938965,8616.86523438,24.1562633514,"Zangarmarsh, Sporeggar GY",,,,,,,,,,,,,,,,0xFF01FE,
1045,530,4363.88134766,3093.7434082,132.969985962,"Netherstorm, Stormspire GY",,,,,,,,,,,,,,,,0xFF01FE,
1046,530,3032.43676758,3594.2800293,145.81829834,"Netherstorm, Area 52 GY",,,,,,,,,,,,,,,,0xFF01FE,
1047,530,-2999.2265625,2439.05981445,62.3125534058,"Shadowmoon Valley, Shadowmoon Village GY",,,,,,,,,,,,,,,,0xFF01FE,
1048,530,-4022.98779297,2048.57958984,96.8944244385,"Shadowmoon Valley, Wildhammer GY",,,,,,,,,,,,,,,,0xFF01FE,
1049,530,1955.90405273,6768.81103516,164.061050415,"Blade's Edge, Sylvanaar GY",,,,,,,,,,,,,,,,0xFF01FE,
1050,530,2218.90087891,6017.35400391,135.920593262,"Blade's Edge, Thunderlord GY",,,,,,,,,,,,,,,,0xFF01FE,
1051,530,-3942.58911133,3686.28686523,286.760314941,"Terokkar Forest, Skettis GY",,,,,,,,,,,,,,,,0xFF01FE,
1052,530,-2652.66186523,1484.20861816,23.2433261871,"Shadowmoon, Corpse Location 005",,,,,,,,,,,,,,,,0xFF01FE,
1053,530,-2477.68579102,1386.23791504,47.2642631531,"Shadowmoon, Corpse Location 006",,,,,,,,,,,,,,,,0xFF01FE,
1054,530,-2459.08154297,1277.56835938,33.3695869446,"Shadowmoon, Corpse Location 007",,,,,,,,,,,,,,,,0xFF01FE,
1055,530,-2464.27758789,1074.65478516,33.7003250122,"Shadowmoon, Corpse Location 008",,,,,,,,,,,,,,,,0xFF01FE,
1056,530,-2597.44921875,1040.72375488,40.0066413879,"Shadowmoon, Corpse Location 009",,,,,,,,,,,,,,,,0xFF01FE,
1057,530,-2753.66674805,966.14630127,-3.37364292145,"Shadowmoon, Corpse Location 010",,,,,,,,,,,,,,,,0xFF01FE,
1058,530,-2721.15795898,711.033630371,-21.3014202118,"Shadowmoon, Corpse Location 011",,,,,,,,,,,,,,,,0xFF01FE,
1059,530,-2752.54296875,509.309020996,-25.6438980103,"Shadowmoon, Corpse Location 012",,,,,,,,,,,,,,,,0xFF01FE,
1060,530,-3004.48754883,482.050567627,-15.3961687088,"Shadowmoon, Corpse Location 013",,,,,,,,,,,,,,,,0xFF01FE,
1061,530,-2997.3840332,207.579421997,3.16660404205,"Shadowmoon, Corpse Location 014",,,,,,,,,,,,,,,,0xFF01FE,
1062,530,-4084.6171875,120.513237,63.0946998596,"Shadowmoon, Corpse Location 015",,,,,,,,,,,,,,,,0xFF01FE,
1063,530,-4231.62158203,58.6267356873,7.6037569046,"Shadowmoon, Corpse Location 016",,,,,,,,,,,,,,,,0xFF01FE,
1064,530,-4445.80810547,224.844192505,93.5421447754,"Shadowmoon, Corpse Location 017",,,,,,,,,,,,,,,,0xFF01FE,
1065,530,-4507.59521484,553.552978516,124.258476257,"Shadowmoon, Corpse Location 018",,,,,,,,,,,,,,,,0xFF01FE,
1066,530,-4445.42626953,863.557922363,6.45198202133,"Shadowmoon, Corpse Location 019",,,,,,,,,,,,,,,,0xFF01FE,
1067,530,-4791.515625,1082.1842041,-8.86697864532,"Shadowmoon, Corpse Location 020",,,,,,,,,,,,,,,,0xFF01FE,
1068,530,-4618.16845703,1850.60632324,153.438644409,"Shadowmoon, Corpse Location 021",,,,,,,,,,,,,,,,0xFF01FE,
1069,530,-4568.14257813,2023.79821777,90.06275177,"Shadowmoon, Corpse Location 022",,,,,,,,,,,,,,,,0xFF01FE,
1070,530,-4541.31933594,2281.7590332,17.7953205109,"Shadowmoon, Corpse Location 023",,,,,,,,,,,,,,,,0xFF01FE,
1071,530,-4408.89160156,2328.78027344,31.212972641,"Shadowmoon, Corpse Location 024",,,,,,,,,,,,,,,,0xFF01FE,
1072,530,1932.99829102,7389.17626953,364.887573242,"Blade's Edge, Corpse Location 000",,,,,,,,,,,,,,,,0xFF01FE,
1073,530,2356.30981445,7345.09277344,363.309387207,"Blade's Edge, Corpse Location 001",,,,,,,,,,,,,,,,0xFF01FE,
1074,530,2818.31079102,7269.72021484,364.234039307,"Blade's Edge, Corpse Location 002",,,,,,,,,,,,,,,,0xFF01FE,
1075,530,3199.99121094,7264.96386719,146.659729004,"Blade's Edge, Corpse Location 003",,,,,,,,,,,,,,,,0xFF01FE,
1076,530,3432.88671875,7312.37841797,138.647521973,"Blade's Edge, Corpse Location 004",,,,,,,,,,,,,,,,0xFF01FE,
1077,530,3753.24487305,7118.02636719,141.142410278,"Blade's Edge, Corpse Location 005",,,,,,,,,,,,,,,,0xFF01FE,
1078,530,3797.19262695,6900.23632813,142.428894043,"Blade's Edge, Corpse Location 006",,,,,,,,,,,,,,,,0xFF01FE,
1079,530,3839.14770508,6586.80712891,135.093765259,"Blade's Edge, Corpse Location 007",,,,,,,,,,,,,,,,0xFF01FE,
1080,530,3482.77880859,6487.12744141,134.425964355,"Blade's Edge, Corpse Location 008",,,,,,,,,,,,,,,,0xFF01FE,
1081,530,3656.61376953,6208.10742188,272.701263428,"Blade's Edge, Corpse Location 009",,,,,,,,,,,,,,,,0xFF01FE,
1082,530,3995.32543945,6092.06445313,262.342712402,"Blade's Edge, Corpse Location 010",,,,,,,,,,,,,,,,0xFF01FE,
1083,530,4095.1081543,5811.88623047,259.762451172,"Blade's Edge, Corpse Location 011",,,,,,,,,,,,,,,,0xFF01FE,
1084,530,4153.54931641,5508.91699219,272.111572266,"Blade's Edge, Corpse Location 012",,,,,,,,,,,,,,,,0xFF01FE,
1085,530,4120.70605469,5214.14599609,264.987670898,"Blade's Edge, Corpse Location 013",,,,,,,,,,,,,,,,0xFF01FE,
1086,530,4086.35424805,4849.89794922,267.428955078,"Blade's Edge, Corpse Location 014",,,,,,,,,,,,,,,,0xFF01FE,
1087,530,3926.2043457,4825.27832031,264.98236084,"Blade's Edge, Corpse Location 015",,,,,,,,,,,,,,,,0xFF01FE,
1088,530,3731.11547852,4738.4453125,240.942703247,"Blade's Edge, Corpse Location 016",,,,,,,,,,,,,,,,0xFF01FE,
1089,530,3455.31420898,4468.35009766,154.242996216,"Blade's Edge, Corpse Location 017",,,,,,,,,,,,,,,,0xFF01FE,
1090,530,3323.59936523,4503.87695313,152.40473938,"Blade's Edge, Corpse Location 018",,,,,,,,,,,,,,,,0xFF01FE,
1091,530,2877.5246582,4738.90527344,278.724700928,"Blade's Edge, Corpse Location 019",,,,,,,,,,,,,,,,0xFF01FE,
1092,530,2653.00317383,5100.26123047,275.459320068,"Blade's Edge, Corpse Location 020",,,,,,,,,,,,,,,,0xFF01FE,
1093,530,2344.61938477,5072.5,268.164642334,"Blade's Edge, Corpse Location 021",,,,,,,,,,,,,,,,0xFF01FE,
1094,530,2251.0847168,4907.94091797,140.957519531,"Blade's Edge, Corpse Location 022",,,,,,,,,,,,,,,,0xFF01FE,
1095,530,2274.3527832,4725.42626953,159.45149231,"Blade's Edge, Corpse Location 023",,,,,,,,,,,,,,,,0xFF01FE,
1096,530,2102.65576172,4685.08105469,139.952758789,"Blade's Edge, Corpse Location 024",,,,,,,,,,,,,,,,0xFF01FE,
1097,530,1914.58227539,4677.85253906,133.27973938,"Blade's Edge, Corpse Location 025",,,,,,,,,,,,,,,,0xFF01FE,
1098,530,1771.94299316,4585.16455078,144.923049927,"Blade's Edge, Corpse Location 026",,,,,,,,,,,,,,,,0xFF01FE,
1099,530,1621.03564453,4563.13916016,137.265167236,"Blade's Edge, Corpse Location 027",,,,,,,,,,,,,,,,0xFF01FE,
1100,530,1606.35705566,4792.57910156,138.084991455,"Blade's Edge, Corpse Location 028",,,,,,,,,,,,,,,,0xFF01FE,
1101,530,1596.31384277,4948.64794922,169.668533325,"Blade's Edge, Corpse Location 029",,,,,,,,,,,,,,,,0xFF01FE,
1102,530,1616.9029541,5077.05224609,174.761062622,"Blade's Edge, Corpse Location 030",,,,,,,,,,,,,,,,0xFF01FE,
1103,566,2523.68603516,1596.59729004,1269.34765625,"Netherstorm BG - Graveyard (Alliance Start)",,,,,,,,,,,,,,,,0xFF01FE,
1104,566,1807.73596191,1539.41564941,1267.62731934,"Netherstorm BG - Graveyard (Horde Start)",,,,,,,,,,,,,,,,0xFF01FE,
1105,566,2013.06188965,1677.23803711,1182.12573242,"Netherstorm BG - Graveyard (Felreaver)",,,,,,,,,,,,,,,,0xFF01FE,
1106,566,2012.40344238,1455.41235352,1172.20178223,"Netherstorm BG - Graveyard (BE Tower)",,,,,,,,,,,,,,,,0xFF01FE,
1107,566,2351.78540039,1455.39904785,1185.33337402,"Netherstorm BG - Graveyard (Draenei Tower)",,,,,,,,,,,,,,,,0xFF01FE,
1108,566,2355.29785156,1683.71398926,1173.15368652,"Netherstorm BG - Graveyard (Human Tower)",,,,,,,,,,,,,,,,0xFF01FE,
1109,566,2626.89819336,1457.84741211,1225.53613281,"Netherstorm BG - Corpse Catcher 000",,,,,,,,,,,,,,,,0xFF01FE,
1110,566,2603.98999023,1695.96398926,1229.46350098,"Netherstorm BG - Corpse Catcher 001",,,,,,,,,,,,,,,,0xFF01FE,
1111,566,2495.96044922,1402.38952637,1204.58837891,"Netherstorm BG - Corpse Catcher 002",,,,,,,,,,,,,,,,0xFF01FE,
1112,566,2541.24707031,1787.23693848,1187.97558594,"Netherstorm BG - Corpse Catcher 003",,,,,,,,,,,,,,,,0xFF01FE,
1113,566,2353.73413086,1336.66186523,1192.14416504,"Netherstorm BG - Corpse Catcher 004",,,,,,,,,,,,,,,,0xFF01FE,
1114,566,2368.34741211,1800.78540039,1166.33496094,"Netherstorm BG - Corpse Catcher 005",,,,,,,,,,,,,,,,0xFF01FE,
1115,566,2253.47314453,1298.66088867,1188.84387207,"Netherstorm BG - Corpse Catcher 006",,,,,,,,,,,,,,,,0xFF01FE,
1116,566,2227.59912109,1819.57946777,1151.61022949,"Netherstorm BG - Corpse Catcher 007",,,,,,,,,,,,,,,,0xFF01FE,
1117,566,2047.88928223,1324.83837891,1170.76513672,"Netherstorm BG - Corpse Catcher 008",,,,,,,,,,,,,,,,0xFF01FE,
1118,566,2057.31079102,1848.25744629,1192.26867676,"Netherstorm BG - Corpse Catcher 009",,,,,,,,,,,,,,,,0xFF01FE,
1119,566,1914.76977539,1381.50170898,1175.38684082,"Netherstorm BG - Corpse Catcher 010",,,,,,,,,,,,,,,,0xFF01FE,
1120,566,1918.94335938,1766.29516602,1194.12438965,"Netherstorm BG - Corpse Catcher 011",,,,,,,,,,,,,,,,0xFF01FE,
1121,566,1796.2154541,1341.52209473,1188.56689453,"Netherstorm BG - Corpse Catcher 012",,,,,,,,,,,,,,,,0xFF01FE,
1122,566,1808.18713379,1726.81555176,1206.02087402,"Netherstorm BG - Corpse Catcher 013",,,,,,,,,,,,,,,,0xFF01FE,
1123,566,1724.50537109,1405.74133301,1208.54956055,"Netherstorm BG - Corpse Catcher 014",,,,,,,,,,,,,,,,0xFF01FE,
1124,566,1692.78173828,1672.56506348,1225.52783203,"Netherstorm BG - Corpse Catcher 015",,,,,,,,,,,,,,,,0xFF01FE,
1125,566,2121.78735352,1670.49768066,1169.26672363,"Netherstorm BG - Corpse Catcher 016",,,,,,,,,,,,,,,,0xFF01FE,
1126,566,2111.42431641,1441.81726074,1163.86914063,"Netherstorm BG - Corpse Catcher 017",,,,,,,,,,,,,,,,0xFF01FE,
1127,566,2213.18457031,1469.54260254,1175.01391602,"Netherstorm BG - Corpse Catcher 018",,,,,,,,,,,,,,,,0xFF01FE,
1128,566,2226.59887695,1692.81018066,1161.84545898,"Netherstorm BG - Corpse Catcher 019",,,,,,,,,,,,,,,,0xFF01FE,
1129,566,2174.8984375,1594.50646973,1126.51013184,"Netherstorm BG - Corpse Catcher 020",,,,,,,,,,,,,,,,0xFF01FE,
1130,566,2173.63989258,1534.45214844,1129.23852539,"Netherstorm BG - Corpse Catcher 021",,,,,,,,,,,,,,,,0xFF01FE,
1131,566,2213.82958984,1328.19104004,1178.45825195,"Netherstorm BG - Corpse Catcher 022",,,,,,,,,,,,,,,,0xFF01FE,
1132,566,2113.41967773,1326.88244629,1153.99499512,"Netherstorm BG - Corpse Catcher 023",,,,,,,,,,,,,,,,0xFF01FE,
1133,566,2117.21020508,1807.68151855,1171.5546875,"Netherstorm BG - Corpse Catcher 024",,,,,,,,,,,,,,,,0xFF01FE,
1134,530,3491.41455078,4127.38818359,119.836860657,"Netherstorm - Corpse Catcher 000",,,,,,,,,,,,,,,,0xFF01FE,
1135,530,3578.55517578,3957.09814453,117.999488831,"Netherstorm - Corpse Catcher 001",,,,,,,,,,,,,,,,0xFF01FE,
1136,530,3586.96362305,3717.30737305,115.593208313,"Netherstorm - Corpse Catcher 002",,,,,,,,,,,,,,,,0xFF01FE,
1137,530,3640.77050781,3522.84204102,104.121940613,"Netherstorm - Corpse Catcher 003",,,,,,,,,,,,,,,,0xFF01FE,
1138,530,3520.19580078,3511.703125,125.436683655,"Netherstorm - Corpse Catcher 004",,,,,,,,,,,,,,,,0xFF01FE,
1139,530,3399.30517578,3400.40917969,101.825706482,"Netherstorm - Corpse Catcher 005",,,,,,,,,,,,,,,,0xFF01FE,
1140,530,3271.48974609,3366.9206543,105.214073181,"Netherstorm - Corpse Catcher 006",,,,,,,,,,,,,,,,0xFF01FE,
1141,530,3188.36645508,3257.08081055,88.9730072021,"Netherstorm - Corpse Catcher 007",,,,,,,,,,,,,,,,0xFF01FE,
1142,530,3022.79101563,3163.70483398,118.335830688,"Netherstorm - Corpse Catcher 008",,,,,,,,,,,,,,,,0xFF01FE,
1143,530,2943.65600586,3056.63769531,112.724029541,"Netherstorm - Corpse Catcher 009",,,,,,,,,,,,,,,,0xFF01FE,
1144,530,2846.52148438,2955.5402832,113.507553101,"Netherstorm - Corpse Catcher 010",,,,,,,,,,,,,,,,0xFF01FE,
1145,530,2815.29663086,2830.88647461,76.0170898438,"Netherstorm - Corpse Catcher 011",,,,,,,,,,,,,,,,0xFF01FE,
1146,530,2695.05126953,2940.24072266,94.983253479,"Netherstorm - Corpse Catcher 012",,,,,,,,,,,,,,,,0xFF01FE,
1147,530,2570.49975586,3135.96411133,107.749198914,"Netherstorm - Corpse Catcher 013",,,,,,,,,,,,,,,,0xFF01FE,
1148,530,2511.97631836,3275.15454102,99.7490386963,"Netherstorm - Corpse Catcher 014",,,,,,,,,,,,,,,,0xFF01FE,
1149,530,2449.93383789,3377.49365234,115.303100586,"Netherstorm - Corpse Catcher 015",,,,,,,,,,,,,,,,0xFF01FE,
1150,530,2519.66137695,3538.69995117,120.574409485,"Netherstorm - Corpse Catcher 016",,,,,,,,,,,,,,,,0xFF01FE,
1151,530,2479.8371582,3695.67895508,106.20905304,"Netherstorm - Corpse Catcher 017",,,,,,,,,,,,,,,,0xFF01FE,
1152,530,2433.44067383,3835.27685547,94.9400939941,"Netherstorm - Corpse Catcher 018",,,,,,,,,,,,,,,,0xFF01FE,
1153,530,2403.4296875,3995.29077148,99.2666549683,"Netherstorm - Corpse Catcher 019",,,,,,,,,,,,,,,,0xFF01FE,
1154,530,2477.40966797,4151.27246094,113.695091248,"Netherstorm - Corpse Catcher 020",,,,,,,,,,,,,,,,0xFF01FE,
1155,530,2535.25708008,4396.42138672,103.32169342,"Netherstorm - Corpse Catcher 021",,,,,,,,,,,,,,,,0xFF01FE,
1156,530,2710.51855469,4440.32275391,105.851989746,"Netherstorm - Corpse Catcher 022",,,,,,,,,,,,,,,,0xFF01FE,
1157,530,2916.15478516,4444.48779297,111.442092896,"Netherstorm - Corpse Catcher 023",,,,,,,,,,,,,,,,0xFF01FE,
1158,530,3069.10083008,4357.13964844,119.068618774,"Netherstorm - Corpse Catcher 024",,,,,,,,,,,,,,,,0xFF01FE,
1159,530,3091.80395508,4146.83886719,126.162330627,"Netherstorm - Corpse Catcher 025",,,,,,,,,,,,,,,,0xFF01FE,
1160,530,3221.16796875,4069.09814453,103.293922424,"Netherstorm - Corpse Catcher 026",,,,,,,,,,,,,,,,0xFF01FE,
1161,530,3355.78857422,4149.28466797,137.783416748,"Netherstorm - Corpse Catcher 027",,,,,,,,,,,,,,,,0xFF01FE,
1162,530,3980.61157227,4262.21289063,130.058761597,"Netherstorm - Corpse Catcher 028",,,,,,,,,,,,,,,,0xFF01FE,
1163,530,3802.70141602,4204.43310547,108.910850525,"Netherstorm - Corpse Catcher 029",,,,,,,,,,,,,,,,0xFF01FE,
1164,530,3766.71435547,4008.22875977,116.788139343,"Netherstorm - Corpse Catcher 030",,,,,,,,,,,,,,,,0xFF01FE,
1165,530,3796.26660156,3772.18530273,100.545082092,"Netherstorm - Corpse Catcher 031",,,,,,,,,,,,,,,,0xFF01FE,
1166,530,4049.61450195,3692.78051758,101.572883606,"Netherstorm - Corpse Catcher 032",,,,,,,,,,,,,,,,0xFF01FE,
1167,530,4152.52685547,3886.20532227,121.304092407,"Netherstorm - Corpse Catcher 033",,,,,,,,,,,,,,,,0xFF01FE,
1168,530,4235.15673828,4080.62207031,95.367477417,"Netherstorm - Corpse Catcher 034",,,,,,,,,,,,,,,,0xFF01FE,
1169,530,4169.83300781,4209.06445313,118.710800171,"Netherstorm - Corpse Catcher 035",,,,,,,,,,,,,,,,0xFF01FE,
1170,530,3836.078125,3477.26049805,75.5263442993,"Netherstorm - Corpse Catcher 036",,,,,,,,,,,,,,,,0xFF01FE,
1171,530,3994.94702148,3538.26782227,122.008338928,"Netherstorm - Corpse Catcher 037",,,,,,,,,,,,,,,,0xFF01FE,
1172,530,4211.3984375,3632.0012207,124.109428406,"Netherstorm - Corpse Catcher 038",,,,,,,,,,,,,,,,0xFF01FE,
1173,530,4395.24267578,3708.61547852,96.6159591675,"Netherstorm - Corpse Catcher 039",,,,,,,,,,,,,,,,0xFF01FE,
1174,530,4580.69140625,3584.0,94.0002059937,"Netherstorm - Corpse Catcher 040",,,,,,,,,,,,,,,,0xFF01FE,
1175,530,4793.19189453,3527.37426758,102.163520813,"Netherstorm - Corpse Catcher 041",,,,,,,,,,,,,,,,0xFF01FE,
1176,530,4903.71386719,3323.859375,101.088577271,"Netherstorm - Corpse Catcher 042",,,,,,,,,,,,,,,,0xFF01FE,
1177,530,4945.86865234,3110.82910156,98.2188873291,"Netherstorm - Corpse Catcher 043",,,,,,,,,,,,,,,,0xFF01FE,
1178,530,5156.75341797,2974.21386719,75.5550079346,"Netherstorm - Corpse Catcher 044",,,,,,,,,,,,,,,,0xFF01FE,
1179,530,5204.69921875,2868.1081543,54.3041763306,"Netherstorm - Corpse Catcher 045",,,,,,,,,,,,,,,,0xFF01FE,
1180,530,5019.97216797,2798.72705078,52.0893592834,"Netherstorm - Corpse Catcher 046",,,,,,,,,,,,,,,,0xFF01FE,
1181,530,4885.18212891,2663.12963867,85.2405090332,"Netherstorm - Corpse Catcher 047",,,,,,,,,,,,,,,,0xFF01FE,
1182,530,4853.17431641,2354.0168457,101.27935791,"Netherstorm - Corpse Catcher 048",,,,,,,,,,,,,,,,0xFF01FE,
1183,530,4680.81152344,2287.47924805,129.445999146,"Netherstorm - Corpse Catcher 049",,,,,,,,,,,,,,,,0xFF01FE,
1184,530,4522.44482422,2280.27661133,136.923980713,"Netherstorm - Corpse Catcher 050",,,,,,,,,,,,,,,,0xFF01FE,
1185,530,4436.57275391,2485.4765625,90.3712387085,"Netherstorm - Corpse Catcher 051",,,,,,,,,,,,,,,,0xFF01FE,
1186,530,4448.29541016,2658.1472168,111.355583191,"Netherstorm - Corpse Catcher 052",,,,,,,,,,,,,,,,0xFF01FE,
1187,530,4285.06347656,2837.04003906,100.799812317,"Netherstorm - Corpse Catcher 053",,,,,,,,,,,,,,,,0xFF01FE,
1188,530,4136.61914063,2699.33203125,101.024856567,"Netherstorm - Corpse Catcher 054",,,,,,,,,,,,,,,,0xFF01FE,
1189,530,3975.24316406,2807.43554688,115.879669189,"Netherstorm - Corpse Catcher 055",,,,,,,,,,,,,,,,0xFF01FE,
1190,530,3931.78637695,3020.66674805,104.802467346,"Netherstorm - Corpse Catcher 056",,,,,,,,,,,,,,,,0xFF01FE,
1191,530,3895.8762207,3257.63964844,120.551963806,"Netherstorm - Corpse Catcher 057",,,,,,,,,,,,,,,,0xFF01FE,
1192,530,3629.35864258,3095.10888672,112.238136292,"Netherstorm - Corpse Catcher 058",,,,,,,,,,,,,,,,0xFF01FE,
1193,530,3476.44555664,3293.55957031,94.8661804199,"Netherstorm - Corpse Catcher 059",,,,,,,,,,,,,,,,0xFF01FE,
1194,530,3348.41015625,3172.06347656,91.6888504028,"Netherstorm - Corpse Catcher 060",,,,,,,,,,,,,,,,0xFF01FE,
1195,530,3216.28442383,2992.53491211,124.763763428,"Netherstorm - Corpse Catcher 061",,,,,,,,,,,,,,,,0xFF01FE,
1196,530,3022.81274414,2892.90698242,90.2430953979,"Netherstorm - Corpse Catcher 062",,,,,,,,,,,,,,,,0xFF01FE,
1197,530,2860.46875,2735.28051758,86.1799697876,"Netherstorm - Corpse Catcher 063",,,,,,,,,,,,,,,,0xFF01FE,
1198,530,2863.80297852,2537.40991211,105.193023682,"Netherstorm - Corpse Catcher 064",,,,,,,,,,,,,,,,0xFF01FE,
1199,530,2856.08398438,2297.0402832,98.8159484863,"Netherstorm - Corpse Catcher 065",,,,,,,,,,,,,,,,0xFF01FE,
1200,530,2834.86010742,2040.24072266,92.6891708374,"Netherstorm - Corpse Catcher 066",,,,,,,,,,,,,,,,0xFF01FE,
1201,530,2868.81054688,1848.69384766,96.8612213135,"Netherstorm - Corpse Catcher 067",,,,,,,,,,,,,,,,0xFF01FE,
1202,530,2895.75244141,1708.09069824,105.790328979,"Netherstorm - Corpse Catcher 068",,,,,,,,,,,,,,,,0xFF01FE,
1203,530,3110.67480469,1624.43164063,112.816513062,"Netherstorm - Corpse Catcher 069",,,,,,,,,,,,,,,,0xFF01FE,
