long,long,str,long,float,long,long,float,float,float,None,long,long,long,float,float,float,float,float,float,float,float,float,float,float,float,float,float,
224,1,"Creature\SeaLion\SeaLion.mdx",1,1.0,1,-1,18.0,12.0,1.0,,0,0,202,0.611100018024,2.03099989891,0.0,-1.85822296143,-2.15438389778,0.193526998162,2.26508688927,1.70102596283,2.88464808464,1.0,1.0,0.0,0.0,0.0,
225,0,"Creature\ForceOfNature\ForceofNature.mdx",1,1.0,1,5,18.0,12.0,1.0,,0,0,204,0.611100018024,2.03099989891,0.0,-0.9863910079,-2.04161596298,-0.0114029999822,1.24563503265,2.07471990585,4.23059511185,1.0,1.0,0.0,0.0,0.0,
227,11,"Creature\Orca\Orca.mdx",1,1.0,1,4,18.0,12.0,1.0,,0,0,205,0.611100018024,2.03099989891,0.0,-2.48695898056,-1.32446503639,-0.922793984413,2.04967808723,1.36973595619,1.83983194828,1.0,1.0,0.0,0.0,0.0,
229,0,"Creature\Ram\Ram.mdx",1,1.0,1,3,18.0,12.0,1.0,,0,0,206,0.694400012493,2.08299994469,0.0,-1.44540703297,-0.959342002869,-0.0102129997686,2.09928393364,0.840242981911,2.59243106842,1.0,1.0,0.0,0.0,0.0,
230,1,"Creature\Shark\HammerHead.mdx",1,1.0,1,4,18.0,12.0,1.0,,0,0,207,0.611100018024,2.03099989891,0.0,-3.52564311028,-3.60770201683,-0.110477000475,3.23047995567,3.67696404457,2.25578403473,1.0,1.0,0.0,0.0,0.0,
250,1,"Creature\CryptFiend\CryptFiend.mdx",1,1.0,3,1,18.0,12.0,1.0,,0,0,227,0.611100018024,2.03099989891,0.0,-2.76432609558,-2.43810200691,-0.186011999846,2.05412793159,2.43752908707,3.50351691246,1.0,1.0,0.0,0.0,0.0,
270,3,"Creature\Object\WoodenDummy.mdx",1,1.0,-1,-1,18.0,12.0,1.0,,0,0,247,0.458299994469,2.08800005913,0.0,-0.340133994818,-0.920323014259,-0.163394004107,0.246303007007,1.01198899746,2.51604795456,1.0,1.0,0.0,0.0,0.0,
271,3,"Creature\Object\ArcheryTarget.mdx",1,1.0,3,4,18.0,12.0,1.0,,0,0,248,2.75699996948,4.67700004578,0.0,-2.08384299278,-1.2164080143,-0.132553994656,0.754068017006,1.29594194889,4.58327007294,2.0,2.0,0.0,0.0,0.0,
290,3,"Creature\Object\Cannon.mdx",1,1.0,-1,4,18.0,12.0,1.0,,0,0,267,0.694400012493,2.08299994469,0.0,-3.73106098175,-2.88735604286,-0.0329760015011,3.9055390358,2.88735699654,4.42682218552,1.0,1.0,0.0,0.0,0.0,
310,0,"Creature\HighElf\HighElfFemale_Mage.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,287,0.0,0.0,1.33473694324,-0.317467004061,-0.36594799161,0.00111700000707,0.310580998659,0.440212994814,2.3282020092,1.0,1.0,0.0,0.0,0.0,
311,0,"Creature\HighElf\HighElfFemale_Hunter.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,288,0.0,0.0,1.33473694324,-0.253885000944,-0.343080997467,0.00111700000707,0.310580998659,0.420011013746,2.3282020092,1.0,1.0,0.0,0.0,0.0,
312,0,"Creature\HighElf\HighElfFemale_Priest.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,289,0.0,0.0,1.33473694324,-0.317467004061,-0.34207201004,0.00111700000707,0.310580998659,0.420011013746,2.3282020092,1.0,1.0,0.0,0.0,0.0,
313,0,"Creature\HighElf\HighElfFemale_Warrior.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,290,0.0,0.0,1.33473694324,-0.363323003054,-0.406066000462,0.00111700000707,0.336255997419,0.474038988352,2.3282020092,1.0,1.0,0.0,0.0,0.0,
314,0,"Creature\HighElf\HighElfMale_Mage.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,291,0.0,0.0,1.34133803844,-0.389115989208,-0.508516013622,-0.000255999999354,0.241633996367,0.504159986973,2.2942969799,1.0,1.0,0.0,0.0,0.0,
315,0,"Creature\HighElf\HighElfMale_Hunter.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,292,0.611100018024,2.03099989891,0.0,-0.341632992029,-0.492767006159,-0.000254999991739,0.241633996367,0.488247990608,2.2942969799,1.0,1.0,0.0,0.0,0.0,
316,0,"Creature\HighElf\HighElfMale_Priest.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,289,0.0,0.0,1.34133803844,-0.389115989208,-0.508516013622,-0.000255999999354,0.241633996367,0.504159986973,2.2942969799,1.0,1.0,0.0,0.0,0.0,
317,0,"Creature\HighElf\HighElfMale_Warrior.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,293,0.0,0.0,1.34133803844,-0.38196799159,-0.509579002857,-0.000255999999354,0.251899987459,0.505562007427,2.2942969799,1.0,1.0,0.0,0.0,0.0,
331,1,"Creature\FelBat\BatTaxi.mdx",1,1.0,1,-1,18.0,12.0,1.0,,0,0,308,0.611100018024,2.03099989891,1.19389104843,-2.26979804039,-5.22596502304,0.796045005322,3.38252902031,5.23019981384,6.77088689804,1.0,1.0,0.0,0.0,0.0,
332,1,"Creature\NagaMale\NagaMale.mdx",1,1.0,1,1,1.0,1.0,1.0,,0,0,309,0.611100018024,2.03099989891,0.0,-1.70770096779,-1.10393297672,-0.0299849994481,0.744449973106,1.11404705048,2.82601499557,1.0,1.0,0.0,0.0,0.0,
351,0,"Creature\Chimera\Chimera.mdx",1,1.0,1,-1,18.0,12.0,1.0,,0,0,328,0.611100018024,2.03099989891,0.0,-4.83545923233,-6.57157802582,0.3572050035,3.52448701859,6.40087604523,4.85956001282,1.0,1.0,0.0,0.0,0.0,
352,0,"Creature\Serpent\Serpent.mdx",1,1.0,1,1,1.0,1.0,1.0,,0,0,329,0.611100018024,2.03099989891,0.0,-4.04094696045,-1.54771697521,-0.0293409992009,1.42651903629,1.52125799656,3.44740509987,1.0,1.0,0.0,0.0,0.0,
371,0,"Creature\Imp\Imp.mdx",0,1.0,1,3,18.0,12.0,1.0,,0,0,348,0.611100018024,2.03099989891,0.0,-1.46378803253,-0.768818020821,-0.00277799996547,0.69710201025,0.748070001602,1.86170804501,1.0,1.0,0.0,0.0,0.0,
372,0,"Creature\Quillboar\QuillBoarWarrior.mdx",1,1.0,1,6,18.0,12.0,1.0,,0,0,143,0.694400012493,2.08299994469,0.0,-1.57981300354,-0.714367985725,-0.010719999671,0.723102986813,0.726061999798,2.54225707054,1.0,1.0,0.0,0.0,0.0,
373,1,"Creature\Owl\Owl.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,350,0.611100018024,2.03099989891,0.0,-2.59107208252,-2.02893090248,0.462020009756,1.54739201069,2.20409107208,6.26183223724,1.0,1.0,0.0,0.0,0.0,
374,3,"Creature\Spells\WaterElementalTotem.mdx",1,1.0,-1,-1,18.0,12.0,1.0,,0,0,351,0.519299983978,1.31500005722,0.0,-1.14478099346,-1.09660005569,-0.575260996819,1.16546201706,1.21364402771,1.46582794189,1.0,1.0,0.0,0.0,0.0,
375,3,"Creature\Spells\EarthElementalTotem.mdx",1,1.0,-1,-1,18.0,12.0,1.0,,0,0,352,0.519299983978,1.31500005722,0.0,-0.897001028061,-0.852837026119,-0.421537011862,0.922088980675,0.966252028942,1.46582794189,1.0,1.0,0.0,0.0,0.0,
376,3,"Creature\Spells\FireElementalTotem.mdx",1,1.0,-1,-1,18.0,12.0,1.0,,0,0,353,0.52009999752,1.31500005722,0.0,-0.897001028061,-0.852837026119,-0.421537011862,0.922088980675,0.966252028942,1.46582794189,1.0,1.0,0.0,0.0,0.0,
377,3,"Creature\SPELLS\AirElementalTotem.mdx",1,1.0,-1,-1,18.0,12.0,1.0,,0,0,2508,0.519299983978,1.31500005722,0.0,-0.897001028061,-0.852837026119,-0.421537011862,0.922088980675,0.966252028942,1.46582698822,1.0,1.0,0.0,0.0,0.0,
391,3,"Creature\Shade\Shade.mdx",1,1.0,3,-1,18.0,12.0,1.0,,0,0,368,0.611100018024,2.03099989891,0.0,-0.662020027637,-0.906147003174,0.46498298645,0.829429984093,1.0572309494,2.90614104271,1.0,1.0,0.0,0.0,0.0,
392,0,"Creature\Quillboar\QuillBoarCaster.mdx",1,1.0,1,6,18.0,12.0,1.0,,0,0,143,0.694400012493,2.08299994469,0.0,-0.856065988541,-0.784678995609,-0.0107209999114,0.632179021835,0.795656979084,2.41028690338,1.0,1.0,0.0,0.0,0.0,
393,3,"Creature\Spells\FireLightTotem.mdx",1,1.0,-1,-1,18.0,12.0,1.0,,0,0,370,0.52009999752,1.31500005722,0.0,-0.897001028061,-0.852837026119,-0.237642005086,0.922088980675,0.966252028942,1.46582794189,1.0,1.0,0.0,0.0,0.0,
411,9,"Creature\FelBat\FelBat.mdx",1,1.0,2,-1,18.0,12.0,1.0,,0,0,189,0.611100018024,2.03099989891,1.19389104843,-2.19560909271,-5.22478199005,1.38043296337,3.1569750309,5.23937320709,7.34411001205,1.0,1.0,0.0,0.0,0.0,
452,1,"Creature\Fish\Fish.mdx",1,1.0,1,-1,18.0,12.0,1.0,,0,0,389,0.611100018024,2.03099989891,0.0,-3.93911600113,-1.92395699024,1.86690497398,2.07434511185,1.30561995506,2.51581501961,1.0,1.0,0.0,0.0,0.0,
453,1,"Creature\StormCrow\StormCrow.mdx",1,1.0,1,-1,0.0,0.0,0.0,,0,0,390,0.611100018024,2.03099989891,0.0,-1.49665701389,-2.02871203423,0.748589992523,1.73990094662,2.20379400253,6.26117897034,1.0,1.0,0.0,0.0,0.0,
454,0,"Creature\TRex\trex.mdx",2,1.0,3,5,12.0,18.0,1.0,,0,0,391,0.611100018024,2.03099989891,0.0,-9.46500968933,-2.39668297768,-0.108701996505,4.20999097824,2.30749893188,6.90415620804,1.0,1.0,0.0,0.0,0.0,
455,2,"Creature\Zombie\ZombieSword.mdx",1,1.0,2,4,12.0,18.0,1.0,,0,0,392,0.694400012493,2.08299994469,0.0,-0.522409975529,-0.470687001944,-0.00300400005654,0.435288012028,0.423637002707,1.87104105949,1.0,1.0,0.0,0.0,0.0,
456,10,"Creature\Anubisath\Anubisath.mdx",1,1.0,3,1,18.0,12.0,1.0,,2,12,40,0.694400012493,2.08299994469,0.0,-1.63882803917,-3.09450793266,-0.00374100008048,1.98874402046,2.62202811241,7.79566001892,1.0,1.0,0.0,0.0,0.0,
457,0,"Creature\FrostSabre\RidingFrostSabre.mdx",1,1.0,1,7,24.0,18.0,1.0,,0,0,196,0.611100018024,2.03099989891,1.24137198925,-2.43266510963,-0.656587004662,-0.0367310009897,1.08470404148,0.522985994816,1.37462997437,1.0,1.0,0.0,0.0,0.0,
458,0,"Creature\RidingRaptor\RidingRaptor.mdx",1,1.0,1,5,24.0,18.0,1.0,,0,0,34,0.611100018024,2.03099989891,2.52060890198,-4.32770299911,-1.11464095116,-0.0638239979744,2.13476395607,2.09821009636,3.37281608582,1.0,1.0,0.0,0.0,0.0,
459,0,"Creature\Tallstrider\TallStrider.mdx",1,1.0,1,3,24.0,18.0,1.0,,0,0,38,0.611100018024,2.03099989891,2.41261696815,-1.67161798477,-0.776143014431,-0.0316639989614,1.22160899639,0.885708987713,3.32278704643,1.0,1.0,0.0,0.0,0.0,
471,0,"Creature\Centaur\CentaurKhan.mdx",1,1.0,1,6,18.0,12.0,1.0,,0,0,3,0.694400012493,2.08299994469,0.0,-1.42475497723,-0.632918000221,-0.00017200000002,0.923704981804,0.632026016712,2.61483597755,1.0,1.0,0.0,0.0,0.0,
491,2,"Creature\UndeadHorse\RidingUndeadHorse.mdx",1,1.0,3,6,18.0,12.0,1.0,,0,10,428,0.611100018024,2.03099989891,1.98492598534,-1.63554394245,-0.462954998016,-0.0340970009565,1.8562990427,0.462888985872,2.57980298996,1.0,1.0,0.0,0.0,0.0,
492,0,"Creature\Centaur\CentaurCaster.mdx",1,1.0,1,6,18.0,12.0,1.0,,0,0,429,0.694400012493,2.08299994469,0.0,-1.45706701279,-0.745666980743,-0.00472000008449,0.932471990585,0.662531971931,2.82478690147,1.0,1.0,0.0,0.0,0.0,
511,0,"Creature\Centaur\CentaurWarrior.mdx",1,1.0,1,6,18.0,12.0,1.0,,0,0,3,0.694400012493,2.08299994469,0.0,-1.45706701279,-0.548783004284,-0.00472000008449,0.932471990585,0.528955996037,2.68695497513,1.0,1.0,0.0,0.0,0.0,
512,3,"Creature\Fish\Fish.mdx",1,1.0,-1,-1,18.0,12.0,1.0,,0,0,389,0.611100018024,2.03099989891,0.0,-3.93911600113,-1.92395699024,1.86690497398,2.07434511185,1.30561995506,2.51581501961,1.0,1.0,0.0,0.0,0.0,
531,1,"Creature\NagaFemale\Siren.mdx",1,1.0,-1,-1,18.0,12.0,1.0,,0,0,468,0.611100018024,2.03099989891,0.0,-1.80627405643,-0.73834002018,-0.020101999864,0.556626021862,0.747099995613,2.83435988426,1.0,1.0,0.0,0.0,0.0,
551,0,"Creature\FelGuard\FelGuard.mdx",1,1.0,3,1,22.0,16.0,1.0,,0,10,488,0.611100018024,2.03099989891,0.0,-0.775395989418,-1.05763101578,-0.00795899983495,1.12381803989,0.904919028282,3.64690995216,1.0,1.0,0.0,0.0,0.0,
552,2,"Creature\UndeadHorse\UndeadHorse.mdx",1,1.0,3,6,12.0,18.0,1.0,,0,0,428,0.611100018024,2.03099989891,1.86571705341,-1.63554394245,-0.462954998016,-0.0340970009565,1.8562990427,0.462888985872,2.57980298996,1.0,1.0,0.0,0.0,0.0,
571,9,"Creature\Drake\Drake.mdx",2,1.0,1,1,18.0,12.0,1.0,,0,10,508,0.611100018024,2.03099989891,2.60072588921,-6.45147895813,-10.2115221024,-0.551222026348,2.74952292442,10.2109489441,11.5126056671,1.0,1.0,0.0,0.0,0.0,
591,3,"Creature\AirElemental\AirElemental.mdx",1,1.0,3,4,18.0,12.0,1.0,,0,0,528,0.694400012493,2.08299994469,0.0,-1.34089398384,-1.5443559885,0.414725989103,1.10739803314,1.50098395348,3.36875200272,1.0,1.0,0.0,0.0,0.0,
611,1,"Creature\Parrot\Parrot.mdx",0,1.0,-1,4,18.0,12.0,1.0,,0,0,548,0.611100018024,2.03099989891,0.0,-1.47069704533,-2.07570409775,0.764416992664,1.6285649538,2.24973297119,6.22882890701,1.0,1.0,0.0,0.0,0.0,
631,16,"Creature\Cat\Cat.mdx",0,1.0,1,7,4.0,3.0,1.0,,0,0,568,0.416700005531,0.555599987507,0.0,-1.25600504875,-0.279825001955,-0.000142999997479,0.525363028049,0.270765990019,0.685835003853,1.0,1.0,0.0,0.0,0.0,
651,1,"Creature\Parrot\Parrot.mdx",0,1.0,1,-1,18.0,12.0,1.0,,0,0,548,0.611100018024,2.03099989891,0.0,-1.47069704533,-2.07570409775,0.764416992664,1.6285649538,2.24973297119,6.22882890701,1.0,1.0,0.0,0.0,0.0,
671,3,"Creature\GnomeSpidertank\GnomeSpiderTank.mdx",2,1.0,3,-1,1.0,1.0,1.0,,0,10,588,0.611100018024,2.03099989891,0.0,-1.59225594997,-1.47701001167,0.0174679998308,1.01080095768,1.47576904297,2.65247392654,1.0,1.0,0.0,0.0,0.0,
692,2,"Creature\StoneKeeper\StoneKeeper.mdx",3,1.0,3,1,130.0,70.0,1.0,,1,12,608,0.611100018024,2.03099989891,3.48772907257,-1.85884594917,-3.0756790638,-0.0130209997296,1.72052204609,2.68239402771,7.41177606583,1.0,1.0,0.0,0.0,0.0,
711,0,"Creature\Kodobeast\KodoBeastTame.mdx",3,1.0,1,1,18.0,12.0,1.0,,1,10,27,0.694400012493,2.08299994469,0.0,-7.28206920624,-2.67148900032,-0.0208390001208,3.34307599068,2.36649608612,4.53202199936,1.0,1.0,0.0,0.0,0.0,
712,3,"Creature\Spells\LandMine01.mdx",0,1.0,-1,1,18.0,12.0,1.0,,0,0,629,0.884000003338,0.330900013447,0.0,-0.441978991032,-0.441978991032,0.0,0.441978991032,0.441978991032,0.859121024609,1.0,1.0,0.0,0.0,0.0,
731,0,"Creature\MountedDeathKnight\MountedDeathKnight.mdx",1,1.0,-1,6,18.0,12.0,1.0,,0,0,648,0.611100018024,2.03099989891,1.07849895954,-1.88607001305,-0.934682011604,-0.00363399996422,1.92976403236,0.935913980007,3.11111998558,1.0,1.0,0.0,0.0,0.0,
751,2,"Creature\MechaStrider\MechaStrider.mdx",1,1.0,-1,5,18.0,12.0,1.0,,0,0,688,0.611100018024,2.03099989891,1.625,-1.33722198009,-0.666827976704,-0.0156169999391,0.972041010857,0.629963994026,2.25062894821,1.0,1.0,0.0,0.0,0.0,
771,2,"Creature\GNOMESPIDERTANK\GnomeBot.mdx",2,1.0,3,1,32.0,24.0,1.0,,0,10,708,0.611100018024,2.03099989891,0.0,-1.55290901661,-1.69490897655,-0.191526994109,0.847890019417,1.62439203262,3.18540811539,0.850000023842,1.0,0.0,0.0,0.0,
791,1,"Creature\Wyvern\Wyvern.mdx",2,1.0,1,-1,18.0,12.0,1.0,,0,0,85,0.611100018024,2.03099989891,1.19389104843,-3.20152997971,-5.22185707092,0.423987001181,3.1366250515,5.23434400558,6.74157094955,1.0,1.0,0.0,0.0,0.0,
792,1,"Creature\Gryphon\Gryphon.mdx",2,1.0,1,-1,18.0,12.0,1.0,,0,0,145,0.611100018024,2.03099989891,1.56762003899,-2.54161810875,-4.04152011871,0.0360229983926,1.93655896187,4.03025913239,5.40369606018,1.0,1.0,0.0,0.0,0.0,
811,2,"Creature\GnomeSpidertank\GnomeAlertBot.mdx",0,1.0,-1,-1,18.0,12.0,1.0,,0,0,728,0.611100018024,2.03099989891,0.0,-3.12033605576,-2.74266004562,-0.316549986601,2.47380590439,2.85448002815,5.27759122849,1.0,1.0,0.0,0.0,0.0,
831,4,"Character\Goblin\Male\GoblinMale.mdx",1,1.0,1,1,12.0,10.0,1.0,,0,0,1128,0.555599987507,1.38900005817,0.460123002529,-0.452913999557,-0.579069972038,-0.0106370002031,0.470234006643,0.530076026917,1.39890694618,1.0,1.0,0.0,0.0,0.0,
832,4,"Character\Goblin\Female\GoblinFemale.mdx",1,1.0,1,1,12.0,10.0,1.0,,0,0,294,0.555599987507,1.38900005817,0.460123002529,-0.476561009884,-0.547329008579,-0.010053999722,0.466181993484,0.513473987579,1.35961794853,1.0,1.0,0.0,0.0,0.0,
851,0,"Creature\GnomeSpidertank\GnomeBomBot.mdx",0,1.0,-1,1,18.0,12.0,1.0,,0,0,748,0.611100018024,2.03099989891,0.0,-1.69456601143,-1.20052695274,-7.20000025467e-005,1.0825740099,1.22171497345,3.90996909142,1.0,1.0,0.0,0.0,0.0,
852,0,"Creature\MechaStrider\GnomeMechaStrider.mdx",1,1.0,-1,5,18.0,12.0,1.0,,0,0,749,0.611100018024,2.03099989891,1.625,-1.33833098412,-0.665242016315,-0.0156169999391,0.985476016998,0.629889011383,2.47077608109,1.0,1.0,0.0,0.0,0.0,
853,2,"Creature\GnomeSpidertank\GnomePounder.mdx",2,1.0,-1,1,18.0,12.0,1.0,,0,10,750,0.611100018024,2.03099989891,0.0,-1.57413804531,-2.82515907288,-0.184238001704,4.13985013962,3.20948410034,4.74327278137,1.0,1.0,0.0,0.0,0.0,
871,1,"Creature\SILITHIDSCARAB\SilithidScarab.mdx",1,1.0,2,-1,18.0,12.0,1.0,,0,0,768,0.611100018024,2.03099989891,0.0,-2.28154301643,-1.7063549757,-0.0114169996232,2.88149905205,1.7086019516,2.62839698792,1.0,1.0,0.0,0.0,0.0,
891,1,"Creature\Gargoyle\Gargoyle.mdx",1,1.0,3,1,18.0,12.0,1.0,,0,0,788,0.611100018024,2.03099989891,1.80037403107,-1.52048099041,-3.35798692703,0.578480005264,1.19515895844,3.35427999496,3.79908204079,1.0,1.0,0.0,0.0,0.0,
892,0,"Creature\MineSpider\MineSpiderBoss.mdx",3,1.0,2,1,18.0,12.0,1.0,,0,11,789,0.611100018024,2.03099989891,0.0,-2.20256710052,-2.19877409935,-0.0185289997607,3.88227796555,2.19603300095,2.03959608078,1.0,1.0,0.0,0.0,0.0,
911,17,"Creature\Worm\Worm.mdx",1,1.0,3,1,18.0,12.0,1.0,,0,0,808,0.611100018024,2.03099989891,0.0,-2.79490399361,-0.649940013885,-0.0293359998614,1.3872859478,0.729856014252,3.28764891624,1.0,1.0,0.0,0.0,0.0,
912,0,"Creature\SkeletonNaked\SkeletonNaked.mdx",1,1.0,-1,4,18.0,12.0,1.0,,0,0,809,0.611100018024,2.03099989891,1.07823503017,-0.480210006237,-0.56262499094,-0.00640199985355,0.376165002584,0.381835997105,1.80763101578,1.0,1.0,0.0,0.0,0.0,
931,0,"Creature\demonhunter\DemonHunter.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,828,0.611100018024,2.03099989891,0.0,-2.16125702858,-1.85325694084,-0.169148996472,1.00397002697,1.82894098759,3.41569900513,1.0,1.0,0.0,0.0,0.0,
932,35,"Creature\Larva\Larva.mdx",0,1.0,1,1,18.0,24.0,1.0,,0,0,829,0.611100018024,2.03099989891,0.0,-4.81411600113,-1.82510995865,-0.236798003316,2.8928360939,1.74244105816,2.23828196526,1.0,1.0,0.0,0.0,0.0,
951,3,"Creature\Lasher\Lasher.mdx",1,1.0,2,1,18.0,12.0,1.0,,0,0,848,0.611100018024,2.03099989891,0.0,-1.72499704361,-1.77377104759,-0.147595003247,1.36957299709,1.96901798248,2.82182192802,1.0,1.0,0.0,0.0,0.0,
971,16,"Creature\TrollDire\TrollDire.mdx",2,1.0,1,1,18.0,12.0,1.0,,0,0,868,0.694400012493,2.08299994469,0.0,-0.722416996956,-2.35080695152,-0.0121910003945,1.92902302742,2.03522610664,2.69563508034,1.0,1.0,0.0,0.0,0.0,
991,3,"Creature\Slime\SlimeLesser.mdx",0,1.0,2,-1,18.0,12.0,1.0,,0,0,81,0.694400012493,2.08299994469,0.0,-2.01558089256,-1.14747095108,-0.0480859987438,0.777055025101,1.12493002415,1.38645803928,1.0,1.0,0.0,0.0,0.0,
1011,0,"Creature\DragonSpawnCaster\DragonSpawnCaster.mdx",1,1.0,1,5,18.0,12.0,1.0,,0,0,0,0.611100018024,2.03099989891,1.54773294926,-3.12983989716,-2.23744297028,-0.0300389993936,1.9462749958,1.58349299431,2.44350409508,1.0,1.0,0.0,0.0,0.0,
1031,0,"Creature\DragonSpawn\DragonSpawnArmored.mdx",2,1.0,1,1,18.0,12.0,1.0,,0,0,47,0.694400012493,2.08299994469,0.0,-3.22091293335,-2.39248895645,-0.0353679992259,1.97218000889,1.77918696404,3.28888106346,1.0,1.0,0.0,0.0,0.0,
1051,3,"Creature\Lich\Lich.mdx",1,1.0,3,4,18.0,12.0,1.0,,0,0,948,0.611100018024,2.03099989891,0.0,-1.29904901981,-1.33593702316,-0.391126990318,1.40521597862,1.42629897594,3.84549093246,1.0,1.0,0.0,0.0,0.0,
1071,0,"Creature\Kodobeast\KodoBeastPack.mdx",3,1.0,-1,6,18.0,12.0,1.0,,1,10,27,0.694400012493,2.08299994469,0.0,-7.28206777573,-2.5425260067,-0.0208390001208,3.343075037,2.27780389786,6.4683380127,1.0,1.0,0.0,0.0,0.0,
1091,3,"Creature\FlyingMachineCreature\FlyingMachineCreature.mdx",1,1.0,-1,-1,18.0,12.0,1.0,,0,0,1728,0.611100018024,2.03099989891,0.426885992289,-2.77035403252,-3.51691889763,1.41396999359,2.62271690369,3.56248307228,5.62886619568,1.0,1.0,0.0,0.0,0.0,
1111,3,"Creature\SkeletalSerpent\SkeletalSerpent.mdx",1,1.0,3,1,18.0,12.0,1.0,,0,0,988,0.694400012493,2.08299994469,0.0,-5.07737922668,-3.35226297379,0.0421309992671,3.47031807899,3.21812605858,5.7078871727,1.0,1.0,0.0,0.0,0.0,
1131,2,"Creature\GolemStone\GolemCannonStone.mdx",2,1.0,3,4,18.0,12.0,1.0,,0,0,1008,0.611100018024,2.03099989891,0.0,-0.87999600172,-1.88946294785,-0.00289399991743,1.93355894089,1.62038600445,3.30937194824,1.0,1.0,0.0,0.0,0.0,
1151,1,"Creature\Salamander\SalamanderMale.mdx",1,1.0,1,1,18.0,12.0,1.0,,0,0,1028,0.694400012493,2.08299994469,0.0,-1.64844202995,-1.12495303154,-0.0452289991081,0.769514977932,1.09900403023,3.00974392891,1.0,1.0,0.0,0.0,0.0,
1171,0,"Creature\Pterrordax\Pterrordax.mdx",1,1.0,1,5,18.0,12.0,1.0,,0,0,1048,0.694400012493,2.08299994469,0.0,-2.45649194717,-5.22186899185,0.29833599925,3.13627696037,5.23432397842,6.74166917801,1.0,1.0,0.0,0.0,0.0,
1191,0,"Creature\WarHorse\WarHorse.mdx",2,1.0,1,6,16.0,10.0,1.0,,0,10,65,0.611100018024,2.03099989891,1.86572003365,-1.95296704769,-0.464978992939,-0.0215329993516,2.04042291641,0.490534991026,2.54026389122,1.0,1.0,0.0,0.0,0.0,
1211,0,"Creature\Diemetradon\Diemetradon.mdx",1,1.0,3,7,18.0,12.0,1.0,,0,0,1068,0.694400012493,2.08299994469,0.0,-6.50550794601,-3.43170189857,-0.400213003159,3.3654050827,3.50670409203,4.12705421448,1.0,1.0,0.0,0.0,0.0,
1231,16,"Creature\DRUIDCAT\DruidCat.mdx",1,1.0,1,7,18.0,12.0,1.0,,0,0,1088,0.611100018024,2.03099989891,1.24137198925,-2.71471500397,-0.862426996231,-0.0448729991913,1.0502320528,0.580745995045,1.47118294239,1.0,1.0,0.0,0.0,0.0,
1232,0,"Creature\DruidCatTauren\DruidCatTauren.mdx",1,1.0,1,7,18.0,12.0,1.0,,0,0,1089,0.611100018024,2.03099989891,1.24137198925,-2.79523992538,-0.932814002037,-0.0448729991913,1.03408396244,0.61772197485,1.47118294239,1.0,1.0,0.0,0.0,0.0,
1271,3,"Creature\Spells\Creature_SpellPortal.mdx",0,1.0,-1,-1,18.0,12.0,1.0,,0,0,1168,0.611100018024,2.03099989891,0.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,0.0,0.0,
1291,1,"Creature\Drake\OrcDrakeRider.mdx",3,1.0,1,-1,18.0,12.0,1.0,,0,11,1188,0.611100018024,2.03099989891,2.53466010094,-6.45147895813,-10.211523056,-0.551217019558,2.74952292442,10.2109489441,11.5126056671,1.0,1.0,0.0,0.0,0.0,
1311,0,"Creature\ZigguratCrystal\ZigguratCrystal.mdx",2,1.0,-1,-1,18.0,12.0,1.0,,0,0,1208,0.694400012493,2.08299994469,0.0,-25.3334617615,-26.1323947906,-47.5745239258,27.1584701538,27.5957107544,43.2733650208,1.0,1.0,0.0,0.0,0.0,
1331,0,"Creature\FrostSabre\FrostSabre.mdx",1,1.0,1,7,24.0,18.0,1.0,,0,0,1248,0.611100018024,2.03099989891,1.24137198925,-2.43266510963,-0.656587004662,-0.0367310009897,1.08470404148,0.522985994816,1.37462997437,1.0,1.0,0.0,0.0,0.0,
1351,2,"Creature\CryptScarab\Crypt_Scarab.mdx",0,1.0,-1,-1,18.0,12.0,1.0,,0,0,1268,0.611100018024,2.03099989891,0.0,-0.42875701189,-0.320899009705,-0.00251400005072,0.541778028011,0.32147398591,0.494190007448,1.0,1.0,0.0,0.0,0.0,
1371,0,"Creature\Ram\RidingRam.mdx",1,1.0,1,6,18.0,12.0,1.0,,0,0,1288,0.611100018024,2.03099989891,1.86692404747,-1.44540798664,-0.959342002869,-0.0102129997686,2.09928393364,0.840242981911,2.59243106842,1.0,1.0,0.0,0.0,0.0,
1391,3,"Creature\Egg\EggCreature.mdx",0,1.0,-1,1,0.0,0.0,0.0,,0,0,1308,0.611100018024,2.03099989891,0.0,-0.497435003519,-0.522458970547,0.00344099989161,0.538978993893,0.495050013065,1.42190802097,1.0,1.0,0.0,0.0,0.0,
