id;modelid1;value
7167;5865;Polly
7168;5866;Polly
7170;3443;Thragomm
7172;6589;Lore Keeper of Norgannon
7175;763;Stonevault Ambusher
7206;10798;Ancient Stone Keeper
7207;6446;Doc Mixilpixil
7208;134;Noarm
7209;3731;Obsidian Shard
7226;11686;Sand Storm
7228;6089;Ironaya
7229;6301;Arantir's Shadow
7230;6005;Shayis Steelfury
7231;6006;Kelgruk Bloodaxe
7232;6007;Borgus Steelhand
7233;5986;Taskmaster Fizzule
7234;1996;Ferocitas the Dream Eater
7235;6804;Gnarlpine Mystic
7246;6425;Sandfury Shadowhunter
7247;6427;Sandfury Soul Eater
7266;6537;Ember
7267;6439;Chief Ukorz Sandscalp
7268;4305;Sandfury Guardian
7269;7470;Scarab
7271;6434;Witch Doctor Zum'rah
7272;6696;Theka the Martyr
7273;7271;Gahz'rilla
7274;6440;Sandfury Executioner
7275;6441;Shadowpriest Sezz'ziz
7276;6436;Zul'Farrak Dead Hero
7286;6417;Zul'Farrak Zombie
7287;7056;Foreman Silixiz
7288;7055;Grand Foreman Puzik Gallywix
7290;6057;Shadowforge Sharpshooter
7291;6059;Galgann Firehammer
7292;6588;Dinita Stonemantle
7293;6066;[UNUSED] Drayl
7294;6064;Shim'la
7295;6061;Shailiea
7296;6063;Corand
7297;6065;Gothard Winslow
7298;6062;Demnul Farmountain
7307;7235;Venture Co. Lookout
7308;7239;Venture Co. Patroller
7309;6025;Earthen Custodian
7310;5832;Mutated Venture Co. Drone
7311;6060;Uthel'nay
7312;6072;Dink
7313;6348;Priestess A'moora
7315;6071;Darnath Bladesinger
7316;6349;Sister Aquinne
7317;6230;Oben Rageclaw
7318;6231;Rageclaw
7319;6214;Lady Sathrah
7320;11166;Stonevault Mauler
7321;160;Stonevault Flameweaver
7322;9991;Black Nightsaber
7323;7011;Winstone Wolfe
7324;6797;Simone Cantrell
7325;6575;Master Kang
7327;11386;Withered Warrior
7328;11384;Withered Reaver
7329;11383;Withered Quilguard
7332;11385;Withered Spearhide
7333;6121;Withered Battle Boar
7334;6122;Battle Boar Horror
7335;6100;Death's Head Geomancer
7337;11381;Death's Head Necromancer
7340;9786;Skeletal Shadowcaster
7341;9783;Skeletal Frostweaver
7342;1245;Skeletal Summoner
7343;7550;Splinterbone Skeleton
7344;5231;Splinterbone Warrior
7345;7847;Splinterbone Captain
7346;7848;Splinterbone Centurion
7347;1065;Boneflayer Ghoul
7348;1065;Thorn Eater Ghoul
7349;6842;Tomb Fiend
7351;3004;Tomb Reaver
7352;146;Frozen Soul
7353;146;Freezing Spirit
7354;11382;Ragglesnout
7355;7845;Tuten'kash
7356;6124;Plaguemaw the Rotting
7357;8055;Mordresh Fire Eye
7358;7971;Amnennar the Coldbringer
7360;6127;Dun Garok Soldier
7361;6533;Grubbis
7363;11653;Kum'isha the Collector
7364;6148;Flawless Draenethyst Sphere
7365;1825;Flawless Draenethyst Fragment
7366;4588;Stoneskin Totem IV
7367;4588;Stoneskin Totem V
7368;4588;Stoneskin Totem VI
7369;11533;Deadwind Brute
7370;4870;Restless Shade
7371;11536;Deadwind Mauler
7372;11538;Deadwind Warlock
7376;10826;Sky Shadow
7379;11537;Deadwind Ogre Mage
7380;5585;Siamese Cat
7381;5555;Silver Tabby Cat
7382;5554;Orange Tabby Cat
7383;5448;Black Tabby Cat
7384;5586;Cornish Rex Cat
7385;5556;Bombay Cat
7386;9989;White Kitten
7387;5207;Green Wing Macaw
7389;6190;Senegal
7390;6191;Cockatiel
7391;6192;Hyacinth Macaw
7392;304;Prairie Chicken
7394;5369;Ancona Chicken
7395;2177;Cockroach
7396;6010;Earthen Stonebreaker
7397;6009;Earthen Stonecarver
7398;4588;Stoneclaw Totem V
7399;4588;Stoneclaw Totem VI
7400;4589;Searing Totem V
7401;11650;Draenei Refugee
7402;4589;Searing Totem VI
7403;4588;Strength of Earth Totem IV
7404;2290;Galak Flame Guard
7405;5985;Deadly Cleft Scorpid
7406;6710;Oglethorpe Obnoticus
7407;7169;Chief Engineer Bilgewhizzle
7408;7171;Spigot Operator Luglunket
7409;6148;Faltering Draenethyst Sphere
7410;6198;Thelman Slatefist
7411;6213;Spirit of Sathrah
7412;4589;Frost Resistance Totem II
7413;4589;Frost Resistance Totem III
7414;4587;Mana Spring Totem II
7415;4587;Mana Spring Totem III
7416;4587;Mana Spring Totem IV
7423;4589;Flametongue Totem III
7424;4587;Fire Resistance Totem II
7425;4587;Fire Resistance Totem III
7427;6208;Taim Ragetotem
7428;6209;Frostmaul Giant
7429;12815;Frostmaul Preserver
7430;9958;Frostsaber Cub
7431;9953;Frostsaber
7432;11445;Frostsaber Stalker
7433;11444;Frostsaber Huntress
7434;9954;Frostsaber Pride Watcher
7435;6761;Cobalt Wyrmkin
7436;6760;Cobalt Scalebane
7437;8316;Cobalt Mageweaver
7438;6829;Winterfall Ursa
7439;6830;Winterfall Shaman
7440;6828;Winterfall Den Watcher
7441;6818;Winterfall Totemic
7442;6211;Winterfall Pathfinder
7443;8842;Shardtooth Mauler
7444;865;Shardtooth Bear
7445;8837;Elder Shardtooth
7446;3200;Rabid Shardtooth
7447;10807;Fledgling Chillwind
7448;10810;Chillwind Chimaera
7449;10809;Chillwind Ravager
7450;12235;Ragged Owlbeast
7451;12235;Raging Owlbeast
7452;12237;Crazed Owlbeast
7453;12237;Moontouched Owlbeast
7454;12236;Berserk Owlbeast
7455;6212;Winterspring Owl
7456;10833;Winterspring Screecher
7457;6767;Rogue Ice Thistle
7458;10579;Ice Thistle Yeti
7459;10945;Ice Thistle Matriarch
7460;10946;Ice Thistle Patriarch
7461;10924;Hederine Initiate
7462;6172;Hederine Manastalker
7463;9018;Hederine Slayer
7464;4589;Magma Totem II
7465;4589;Magma Totem III
7466;4589;Magma Totem IV
7467;4590;Nature Resistance Totem
7468;4590;Nature Resistance Totem II
7469;4590;Nature Resistance Totem III
7483;4590;Windfury Totem II
7484;4590;Windfury Totem III
7485;6308;Nargatt
7486;4590;Grace of Air Totem
7487;4590;Grace of Air Totem II
7489;10797;Silverpine Deathguard
7505;21010;Bloodmage Drazial
7506;21013;Bloodmage Lynnore
7507;2957;Brown Snake
7508;1206;Black Kingsnake
7509;6303;Crimson Snake
7523;10701;Suffering Highborne
7524;10702;Anguished Highborne
7527;6271;Goblin Land Mine
7543;6288;Dark Whelpling
7544;6290;Crimson Whelpling
7545;6291;Emerald Whelpling
7549;6295;Tree Frog
7550;901;Wood Frog
7553;4615;Great Horned Owl
7555;6299;Hawk Owl
7557;2838;Prarie Dog
7560;328;Snowshoe Rabbit
7562;2957;Brown Snake
7564;7185;Marin Noggenfogger
7565;1206;Black Kingsnake
7566;2954;Scarlet Snake
7567;6303;Crimson Snake
7568;2954;Ribbon Snake
7569;1986;Green Water Snake
7572;6775;Fallen Hero of the Horde
7583;7175;Sprinkle
7584;9592;Wandering Forest Walker
7603;6967;Leprous Assistant
7604;6433;Sergeant Bly
7605;6435;Raven
7606;6432;Oro Eyegouge
7607;7222;Weegli Blastfuse
7608;6438;Murta Grimgut
7623;6571;Dispatch Commander Ruag
7643;6570;Bengor
7664;10543;Razelikh the Defiler
7665;10169;Grol the Destroyer
7666;6769;Archmage Allistarj
7667;6768;Lady Sevine
7668;6847;Servant of Razelikh
7669;6874;Servant of Grol
7670;6855;Servant of Allistarj
7671;6869;Servant of Sevine
7683;6837;Alessandro Luca
7684;4805;Leopard
7686;6443;Bengal Tiger
7687;6444;Spotted Frostsaber
7690;6448;Striped Nightsaber
7704;6469;Mottled Red Raptor
7706;6471;Ivory Raptor
7707;6472;Turquoise Raptor
7708;6473;Violet Raptor
7714;6550;Innkeeper Byula
7724;7173;Senior Surveyor Fizzledowser
7725;6835;Grimtotem Raider
7726;6831;Grimtotem Naturalist
7727;6833;Grimtotem Shaman
7728;6688;Kirith the Damned
7729;6878;Spirit of Kirith
7730;9802;Stonetalon Grunt
7731;6551;Innkeeper Jayka
7732;3233;Dupe Bug
7733;7346;Innkeeper Fizzgrimble
7734;6380;Ilifar
7735;5047;Felcular
7736;6553;Innkeeper Shyria
7737;6554;Innkeeper Greul
7738;2172;Burning Servant
7739;9473;Red Mechanostrider
7740;6840;Gracina Spiritmight
7744;6568;Innkeeper Thulfram
7749;6569;Blue Mechanostrider
7750;6777;Corporal Thund Splithoof
7763;6881;Curgle Cranklehop
7764;6989;Troyas Moonbreeze
7765;1918;Rockbiter
7766;6632;Tyrion
7767;850;Witherbark Felhunter
7768;513;Witherbark Bloodling
7769;9469;Hazzali Parasite
7770;7000;Winkey
7771;7188;Marvon Rivetseeker
7772;6991;Kalin Windflight
7773;6992;Marli Wishrunner
7774;6985;Shay Leafrunner
7775;6995;Gregan Brewspewer
7776;6996;Talo Thornhoof
7777;6993;Rok Orhan
7778;6845;Doran Steelwing
7779;6703;Priestess Tyriona
7780;28236;Rin'ji
7783;6879;Loramus Thalipedes
7784;6909;Homing Robot OOX-17/TN
7785;2418;Ward of Zum'rah
7786;200;Skeleton of Zum'rah
7787;6678;Sandfury Slave
7788;6680;Sandfury Drudge
7789;6682;Sandfury Cretin
7790;6873;Orokk Omosh
7792;6843;Aturk the Anvil
7793;6854;Ox
7794;6853;McGavan
7795;6685;Hydromancer Velratha
7796;6690;Nekrum Gutchewer
7797;6687;Ruuzlu
7798;6844;Hank the Hammer
7799;6882;Gimblethorn
7800;6980;Mekgineer Thermaplugg
7801;19837;Gilveradin Sunchaser
7802;6846;Galvan the Ancient
7803;2414;Scorpid Duneburrower
7804;6868;Trenton Lighthammer
7805;5573;Wastewander Scofflaw
7806;6909;Homing Robot OOX-09/HL
7807;6909;Homing Robot OOX-22/FE
7808;12238;Marauding Owlbeast
7809;28242;Vilebranch Ambusher
7823;6880;Bera Stonehammer
7824;6883;Bulkrek Ragefist
7825;7002;Oran Snakewrithe
7826;21008;Ambassador Ardalan
7843;6973;Gnomeregan Evacuee
7844;4683;Fire Nova Totem IV
7845;4683;Fire Nova Totem V
7846;6378;Teremus the Devourer
7847;9169;Caliph Scorpidsting
7848;3207;Lurking Feral Scar
7849;6888;Mobile Alert System
7850;7132;Kernobee
7851;7910;Nethergarde Elite
7852;6892;Pratt McGrubben
7853;7036;Scooty
7854;6893;Jangdor Swiftstrider
7855;6944;Southsea Pirate
7856;6948;Southsea Freebooter
7857;6938;Southsea Dock Worker
7858;6950;Southsea Swashbuckler
7863;6908;Dream Vision
7864;146;Lingering Highborne
7865;7859;Wildhammer Sentry
7866;6917;Peter Galen
7867;6916;Thorkaf Dragoneye
7868;7030;Sarah Tanner
7869;6918;Brumn Winterhoof
7870;6919;Caryssia Moonhunter
7871;7042;Se'Jib
7872;6098;Death's Head Cultist
7873;6108;Razorfen Battleguard
7874;1963;Razorfen Thornweaver
7875;6983;Hadoken Swiftstrider
7876;11379;Tran'rek
7877;6988;Latronicus Moonspear
7878;6986;Vestia Moonspear
7879;6984;Quintis Jonespyre
7880;6990;Ginro Hearthkindle
7881;7027;Stoley
7882;11387;Security Chief Bilgewhizzle
7883;9073;Andre Firebeard
7884;7001;Fraggar Thundermantle
7885;11267;Spitelash Battlemaster
7886;11268;Spitelash Enchantress
7895;7043;Ambassador Bloodrage
7897;6888;Alarm-a-bomb 2600
7899;6959;Treasure Hunting Pirate
7900;6987;Angelas Moonbreeze
7901;6963;Treasure Hunting Swashbuckler
7902;6957;Treasure Hunting Buccaneer
7903;6943;Jewel
7904;6942;Jacob
7907;7025;Daryn Lightwind
7915;6977;Walking Bomb
7916;7026;Erelas Ambersky
7917;7008;Brother Sarno
7918;6589;Stone Watcher of Norgannon
7936;7003;Lyon Mountainheart
7937;31658;High Tinker Mekkatorque
7939;7012;Feathermoon Sentinel
7940;7016;Darnall
7941;7022;Mardrack Greenwell
7942;7024;Faralorn
7943;7019;Harklane
7944;7028;Tinkmaster Overspark
7945;7023;Savanne
7946;7021;Brannock
7947;7017;Vivianna
7948;7018;Kylanna Windwhisper
7949;7020;Xylinnia Starshine
7950;7041;Master Mechanic Castpipe
7951;15352;Zas'Tysh
7952;7037;Zjolnir
7953;7040;Xar'Ti
7954;7038;Binjy Featherwhistle
7955;7039;Milli Featherwhistle
7956;7044;Kindal Moonweaver
7957;7045;Jer'kai Moonweaver
7975;7115;Mulgore Protector
7976;7120;Thalgus Thunderfist
7977;5127;Gammerita
7978;7119;Bimble Longberry
7980;7117;Deathguard Elite
7995;7121;Vile Priestess Hexx
7996;7122;Qiaga the Keeper
7997;9345;Captured Sprite Darter
7998;7138;Blastmaster Emi Shortfuse
7999;7274;Tyrande Whisperwind
8001;10979;Corpus Ragatus
8015;4841;Ashenvale Sentinel
8016;4261;Barrens Guard
8017;4083;Sen'jin Guardian
8018;7250;Guthrum Thunderfist
8019;7249;Fyldren Moonfeather
8020;7248;Shyn
8021;7272;Orwin Gizzmick
8022;7273;Thadius Grimshade
8023;7268;Sharpbeak
8024;7269;Sharpbeak's Father
8025;7270;Sharpbeak's Mother
8026;7275;Thyn'tel Bladeweaver
8035;6271;Dark Iron Land Mine
8055;1598;Thelsamar Mountaineer
8075;974;Edana Hatetalon
8095;7345;Sul'lithuz Sandcrawler
8096;7308;Protector of the People
8115;7328;Witch Doctor Uzer'i
8116;7329;Ziggle Sparks
8117;7331;Wizbang Booms
8118;7330;Lillian Singh
8119;7332;Zikkel
8120;7345;Sul'lithuz Abomination
8121;7333;Jaxxil Sparks
8122;7334;Kizzak Sparks
8123;7337;Rickle Goldgrubber
8124;7335;Qizzik
8125;7338;Dirge Quikcleave
8126;7340;Nixx Sprocketspring
8127;7353;Antu'sul
8128;7341;Pikkle
8129;7343;Wrinkle Goodsteel
8130;1073;Sul'lithuz Hatchling
8131;7342;Blizrik Buckshot
8136;11257;Lord Shalzaru
8137;7354;Gikkix
8138;1075;Sul'lithuz Broodling
8139;7355;Jabbey
8140;7356;Brother Karman
8141;11037;Captain Evencane
8142;7357;Jannos Lighthoof
8143;7358;Loorana
8144;7360;Kulleg Stonehorn
8145;7359;Sheendra Tallgrass
8146;7361;Ruw
8147;7363;Camp Mojache Brave
8149;7345;Sul'lithuz Warder
8150;7371;Janet Hommers
8151;7368;Nijel's Point Guard
8152;7372;Harnor
8153;7370;Narv Hidecrafter
8154;7374;Ghost Walker Brave
8155;7373;Kargath Grunt
8156;601;Servant of Antu'sul
8157;7379;Logannas
8158;7380;Bronk
8159;7381;Worb Strongstitch
8160;7382;Nioma
8161;7383;Harggan
8176;7384;Gharash
8177;7389;Rartar
8178;7390;Nina Lightbrew
8179;2030;Greater Healing Ward
8196;8317;Occulus
8197;6370;Chronalis
8198;8318;Tick
8199;9023;Warleader Krazzilak
8200;9024;Jin'Zallah the Sandbringer
8201;11570;Omgorn the Lost
8202;11532;Cyclok the Mad
8203;7509;Kregg Keelhaul
8204;11106;Soriid the Devourer
8205;11092;Haarka the Ravenous
8207;7349;Greater Firebird
8208;1534;Murderous Blisterpaw
8210;5927;Razortalon
8211;11414;Old Cliff Jumper
8212;1306;The Reak
8213;7840;Ironback
8214;19816;Jalinde Summerdrake
8215;12816;Grimungous
8216;28248;Retherokk the Berserker
8217;28248;Mith'rethis the Enchanter
8218;28230;Witherheart the Stalker
8219;28230;Zul'arek Hatefowler
8236;7449;Muck Frenzy
8256;7769;Curator Thorius
8257;7763;Oozeling
8276;1149;Soaring Razorbeak
8277;4458;Rekk'tilac
8278;5781;Smoldar
8279;10800;Faulty War Golem
8280;2346;Shleipnarr
8281;1204;Scald
8282;7835;Highlord Mastrogonde
8283;7819;Slave Master Blackheart
8284;7760;Dorius Stonetender
8296;11562;Mojo the Twisted
8297;11564;Magronos the Unyielding
8298;10920;Akubar the Seer
8299;388;Spiteflayer
8300;10904;Ravage
8301;10983;Clack the Reaver
8302;2174;Deatheye
8303;8870;Grunter
8304;7844;Dreadscorn
8305;7529;Kixxle
8306;7530;Duhng
8307;7531;Tarban Hearthgrain
8308;7538;Alenndaar Lapidaar
8309;7535;Carlo Aurelius
8310;7537;Watcher Wollpert
8311;7571;Slime Maggot
8317;146;Atal'ai Deathwalker's Spirit
8318;7554;Atal'ai Slave
8319;621;Nightmare Whelp
8320;7750;Sprok
8324;7555;Atal'ai Skeleton
8336;1336;Hakkari Sapper
8337;7761;Dark Iron Steelshifter
8338;7765;Dark Iron Marksman
8356;7621;Chesmu
8357;7620;Atepa
8358;7622;Hewa
8359;7623;Ahanu
8360;7624;Elki
8361;7625;Chepi
8362;7626;Kuruk
8363;7628;Shadi Mistrunner
8364;7627;Pakwa
8376;7920;Mechanical Chicken
8378;7590;Alexandra Blazen
8379;7591;Archmage Xylem
8380;7592;Captain Vanessa Beltis
8381;7593;Lindros
8382;7594;Patrick Mills
8383;7673;Master Wood
8384;631;Deep Lurker
8385;7615;Mura Runetotem
8386;7595;Horizon Scout Crewman
8387;7605;Horizon Scout First Mate
8388;7606;Horizon Scout Cook
8389;7609;Horizon Scout Engineer
8390;7597;Chemist Cuely
8391;7764;Lathoric the Black
8392;7598;Pilot Xiggs Fuselighter
8393;7599;Thersa Windsong
8394;7600;Roland Geardabbler
8395;19840;Sanath Lim-yo
8396;7602;Sentinel Dalia Sunblade
8397;7603;Sentinel Keldara Sunblade
8398;10689;Ohanko
8399;7614;Nyrill
8400;13929;Obsidion
8401;7629;Halpa
8402;7751;Enslaved Archaeologist
8403;7632;Jeremiah Payson
8404;7631;Xan'tish
8405;1012;Ogtinc
8408;11271;Warlord Krellian
8409;4765;Caravan Master Tset
8416;7852;Felix Whindlebolt
8417;7758;Dying Archaeologist
8418;7870;Falla Sagewind
8419;7729;Twilight Idolater
8420;7670;Kim'jael
8421;7759;Dorius
8436;7749;Zamael Lunthistle
8437;4768;Hakkari Minion
8438;7829;Hakkari Bloodkeeper
8439;7834;Nilith Lokrav
8440;7690;Shade of Hakkar
8441;10905;Raze
8442;7810;Shadowsilk Poacher
8443;8053;Avatar of Hakkar
8444;7795;Trade Master Kovic
8446;8011;Xiggs Fuselighter's Flyingmachine
8447;6569;Clunk
8477;7846;Skeletal Servant
8478;7802;Second Mate Shandril
8479;7820;Kalaran Windblade
8480;6378;Kalaran the Deceiver
8496;7909;Liv Rizzlefix
8497;7974;Nightmare Suppressor
8503;7807;Gibblewilt
8504;7814;Dark Iron Sentry
8506;7804;Eranikus the Chained
8507;7805;Tymor
8508;7808;Gretta Ganter
8509;7842;Squire Maltrake
8510;2420;Atal'ai Totem
8516;7851;Belnistrasz
8517;7598;Xiggs Fuselighter
8518;12043;Rynthariel the Keymaster
8519;5497;Blighted Surge
8520;5563;Plague Ravager
8521;11171;Blighted Horror
8522;11172;Plague Monstrosity
8523;5231;Scourge Soldier
8524;11397;Cursed Mage
8525;612;Scourge Warder
8526;9788;Dark Caster
8527;370;Scourge Guard
8528;11396;Dread Weaver
8529;7847;Scourge Champion
8530;10626;Cannibal Ghoul
8531;10487;Gibbering Ghoul
8532;571;Diseased Flayer
8534;7854;Putrid Gargoyle
8535;7855;Putrid Shrieker
8538;4629;Unseen Servant
8539;7857;Eyeless Watcher
8540;984;Torn Screamer
8541;10751;Hate Shrieker
8542;8783;Death Singer
8543;1693;Stitched Horror
8544;10613;Gangled Golem
8545;7858;Stitched Golem
8546;10408;Dark Adept
8547;10391;Death Cultist
8548;10953;Vile Tutor
8550;10421;Shadowmage
8551;10417;Dark Summoner
8553;10427;Necromancer
8554;1346;Chief Sharptusk Thornmantle
8555;3004;Crypt Stalker
8556;11178;Crypt Walker
8557;6841;Crypt Horror
8558;9758;Crypt Slayer
8560;10442;Mossflayer Scout
8561;10438;Mossflayer Shadowhunter
8562;10434;Mossflayer Cannibal
8563;19827;Woodsman
8564;19822;Ranger
8565;19820;Pathstrider
8566;7865;Dark Iron Lookout
8567;7864;Glutton
8576;7871;Ag'tor Bloodfist
8578;18986;Magus Rimtori
8579;7902;Yeh'kinya
8580;7873;Atal'alarion
8581;18984;Blood Elf Defender
8582;7889;Kadrak
8583;7895;Dirania Silvershine
8584;7901;Iverron
8585;146;Frost Spectre
8586;7875;Haggrum Bloodfist
8587;7876;Jediga
8588;9757;Umbranse the Spiritspeaker
8596;7890;Plaguehound Runt
8597;7891;Plaguehound
8598;9022;Frenzied Plaguehound
8600;7894;Plaguebat
8601;7896;Noxious Plaguebat
8602;7897;Monstrous Plaguebat
8603;7898;Carrion Grub
8605;7900;Carrion Devourer
8606;681;Living Decay
8607;11141;Rotting Sludge
8608;10905;Angered Infernal
8609;7905;Alexandra Constantine
8610;7904;Kroum
8611;7804;Idol Room Spawner
8612;7906;Screecher Spirit
8615;7908;Mithril Dragonling
8616;12817;Infernal Servant
8617;11253;Zalashji
8636;7918;Morta'gya the Keeper
8637;7929;Dark Iron Watchman
8656;1132;Hukku's Voidwalker
8657;4162;Hukku's Succubus
8658;4449;Hukku's Imp
8659;7921;Jes'rimon
8660;10807;The Evalcharr
8661;7993;Auctioneer Beardo
8662;7804;Idol Oven Fire Target
8664;7936;Saern Priderunner
8665;7934;Shylenai
8666;7935;Lil Timmy
8667;8715;Gusting Vortex
8668;6172;Felhound Tracker
8669;7997;Auctioneer Tolon
8670;7991;Auctioneer Chilton
8671;7990;Auctioneer Buckler
8672;7995;Auctioneer Leeka
8673;8001;Auctioneer Thathung
8674;7999;Auctioneer Stampi
8675;7949;Felbeast
8678;7969;Jubie Gadgetspring
8679;7952;Knaz Blunderflame
8680;7950;Massive Infernal
8681;7951;Outfitter Eric
8696;8029;Henry Stern
8716;10543;Dreadlord
8717;7970;Felguard Elite
8718;6173;Manahound
8719;7992;Auctioneer Fitch
8720;7989;Auctioneer Redmuse
8721;7994;Auctioneer Epitwee
8722;7998;Auctioneer Gullem
8723;7996;Auctioneer Golothas
8724;8000;Auctioneer Wabang
8736;8010;Buzzek Bracketswing
8737;8012;Linken
8738;8009;Vazario Linkgrease
8756;1913;Raytaf
8757;1913;Shahiar
8758;1913;Zaman
8759;8013;Mosshoof Runner
8760;2161;Mosshoof Stag
8761;10957;Mosshoof Courser
8762;8014;Timberweb Recluse
8763;12682;Mistwing Rogue
8764;4269;Mistwing Ravager
8766;1306;Forest Ooze
8767;11573;Sah'rhee
8776;694;Emerald Dragon Whelp
8816;146;Deathly Usher
8836;6909;Battle Chicken
8837;5561;Muck Splash
8856;1159;Tyrion's Spybot
8876;6411;Sandfury Acolyte
8877;6423;Sandfury Zealot
8878;8169;Muuran
8879;8171;Royal Historian Archesonus
8881;2736;Riding Ram
8882;6448;Riding Tiger
8883;2402;Riding Horse
8884;5228;Skeletal Mount
8885;4806;Riding Raptor
8886;8173;Deviate Python
8888;8698;Franclorn Forgewright
8889;8754;Anvilrage Overseer
8890;8758;Anvilrage Warden
8891;8750;Anvilrage Guardsman
8892;8718;Anvilrage Footman
8893;8757;Anvilrage Soldier
8894;8752;Anvilrage Medic
8895;8753;Anvilrage Officer
8896;8793;Shadowforge Peasant
8897;8803;Doomforge Craftsman
8898;8751;Anvilrage Marshal
8899;8820;Doomforge Dragoon
8900;8812;Doomforge Arcanasmith
8901;8755;Anvilrage Reservist
8902;8798;Shadowforge Citizen
8903;8749;Anvilrage Captain
8904;8825;Shadowforge Senator
8905;8289;Warbringer Construct
8906;8177;Ragereaver Golem
8907;8178;Wrath Hammer Construct
8908;8179;Molten War Golem
8909;2172;Fireguard
8910;1070;Blazing Fireguard
8911;5488;Fireguard Destroyer
8912;8790;Twilight's Hammer Torturer
8913;8772;Twilight Emissary
8914;9346;Twilight Bodyguard
8915;8778;Twilight's Hammer Ambassador
8916;9069;Arena Spectator
8917;8891;Quarry Slave
8920;8894;Weapon Technician
8921;8180;Bloodhound
8922;8181;Bloodhound Mastiff
8923;8270;Panzor the Invincible
8924;8390;The Behemoth
8925;8182;Dredge Worm
8926;7347;Deep Stinger
8927;1955;Dark Screecher
8928;8184;Burrowing Thundersnout
8929;8705;Princess Moira Bronzebeard
8931;8185;Innkeeper Heather
8932;7470;Borer Beetle
8933;8014;Cave Creeper
8934;8186;Christopher Hewen
8937;8189;Pet Bomb
8956;9276;Angerclaw Bear
8957;9277;Angerclaw Grizzly
8958;1083;Angerclaw Mauler
8959;4124;Felpaw Wolf
8960;9278;Felpaw Scavenger
8961;9280;Felpaw Ravager
8962;257;Hilary
8963;5556;Effsee
8964;6374;Blackrock Drake
8965;221;Shawn
8976;6369;Hematos
8977;11543;Krom'Grul
8978;11511;Thauris Balgarr
8979;11510;Gruklash
8980;10708;Firegut Captain
8981;10802;Malfunctioning Reaver
8982;9189;Ironhand Guardian
8983;8759;Golem Lord Argelmach
8996;1132;Voidwalker Minion
8997;8229;Gershala Nightwhisper
8999;3434;Innkeeper Sentinel Hill
9016;12162;Bael'Gar
9017;1204;Lord Incendius
9018;8761;High Interrogator Gerstahn
9019;8807;Emperor Dagran Thaurissan
9020;8703;Commander Gor'shak
9021;8708;Kharan Mighthammer
9022;8709;Dughal Stormwing
9023;8707;Marshal Windsor
9024;8762;Pyromancer Loregrain
9025;5781;Lord Roccor
9026;1070;Overmaster Pyron
9027;8760;Gorosh the Dervish
9028;7873;Grizzle
9029;523;Eviscerator
9030;11538;Ok'thor the Breaker
9031;3004;Anub'shiah
9032;8271;Hedrum the Creeper
9033;8756;General Angerforge
9034;8690;Hate'rel
9035;8686;Anger'rel
9036;8692;Vile'rel
9037;8689;Gloom'rel
9038;8691;Seeth'rel
9039;8687;Doom'rel
9040;8688;Dope'rel
9041;9089;Warder Stilgiss
9042;9019;Verek
9043;8899;Scarshield Grunt
9044;8901;Scarshield Sentry
9045;8898;Scarshield Acolyte
9046;8900;Scarshield Quartermaster
9047;8354;Jenal
9056;8704;Fineous Darkvire
9076;8355;Ghede
9077;8331;Warlord Goretooth
9078;8330;Shadowmage Vivian Lagrave
9079;8332;Hierophant Theodora Mulvadania
9080;8333;Lexlort
9081;8334;Galamav the Marksman
9082;8335;Thal'trak Proudtusk
9083;8349;Razal'blade
9084;8350;Thunderheart
9085;8351;Initiate Amakkar
9086;8352;Grunt Gargal
9087;8356;Bashana Runetotem
9095;3167;Northshire Guard Justin
9096;2554;Rage Talon Dragonspawn
9097;9629;Scarshield Legionnaire
9098;9618;Scarshield Spellbinder
9099;8353;Sraaz
9116;9136;Eridan Bluewind
9117;8478;J.D. Collie
9118;8413;Larion
9119;8430;Muigin
9136;8429;Sha'ni Proudtusk
9156;8329;Ambassador Flamelash
9157;8391;Bloodpetal Pest
9158;8469;Warhorse
9162;8510;Young Diemetradon
9163;8511;Diemetradon
9164;8512;Elder Diemetradon
9165;8410;Fledgling Pterrordax
9166;8411;Pterrordax
9167;8412;Frenzied Pterrordax
9176;11553;Gor'tesh
9177;8872;Oralius
9178;4607;Burning Spirit
9179;13050;Jazzrik
9196;11565;Highlord Omokk
9197;11543;Spirestone Battle Mage
9198;11579;Spirestone Mystic
9199;11577;Spirestone Enforcer
9200;11581;Spirestone Reaver
9201;11562;Spirestone Ogre Magus
9216;11582;Spirestone Warlord
9217;11578;Spirestone Lord Magus
9218;11576;Spirestone Battle Lord
9219;11574;Spirestone Butcher
9236;9732;Shadow Hunter Vosh'gajin
9237;28281;War Master Voone
9238;8449;Quentin
9239;28271;Smolderthorn Mystic
9240;28277;Smolderthorn Shadow Priest
9241;28269;Smolderthorn Headhunter
9256;304;Farm Chicken
9257;9609;Scarshield Warlock
9258;9637;Scarshield Raider
9259;9664;Firebrand Grunt
9260;9660;Firebrand Legionnaire
9261;9644;Firebrand Darkweaver
9262;9648;Firebrand Invoker
9263;9652;Firebrand Dreadweaver
9264;9656;Firebrand Pyromancer
9265;28275;Smolderthorn Shadow Hunter
9266;28279;Smolderthorn Witch Doctor
9267;28267;Smolderthorn Axe Thrower
9268;7803;Smolderthorn Berserker
9269;28273;Smolderthorn Seer
9270;8474;Williden Marshal
9271;8476;Hol'anyee Marshal
9272;8477;Spark Nilminer
