long,long,long,long,flags,long,long,long,long,long,long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,flags,long,None,None,long,float,float,None,
699,1,141,301,0x40000040,0,11,48,76,0,0,"Temple of Elune UNUSED",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
700,1,141,302,0x40000040,0,11,48,76,65,0,"Cenarion Enclave UNUSED",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
701,1,141,303,0x40000040,0,11,48,76,0,0,"Warrior's Terrace UNUSED",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
702,1,141,304,0x40300040,0,11,0,0,0,11,"Rut'theran Village",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
716,0,1,639,0x40000040,0,11,0,0,0,0,"Ironband's Compound",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
717,34,0,640,0x0,0,11,0,0,0,0,"The Stockade",,,,,,,,,,,,,,,,0xFF01FE,0x2,0,,,0,-500.0,0.0,,
718,43,0,641,0x0,0,11,0,0,0,0,"Wailing Caverns",,,,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
719,48,0,642,0x0,75,11,0,176,0,0,"Blackfathom Deeps",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
720,1,17,643,0x40000040,0,11,32,3,121,0,"Fray Island",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
721,90,0,305,0x0,0,11,42,0,0,0,"Gnomeregan",,,,,,,,,,,,,,,,0xFF01FE,0x2,0,,,0,-500.0,0.0,,
722,129,0,644,0x3,0,11,38,0,0,0,"Razorfen Downs",,,,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
736,1,141,645,0x40000040,0,11,0,0,0,8,"Ban'ethil Hollow",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
796,189,0,646,0x0,0,11,0,205,0,0,"Scarlet Monastery",,,,,,,,,,,,,,,,0xFF01FE,0x4,0,,,0,-500.0,0.0,,
797,0,12,647,0x40000040,0,11,35,0,301,8,"Jerod's Landing",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
798,0,12,648,0x40000040,0,11,35,0,0,8,"Ridgepoint Tower",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
799,0,10,649,0x40000040,0,11,0,2,0,10,"The Darkened Bank",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
800,0,1,650,0x40100040,0,11,0,0,0,4,"Coldridge Pass",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
801,0,1,651,0x40000040,0,11,0,0,0,8,"Chill Breeze Valley",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
802,0,1,652,0x40000040,0,11,0,0,121,8,"Shimmer Ridge",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
803,0,1,653,0x40000040,0,11,0,0,0,7,"Amberstill Ranch",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
804,0,1,654,0x40000040,0,11,0,0,0,8,"The Tundrid Hills",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
805,0,1,655,0x40000040,0,11,0,0,0,0,"South Gate Pass",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
806,0,1,656,0x40200040,0,11,0,0,0,12,"South Gate Outpost",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
807,0,1,657,0x40000040,0,11,0,0,0,0,"North Gate Pass",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
808,0,1,658,0x40200040,0,11,0,0,0,11,"North Gate Outpost",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
809,0,1,659,0x40200040,0,11,0,0,0,7,"Gates of Ironforge",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
810,0,85,660,0x40000040,0,11,0,0,0,7,"Stillwater Pond",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
811,0,85,661,0x40000040,0,11,0,0,0,5,"Nightmare Vale",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
812,0,85,662,0x40000040,0,11,0,0,0,10,"Venomweb Vale",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
813,0,28,663,0x40000040,0,11,0,0,0,52,"The Bulwark",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
814,1,14,664,0x40000040,0,11,0,0,0,0,"Southfury River",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
815,1,17,665,0x40000040,0,11,0,0,0,0,"Southfury River",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
816,1,14,666,0x40000040,0,11,0,0,0,8,"Razormane Grounds",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
817,1,14,667,0x40000040,0,11,0,0,0,10,"Skull Rock",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
818,1,215,668,0x40000040,0,11,0,0,0,5,"Palemane Rock",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
819,1,215,669,0x40000040,0,11,0,0,0,9,"Windfury Ridge",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
820,1,215,670,0x40000040,0,11,0,0,0,5,"The Golden Plains",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
821,1,215,671,0x40000040,0,11,0,0,0,8,"The Rolling Plains",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
836,0,11,672,0x40000040,0,11,0,0,0,20,"Dun Algaz",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
837,0,38,673,0x40000040,0,11,0,0,0,0,"Dun Algaz",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
838,0,38,306,0x40000040,0,11,0,0,0,0,"North Gate Pass",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
839,0,38,307,0x40000040,0,11,0,0,0,0,"South Gate Pass",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
856,0,10,674,0x40000040,0,11,0,2,0,19,"Twilight Grove",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
876,1,0,675,0x40,0,11,0,0,0,0,"GM Island",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
877,1,17,676,0x40000040,0,11,0,0,0,0,"Delete ME",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
878,1,16,677,0x40000040,0,11,0,8,0,0,"Southfury River",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
879,1,331,678,0x40000040,0,11,0,0,0,0,"Southfury River",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
880,0,45,679,0x40000040,0,11,0,0,0,30,"Thandol Span",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
881,0,11,680,0x40000040,0,11,0,0,0,0,"Thandol Span",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
896,0,267,308,0x40000040,0,11,40,193,0,30,"Purgation Isle",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
916,0,40,681,0x40000040,0,11,0,0,0,9,"The Jansen Stead",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
917,0,40,682,0x40000040,0,11,0,0,0,18,"The Dead Acre",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
918,0,40,683,0x40000040,0,11,0,0,0,14,"The Molsen Farm",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
919,0,40,684,0x40000040,0,11,0,0,0,14,"Stendel's Pond",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
920,0,40,309,0x40000040,0,11,0,0,0,17,"The Dagger Hills",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
921,0,40,310,0x40000040,0,11,0,0,0,16,"Demont's Place",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
922,0,40,311,0x40000040,0,11,0,0,0,18,"The Dust Plains",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
923,0,38,312,0x40000040,0,11,0,0,0,13,"Stonesplinter Valley",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
924,0,38,313,0x40200040,0,11,0,0,0,11,"Valley of Kings",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
925,0,38,314,0x40200040,0,11,0,0,0,12,"Algaz Station",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
926,0,130,315,0x40000040,0,11,0,0,0,0,"Bucklebree Farm",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
927,0,130,316,0x40000040,0,11,0,0,0,14,"The Shining Strand",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
928,0,130,317,0x40000040,0,11,0,0,0,0,"North Tide's Hollow",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
936,0,38,318,0x40000040,0,11,0,0,0,12,"Grizzlepaw Ridge",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
956,169,0,319,0x40,0,11,0,0,0,0,"The Verdant Fields",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
976,1,440,320,0x40200040,0,0,0,0,0,40,"Gadgetzan",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
977,1,440,390,0x40000040,0,0,0,3,0,40,"Steamwheedle Port",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
978,1,440,321,0x40000040,0,0,25,176,0,45,"Zul'Farrak",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
979,1,440,322,0x40000040,0,0,0,0,0,44,"Sandsorrow Watch",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
980,1,440,323,0x40000040,0,0,0,0,0,49,"Thistleshrub Valley",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
981,1,440,324,0x40000040,0,0,0,0,0,48,"The Gaping Chasm",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
982,1,440,325,0x40000040,0,0,0,0,0,48,"The Noxious Lair",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
983,1,440,326,0x40000040,0,0,0,0,0,47,"Dunemaul Compound",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
984,1,440,327,0x40000040,0,0,0,0,0,47,"Eastmoon Ruins",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
985,1,440,328,0x40000040,0,0,0,0,0,44,"Waterspring Field",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
986,1,440,329,0x40000040,0,0,0,0,0,45,"Zalashji's Den",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
987,1,440,330,0x40000040,0,0,0,0,0,48,"Land's End Beach",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
988,1,440,331,0x40000040,0,0,0,0,0,0,"Wavestrider Beach",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
989,1,440,332,0x40000040,0,0,0,0,0,0,"Uldum",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
990,1,440,333,0x40000040,0,0,0,0,0,50,"Valley of the Watchers",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
991,1,440,334,0x40000040,0,0,0,0,0,0,"Gunstan's Post",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
992,1,440,335,0x40000040,0,0,0,0,0,47,"Southmoon Ruins",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
996,0,44,408,0x40000040,0,0,0,0,0,22,"Render's Camp",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
997,0,44,409,0x40000040,0,0,0,0,0,20,"Render's Valley",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
998,0,44,410,0x40000040,0,0,0,0,0,25,"Render's Rock",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
999,0,44,411,0x40000040,0,0,0,0,0,0,"Stonewatch Tower",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1000,0,44,412,0x40000040,0,0,0,0,0,22,"Galardell Valley",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1001,0,44,336,0x40000040,0,0,0,0,0,16,"Lakeridge Highway",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1002,0,44,337,0x40000040,0,0,0,0,0,16,"Three Corners",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1016,0,11,338,0x40000040,0,0,0,0,0,28,"Direforge Hill",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1017,0,11,339,0x40000040,0,0,0,0,0,30,"Raptor Ridge",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1018,0,11,340,0x40000040,0,0,0,0,0,25,"Black Channel Marsh",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1019,0,139,341,0x40000040,0,0,0,0,0,0,"The Green Belt",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1020,0,11,342,0x40000040,0,0,0,0,0,22,"Mosshide Fen",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1021,0,11,343,0x40000040,0,0,0,0,0,22,"Thelgen Rock",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1022,0,11,344,0x40000040,0,0,0,0,0,24,"Bluegill Marsh",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1023,0,11,345,0x40000040,0,0,0,0,0,25,"Saltspray Glen",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1024,0,11,346,0x40000040,0,0,0,0,0,20,"Sundown Marsh",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1025,0,11,347,0x40000040,0,0,0,0,0,21,"The Green Belt",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1036,0,11,391,0x40000040,0,0,0,0,0,28,"Angerfang Encampment",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1037,0,11,392,0x40000040,0,0,0,0,0,25,"Grim Batol",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1038,0,11,393,0x40000040,0,0,0,0,0,25,"Dragonmaw Gates",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1039,0,11,394,0x40000040,0,0,0,0,0,25,"The Lost Fleet",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1056,0,267,348,0x40000040,0,0,31,0,0,31,"Darrow Hill",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1057,0,267,349,0x40000040,0,0,31,0,0,0,"Thoradin's Wall",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1076,1,406,368,0x40000040,0,0,0,0,0,21,"Webwinder Path",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1097,0,10,351,0x40000040,0,0,0,0,0,19,"The Hushed Bank",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1098,0,10,352,0x40000040,0,0,0,0,0,30,"Manor Mistmantle",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1099,1,357,353,0x40200040,0,0,0,226,0,42,"Camp Mojache",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1100,1,357,395,0x40000040,0,0,0,0,0,41,"Grimtotem Compound",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1101,1,357,396,0x40000040,0,0,0,0,0,44,"The Writhing Deep",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1102,1,357,350,0x40000040,0,0,0,0,0,0,"Wildwind Lake",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1103,1,357,397,0x40000040,0,0,0,0,0,42,"Gordunni Outpost",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1104,1,357,398,0x40000040,0,0,0,0,0,0,"Mok'Gordun",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1105,1,357,354,0x40000040,0,0,0,0,0,44,"Feral Scar Vale",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1106,1,357,399,0x40000040,0,0,0,0,0,46,"Frayfeather Highlands",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1107,1,357,400,0x40000040,0,0,0,0,0,0,"Idlewind Lake",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1108,1,357,355,0x40000040,0,0,0,0,0,49,"The Forgotten Coast",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1109,1,357,401,0x40000040,0,0,0,0,0,0,"East Pillar",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1110,1,357,402,0x40000040,0,0,0,0,0,0,"West Pillar",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1111,1,357,403,0x40000040,0,0,0,0,0,60,"Dream Bough",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1112,1,357,404,0x40000040,0,0,0,0,0,0,"Jademir Lake",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1113,1,357,405,0x40000040,0,0,0,0,0,60,"Oneiros",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1114,1,357,356,0x40000040,0,0,0,0,0,49,"Ruins of Ravenwind",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1115,1,357,357,0x40000040,0,0,0,0,0,0,"Rage Scar Hold",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1116,1,357,358,0x40200040,0,0,0,0,0,0,"Feathermoon Stronghold",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1117,1,357,359,0x40000040,0,0,0,0,0,0,"Ruins of Solarsal",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1118,1,357,360,0x40000040,0,0,0,0,0,0,"Lower Wilds UNUSED",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1119,1,357,369,0x40000040,0,0,0,0,0,48,"The Twin Colossals",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1120,1,357,413,0x40000040,0,0,0,0,0,43,"Sardor Isle",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1121,1,357,414,0x40000040,0,0,0,0,0,44,"Isle of Dread",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1136,1,357,361,0x40000040,0,0,0,0,0,0,"High Wilderness",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1137,1,357,370,0x40000040,0,0,0,0,0,42,"Lower Wilds",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1156,1,17,362,0x40000040,0,0,0,0,0,0,"Southern Barrens",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1157,1,17,406,0x40000040,0,0,0,0,0,0,"Southern Gold Road",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1176,209,0,371,0x0,0,0,25,176,0,0,"Zul'Farrak",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1196,575,0,363,0x0,0,0,0,0,0,0,"Utgarde Pinnacle",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.699999988079,,
1216,1,16,364,0x40000040,0,0,0,0,0,49,"Timbermaw Hold",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1217,1,16,365,0x40000040,0,0,0,0,0,0,"Vanndir Encampment",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1218,1,16,366,0x40000040,0,0,0,0,0,0,"TESTAzshara",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1219,1,16,367,0x40000040,0,0,0,0,0,52,"Legash Encampment",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1220,1,16,415,0x40000040,0,0,0,76,302,52,"Thalassian Base Camp",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1221,1,16,416,0x40000040,0,0,0,176,0,48,"Ruins of Eldarath",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1222,1,16,417,0x40000040,0,0,0,176,0,0,"Hetaera's Clutch",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1223,1,16,418,0x40000040,0,0,0,15,0,0,"Temple of Zin-Malor",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1224,1,16,419,0x40000040,0,0,0,0,0,0,"Bear's Head",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1225,1,16,420,0x40000040,0,0,0,0,0,49,"Ursolan",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1226,1,16,421,0x40000040,0,0,0,176,0,55,"Temple of Arkkoran",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1227,1,16,422,0x40000040,0,0,0,176,0,50,"Bay of Storms",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1228,1,16,423,0x40000040,0,0,0,176,0,52,"The Shattered Strand",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1229,1,16,424,0x40000040,0,0,0,176,0,53,"Tower of Eldara",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1230,1,16,425,0x40000040,0,0,0,176,0,51,"Jagged Reef",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1231,1,16,426,0x40000040,0,0,0,176,0,52,"Southridge Beach",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1232,1,16,427,0x40000040,0,0,0,176,0,54,"Ravencrest Monument",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1233,1,16,428,0x40000040,0,0,0,215,301,49,"Forlorn Ridge",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1234,1,16,429,0x40000040,0,0,0,0,0,52,"Lake Mennar",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1235,1,16,430,0x40000040,0,0,0,15,0,46,"Shadowsong Shrine",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1236,1,16,431,0x40000040,0,0,0,3,121,45,"Haldarr Encampment",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1237,1,16,432,0x40000040,0,0,0,228,0,49,"Valormok",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1256,1,16,433,0x40000040,0,0,0,176,0,42,"The Ruined Reaches",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1276,1,331,434,0x40000040,0,0,0,0,0,0,"The Talondeep Path",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1277,1,406,435,0x40000040,0,0,0,0,0,20,"The Talondeep Path",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1296,1,14,372,0x40000040,0,0,0,0,0,0,"Rocktusk Farm",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1297,1,14,407,0x40000040,0,0,0,0,0,0,"Jaggedswine Farm",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1316,1,17,436,0x40000040,0,0,70,176,0,33,"Razorfen Downs",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1336,1,440,373,0x40000040,0,0,0,0,0,45,"Lost Rigger Cove",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1337,70,0,437,0x0,0,0,0,0,0,0,"Uldaman",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1338,0,130,438,0x40000040,0,0,0,0,0,0,"Lordamere Lake",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1339,0,36,439,0x40000040,0,0,0,0,0,0,"Lordamere Lake",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1357,0,36,440,0x40000040,0,0,37,10,0,36,"Gallows' Corner",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1377,1,0,374,0x40,0,0,38,176,0,0,"Silithus",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.300000011921,,
1397,169,0,376,0x40,0,0,0,0,0,0,"Emerald Forest",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
1417,109,0,377,0x0,0,0,0,0,0,0,"Sunken Temple",,,,,,,,,,,,,,,,0xFF01FE,0x0,0,,,0,-500.0,0.0,,
