long,long,long,float,float,float,long,
167922,183407,24167,0.0,0.0,-889.169555664,0,
167923,183407,24233,0.0,0.0,-889.646484375,0,
167924,183407,24300,0.0,0.0,-890.083251953,0,
167925,183407,24367,0.0,0.0,-890.479797363,0,
167926,183407,24433,0.0,0.0,-890.836364746,0,
167927,183407,24500,0.0,0.0,-891.153015137,0,
167928,183407,24567,0.0,0.0,-891.429748535,0,
167929,183407,24633,0.0,0.0,-891.666687012,0,
167930,183407,24700,0.0,0.0,-891.863952637,0,
167931,183407,24767,0.0,0.0,-892.02154541,0,
167932,183407,24833,0.0,0.0,-892.139648438,0,
167933,183407,24900,0.0,0.0,-892.218322754,0,
167934,183407,24967,0.0,0.0,-892.257629395,0,
167935,183407,28333,0.0,0.0,-892.262512207,0,
167936,183407,28367,0.0,0.0,-892.242797852,0,
167937,183407,28467,0.0,0.0,-892.092956543,0,
167938,183407,28500,0.0,0.0,-892.073242188,0,
167939,183407,28533,0.0,0.0,-892.092956543,0,
167940,183407,28633,0.0,0.0,-892.242797852,0,
167941,183407,28667,0.0,0.0,-892.262512207,0,
167942,183407,29967,0.0,0.0,-892.262512207,0,
167943,183407,30167,0.0,0.0,-892.222595215,0,
167944,183407,30333,0.0,0.0,-892.120910645,0,
167945,183407,30467,0.0,0.0,-891.988098145,0,
167946,183407,30600,0.0,0.0,-891.804382324,0,
167947,183407,30733,0.0,0.0,-891.564941406,0,
167948,183407,30867,0.0,0.0,-891.264953613,0,
167949,183407,31000,0.0,0.0,-890.899841309,0,
167950,183407,31133,0.0,0.0,-890.464660645,0,
167951,183407,31267,0.0,0.0,-889.954772949,0,
167952,183407,31400,0.0,0.0,-889.36529541,0,
167953,183407,31533,0.0,0.0,-888.69152832,0,
167954,183407,31600,0.0,0.0,-888.321533203,0,
167955,183407,31700,0.0,0.0,-887.723449707,0,
167956,183407,31800,0.0,0.0,-887.072021484,0,
167957,183407,31900,0.0,0.0,-886.36505127,0,
167958,183407,32000,0.0,0.0,-885.600646973,0,
167959,183407,32100,0.0,0.0,-884.776672363,0,
167960,183407,32200,0.0,0.0,-883.891357422,0,
167961,183407,32300,0.0,0.0,-882.942382813,0,
167962,183407,32400,0.0,0.0,-881.927978516,0,
167963,183407,32500,0.0,0.0,-880.846008301,0,
167964,183407,32600,0.0,0.0,-879.694519043,0,
167965,183407,32700,0.0,0.0,-878.471496582,0,
167966,183407,32800,0.0,0.0,-877.174804688,0,
167967,183407,32867,0.0,0.0,-876.268554688,0,
167968,183407,32933,0.0,0.0,-875.328063965,0,
167969,183407,33000,0.0,0.0,-874.352844238,0,
167970,183407,33067,0.0,0.0,-873.342224121,0,
167971,183407,33133,0.0,0.0,-872.295715332,0,
167972,183407,33200,0.0,0.0,-871.212524414,0,
167973,183407,33233,0.0,0.0,-870.627319336,0,
167974,183407,33267,0.0,0.0,-869.973754883,0,
167975,183407,33300,0.0,0.0,-869.252319336,0,
167976,183407,33333,0.0,0.0,-868.463684082,0,
167977,183407,33367,0.0,0.0,-867.608276367,0,
167978,183407,33400,0.0,0.0,-866.686767578,0,
167979,183407,33433,0.0,0.0,-865.699584961,0,
167980,183407,33467,0.0,0.0,-864.647338867,0,
167981,183407,33500,0.0,0.0,-863.530639648,0,
167982,183407,33533,0.0,0.0,-862.350036621,0,
167983,183407,33567,0.0,0.0,-861.106018066,0,
167984,183407,33600,0.0,0.0,-859.799133301,0,
167985,183407,33633,0.0,0.0,-858.429992676,0,
167986,183407,33667,0.0,0.0,-856.999145508,0,
167987,183407,33700,0.0,0.0,-855.507141113,0,
167988,183407,33733,0.0,0.0,-853.954467773,0,
167989,183407,33767,0.0,0.0,-852.341796875,0,
167990,183407,33800,0.0,0.0,-850.669616699,0,
167991,183407,33833,0.0,0.0,-848.938476563,0,
167992,183407,33867,0.0,0.0,-847.148986816,0,
167993,183407,33900,0.0,0.0,-845.301574707,0,
167994,183407,33933,0.0,0.0,-843.396972656,0,
167995,183407,33967,0.0,0.0,-841.43560791,0,
167996,183407,34000,0.0,0.0,-839.41809082,0,
167997,183407,34033,0.0,0.0,-837.344909668,0,
167998,183407,34067,0.0,0.0,-835.216674805,0,
167999,183407,34100,0.0,0.0,-833.033996582,0,
168000,183407,34133,0.0,0.0,-830.797302246,0,
168001,183407,34167,0.0,0.0,-828.507263184,0,
168002,183407,34200,0.0,0.0,-826.164367676,0,
168003,183407,34233,0.0,0.0,-823.769226074,0,
168004,183407,34267,0.0,0.0,-821.322265625,0,
168005,183407,34300,0.0,0.0,-818.82421875,0,
168006,183407,34333,0.0,0.0,-816.275512695,0,
168007,183407,34367,0.0,0.0,-813.676757813,0,
168008,183407,34400,0.0,0.0,-811.028503418,0,
168009,183407,34433,0.0,0.0,-808.331237793,0,
168010,183407,34467,0.0,0.0,-805.585632324,0,
168011,183407,34500,0.0,0.0,-802.792114258,0,
168012,183407,34533,0.0,0.0,-799.951416016,0,
168013,183407,34567,0.0,0.0,-797.063842773,0,
168014,183407,34600,0.0,0.0,-794.130187988,0,
168015,183407,34633,0.0,0.0,-791.150878906,0,
168016,183407,34667,0.0,0.0,-788.126525879,0,
168017,183407,34700,0.0,0.0,-785.057678223,0,
168018,183407,34733,0.0,0.0,-781.944824219,0,
168019,183407,34767,0.0,0.0,-778.788574219,0,
168020,183407,34800,0.0,0.0,-775.589538574,0,
168021,183407,34833,0.0,0.0,-772.348144531,0,
168022,183407,34867,0.0,0.0,-769.065002441,0,
168023,183407,34900,0.0,0.0,-765.740722656,0,
168024,183407,34933,0.0,0.0,-762.375793457,0,
168025,183407,34967,0.0,0.0,-758.97076416,0,
168026,183407,35000,0.0,0.0,-755.526245117,0,
168027,183407,35033,0.0,0.0,-752.042785645,0,
168028,183407,35067,0.0,0.0,-748.520874023,0,
168029,183407,35100,0.0,0.0,-744.961181641,0,
168030,183407,35133,0.0,0.0,-741.364135742,0,
168031,183407,35167,0.0,0.0,-737.73034668,0,
168032,183407,35200,0.0,0.0,-734.06036377,0,
168033,183407,35233,0.0,0.0,-730.354797363,0,
168034,183407,35267,0.0,0.0,-726.614074707,0,
168035,183407,35300,0.0,0.0,-722.838928223,0,
168036,183407,35333,0.0,0.0,-719.029724121,0,
168037,183407,35367,0.0,0.0,-715.187194824,0,
168038,183407,35400,0.0,0.0,-711.311767578,0,
168039,183407,35433,0.0,0.0,-707.404052734,0,
168040,183407,35467,0.0,0.0,-703.464538574,0,
168041,183407,35500,0.0,0.0,-699.493896484,0,
168042,183407,35533,0.0,0.0,-695.492553711,0,
168043,183407,35567,0.0,0.0,-691.461181641,0,
168044,183407,35600,0.0,0.0,-687.400268555,0,
168045,183407,35633,0.0,0.0,-683.31036377,0,
168046,183407,35667,0.0,0.0,-679.192138672,0,
168047,183407,35700,0.0,0.0,-675.045898438,0,
168048,183407,35733,0.0,0.0,-670.872436523,0,
168049,183407,35767,0.0,0.0,-666.672241211,0,
168050,183407,35800,0.0,0.0,-662.445861816,0,
168051,183407,35833,0.0,0.0,-658.193786621,0,
168052,183407,35867,0.0,0.0,-653.916687012,0,
168053,183407,35900,0.0,0.0,-649.614990234,0,
168054,183407,35933,0.0,0.0,-645.289367676,0,
168055,183407,35967,0.0,0.0,-640.940246582,0,
168056,183407,36000,0.0,0.0,-636.568359375,0,
168057,183407,36033,0.0,0.0,-632.174133301,0,
168058,183407,36100,0.0,0.0,-623.320922852,0,
168059,183407,36167,0.0,0.0,-614.385131836,0,
168060,183407,36233,0.0,0.0,-605.371276855,0,
168061,183407,36300,0.0,0.0,-596.283630371,0,
168062,183407,36333,0.0,0.0,-591.713623047,0,
168063,183407,36400,0.0,0.0,-582.523742676,0,
168064,183407,36467,0.0,0.0,-573.271362305,0,
168065,183407,36533,0.0,0.0,-563.960754395,0,
168066,183407,36600,0.0,0.0,-554.596496582,0,
168067,183407,36667,0.0,0.0,-545.182922363,0,
168068,183407,36733,0.0,0.0,-535.72454834,0,
168069,183407,36800,0.0,0.0,-526.225769043,0,
168070,183407,36900,0.0,0.0,-511.911560059,0,
168071,183407,37000,0.0,0.0,-497.531463623,0,
168072,183407,37133,0.0,0.0,-478.28137207,0,
168073,183407,37500,0.0,0.0,-425.166900635,0,
168074,183407,37633,0.0,0.0,-405.893707275,0,
168075,183407,37733,0.0,0.0,-391.48828125,0,
168076,183407,37833,0.0,0.0,-377.141815186,0,
168077,183407,37900,0.0,0.0,-367.617614746,0,
168078,183407,37967,0.0,0.0,-358.13079834,0,
168079,183407,38033,0.0,0.0,-348.685760498,0,
168080,183407,38100,0.0,0.0,-339.286895752,0,
168081,183407,38167,0.0,0.0,-329.93862915,0,
168082,183407,38233,0.0,0.0,-320.645507813,0,
168083,183407,38300,0.0,0.0,-311.411895752,0,
168084,183407,38367,0.0,0.0,-302.242248535,0,
168085,183407,38433,0.0,0.0,-293.140960693,0,
168086,183407,38500,0.0,0.0,-284.112518311,0,
168087,183407,38567,0.0,0.0,-275.161407471,0,
168088,183407,38633,0.0,0.0,-266.291992188,0,
168089,183407,38700,0.0,0.0,-257.508789063,0,
168090,183407,38733,0.0,0.0,-253.15083313,0,
168091,183407,38767,0.0,0.0,-248.816131592,0,
168092,183407,38800,0.0,0.0,-244.505203247,0,
168093,183407,38833,0.0,0.0,-240.218536377,0,
168094,183407,38867,0.0,0.0,-235.956756592,0,
168095,183407,38900,0.0,0.0,-231.720428467,0,
168096,183407,38933,0.0,0.0,-227.51008606,0,
168097,183407,38967,0.0,0.0,-223.326278687,0,
168098,183407,39000,0.0,0.0,-219.169540405,0,
168099,183407,39033,0.0,0.0,-215.040481567,0,
168100,183407,39067,0.0,0.0,-210.939620972,0,
168101,183407,39100,0.0,0.0,-206.867462158,0,
168102,183407,39133,0.0,0.0,-202.824661255,0,
168103,183407,39167,0.0,0.0,-198.811737061,0,
168104,183407,39200,0.0,0.0,-194.829208374,0,
168105,183407,39233,0.0,0.0,-190.877716064,0,
168106,183407,39267,0.0,0.0,-186.957687378,0,
168107,183407,39300,0.0,0.0,-183.069778442,0,
168108,183407,39333,0.0,0.0,-179.214523315,0,
168109,183407,39367,0.0,0.0,-175.392410278,0,
168110,183407,39400,0.0,0.0,-171.604110718,0,
168111,183407,39433,0.0,0.0,-167.850097656,0,
168112,183407,39467,0.0,0.0,-164.130966187,0,
168113,183407,39500,0.0,0.0,-160.447219849,0,
168114,183407,39533,0.0,0.0,-156.799484253,0,
168115,183407,39567,0.0,0.0,-153.188201904,0,
168116,183407,39600,0.0,0.0,-149.614044189,0,
168117,183407,39633,0.0,0.0,-146.077590942,0,
168118,183407,39667,0.0,0.0,-142.579269409,0,
168119,183407,39700,0.0,0.0,-139.119689941,0,
168120,183407,39733,0.0,0.0,-135.699432373,0,
168121,183407,39767,0.0,0.0,-132.319015503,0,
168122,183407,39800,0.0,0.0,-128.979064941,0,
168123,183407,39833,0.0,0.0,-125.680023193,0,
168124,183407,39867,0.0,0.0,-122.422523499,0,
168125,183407,39900,0.0,0.0,-119.207138062,0,
168126,183407,39933,0.0,0.0,-116.034339905,0,
168127,183407,39967,0.0,0.0,-112.90473175,0,
168128,183407,40000,0.0,0.0,-109.818901062,0,
168129,183407,40033,0.0,0.0,-106.77734375,0,
168130,183407,40067,0.0,0.0,-103.780708313,0,
168131,183407,40100,0.0,0.0,-100.829429626,0,
168132,183407,40133,0.0,0.0,-97.9241027832,0,
168133,183407,40167,0.0,0.0,-95.065322876,0,
168134,183407,40200,0.0,0.0,-92.253578186,0,
168135,183407,40233,0.0,0.0,-89.4894790649,0,
168136,183407,40267,0.0,0.0,-86.7735977173,0,
168137,183407,40300,0.0,0.0,-84.1064453125,0,
168138,183407,40333,0.0,0.0,-81.4885559082,0,
168139,183407,40367,0.0,0.0,-78.9205169678,0,
168140,183407,40400,0.0,0.0,-76.4029388428,0,
168141,183407,40433,0.0,0.0,-73.9362564087,0,
168142,183407,40467,0.0,0.0,-71.521156311,0,
168143,183407,40500,0.0,0.0,-69.1580963135,0,
168144,183407,40533,0.0,0.0,-66.84765625,0,
168145,183407,40567,0.0,0.0,-64.590385437,0,
168146,183407,40600,0.0,0.0,-62.386882782,0,
168147,183407,40633,0.0,0.0,-60.2376289368,0,
168148,183407,40667,0.0,0.0,-58.1432304382,0,
168149,183407,40700,0.0,0.0,-56.1042747498,0,
168150,183407,40733,0.0,0.0,-54.121257782,0,
168151,183407,40767,0.0,0.0,-52.1947174072,0,
168152,183407,40800,0.0,0.0,-50.3253059387,0,
168153,183407,40833,0.0,0.0,-48.5134544373,0,
168154,183407,40867,0.0,0.0,-46.7598190308,0,
168155,183407,40900,0.0,0.0,-45.0648880005,0,
168156,183407,40933,0.0,0.0,-43.4292526245,0,
168157,183407,40967,0.0,0.0,-41.8534622192,0,
168158,183407,41000,0.0,0.0,-40.3381080627,0,
168159,183407,41033,0.0,0.0,-38.8836250305,0,
168160,183407,41067,0.0,0.0,-37.4907226563,0,
168161,183407,41100,0.0,0.0,-36.1598320007,0,
168162,183407,41133,0.0,0.0,-34.8916015625,0,
168163,183407,41167,0.0,0.0,-33.686416626,0,
168164,183407,41200,0.0,0.0,-32.5252838135,0,
168165,183407,41233,0.0,0.0,-31.3882923126,0,
168166,183407,41267,0.0,0.0,-30.2752819061,0,
168167,183407,41300,0.0,0.0,-29.1860351563,0,
168168,183407,41333,0.0,0.0,-28.120388031,0,
168169,183407,41367,0.0,0.0,-27.078125,0,
168170,183407,41400,0.0,0.0,-26.0590820313,0,
168171,183407,41433,0.0,0.0,-25.0630435944,0,
168172,183407,41467,0.0,0.0,-24.08984375,0,
168173,183407,41500,0.0,0.0,-23.1392154694,0,
168174,183407,41533,0.0,0.0,-22.2109928131,0,
168175,183407,41567,0.0,0.0,-21.3050670624,0,
168176,183407,41633,0.0,0.0,-19.5590286255,0,
168177,183407,41700,0.0,0.0,-17.8995761871,0,
168178,183407,41767,0.0,0.0,-16.3251419067,0,
168179,183407,41833,0.0,0.0,-14.8342018127,0,
168180,183407,41900,0.0,0.0,-13.4251842499,0,
168181,183407,41967,0.0,0.0,-12.0965166092,0,
168182,183407,42033,0.0,0.0,-10.8466253281,0,
168183,183407,42100,0.0,0.0,-9.67404556274,0,
168184,183407,42167,0.0,0.0,-8.5771484375,0,
168185,183407,42233,0.0,0.0,-7.55436182022,0,
168186,183407,42300,0.0,0.0,-6.60416698456,0,
168187,183407,42367,0.0,0.0,-5.72504281998,0,
168188,183407,42433,0.0,0.0,-4.91541910172,0,
168189,183407,42467,0.0,0.0,-4.53618717194,0,
168190,183407,42533,0.0,0.0,-3.82780003548,0,
168191,183407,42600,0.0,0.0,-3.18511295319,0,
168192,183407,42667,0.0,0.0,-2.60639095306,0,
168193,183407,42733,0.0,0.0,-2.09016895294,0,
168194,183407,42800,0.0,0.0,-1.63492798805,0,
168195,183407,42867,0.0,0.0,-1.2390409708,0,
168196,183407,42933,0.0,0.0,-0.900987029076,0,
168197,183407,43000,0.0,0.0,-0.619194984436,0,
168198,183407,43067,0.0,0.0,-0.39214399457,0,
168199,183407,43133,0.0,0.0,-0.218262001872,0,
168200,183407,43200,0.0,0.0,-0.0959199965,0,
168201,183407,43267,0.0,0.0,-0.023708999157,0,
168202,183407,43333,0.0,0.0,0.0,0,
167571,183490,0,0.0,0.0,0.0,0,
167572,183490,3100,0.0,0.0,0.0,0,
167573,183490,3400,0.0,0.0,0.0179040003568,0,
167574,183490,3500,0.0,0.0,0.11089400202,0,
167575,183490,3600,0.0,0.0,0.281033009291,0,
167576,183490,3700,0.0,0.0,0.525825023651,0,
167577,183490,3800,0.0,0.0,0.842881977558,0,
167578,183490,3900,0.0,0.0,1.22981798649,0,
167579,183490,4000,0.0,0.0,1.68413603306,0,
167580,183490,4100,0.0,0.0,2.20339608192,0,
167581,183490,4233,0.0,0.0,2.99256706238,0,
167582,183490,4367,0.0,0.0,3.88715291023,0,
167583,183490,4500,0.0,0.0,4.88129281998,0,
167584,183490,4633,0.0,0.0,5.96929311752,0,
167585,183490,4767,0.0,0.0,7.14534521103,0,
167586,183490,4900,7.00000009601e-006,0.0,8.40369987488,0,
167587,183490,5067,7.00000009601e-006,0.0,10.0834960938,0,
167588,183490,5233,7.00000009601e-006,0.0,11.8716363907,0,
167589,183490,5400,7.00000009601e-006,0.0,13.7566728592,0,
167590,183490,5567,7.00000009601e-006,0.0,15.7274847031,0,
167591,183490,5767,7.00000009601e-006,0.0,18.1896705627,0,
167592,183490,6000,7.00000009601e-006,0.0,21.1717128754,0,
167593,183490,6267,1.4000000192e-005,0.0,24.686252594,0,
167594,183490,6733,1.4000000192e-005,0.0,30.9755859375,0,
167595,183490,7133,1.4000000192e-005,0.0,36.34765625,0,
167596,183490,7400,1.99999994948e-005,0.0,39.8376197815,0,
167597,183490,7633,1.99999994948e-005,0.0,42.7887382507,0,
167598,183490,7833,1.99999994948e-005,-2.70000000455e-005,45.2173957825,0,
167599,183490,8000,1.99999994948e-005,-2.70000000455e-005,47.1552200317,0,
167600,183490,8167,1.99999994948e-005,-2.70000000455e-005,49.0028762817,0,
167601,183490,8333,1.99999994948e-005,-2.70000000455e-005,50.7490234375,0,
167602,183490,8467,1.99999994948e-005,-2.70000000455e-005,52.0652656555,0,
167603,183490,8600,2.70000000455e-005,-2.70000000455e-005,53.3035469055,0,
167604,183490,8733,2.70000000455e-005,-2.70000000455e-005,54.4581718445,0,
167605,183490,8867,2.70000000455e-005,-2.70000000455e-005,55.5232200623,0,
167606,183490,9000,2.70000000455e-005,-2.70000000455e-005,56.493057251,0,
167607,183490,9133,2.70000000455e-005,-2.70000000455e-005,57.3618164062,0,
167608,183490,9267,2.70000000455e-005,-2.70000000455e-005,58.123752594,0,
167609,183490,9367,2.70000000455e-005,-2.70000000455e-005,58.621635437,0,
167610,183490,9467,2.70000000455e-005,-2.70000000455e-005,59.0537643433,0,
167611,183490,9567,2.70000000455e-005,-2.70000000455e-005,59.4176445007,0,
167612,183490,9667,2.70000000455e-005,-2.70000000455e-005,59.7108840942,0,
167613,183490,9767,2.70000000455e-005,-2.70000000455e-005,59.931098938,0,
167614,183490,9867,2.70000000455e-005,-2.70000000455e-005,60.0757369995,0,
167615,183490,9967,2.70000000455e-005,-2.70000000455e-005,60.1424713135,0,
167616,183490,15033,2.70000000455e-005,-2.70000000455e-005,60.1389961243,0,
167617,183490,15100,2.70000000455e-005,-2.70000000455e-005,60.0757369995,0,
167618,183490,15167,2.70000000455e-005,-2.70000000455e-005,59.9509544373,0,
167619,183490,15233,2.70000000455e-005,-2.70000000455e-005,59.7662239075,0,
167620,183490,15300,2.70000000455e-005,-2.70000000455e-005,59.5233840942,0,
167621,183490,15400,2.70000000455e-005,-2.70000000455e-005,59.0537643433,0,
167622,183490,15500,2.70000000455e-005,-2.70000000455e-005,58.4628372192,0,
167623,183490,15600,2.70000000455e-005,-2.70000000455e-005,57.7565116882,0,
167624,183490,15700,2.70000000455e-005,-2.70000000455e-005,56.9404296875,0,
167625,183490,15800,2.70000000455e-005,-2.70000000455e-005,56.020401001,0,
167626,183490,15900,2.70000000455e-005,-2.70000000455e-005,55.0022239685,0,
167627,183490,16000,2.70000000455e-005,-2.70000000455e-005,53.8917121887,0,
167628,183490,16100,2.70000000455e-005,-2.70000000455e-005,52.6944999695,0,
167629,183490,16200,1.99999994948e-005,-2.70000000455e-005,51.4165039062,0,
167630,183490,16300,1.99999994948e-005,-2.70000000455e-005,50.0634765625,0,
167631,183490,16400,1.99999994948e-005,-2.70000000455e-005,48.6411132813,0,
167632,183490,16533,1.99999994948e-005,-2.70000000455e-005,46.6468086243,0,
167633,183490,16667,1.99999994948e-005,0.0,44.5533332825,0,
167634,183490,16800,1.99999994948e-005,0.0,42.3742408752,0,
167635,183490,16967,1.99999994948e-005,0.0,39.5509986877,0,
167636,183490,17167,1.4000000192e-005,0.0,36.0525169373,0,
167637,183490,17500,1.4000000192e-005,0.0,30.0734596252,0,
167638,183490,17833,1.4000000192e-005,0.0,24.094455719,0,
167639,183490,18033,7.00000009601e-006,0.0,20.5959739685,0,
167640,183490,18200,7.00000009601e-006,0.0,17.772731781,0,
167641,183490,18333,7.00000009601e-006,0.0,15.5936412811,0,
167642,183490,18467,7.00000009601e-006,0.0,13.5001630783,0,
167643,183490,18600,7.00000009601e-006,0.0,11.505859375,0,
167644,183490,18700,7.00000009601e-006,0.0,10.0834960938,0,
167645,183490,18800,7.00000009601e-006,0.0,8.73046875,0,
167646,183490,18900,0.0,0.0,7.45247411728,0,
167647,183490,19000,0.0,0.0,6.25526285172,0,
167648,183490,19100,0.0,0.0,5.14474821091,0,
167649,183490,19200,0.0,0.0,4.12657403946,0,
167650,183490,19300,0.0,0.0,3.20654296875,0,
167651,183490,19400,0.0,0.0,2.39046192169,0,
167652,183490,19500,0.0,0.0,1.68413603306,0,
167653,183490,19600,0.0,0.0,1.09320700169,0,
167654,183490,19700,0.0,0.0,0.623588979244,0,
167655,183490,19767,0.0,0.0,0.380751013756,0,
167656,183490,19833,0.0,0.0,0.196017995477,0,
167657,183490,19900,0.0,0.0,0.0712350010872,0,
167658,183490,19967,0.0,0.0,0.00797499995679,0,
147460,183788,0,0.0,0.0,0.0,0,
147461,183788,3700,0.0,0.0,0.0,0,
147462,183788,4067,0.0,0.0,0.0121240001172,0,
147463,183788,4133,0.0,0.0,0.107261002064,0,
147464,183788,4200,0.0,0.0,0.292786002159,0,
147465,183788,4267,0.0,0.0,0.56375002861,0,
147466,183788,4333,0.0,0.0,0.915194988251,0,
147467,183788,4400,0.0,0.0,1.34217298031,0,
147468,183788,4467,0.0,0.0,1.83972799778,0,
147469,183788,4533,0.0,0.0,2.40290999413,0,
147470,183788,4600,0.0,0.0,3.02676391602,0,
147471,183788,4667,0.0,0.0,3.70633792877,0,
147472,183788,4733,0.0,3.00000010611e-006,4.43667888641,0,
147473,183788,4833,0.0,3.00000010611e-006,5.61654186249,0,
147474,183788,4933,0.0,3.00000010611e-006,6.88277196884,0,
147475,183788,5033,0.0,3.00000010611e-006,8.21865177155,0,
147476,183788,5167,0.0,3.00000010611e-006,10.0792751312,0,
147477,183788,5533,0.0,7.00000009601e-006,15.3577356339,0,
147478,183788,5667,0.0,7.00000009601e-006,17.2183609009,0,
147479,183788,5767,0.0,7.00000009601e-006,18.5542392731,0,
147480,183788,5867,0.0,7.00000009601e-006,19.8204689026,0,
147481,183788,5967,0.0,7.00000009601e-006,21.0003318787,0,
147482,183788,6033,0.0,9.99999974738e-006,21.7306728363,0,
147483,183788,6100,0.0,9.99999974738e-006,22.4102458954,0,
147484,183788,6167,0.0,9.99999974738e-006,23.0340995789,0,
147485,183788,6233,0.0,9.99999974738e-006,23.5972824097,0,
147486,183788,6300,0.0,9.99999974738e-006,24.0948390961,0,
147487,183788,6367,0.0,9.99999974738e-006,24.5218162537,0,
147488,183788,6433,0.0,9.99999974738e-006,24.8732624054,0,
147489,183788,6500,0.0,9.99999974738e-006,25.1442260742,0,
147490,183788,6567,0.0,9.99999974738e-006,25.3297519684,0,
147491,183788,6633,0.0,9.99999974738e-006,25.4248886108,0,
147492,183788,6667,0.0,9.99999974738e-006,25.4370117188,0,
147493,183788,11367,0.0,9.99999974738e-006,25.4317417145,0,
147494,183788,11467,0.0,9.99999974738e-006,25.3541049957,0,
147495,183788,11567,0.0,9.99999974738e-006,25.1874408722,0,
147496,183788,11667,0.0,9.99999974738e-006,24.9365158081,0,
147497,183788,11767,0.0,9.99999974738e-006,24.6061000824,0,
147498,183788,11867,0.0,9.99999974738e-006,24.2009620667,0,
147499,183788,11967,0.0,9.99999974738e-006,23.7258720398,0,
147500,183788,12067,0.0,9.99999974738e-006,23.1856021881,0,
147501,183788,12167,0.0,9.99999974738e-006,22.5849170685,0,
147502,183788,12267,0.0,9.99999974738e-006,21.9285888672,0,
147503,183788,12400,0.0,7.00000009601e-006,20.9751701355,0,
147504,183788,12533,0.0,7.00000009601e-006,19.9426174164,0,
147505,183788,12667,0.0,7.00000009601e-006,18.8422317505,0,
147506,183788,12833,0.0,7.00000009601e-006,17.3885822296,0,
147507,183788,13033,0.0,7.00000009601e-006,15.5587072372,0,
147508,183788,13367,0.0,3.00000010611e-006,12.4005727768,0,
147509,183788,13667,0.0,3.00000010611e-006,9.56832027435,0,
147510,183788,13867,0.0,3.00000010611e-006,7.75169420242,0,
147511,183788,14033,0.0,3.00000010611e-006,6.31394290924,0,
147512,183788,14167,0.0,3.00000010611e-006,5.2294549942,0,
147513,183788,14300,0.0,0.0,4.21562480927,0,
147514,183788,14433,0.0,0.0,3.28375911713,0,
147515,183788,14533,0.0,0.0,2.64544796944,0,
147516,183788,14633,0.0,0.0,2.06437206268,0,
147517,183788,14733,0.0,0.0,1.54529798031,0,
147518,183788,14833,0.0,0.0,1.09299695492,0,
147519,183788,14933,0.0,0.0,0.712235987186,0,
147520,183788,15033,0.0,0.0,0.407788008451,0,
147521,183788,15133,0.0,0.0,0.18441799283,0,
147522,183788,15233,0.0,0.0,0.0468989983201,0,
147523,183788,15333,0.0,0.0,0.0,0,
58505,184330,0,0.0,0.0,0.0,0,
58506,184330,4333,0.0,0.0,0.00786499958485,0,
58507,184330,4367,0.0,0.0,0.015801999718,0,
58508,184330,4400,0.0,0.0,0.0393799990416,0,
58509,184330,4433,0.0,0.0,0.0784759968519,0,
58510,184330,4467,0.0,0.0,0.132954001427,0,
58511,184330,4500,0.0,0.0,0.202676996589,0,
58512,184330,4533,0.0,0.0,0.287521988153,0,
58513,184330,4567,0.0,0.0,0.387353003025,0,
58514,184330,4600,0.0,0.0,0.502032995224,0,
58515,184330,4633,0.0,0.0,0.631447017193,0,
58516,184330,4667,0.0,0.0,0.775449991226,0,
58517,184330,4700,0.0,0.0,0.933914005756,0,
58518,184330,4733,0.0,0.0,1.10670900345,0,
58519,184330,4767,0.0,0.0,1.29369699955,0,
58520,184330,4800,0.0,0.0,1.49475705624,0,
58521,184330,4833,0.0,0.0,1.70974397659,0,
58522,184330,4867,0.0,0.0,1.93854498863,0,
58523,184330,4900,0.0,0.0,2.18101406097,0,
58524,184330,4933,0.0,0.0,2.43702101707,0,
58525,184330,4967,0.0,0.0,2.70644593239,0,
58526,184330,5000,0.0,0.0,2.98914289474,0,
58527,184330,5033,0.0,0.0,3.28498291969,0,
58528,184330,5067,0.0,0.0,3.59384393692,0,
58529,184330,5100,0.0,0.0,3.91558909416,0,
58530,184330,5133,0.0,0.0,4.25008106232,0,
58531,184330,5167,0.0,0.0,4.59719800949,0,
58532,184330,5200,0.0,0.0,4.95680189133,0,
58533,184330,5233,0.0,0.0,5.32876586914,0,
58534,184330,5267,0.0,0.0,5.71295118332,0,
58535,184330,5300,0.0,0.0,6.10923576355,0,
58536,184330,5333,0.0,0.0,6.51748418808,0,
58537,184330,5367,0.0,0.0,6.93755578995,0,
58538,184330,5400,0.0,0.0,7.36934089661,0,
58539,184330,5433,0.0,0.0,7.81268405914,0,
58540,184330,5467,0.0,0.0,8.26747226715,0,
58541,184330,5500,0.0,0.0,8.73356056213,0,
58542,184330,5533,0.0,0.0,9.21082782745,0,
58543,184330,5567,0.0,0.0,9.69913482666,0,
58544,184330,5600,0.0,0.0,10.198346138,0,
58545,184330,5633,0.0,0.0,10.7083482742,0,
58546,184330,5667,0.0,0.0,11.2289962769,0,
58547,184330,5700,0.0,0.0,11.7601585388,0,
58548,184330,5733,0.0,0.0,12.3017168045,0,
58549,184330,5767,0.0,0.0,12.853515625,0,
58550,184330,5800,0.0,0.0,13.4154500961,0,
58551,184330,5833,0.0,0.0,13.9873666763,0,
58552,184330,5867,0.0,0.0,14.569144249,0,
58553,184330,5900,0.0,0.0,15.1606531143,0,
58554,184330,5933,0.0,0.0,15.7617578506,0,
58555,184330,5967,0.0,0.0,16.3723258972,0,
58556,184330,6000,0.0,0.0,16.9922294617,0,
