long,byte,byte,byte,byte,byte,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,
312,154,153,153,62,102,4154982,-1711276032,-398485095,738197507,771751937,1207959553,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,1711276032,-2025839002,4180246,4308992,0,0,0,0,0,0,0,788529152,4235485,0,0,0,0,0,4300800,4227072,859799552,67108863,0,0,1073741824,0,
313,154,153,153,62,0,4145152,-1711276032,-398485095,738197507,771751937,1207959553,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,-855638016,1614810316,4169957,4276224,0,0,0,0,0,0,0,788529152,4235485,0,0,0,0,0,4300800,4227072,1715437568,67108863,0,0,1073741824,0,
314,0,0,128,63,233,4129062,0,-4218880,738197509,-1409286143,1744830464,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,855638016,4166451,0,0,0,0,0,0,71254016,-742555475,4071646,0,0,167772160,2067751895,-1891635692,-1891830334,3995074,1187074048,1715499958,-12589466,67108863,2667,0,1073741824,0,
315,154,153,153,62,102,4122214,-1711276032,-398485095,738197507,771751937,1207959553,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,855638016,1161802547,4137176,4210688,0,0,0,0,0,0,0,788529152,4235485,0,0,0,0,0,4300800,4227072,-868253696,67108863,0,0,1073741824,0,
316,133,235,49,64,205,1480379596,3879993,-402653184,-939524093,1291845632,67108867,0,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1862270976,48428542,0,0,1073741824,0,
317,145,237,220,62,244,-197262083,3921149,-415285248,738197507,771751937,637534209,469762048,-520093696,54367354,16777216,0,0,0,0,0,0,0,-2097152000,4159825,0,0,0,0,0,0,0,-385875968,-197076698,12630269,-1711276032,2067667353,-1891717612,-1891797566,4027842,4338688,4321280,-16777216,67108612,0,0,1073741824,0,
319,195,245,200,62,35,4090698,0,-415285248,738197507,771751937,369098753,469762048,-335544320,54409297,50331648,0,859832320,1212203827,4152033,-1895825408,2067625410,-1707201004,-2093049447,4159825,0,-2030043136,4213014,0,1711276032,4122214,0,-385875968,-197076698,12630269,1375731712,524197560,-1891701883,-331549246,4077649,0,0,-16777216,67108612,2676,0,1073741824,0,
320,141,151,70,64,213,4163303,0,-1287700480,738197509,771751937,637534209,469762048,-687865856,104779939,83886080,0,859906048,-1019143373,4073717,-1711276032,-851568231,4082892,0,0,0,0,0,0,1711276032,4122214,0,0,0,0,1375731712,524197560,-1891701883,-331549246,4077649,4396544,-1706681284,-12609127,67108612,2681,0,1073741824,0,
321,205,204,204,61,0,4128768,0,-801210368,-939524089,-2113929216,-536870902,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,4128768,0,2084569088,-1673613070,12521668,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4594748,-12648448,50331647,0,0,1073741824,0,
322,205,204,204,61,0,4128768,0,-801144832,-939524089,-1795162112,1073741834,0,0,0,0,0,0,0,553648128,-1019268432,-1891686155,4175298,0,0,4194304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-734035968,62941208,0,0,1073741824,0,
323,205,204,204,61,0,4096000,1107296256,-801413792,-939524089,-1476395008,1090519050,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,4194304,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4376576,-12615680,50331647,0,0,1073741824,0,
324,205,204,204,61,0,4096000,0,-801144832,-939524089,-889192448,1090519050,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,4194304,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4376576,-12615680,67108863,0,0,1073741824,0,
325,205,204,204,61,0,4096000,0,-801144832,-939524089,-335544320,1090519050,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,4194304,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4376576,-12615680,67108863,0,0,1073741824,0,
326,205,204,204,61,0,4096000,0,-801144832,-939524089,251658240,1090519051,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,4194304,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4376576,-12615680,64804440,0,0,1073741824,0,
327,205,204,204,61,0,4096000,0,-801144832,-939524089,838860800,1090519051,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,4194304,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4376576,-12615680,64804440,0,0,1073741824,0,
328,205,204,204,61,0,4096000,0,-801144832,-939524089,1442840576,1090519051,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,4194304,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4376576,-12615680,83886079,0,0,1073741824,0,
329,205,204,204,61,0,4096000,0,-801144832,-939524089,2013265920,1090519051,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,4194304,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4376576,-12615680,67108863,0,0,1073741824,0,
330,205,204,204,61,0,4096000,0,-805306368,-939524089,2013265920,1090519051,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,0,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4376576,-12615680,50331647,0,0,1073741824,0,
331,205,204,204,61,51,4076339,0,-801144832,-939524089,-1711276032,1090519051,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,4194304,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4376576,-12615680,50331647,0,0,1073741824,0,
332,205,204,204,61,51,4076339,0,-801144832,-939524089,-1124073472,1090519051,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,4194304,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4376576,-12615680,67108863,0,0,1073741824,0,
333,205,204,204,61,51,4076339,0,-801144832,-939524089,-754974720,1090519051,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,4194304,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4376576,-12615680,83886079,0,0,1073741824,0,
334,205,204,204,61,0,4096000,0,-801210368,-939524089,67108864,-1073741812,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,-851462718,1614695628,-1707106075,2084624793,-1673613070,12521668,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4194304,1715544064,-12548506,67108863,0,0,1073741824,0,
335,205,204,204,61,0,4096000,0,-801210368,-939524089,671088640,-1073741812,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,-851462718,1614695628,-1707106075,2084624793,-1673613070,12521668,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4194304,1715544064,-12548506,67108863,0,0,1073741824,0,
336,205,204,204,61,0,4096000,0,-805306368,-939524089,1258291200,-1073741812,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,-851462718,1614695628,-1707106075,2084624793,-1673613070,12521668,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4194304,1715544064,-12548506,50331647,0,0,1073741824,0,
337,205,204,204,61,0,4096000,0,-805306368,-939524089,1811939328,-1073741812,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,2080374784,-1673613070,12521668,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4194304,1715544064,-12548506,50331647,0,0,1073741824,0,
338,0,0,128,63,154,4102553,0,-402653184,738197507,16777217,1073741824,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,1711276032,-2025888154,1354778902,12593037,0,0,0,0,0,0,0,4300800,4227072,-12615680,50331647,0,0,1073741824,0,
339,0,0,128,63,244,4064509,0,-369098752,738197507,1493172225,1073741825,452984832,0,50331648,50331648,0,4194304,4227072,1224736768,4145309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-113278976,67066201,3215,0,1073741824,0,
340,113,61,74,62,244,1866335485,-1707408622,-364930663,738197507,-2130706431,1744830465,452984832,0,50331648,50331648,0,4194304,4227072,1224736768,4145309,0,-1711276032,1446943129,4181262,4268032,0,0,0,0,0,0,-1023410176,4208885,0,0,0,0,0,0,-1941856256,859793627,-12602573,53464057,0,0,1073741824,0,
341,0,0,128,63,184,4039599,0,-402653184,738197507,721420289,1073741828,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,67016333,0,0,1073741824,0,
342,0,0,128,63,0,4161536,0,-398475264,738197507,-1744830463,1073741836,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,50396928,3260,0,1073741824,0,
343,0,0,128,64,0,1111425024,3925344,-398475264,738197507,-654311423,1879048204,452984832,-1711276032,54401433,50331648,0,4194304,4227072,0,4145152,4161536,4161536,0,0,0,0,0,0,0,-2025881600,-2017441514,4213014,0,0,0,4096000,4096000,0,4194304,4376576,4235264,2134941696,62980289,0,0,1073741824,0,
344,29,90,52,63,1,4142157,855638016,-1749052621,39058,-889192448,1744830474,335544320,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,-750747648,-1707204386,4168089,0,0,0,0,960569344,792725684,633349341,-683720442,12550307,4594752,0,0,0,0,12699648,4396544,-868220928,67108863,3327,0,1073741824,0,
345,0,0,0,64,65,-851518479,4017356,725614592,738197505,16777217,1174405120,452984832,0,83886080,167772160,855638016,859829043,4191027,1090519040,171914225,171746263,3974103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,2134867968,47579391,3332,1,1073741824,0,
347,0,0,0,64,18,-851476349,4017356,725614592,738197505,771751937,1174405121,452984832,0,83886080,167772160,855638016,859829043,4191027,1090519040,171914225,171746263,3974103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,58327113,0,0,1073741824,0,
348,160,26,135,63,163,4103169,0,-390029312,738197507,-1879048191,1174405124,452984832,-2063597568,87953899,83886080,-1711276032,-851424871,4115660,0,0,167772160,3974103,0,-855638016,12537036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,64099101,2031,0,1073741824,0,
349,205,204,204,61,51,4076339,0,-801144832,-939524089,-1711276032,1090519051,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,4194304,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4376576,-12615680,67043328,0,0,1073741824,0,
350,205,204,204,61,23,4084151,-1711276032,-801171047,-939524089,-1476395008,1090519050,452984833,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,4194304,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4376576,-12615680,41300268,0,0,1073741824,0,
351,205,204,204,61,133,4084203,0,-805306368,-939524089,-1476395008,1090519050,452984833,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,4194304,0,0,0,-1711276032,-2025907815,-2017441514,12601622,0,0,0,0,0,0,0,4300800,4376576,-12615680,40642855,0,0,1073741824,0,
352,133,235,49,64,18,171933827,4006871,-398491648,738197507,-989855743,67108868,0,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,83886079,3337,0,1073741824,0,
353,133,235,49,64,135,171917590,4006871,-398491648,738197507,-1879048191,67108868,0,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,64590219,0,1,1073741824,0,
354,102,102,22,63,205,4050124,-1711276032,-264283751,738197504,-1090519039,1207959558,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,0,-750813184,4071646,0,0,0,0,0,0,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,-1237286912,4165107,-12550144,58742272,3342,0,1073741824,0,
355,102,102,22,63,111,4132336,1711276032,-255875482,738197504,-1090519039,1073741830,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-855638016,624979148,4047110,-2030043136,-2017441514,12601622,0,0,-2030043136,-2017441514,12601622,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,-1228834816,-851472909,-12579636,58742272,0,0,1073741824,0,
356,205,204,204,61,35,4090698,0,-805306368,-939524089,-1476395008,-1056964598,452984833,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,4096000,-855638016,4230348,0,0,0,0,234881024,1614713022,633315557,792707334,12624093,0,0,0,0,0,4300800,4376576,-12615680,50331647,0,0,1073741824,0,
357,102,102,22,63,23,4084151,-1711276032,-255895143,738197504,-1090519039,1744830470,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-1711276032,-750798439,4071646,0,0,0,0,855638016,4166451,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,591546368,859867611,-46070989,35348979,0,0,1073741824,0,
358,205,204,204,61,123,4138883,-855638016,-792867636,-939524089,-1711276032,1090519051,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,4194304,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,4300800,4376576,-12615680,50331647,0,0,1073741824,0,
359,72,225,250,62,23,4084151,-1711276032,-314566247,2,771751936,1174405121,0,167772160,54338519,50331648,0,4194304,1547771904,-2076278129,-2059457122,-1203826197,4171038,-33554432,-851470124,625044684,-742539002,12460254,0,-1711276032,4176281,0,620756992,-1010843386,4206837,0,0,0,0,-855638016,4213964,0,-16777216,67108863,0,0,1073741824,0,
360,0,0,128,64,176,4178034,-1711276032,843012505,0,-889192448,1610612746,335544320,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,1715451330,-750852506,-1120001826,-2018146761,4213014,1207959552,4272865,0,1296134144,1295814387,12357363,0,0,0,0,0,0,0,4376576,-851043268,-12612404,54346963,0,1,1073741824,0,
362,0,0,128,64,2,4200491,1711276032,842983014,0,-889192448,1610612746,335544320,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,1715451330,-750852506,-1120001826,-2018146761,4213014,1207959552,4272865,0,1296134144,1295814387,12357363,0,0,0,0,0,0,0,4376576,-851043268,759139532,67108863,3355,0,1073741824,0,
364,12,2,171,62,0,4161536,855638016,-1220562125,11,50331648,905969670,452984832,687865856,54366044,67108864,-855638016,859860172,1900087091,4098621,520093696,-331453563,4143185,-33554432,-1707108140,4250009,0,0,0,0,-2025775104,-2017441514,4213014,0,0,-1711276032,-1707206247,-851568231,1715391692,4138598,4376576,4194304,-12509184,83886079,3364,0,1073741824,0,
365,12,2,171,62,0,4177920,855638016,-1220562125,11,-268435456,100663299,452984832,687865856,54366044,67108864,-855638016,859860172,1900087091,4098621,520093696,-331453563,4143185,-1371635712,-1707085497,4250009,0,0,0,0,0,0,0,0,0,-855638016,-851587892,-851587892,1715391692,4138598,4376576,4194304,-12509184,83886079,3364,0,1073741824,0,
366,100,59,127,63,154,4102553,-1711276032,-2109761127,721420303,973078529,1610612742,33554432,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4487680,0,0,0,0,1312966656,4116945,-12648448,67108863,0,0,1073741824,0,
367,195,245,200,62,0,4112384,0,-415285248,738197507,1845493761,369098758,469762048,-335544320,54409297,50331648,0,859832320,1212203827,4152033,-1895825408,2067625410,-1707201004,-2093049447,4159825,0,-2030043136,4213014,0,1711276032,4122214,0,-385875968,-197076698,12630269,1375731712,524197560,-1891701883,-331549246,4077649,0,0,-16777216,83886079,0,0,1073741824,0,
368,205,204,204,61,0,4071057,0,-801144832,-939524089,-889192448,1627389962,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,4194304,0,0,0,0,1610612736,1614782693,801087717,792764637,12624093,0,0,0,0,0,-1824421888,-1707014120,-12506727,59279615,3385,0,1073741824,0,
369,225,122,212,63,0,4096000,-855638016,532647116,738197582,-268435455,67108867,0,0,0,0,0,0,0,0,4145152,0,-1711276032,540973465,-1707151039,1447090585,1447021838,4181262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,83886079,0,1,1073741824,0,
370,205,204,204,61,0,171900928,3974103,-817922048,738197511,-989855743,369098756,469762048,-855638016,54349004,50331648,0,859832320,1212203827,4152033,167772160,-851663913,-1707225908,-2093049447,4159825,0,-2030043136,4213014,0,0,1010843648,1019130557,4108989,0,0,1375731712,524197560,-1891701883,-331549246,4077649,0,0,-16777216,83886079,0,0,1073741824,0,
372,205,204,204,61,35,4090698,0,-805306368,-939524089,-1476395008,1627389962,452984832,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,4096000,-855638016,4230348,0,0,0,0,234881024,1614713022,633315557,792707334,12624093,0,0,0,0,0,4297728,4376576,-12615680,50331647,0,0,1073741824,0,
373,29,90,52,63,184,4137246,-1711276032,-817858151,7,1040187392,536870925,335544320,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,0,0,0,0,0,0,0,0,0,-2147483648,4813797,0,0,0,0,4376576,4354048,-16777216,55719208,0,1,1073741824,0,
374,29,90,52,63,184,4137246,0,-817848320,7,251658240,536870923,335544320,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,-1124073472,-2018146761,4213014,0,0,0,0,0,0,0,0,0,0,0,0,0,4376576,4354048,-1170169856,67108349,3428,0,1073741824,0,
375,205,204,204,61,205,4050124,0,734019584,738197505,-738197503,0,33554432,0,50331648,50331648,0,859832320,4244275,0,167772160,-851663913,4050124,-2097152000,4159825,0,-2030043136,4213014,0,0,-2025881600,-2025830122,12601622,0,0,1375731712,524197560,-1891701883,-331549246,4077649,0,0,2130706432,39387201,0,0,1073741824,0,
376,195,245,200,62,0,4145152,0,-415252480,738197507,-268435455,369098755,469762048,-335544320,54409297,50331648,0,859832320,1212203827,4152033,-1895825408,2067625410,4075028,-2093023232,4159825,0,-2030043136,4213014,0,855638016,4141875,0,-385875968,-197076698,12630269,1375731712,524197560,-1891701883,-331549246,4077649,0,0,-16777216,83886079,0,0,1073741824,0,
377,102,102,22,63,199,4122810,-855638016,-608203572,5,-1090519040,1207959558,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-1711276032,-750790247,4071646,12582912,0,0,0,0,4186112,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,633384960,4238598,1296141312,50396928,3433,0,1073741824,0,
378,102,102,22,63,111,4132336,-855638016,-608203572,5,-687865856,1744830466,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-1711276032,239065497,-1119973186,11896375,0,0,0,0,0,0,1157627904,4137176,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,314669056,-851419005,1480633548,50396928,0,0,1073741824,0,
379,102,102,22,63,65,4119537,-335544320,-608192431,5,-1090519040,1744830470,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-1711276032,239065497,-1119973186,11896375,0,0,0,0,-754974720,2000560350,624877869,-1371586298,4190535,-1895825408,-1019284030,-1203820299,-851540706,4132044,314634240,-851419005,658549964,33584384,0,0,1073741824,0,
380,29,90,52,63,35,4090698,1711276032,843040358,0,-889192448,1610612746,335544320,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,-1124073472,11896375,0,1207959552,4272865,1711276032,1296016998,1295814387,12357363,0,0,0,0,0,0,0,4376576,-851043268,-12612404,54346963,0,1,1073741824,0,
381,29,90,52,63,199,4122810,0,843055104,0,-889192448,1610612746,335544320,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,-1124073472,11896375,0,1207959552,4272865,1711276032,1296016998,1295814387,12357363,0,0,0,0,0,0,0,4376576,-851043268,2118094028,67108863,3470,0,1073741824,0,
382,205,204,204,61,184,4039599,0,843055104,0,-889192448,1744830474,335544320,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,-851462718,-650261300,859871182,4313907,0,1207959552,4272865,1711276032,1296016998,1295814387,12357363,0,0,0,0,0,0,0,4376576,-851043268,2118094028,67108863,3475,0,1073741824,0,
383,211,77,34,62,35,4090698,1711276032,843040358,0,-889192448,1610612746,335544320,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,-1124073472,11896375,0,1207959552,4272865,1711276032,1296016998,1295814387,12357363,0,0,0,0,0,0,0,4376576,-851043268,-12612404,54346963,0,1,1073741824,0,
384,29,90,52,63,2,4200491,1711276032,255780454,39,-889192448,536870922,335544320,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,1715451330,-750852506,-1120001826,-2018146761,4213014,1207959552,4272865,0,1296134144,1295814387,12357363,0,0,0,0,0,0,0,4333568,-851043268,759139532,67108863,3480,0,1073741824,0,
385,29,90,52,63,176,4178034,-1711276032,255809945,39,-889192448,536870922,335544320,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,1715451330,-750852506,-1120001826,-2018146761,4213014,1207959552,4272865,0,1296134144,1295814387,12357363,0,0,0,0,0,0,0,4333568,-851043268,-12612404,54346963,0,1,1073741824,0,
386,205,204,204,61,152,4096622,0,-717275136,738197505,-889192447,1275068426,805306368,0,117440512,67108864,0,4268032,4268032,-1543503872,1547664752,-1891712369,4126146,1161895936,-851500840,4148428,0,0,0,0,0,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,4227072,859922432,-12553421,50397183,0,0,1073741824,0,
387,139,108,7,63,23,-1371647561,-1707318969,-364930663,738197507,771751937,1375731713,452984832,-1207959552,54412574,50331648,0,4186112,4206592,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1895825408,-851642942,-851620660,171789516,4105175,4300800,4227072,-12615680,64122782,0,0,1073741824,0,
388,205,204,204,61,29,4099896,0,-364937216,-939524093,1442840576,83886091,352321536,0,117440512,117440512,0,-851439616,-1019278132,423602421,-851519629,-331461428,4077649,0,0,12722176,0,0,-855638016,4268236,201326592,-20954366,-1195368236,-373208802,12638502,0,0,0,0,0,4300800,4376576,-12615680,83886079,3489,0,1073741824,0,
389,0,0,128,64,152,1111478382,859563360,-390098125,738197507,-654311423,1912602636,452984832,-1711276032,54401433,50331648,0,4194304,-1019183104,-1539430155,4160880,4161536,-1707114496,4102553,0,0,0,0,0,-1711276032,4225433,956301312,960465076,968886452,4196532,1023410176,4175626,4235264,0,4194304,12722176,4333568,2134968320,62980289,3502,0,1073741824,0,
390,133,235,49,64,0,171868160,3941335,-390070272,-939524093,-1862270976,67108869,0,0,0,0,0,0,0,0,4145152,0,-1711276032,2101336473,-1707088577,4200857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16777216,65604054,0,0,1073741824,0,
391,102,102,22,63,23,4084151,-1711276032,-264283751,738197504,-1090519039,671088646,452984832,0,117440512,67108864,0,4268032,4268032,0,4145152,0,-855638016,2084490444,-1707134734,4200857,0,0,0,-1711276032,4135321,0,0,0,0,-1895825408,-1019284030,-1203820299,-851540706,4132044,859928576,4277043,-12550144,50337561,0,0,1073741824,0,
393,225,122,212,63,51,171881267,-516152361,524276858,721420366,-16777215,67108865,0,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,-855638016,-29438772,-20963116,12591316,0,0,0,0,0,0,0,0,0,-16777216,67050541,0,0,1073741824,0,
394,225,122,212,63,51,171881267,-516152361,524276858,721420366,-16777215,67108865,0,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,-855638016,-29438772,-29351724,4202708,0,0,0,0,0,0,0,0,0,-16777216,52559644,0,0,1073741824,0,
395,225,122,212,63,86,4153614,-520093696,524276858,721420366,-16777215,1677721601,0,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,0,4268032,67108864,12419245,0,0,0,0,0,0,0,4409344,4227072,-12615680,59972726,0,0,1073741824,0,
396,225,122,212,63,51,171881267,-516152361,524276858,721420366,-16777215,67108865,0,0,0,0,0,0,0,0,4145152,0,0,0,0,0,0,0,0,-855638016,1614728396,1614782693,4169957,0,0,0,0,0,0,0,0,0,-16777216,52230911,0,2,1073741824,0,
397,16,88,57,63,23,171856311,3843031,-901799936,738197504,16777217,436207616,452984832,-335544320,87898193,83886080,-855638016,859880652,4261683,1526726656,-1203815213,1212056862,1715403489,1698653798,859734186,-2084498637,968849745,-1858107212,633384173,1715519750,-2025863578,-2017441514,4213014,0,0,-1891433984,-1707248190,171841945,-1707236393,4135321,0,0,-16777216,44383628,0,0,1073741824,0,
398,80,141,167,63,23,1480479159,3912761,-905969664,738197504,16777217,1375731712,452984832,-1895825408,54326722,67108864,-1711276032,1715501465,4204134,1526726656,-1203815213,1212056862,4127457,0,-1124073472,-2085255625,968849745,-1858107212,633384173,859881734,-2025800909,-2017441514,4213014,0,0,692257280,2067664732,4107796,-1371586560,4170055,4343808,4333568,-16777216,49155740,3511,0,1080066834,0,
399,0,0,128,64,13,4148704,-1711276032,-859813479,11,671088640,671088652,335544320,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,-1707100734,-750798439,-851566370,4279500,0,0,0,0,0,0,0,0,-2147483648,4813797,0,0,0,0,12765184,4376576,1648443392,55719208,3524,0,1073741824,0,
400,4,86,74,64,244,4064509,-1711276032,-390162023,-1711276029,1493172224,603979777,0,0,0,0,0,0,0,-1543503872,4160880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4354048,4594748,-16777216,50331647,0,0,1073741824,0,
401,0,0,128,63,154,4102553,-1711276032,-398485095,-1577058301,16777216,1073741824,452984832,0,50331648,50331648,0,4194304,4227072,0,4145152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300800,4227072,-12615680,67108863,0,0,1073741824,0,
402,16,88,57,63,29,4099896,0,-905969664,738197504,-268435455,1258291203,-184549376,1,50331648,67108864,0,1715470336,4204134,1526726656,-1203815213,1212056862,1715403489,1581305446,859867578,-2092850381,968849745,-1858107212,633384173,4243718,4288512,0,0,0,0,-1891433984,-1891830334,1547564482,4186767,4194304,4343808,4333568,-16777216,35396636,0,0,1080066834,0,
403,238,124,207,63,0,4202496,0,-1757413376,39058,1040187392,536870925,335544320,0,50331648,50331648,0,4194304,4227072,553648128,-1019268432,-1891686155,4175298,0,0,0,0,0,0,0,4321280,0,0,0,-2147483648,4813797,0,0,0,0,4363776,4471680,-12509184,55719208,0,1,1073741824,0,
