long,str,str,float,float,float,float,
3012,"Holiday - Valentine - Picnic Blanket","spells\holidays\valentines_blanket.mdx",1.0,1.0,0.00999999977648,100.0,
3013,"Holiday - Valentine - Flower Shower","spells\holidays\valentines_roseshower_impact_base.mdx",1.0,1.0,0.00999999977648,100.0,
3014,"Holiday - Valentine - Broken Heart Impact","spells\holidays\valentines_brokenheart.mdx",1.0,1.0,0.00999999977648,100.0,
3015,"Insect Swarm State Chest","Spells\InsectSwarm_State_Chest.mdx",1.0,1.0,0.00999999977648,100.0,
3016,"Holiday - Valentine - Heart State/Impact","spells\holidays\valentines_lookingforloveheart.mdx",1.0,1.0,1.0,50.0,
3021,"Flare Ground State","spells\flare_state_base.mdx",1.0,1.5,0.00999999977648,100.0,
3024,"Purple Ghost State","spells\purpleghost_state.mdx",1.0,1.0,0.00999999977648,100.0,
3026,"LightningBoltIvus Missile","Spells\LightningBoltIvus_Missile.mdx",1.0,1.0,0.00999999977648,100.0,
3027,"Acid Breath (45 yd)","spells\acidliquidbreath.mdx",45.0,1.0,0.00999999977648,100.0,
3028,"Holiday - Scourge Invasion, Purple Lightning","spells\naxxramasstrike_impactdd_med_base.mdx",1.0,1.0,0.00999999977648,100.0,
3029,"Naxxramas Strike","Spells\NaxxramasStrike_ImpactDD_Med_Base.mdx",1.0,1.0,0.00999999977648,100.0,
3030,"Missile: Deathbolt Missile","spells\deathbolt_missile_low.mdx",1.0,1.0,0.00999999977648,100.0,
3031,"Grobbulus Poison Cloud","Spells\Poison_Cloud_Grobbulus.mdx",1.0,1.0,0.00999999977648,100.0,
3032,"Torch","Spells\TorchSpell.mdx",1.0,1.0,0.00999999977648,100.0,
3034,"RadiationRed State","Spells\RedGhost_state.mdx",1.0,1.0,0.00999999977648,100.0,
3035,"Burning Depths Necrolyte Transition","Spells\ShadowSteps_FX.mdx",1.0,1.0,0.00999999977648,100.0,
3036,"Giant Insect Swarm Chest","Spells\GiantInsectSwarm_State_Chest.mdx",1.0,1.0,0.00999999977648,100.0,
3037,"Giant Insect Swarm State","Spells\GiantInsectSwarm_State_Ground.mdx",1.0,1.0,0.00999999977648,100.0,
3038,"Spike Low Base","Spells\Spike_Low_Base.mdx",1.0,1.0,0.00999999977648,1.0,
3039,"Spike Impact Base","Spells\Spike_Impact_Base.mdx",1.0,1.0,0.00999999977648,100.0,
3040,"Flame Circle","spells\flamecircleeffect.mdx",1.0,1.0,0.00999999977648,100.0,
3043,"Ice Nuke Missile","spells\icenuke_missile.mdx",1.0,1.0,0.00999999977648,100.0,
3044,"Ice Nuke Base","spells\IceNuke_Base_Impact.mdx",1.0,1.0,0.00999999977648,100.0,
3045,"Smoke - Infernal","spells\infernal_smoke_rec.mdx",1.0,1.0,0.00999999977648,100.0,
3046,"Smoke: Tauren Colored","world\generic\tauren\passive doodads\smoke\taurencoloredsmoke01.mdx",1.0,1.0,0.00999999977648,100.0,
3047,"Portal: Yellow","spells\creature_spellportal_yellow.mdx",1.0,1.0,0.00999999977648,100.0,
3048,"Portal: Green","spells\creature_spellportal_green.mdx",1.0,1.0,0.00999999977648,100.0,
3049,"Banish (Blue)","spells\banish_chest_blue.mdx",1.0,1.0,0.00999999977648,100.0,
3050,"Banish (Yellow)","spells\banish_chest_yellow.mdx",1.0,1.0,0.00999999977648,100.0,
3051,"Void Zone","creature\portalofkathune\portalofkathune.mdx",1.0,1.0,0.00999999977648,100.0,
3052,"Banish (Purple)","spells\banish_chest_purple.mdx",1.0,1.0,0.00999999977648,100.0,
3053,"Portal: Purple","spells\creature_spellportal_purple.mdx",1.0,1.0,0.00999999977648,100.0,
3054,"Tugofwar - Red Spice Explosion","world\generic\passivedoodads\tugofwar\tugofwar_redspiceexplosion.mdx",1.0,1.0,0.00999999977648,100.0,
3055,"Tugofwar: Missile, Red Spice","world\generic\passivedoodads\tugofwar\tugofwar_redspicemissile.mdx",1.0,1.0,0.00999999977648,100.0,
3056,"Rocket Blast","spells\rocketblast.mdx",1.0,1.0,0.00999999977648,100.0,
3057,"Anti-Magic State Base (Blue)","spells\antimagic_state_blue.mdx",1.0,1.0,0.00999999977648,100.0,
3058,"Tugofwar - Red Dust Cloud aura","spells\reddustcloud.mdx",1.0,1.0,0.00999999977648,100.0,
3060,"Putrid Mushroom","world\goober\g_sporemushroom.mdx",1.0,1.0,0.00999999977648,100.0,
3061,"Missile: Net","Spells\Net_Missile.mdx",1.0,1.0,0.00999999977648,100.0,
3062,"Missile: Nightbane Bone","spells\nightbane_bone_missile.mdx",1.0,1.0,0.00999999977648,100.0,
3064,"Missile: Infernal Ball","spells\Infernal_Ball.mdx",1.0,1.0,0.00999999977648,100.0,
3067,"Red Ghost State","spells\redghost_state.mdx",1.0,1.0,0.00999999977648,100.0,
3068,"Blessing of the Naaru Head","spells\giftofnaaru.mdx",1.0,1.0,0.00999999977648,100.0,
3069,"Abyssal Impact Base","spells\abyssal_impact_base.mdx",1.0,1.0,0.00999999977648,100.0,
3070,"Anti-Magic State Base (Red)","spells\antimagic_state_red.mdx",1.0,1.0,0.00999999977648,100.0,
3071,"Doomfire Spell Visual","World\Lordaeron\Stratholme\PassiveDoodads\FX\StratholmeFireSmokeEmberS.mdx",1.0,1.0,0.00999999977648,100.0,
3073,"Missile: Aegis","Spells\Aegis.mdx",1.0,1.0,0.00999999977648,100.0,
3074,"Ice Lance Missile","spells\ice_lance_missile.mdx",1.0,1.0,0.00999999977648,100.0,
3075,"Ice Lance Impact","spells\ice_lance_impact.mdx",1.0,1.0,0.00999999977648,100.0,
3076,"Force Field Effect","World\Kalimdor\DireMaul\ActiveDoodads\Doors\DireMaulBossForceField.mdx",1.0,1.0,0.00999999977648,100.0,
3078,"Mage Dragons Breath","spells\mage_dragons_breath.mdx",1.0,1.0,0.00999999977648,100.0,
3079,"Fel Armor Impact Head","spells\felarmor_impact_head.mdx",1.0,1.0,0.00999999977648,100.0,
3080,"test","spells\acidliquidbreath.mdx",1.0,1.0,0.00999999977648,100.0,
3081,"Ritual Arcane PreCast Base","spells\ritual_arcane_precast_base.mdx",1.0,1.0,0.00999999977648,100.0,
3082,"Exploding Stone Impact","spells\exploding_stone_impact.mdx",1.0,1.0,0.00999999977648,100.0,
3083,"Consecration Impact Base (0.5x)","spells\consecration_impact_base.mdx",1.0,0.5,0.00999999977648,100.0,
3084,"Banish (Purple) - 2.00","spells\banish_chest_purple.mdx",1.0,2.0,0.00999999977648,100.0,
3085,"Flame Patch (0.5x)","spells\archimonde_fire.mdx",0.5,0.5,0.00999999977648,100.0,
3086,"Combat Blood Spurt Front Large Blue","particles\bloodspurts\bloodspurtbluelarge.mdx",1.0,1.0,0.00999999977648,100.0,
3087,"Silencing Shot Impact","spells\throatshot_impact_chest.mdx",1.0,1.0,0.00999999977648,100.0,
3088,"Missile: Rocket","spells\Missle_Rocket.mdx",1.0,1.0,0.00999999977648,100.0,
3089,"Shadowfury Cast Base","spells\shadowfury_impact_base.mdx",1.0,1.0,0.00999999977648,100.0,
3090,"Flame Patch","spells\archimonde_fire.mdx",1.0,1.0,0.00999999977648,100.0,
3091,"Zangarmarsh Arcane Impact","spells\zangarmarsh_arcane_impact.mdx",1.0,1.0,0.00999999977648,100.0,
3092,"Zangarmarsh Arcane Missile","spells\zangarmarsh_arcane_missile.mdx",1.0,1.0,0.00999999977648,100.0,
3093,"Black Stone Crystal State","world\generic\pvp\runes\pvp_rune_invis.mdx",1.0,1.0,0.00999999977648,100.0,
3095,"Cleave Cast Base Purple","spells\cleave_cast_base_purple.mdx",1.0,1.0,0.00999999977648,100.0,
3096,"Deadly Throw Impact Chest","spells\deadly_throw_impact_chest.mdx",1.0,1.0,0.00999999977648,100.0,
3097,"Shadow Strikes State Hand","spells\shadow_strikes_state_hand.mdx",1.0,1.0,0.00999999977648,100.0,
3098,"Arcane Explosion Base Boss","spells\arcaneexplosion_boss_base.mdx",1.0,1.0,0.00999999977648,100.0,
3099,"Barkskin State (0.25)","spells\barkskin_state_base.mdx",1.0,0.25,0.00999999977648,100.0,
3100,"Molten Armor Head","spells\molten_armor_head.mdx",1.0,1.0,0.00999999977648,100.0,
3101,"Item - Atiesh Equip Visual","Spells/Crow_Baked.mdx",0.0,1.0,0.00999999977648,100.0,
3103,"Scourge Summoning Runes","world\goober\g_scourgerunecirclecrystal.mdx",1.0,1.0,0.00999999977648,100.0,
3104,"Fire Ritual Base","spells\ritual_fire_precast_base.mdx",1.0,1.0,0.00999999977648,100.0,
3105,"Shadow Nova Cast - (4.00) (40yd)","spells\shadow_nova_area.mdx",1.0,4.0,0.00999999977648,100.0,
3106,"Flame Circle (3.00)","Spells\FlameCircleEffect.mdx",1.0,3.0,0.00999999977648,100.0,
3107,"Incinerate Missile","spells\incinerate_low_base.mdx",1.0,1.0,0.00999999977648,100.0,
3108,"Incinerate Impact","spells\incinerate_impact_base.mdx",1.0,1.0,0.00999999977648,100.0,
3109,"BloodLust Player Cast Head","spells\bloodlust_player_cast_head.mdx",1.0,1.0,0.00999999977648,100.0,
3110,"BloodLust Player State Head","spells\bloodlust_player_state_head.mdx",1.0,1.0,0.00999999977648,100.0,
3111,"Fel Flame Shock Impact Chest","spells\fel_flameshock_impact_chest.mdx",1.0,1.0,0.00999999977648,100.0,
3112,"Shadow Nova Cast","spells\shadow_nova_area_noprojection.mdx",1.0,1.0,0.00999999977648,2.0,
3113,"Aimed Shot Impact","spells\aimedshot_impact_chest.mdx",1.0,1.0,0.00999999977648,100.0,
3114,"Rocket Launcher Precast","spells\RocketLauncher_PreCast.mdx",1.0,1.0,0.00999999977648,100.0,
3115,"WaterShield Impact Base","spells\watershield_impact_base.mdx",1.0,1.0,0.00999999977648,100.0,
3116,"WaterShield State Base","spells\watershield_state_base.mdx",1.0,1.0,0.00999999977648,100.0,
3117,"Earth Shield Impact","spells\earthshield_impact_base.mdx",1.0,1.0,0.00999999977648,100.0,
3118,"Earth Shield State","spells\earthshield_state_base.mdx",1.0,1.0,0.00999999977648,100.0,
3119,"Scorpid Sting Impact","spells\scorpidsting_impact_base.mdx",1.0,1.0,0.00999999977648,100.0,
3120,"ShadowGuard_State_Base","spells\shadowshield_state_base.mdx",1.0,1.0,0.00999999977648,100.0,
3121,"Tranquility Area (0.5x)","spells\tranquility_area.mdx",0.5,0.5,0.00999999977648,100.0,
3122,"ShadowGuard Impact Base","spells\shadowshield_impact.mdx",1.0,1.0,0.00999999977648,100.0,
3123,"Soulshatter Impact Base","spells\soulshatter_impact.mdx",1.0,1.0,0.00999999977648,100.0,
3125,"Cloud: White","spells\whiteradiationfog.mdx",1.0,1.0,0.00999999977648,100.0,
3126,"Rocket Launcher Cast","spells\RocketLauncher_Cast.mdx",1.0,1.0,0.00999999977648,100.0,
3127,"Mutilate Impact","spells\mutilate_impact_chest.mdx",1.0,1.0,0.00999999977648,100.0,
3128,"Spell Reflection","spells\spellreflection_state_shield.mdx",1.0,1.0,0.00999999977648,100.0,
3129,"Ritual of Souls Base","world\goober\g_ritualofsouls.mdx",1.0,3.0,0.00999999977648,100.0,
3130,"Shadow Strikes State","spells\shadow_strikes_state_hand.mdx",1.0,1.0,0.00999999977648,100.0,
3131,"Missile: Nightbane Fire","spells\nightbane_fire_missile.mdx",1.0,1.0,0.00999999977648,100.0,
3132,"Infernal Impact Base (3.00)","spells\infernal_impact_base.mdx",1.0,3.0,0.00999999977648,100.0,
3133,"Shadow Shield State Base","Spells\ShadowShield_State_Base.mdx",1.0,1.0,0.00999999977648,100.0,
3134,"Missile: Sonic Boom","Spells\SonicBoom_Missile_High.mdx",1.0,2.0,0.00999999977648,100.0,
3135,"Portal: Ritual of Summoning","world\generic\activedoodads\instanceportal\summon_ritual.mdx",1.0,1.0,0.00999999977648,100.0,
3136,"Missile: Abyssal Ball","spells\abyssal_ball.mdx",1.0,1.0,0.00999999977648,100.0,
3137,"Ice Barrier State Chest","spells\ice_barrier_state_chest.mdx",1.0,1.0,0.00999999977648,100.0,
3138,"Blessing of Protection State Chest","spells\blessingofprotection_chest.mdx",1.0,1.0,0.00999999977648,100.0,
3139,"Dreadlord Carrion Impact","spells\dreadlord_carrion_impact.mdx",1.0,1.0,0.00999999977648,100.0,
3140,"Dreadlord Carrion Swarm Cast","spells\dreadlord_carrion_swarm_cast.mdx",1.0,1.0,0.00999999977648,100.0,
3141,"Draenei Spirit Red","world\expansion01\doodads\auchindoun\passivedoodads\spirit_fx\draenei_spirit_red.mdx",1.0,1.0,0.00999999977648,100.0,
3142,"Missile: Infernal Ball (5.00)","spells\Infernal_Ball.mdx",1.0,5.0,0.00999999977648,100.0,
3143,"Nightbane Area Base","spells\nightbane_area_base.mdx",1.0,1.0,0.00999999977648,100.0,
3144,"Blessing of Spell Protection Base","spells\blessingofspellprotection_base.mdx",1.0,1.0,0.00999999977648,100.0,
3145,"Avenging Wrath Impact Base","spells\avengingwrath_impact_base.mdx",1.0,1.0,0.00999999977648,100.0,
3146,"Avenging Wrath State Chest","spells\avengingwrath_state_chest.mdx",1.0,1.0,0.00999999977648,100.0,
3147,"Seal of Blood Impact Base","spells\sealofblood_impact_base.mdx",1.0,1.0,0.00999999977648,100.0,
3148,"Divine illumination base","spells\divineillumination_base.mdx",1.0,1.0,0.00999999977648,100.0,
3149,"Smoke Flare (Blue)","spells\SmokeFlare_Blue.mdx",1.0,1.0,0.00999999977648,100.0,
3150,"Smoke Flare (Red)","spells\SmokeFlare_Red.mdx",1.0,1.0,0.00999999977648,100.0,
3151,"Smoke Flare (Green)","spells\SmokeFlare_Green.mdx",1.0,1.0,0.00999999977648,100.0,
3152,"Smoke Flare (Purple)","spells\SmokeFlare_Purple.mdx",1.0,1.0,0.00999999977648,100.0,
3153,"Smoke Flare (White)","spells\SmokeFlare_White.mdx",1.0,1.0,0.00999999977648,100.0,
3154,"Waterbreathing Impact Base (.25)","Spells\Waterbreathing_Impact_Base.mdx",1.0,0.25,0.00999999977648,100.0,
3155,"Seal of Righteousness Impact","spells\sealofrighteous_impact_base.mdx",1.0,1.0,0.00999999977648,100.0,
3156,"Sonic Wave Blast Down Cast","spells\sonicwave_cast_down.mdx",1.0,1.0,0.00999999977648,100.0,
3157,"MoonBeam (Blue)","spells\MoonBeamBlue_Impact_Base.mdx",1.0,1.0,0.00999999977648,100.0,
3158,"MoonBeam (Red)","spells\MoonBeamRed_Impact_Base.mdx",1.0,1.0,0.00999999977648,100.0,
3159,"Arcane Explosion Boss Base (.75)","spells\arcaneexplosion_boss_base.mdx",1.0,0.75,0.00999999977648,100.0,
3160,"Blessing Of Wisdom Base","spells\blessingofwisdom_base.mdx",1.0,1.0,0.00999999977648,100.0,
3161,"Seal of Command Impact","spells\sealofcommand_impact_base.mdx",1.0,1.0,0.00999999977648,100.0,
3162,"Cloud: Red","spells\redradiationfog.mdx",1.0,1.0,0.00999999977648,100.0,
3163,"Judgement of Light Impact Chest (1.00)","spells\judgement_impact_chest.mdx",1.0,1.0,0.00999999977648,100.0,
3164,"Water Elemental Impact Base","spells\waterelemental_impact_base.mdx",1.0,1.0,0.00999999977648,100.0,
3165,"Combat Blood Spurt Back Large Blue","particles\bloodspurts\bloodspurtbluelarge.mdx",1.0,1.0,0.00999999977648,100.0,
3166,"Cloud: Orange","spells\orangeradiationfog.mdx",1.0,1.0,0.00999999977648,100.0,
3167,"Cloud: Green","spells\greenradiationfog.mdx",1.0,1.0,0.00999999977648,100.0,
3168,"Ghost_state (Red)","spells\redghost_state.mdx",1.0,1.0,0.00999999977648,100.0,
3169,"Fel Fire Precast Hand","spells\fel_fire_precast_hand.m2",1.0,1.0,0.00999999977648,100.0,
3170,"Red Radiation Fog","spells\redradiationfog.mdx",1.0,1.0,0.00999999977648,100.0,
3171,"Green Radiation Fog","spells\greenradiationfog.mdx",1.0,1.0,0.00999999977648,100.0,
3172,"Orange Radiation Fog","spells\orangeradiationfog.mdx",1.0,1.0,0.00999999977648,100.0,
3173,"Blue Radiation Fog","spells\blueradiationfog.mdx",1.0,1.0,0.00999999977648,100.0,
3174,"Black Radiation Fog","spells\blackradiationfog.mdx",1.0,1.0,0.00999999977648,100.0,
3175,"White Radiation Fog","spells\whiteradiationfog.mdx",1.0,1.0,0.00999999977648,100.0,
3176,"Sonic Wave Blast Cast","spells\sonicwave_cast.mdx",1.0,1.0,0.00999999977648,100.0,
3177,"Cloud: Blue","spells\blueradiationfog.mdx",1.0,1.0,0.00999999977648,100.0,
3178,"Cloud: Black","spells\blackradiationfog.mdx",1.0,1.0,0.00999999977648,100.0,
3180,"Seal of Vengeance Impact Base","spells\sealofvengeance_impact_base.mdx",1.0,1.0,0.00999999977648,100.0,
3181,"Magtheridon Cieling Chunk Impact","spells\MagtheradonCeilingChunk.mdx",1.0,1.0,0.00999999977648,100.0,
3182,"HolyShield_State_Base","spells\holyshield_state.mdx",1.0,1.0,0.00999999977648,100.0,
3183,"Heroism Cast","spells\heroism_cast.mdx",1.0,1.0,0.00999999977648,100.0,
3184,"Heroism State","spells\heroism_state.mdx",1.0,1.0,0.00999999977648,100.0,
3185,"ShadowWord Death Impact","spells\shadowword_death_impact.mdx",1.0,1.0,0.00999999977648,100.0,
3186,"Prayer of Mending Impact Head","spells\prayerofmending_impact_head.mdx",1.0,1.0,0.00999999977648,100.0,
3187,"Seal of Crusader Cast","spells\sealofcrusader_impact.mdx",1.0,1.0,0.00999999977648,100.0,
3188,"Victory Rush Impact","spells\victory_rush_impact.mdx",1.0,1.0,0.00999999977648,100.0,
3189,"Shadow Nova Cast - (2.00)","spells\shadow_nova_area.mdx",1.0,2.0,0.00999999977648,100.0,
3190,"Seal of Light Impact Base","spells\sealoflight_impact_base.mdx",1.0,1.0,0.00999999977648,100.0,
3191,"Circle of Renewal Impact","spells\circle_of_renewal_impact.mdx",1.0,1.0,0.00999999977648,100.0,
3192,"Symbol of Hope Impact Base","spells\symbolofhope_impact_base.mdx",1.0,1.0,0.00999999977648,100.0,
3193,"Missile: Abyssal Ball (5.00)","spells\abyssal_ball.mdx",1.0,5.0,0.00999999977648,100.0,
3194,"Frost Trap Aura (0.10)","Spells\FrostTrap_Aura.mdx",1.0,0.10000000149,0.00999999977648,100.0,
3195,"Missile: Saw Blade","spells\missile_sawblade.mdx",1.0,1.0,0.00999999977648,100.0,
3196,"Consume Magic Impact","spells\consume_magic_impact.mdx",1.0,1.0,0.00999999977648,100.0,
3197,"Upper Deck Promo Firework Cast","world\goober\g_promotion_purple.mdx",1.0,1.0,0.00999999977648,100.0,
3198,"Ground Rune (Blue)","World\Goober\G_RuneGroundBlue01.mdx",1.0,1.0,0.00999999977648,100.0,
3199,"Infernal Impact (5.00)","spells\infernal_impact.mdx",1.0,5.0,0.00999999977648,100.0,
3200,"Missile: Nightbane Bone Shards","spells\nightbane_bone_spurs.mdx",1.0,1.0,0.00999999977648,100.0,
3201,"SummonPet PreCast Impact Base (4.00)","Spells\SummonPet_Impact_Base.mdx",1.0,4.0,0.00999999977648,100.0,
3202,"Infernal Impact (2.00)","spells\infernal_impact.mdx",1.0,2.0,0.00999999977648,100.0,
3203,"Fel Fire Precast Hand Uber","spells\fel_fire_precast_uber_hand.mdx",1.0,1.0,0.00999999977648,100.0,
3204,"Flames (Stratholme Small)","world\lordaeron\stratholme\passivedoodads\fx\stratholmefiresmokeembers.mdx",1.0,1.0,0.00999999977648,100.0,
3205,"Missile: Abyssal Ball (2.00)","spells\abyssal_ball.mdx",1.0,2.0,0.00999999977648,100.0,
3207,"HARDCODED Resist Spell","spells\resist_immune_effect.mdx",1.0,1.0,0.00999999977648,100.0,
3208,"Arcane Torrent Cast (5x)","Spells\ArcaneTorrent.mdx",1.0,5.0,0.00999999977648,100.0,
3209,"Ice Ritual Precast Base","spells\ritual_frost_precast_base.mdx",1.0,1.0,0.00999999977648,100.0,
3210,"Pain Suppression","spells\painsuppression_state.mdx",1.0,1.0,0.00999999977648,100.0,
3212,"Missile: Infernal Ball (2.00)","spells\Infernal_Ball.mdx",1.0,2.0,0.00999999977648,100.0,
3213,"Gift of the water Spirit Base imapct","spells\giftwaterspirit_impact_base.mdx",1.0,1.0,0.00999999977648,100.0,
3214,"Shadow Mend Impact","spells\Shadow_Mend_Impact.mdx",1.0,1.0,0.00999999977648,100.0,
3215,"Rain of Fel Fire","Spells\Fel_RainOfFire_Impact_Base.mdx",1.0,1.0,0.00999999977648,100.0,
3216,"Broggok Poison Cloud","Spells\Poison_Cloud_Grobbulus.mdx",0.5,0.5,0.00999999977648,100.0,
3217,"Ice Block State","spells\icebarrier_state.mdx",0.5,0.5,0.00999999977648,100.0,
3218,"Barkskin State (0.50)","spells\barkskin_state_base.mdx",1.0,0.5,0.00999999977648,100.0,
3219,"Combat Blood Spurt Front Small Blue","particles\bloodspurts\bloodspurtblue.mdx",1.0,1.0,0.00999999977648,100.0,
3220,"Fel Fireball Missile High","spells\fel_fireball_missile_high.mdx",1.0,1.0,0.00999999977648,100.0,
3221,"Fel Fire Impact Chest DD High","spells\fel_fire_impactdd_high_chest.mdx",1.0,1.0,0.00999999977648,100.0,
3222,"Mass Dispel","Spells\Mass_Dispell_Impact.mdx",0.0,1.0,0.00999999977648,100.0,
3223,"Fel Immolate Impact Chest","spells\fel_immolate_impact_chest.mdx",1.0,1.0,0.00999999977648,100.0,
3224,"Combat Blood Spurt Back Small Blue","particles\bloodspurts\bloodspurtblue.mdx",1.0,1.0,0.00999999977648,100.0,
3225,"Focused Casting State Chest (0.25)","spells\focusedcasting_state_chest.mdx",1.0,0.25,0.00999999977648,100.0,
3226,"Shades of Darkness Cast - 2.00","spells\shadesofdarkness_cast.mdx",3.0,2.0,0.00999999977648,100.0,
3227,"Fel Fireblast Impact Chest","spells\fel_fireblast_impact_chest.mdx",1.0,1.0,0.00999999977648,100.0,
3228,"Arena - Gold Flag (Alliance)","spells\GoldArenaflag_spell.mdx",1.0,1.5,0.00999999977648,100.0,
3229,"Focused Casting State Chest (0.5)","spells\focusedcasting_state_chest.mdx",1.0,0.5,0.00999999977648,100.0,
3230,"Fel Flame Patch","spells\fel_archimonde_fire.mdx",1.0,1.0,0.00999999977648,100.0,
3231,"Fel Immolation","Spells\Fel_Immolate_State_Base.mdx",1.0,1.0,0.00999999977648,100.0,
3232,"Shadow Shield Impact Base","spells\shadowshield_impact.mdx",1.0,1.0,0.00999999977648,100.0,
3233,"Breath: Nightbane Smoke","spells\nightbane_breath.mdx",1.0,1.0,0.00999999977648,100.0,
3234,"Mass Dispell Impact","spells\Mass_Dispell_Impact.mdx",1.0,1.0,0.00999999977648,100.0,
3235,"Missile: Soul","spells\SoulShatter_Missile.mdx",1.0,1.0,0.00999999977648,100.0,
3236,"SoulShatter Cast","spells\SoulShatter_Cast.mdx",1.0,1.0,0.00999999977648,100.0,
3237,"Restoration Impact Base (8x)","Spells\Restoration_Impact_Base.mdx",0.0,8.0,0.00999999977648,100.0,
3238,"Fire Nova Area (0.25)","Spells\FireNova_Area.mdx",1.0,0.25,0.00999999977648,100.0,
3239,"Envenom Impact","spells\envenom_impact_chest.mdx",1.0,1.0,0.00999999977648,100.0,
3240,"LifeBloom Impact","spells\LifeBloom_Impact.mdx",1.0,1.0,0.00999999977648,100.0,
3241,"LifeBloom State","spells\LifeBloom_State.mdx",1.0,1.0,0.00999999977648,100.0,
3242,"Mangle Impact","spells\Mangle_Impact.mdx",1.0,1.0,0.00999999977648,8.0,
3243,"Lacerate Impact","spells\Lacerate_Impact.mdx",1.0,1.0,0.00999999977648,100.0,
3244,"Maim Impact","spells\Mame_Impact.mdx",1.0,1.0,0.00999999977648,100.0,
3245,"Force of Nature Impact","spells\forceofnature_impact.mdx",1.0,1.0,0.00999999977648,100.0,
3246,"Circle of Renewal Impact","spells\circle_of_renewal_impact.mdx",1.0,1.0,0.00999999977648,100.0,
3247,"Shock Missile [4.0]","Spells\Shock_Missile.mdx",1.0,4.0,0.00999999977648,100.0,
3248,"Fire Nova Area (2.00)","Spells\FireNova_Area.mdx",1.0,2.0,0.00999999977648,100.0,
3249,"Missile: Flare (Scale: x2)","spells\missile_flare.mdx",1.0,2.0,0.00999999977648,100.0,
3250,"Detect Invisibility and Stealth State","",1.0,1.0,0.00999999977648,100.0,
3251,"PvP - Neutral Flag (Green)","Spells\NeutralCTFflag_spell.mdx",1.0,1.0,0.00999999977648,100.0,
3252,"Fel Flame Wreath","Spells\Fel_FlameCircleEffect.mdx",1.0,1.0,0.00999999977648,100.0,
3253,"Detect Invisibility State Head","spells\detectstealth_state_head.mdx",1.0,1.0,0.00999999977648,100.0,
3254,"Polymorph Scale 2","spells\polymorph_impact.mdx",1.0,2.0,0.00999999977648,100.0,
3255,"ArcaneExplosion Base (1.5x)","Spells\ArcaneExplosion_Base.mdx",1.0,1.5,0.00999999977648,100.0,
3256,"Missile: Meteor","spells\Meteor_Ball_Missile.mdx",1.0,1.0,0.00999999977648,100.0,
3257,"Hellfire Area Base (Scale 0.20)","Spells\HellFire_Area_Base.mdx",1.0,0.20000000298,0.00999999977648,100.0,
3258,"Quest - Seed of Revitalization - Entangling Roots Effect Big","spells\entanglingroots_state.mdx",1.0,35.0,0.00999999977648,100.0,
3259,"Quest - Seed of Revitalization - Giant Insect Swarm Effect Big","spells\giantinsectswarm_state_ground.mdx",1.0,1.0,0.00999999977648,100.0,
3260,"Quest - Seed of Revitalization - Lightning Cloud Effect Big","Spells\LightningStorm_Cloud_State.mdx",1.0,1.5,0.00999999977648,100.0,
3261,"Rampage State Head","spells\Rampage_State_Head.mdx",1.0,1.0,0.00999999977648,100.0,
3262,"Quest - Terokkar Forest - Mana Bomb Explosion Base","spells\arcaneexplosion_boss_base.mdx",1.0,2.0,0.00999999977648,100.0,
3263,"Fel Flame Breath (120) - 1.00","Spells\Fel_FlameBreath.mdx",1.0,1.0,0.00999999977648,100.0,
3264,"Banish (Red) - 2.00","spells\bloodbolt_chest.mdx",1.0,2.0,0.00999999977648,100.0,
3265,"World: Book Small 01","World\Generic\Human\Passive Doodads\Books\BookSmall01.mdx",1.0,1.0,0.00999999977648,100.0,
3266,"Quest - Ultris Explosion Cast - Huge Explosion","spells\fire_impactdd_uber_chest.mdx",1.0,10.0,0.00999999977648,100.0,
3267,"Misdirection Impact Head","spells\misdirection_impact_head.mdx",1.0,1.0,0.00999999977648,100.0,
3268,"Arena - Gold Flag (Horde)","spells\GoldHordeflag_spell.mdx",1.0,1.5,0.00999999977648,100.0,
3269,"Arena - Green Flag (Alliance)","spells\GreenArenaflag_spell.mdx",1.0,1.5,0.00999999977648,100.0,
3270,"Arena - Green Flag (Horde)","spells\GreenHordeflag_spell.mdx",1.0,1.5,0.00999999977648,100.0,
3271,"Brilliance Aura Base (3.00)","Spells\BrillianceAura.mdl",1.0,3.0,0.00999999977648,100.0,
3272,"Fel Immolation State x2","spells\fel_immolate_state_base.mdx",1.0,2.0,0.00999999977648,100.0,
3273,"Spellbreaker Impact Chest","Spells\Zangarmarsh_Arcane_Impact.mdx",1.0,1.0,0.00999999977648,100.0,
3274,"Fel Flamestrike Impact Base","spells\fel_flamestrike_impact_base.mdx",1.0,1.0,0.00999999977648,100.0,
3275,"Water Bubble Chest State (Big)","spells\waterbubble.mdx",1.0,2.0,0.00999999977648,100.0,
3276,"Water Bubble State (Head) (Small)","spells\waterbubble.mdx",1.0,0.34999999404,0.00999999977648,100.0,
3277,"World: Book Medium 04","world\generic\human\passive doodads\books\bookmedium04.mdx",1.0,1.0,0.00999999977648,100.0,
3278,"Anti-Magic State - Head","spells\antimagic_state_base.mdx",1.0,0.800000011921,0.00999999977648,100.0,
3279,"Ritual Arcane PreCast Base","spells\Ritual_Arcane_PreCast_Base.mdx",1.0,1.0,0.00999999977648,100.0,
