long,long,float,float,float,float,float,long,long,long,long,long,long,None,long,
467,530,856108.6875,36.9607696533,265578.03125,10322.4326172,13306.5214844,442,380,442,380,3,0,,0,
468,530,487940.03125,2158.52246094,608494.75,4902.11425781,6667.04589844,446,518,446,518,3,0,,0,
469,530,490302.1875,2254.59765625,599578.625,5471.60449219,7923.32080078,446,518,446,518,3,0,,0,
470,530,861560.875,583.938354492,272467.59375,6400.01953125,8946.703125,442,380,442,380,3,0,,0,
471,530,861455.75,579.879638672,255719.703125,5059.70214844,6946.45214844,442,380,442,380,3,0,,0,
472,530,900592.3125,5967.65039063,367471.5,15745.0068359,25241.2207031,448,383,448,383,3,0,,0,
474,530,849266.0,3509.34277344,386174.09375,6610.69238281,6610.69238281,433,9,407,11,3,0,,0,
493,543,0.0,0.0,0.0,45.2677154541,95.8054428101,384,385,384,11,3,0,,0,
496,530,1032329.375,418.640136719,664830.1875,47304.9648437,59722.9726563,487,505,488,486,3,0,,0,
498,530,1046923.8125,986.317077637,700536.125,6813.48339844,9884.92089844,436,505,488,486,3,0,,0,
500,530,366134.625,5116.28027344,487712.78125,16178.8886719,20574.7050781,504,9,504,11,3,0,,0,
501,530,1015400.5,2663.56933594,669921.5625,3724.39086914,7222.00585938,488,505,488,505,3,0,,0,
502,530,531684.9375,557.23840332,482203.3125,69625.4296875,83487.9296875,508,553,508,553,3,0,,0,
503,530,397738.0625,5034.01904297,546559.8125,8126.57861328,10445.7382813,504,9,504,11,3,0,,0,
504,530,383291.8125,2964.3347168,719429.25,3626.53271484,6005.43310547,510,491,510,491,3,0,,0,
505,530,824990.875,-125.566673279,330034.0,10332.3505859,13135.4472656,399,383,399,383,3,0,,0,
506,530,419353.5,4954.14013672,498448.15625,7355.44091797,9538.28710938,504,441,504,441,3,0,,0,
507,530,415141.3125,5264.04101562,508108.1875,7355.44091797,9538.28710938,504,441,504,441,3,0,,0,
509,530,397517.4375,5312.14941406,531174.1875,8220.54492188,11441.4824219,504,9,504,11,3,0,,0,
510,530,367150.6875,5816.78271484,544264.875,7293.35205078,12212.4628906,525,225,525,225,3,0,,0,
512,530,302989.59375,86.2471923828,591812.125,38896.8125,43866.5,432,506,432,506,3,0,,0,
515,553,0.0,0.0,0.0,28948.2832031,28948.2832031,521,9,521,11,3,0,,0,
519,530,578679.3125,3366.61523438,752056.625,52140.375,61880.6601563,513,526,513,526,3,0,,0,
520,530,549613.25,3792.48632813,623704.125,64031.359375,72055.3828125,384,385,384,11,4,0,,0,
521,530,490813.71875,6140.76855469,659193.5625,10303.1884766,15160.0214844,384,385,384,11,4,0,,0,
523,530,426426.84375,844.256835938,615486.1875,6369.45947266,8740.99023438,432,506,432,506,3,0,,0,
526,530,301467.125,664.727966309,616657.9375,5709.19482422,8989.66699219,516,506,516,506,3,0,,0,
527,530,296055.15625,751.609313965,616357.75,5709.19482422,9246.29199219,516,506,516,506,3,0,,0,
528,530,406494.03125,-855.601867676,633003.6875,22871.84375,27213.0488281,432,506,432,506,3,0,,0,
531,530,394805.21875,1050.0645752,649905.75,8158.74804688,11330.5517578,432,506,432,506,3,0,,0,
533,530,484203.90625,1223.48522949,671232.0625,6201.453125,10089.8828125,384,385,384,11,4,0,,0,
536,530,349582.15625,145.797454834,699538.5,47587.2265625,58809.1132812,396,491,396,491,3,0,,0,
539,530,362220.5625,-321.109313965,653279.4375,17525.7851563,24894.2578125,396,491,396,491,3,0,,0,
540,530,281024.875,2533.48706055,679893.1875,5485.15576172,7512.29931641,555,519,555,519,3,0,,0,
541,530,290188.34375,-425.867950439,660469.6875,4702.17675781,7928.36572266,555,519,555,519,3,0,,0,
542,530,286225.875,2624.50854492,654256.4375,2968.89160156,3749.75830078,555,519,555,519,3,0,,0,
543,550,0.0,0.0,0.0,109.711746216,441.666320801,521,9,521,11,3,0,,0,
544,554,0.0,0.0,0.0,103.552947998,495.012512207,521,9,521,11,3,0,,0,
545,552,0.0,0.0,0.0,95.9406280518,517.751831055,521,9,521,11,3,0,,0,
547,530,969646.0625,-18560.2949219,736379.3125,7893.22705078,13506.8359375,522,9,10,11,3,0,,0,
548,530,969651.4375,-18335.5195313,766485.625,15133.7080078,20533.8457031,525,9,10,11,3,0,,0,
570,530,455420.96875,244.317810059,685855.5625,22435.6582031,26159.8398438,435,441,435,441,3,0,,0,
577,530,493162.65625,35.2418441772,697705.0625,16774.9667969,20967.7929688,435,441,435,441,3,0,,0,
578,530,483861.46875,9188.3125,747154.6875,18295.8476563,24574.2695313,435,441,435,441,3,0,,0,
579,530,474874.1875,97.1351089478,712717.1875,11529.296875,16505.4882813,435,441,435,441,3,0,,0,
582,530,367246.40625,5057.2109375,553475.0625,5273.17480469,7232.11474609,525,225,525,225,3,0,,0,
584,530,465268.6875,3386.21728516,653648.0,5501.13037109,7215.91210938,527,441,527,11,3,0,,0,
586,530,438851.78125,1066.57873535,623139.3125,10913.9980469,13016.5175781,384,385,384,11,3,0,,0,
591,566,0.0,0.0,0.0,5.19124794006,722.551452637,532,9,532,11,3,0,,0,
592,564,0.0,0.0,0.0,20.6774024963,263.461273193,604,306,604,306,3,0,,0,
595,530,427873.90625,787.819885254,646124.1875,7088.25488281,8076.00976563,432,506,432,506,3,0,,0,
596,530,468801.375,3459.30029297,659796.875,3375.43457031,3953.46655273,527,441,527,11,3,0,,0,
602,530,458604.46875,182.756164551,754521.0,2304.36669922,3056.55834961,565,441,564,441,3,0,,0,
604,530,496956.75,111.684799194,701038.125,500.966522217,1944.48327637,511,441,511,441,3,0,,0,
605,530,498011.21875,-121.521583557,698842.1875,1308.6373291,1944.48327637,511,441,511,441,3,0,,0,
606,530,497520.5,-32.3692398071,696935.75,500.966522217,1944.48327637,511,441,511,441,3,0,,0,
609,530,499153.90625,61.5132141113,700716.3125,500.966522217,1944.48327637,511,441,511,441,3,0,,0,
610,530,496095.46875,-23.0135555267,698961.1875,500.966522217,1944.48327637,511,441,511,441,3,0,,0,
611,568,0.0,0.0,0.0,11.3606967926,11.3606967926,448,345,448,345,3,0,,0,
612,542,0.0,0.0,0.0,9.80149459839,10.0,384,9,384,11,3,0,,0,
623,530,436860.96875,-2290.06396484,770771.9375,18125.796875,23037.2070313,500,441,500,441,3,0,,0,
625,530,459241.59375,-744.302246094,731395.4375,7389.65869141,10982.6464844,500,9,500,11,3,0,,0,
627,530,413409.0625,10.4868421555,718623.4375,9147.8359375,12238.5820312,500,9,500,11,3,0,,0,
628,530,441499.28125,123.317672729,714259.0625,6622.3828125,10141.8925781,500,9,500,11,3,0,,0,
629,530,453818.59375,-644.235229492,719574.5625,5490.33984375,11095.8310547,500,9,500,11,3,0,,0,
631,530,431846.125,3906.72314453,599822.25,6204.10498047,9396.95605469,514,506,514,506,3,0,,0,
633,530,420093.3125,271.143035889,599916.3125,7252.10888672,11082.8085938,514,506,514,506,3,0,,0,
636,530,417894.5,-369.108825684,589980.1875,7252.10888672,11082.8085938,514,506,514,506,3,0,,0,
637,530,428675.75,758.697265625,582877.625,9915.13867188,14935.3525391,514,506,514,506,3,0,,0,
638,530,410000.5625,892.950622559,583956.6875,4695.3125,10040.2207031,514,506,514,506,3,0,,0,
639,555,0.0,0.0,0.0,37.2072181702,500.0,500,9,500,11,3,0,,0,
640,556,0.0,0.0,0.0,32.2809562683,32.6070175171,500,9,500,11,3,0,,0,
641,557,0.0,0.0,0.0,99.0025024414,123.8932724,500,9,500,11,3,0,,0,
642,558,0.0,0.0,0.0,9.90024852753,10.0,500,9,500,11,3,0,,0,
643,530,507564.875,-166.930953979,663281.5,3233.51367188,4494.12158203,533,9,533,11,3,0,,0,
645,530,502701.0,-2314.7253418,668529.375,4761.26318359,7240.70214844,533,9,533,11,3,0,,0,
646,530,560657.8125,576.207275391,655540.8125,4490.80712891,5917.51220703,534,9,533,11,3,0,,0,
647,530,558247.875,1052.1003418,648967.6875,4228.57714844,5409.51025391,534,9,533,11,3,0,,0,
648,530,557646.8125,1255.35522461,643148.8125,4075.99829102,5376.54345703,534,9,533,11,3,0,,0,
650,530,502024.90625,1200.31237793,661353.375,2113.90356445,2893.36987305,533,9,533,11,3,0,,0,
651,530,534494.375,10810.75,581054.625,6565.83984375,8354.35546875,446,518,446,518,3,0,,0,
652,530,526499.125,10361.1435547,584869.8125,6565.83984375,8354.35546875,446,9,446,11,3,0,,0,
653,530,535786.9375,4284.22509766,599857.6875,2931.35473633,4604.98779297,558,518,558,518,3,0,,0,
654,530,524561.75,5342.03613281,599998.9375,2233.11523438,3540.38818359,558,518,558,518,3,0,,0,
655,530,515084.875,7386.82714844,595262.0625,2446.22949219,3722.66186523,558,518,558,518,3,0,,0,
657,530,352904.4375,13093.8652344,559088.5625,9908.5,12034.2773438,554,9,554,11,3,0,,0,
658,530,420884.09375,9505.78710938,469860.8125,8485.61132813,10797.3037109,525,9,525,11,3,0,,0,
659,530,418191.25,5367.22119141,536322.4375,5091.56005859,6458.15673828,554,9,554,11,3,0,,0,
660,530,420771.65625,4747.28613281,546163.8125,5091.56005859,6458.15673828,554,9,554,11,3,0,,0,
661,530,363486.34375,13151.1865234,507643.53125,7111.72705078,9579.08789063,554,9,554,11,3,0,,0,
662,530,440430.34375,10012.7822266,509485.625,3406.1315918,4292.57714844,554,538,554,11,3,0,,0,
663,530,530322.0,3023.96728516,536448.5625,6141.60546875,7351.60400391,539,553,539,553,3,0,,0,
666,530,506645.4375,4617.25390625,465269.03125,9799.18359375,10262.4453125,552,209,552,209,3,0,,0,
667,530,508660.46875,4310.91308594,455769.0,5723.3671875,6095.37646484,552,209,552,209,3,0,,0,
668,530,497460.71875,4844.19970703,468157.625,5951.35693359,6439.24072266,552,209,552,209,3,0,,0,
669,530,506125.59375,12387.4023438,465533.6875,4833.85546875,5642.01318359,552,209,552,209,3,0,,0,
670,530,497348.90625,5992.58886719,444466.75,3847.08374023,5157.80517578,520,553,520,553,3,0,,0,
671,530,500967.75,6135.94335938,444978.5,3864.90942383,5157.80517578,520,553,520,553,3,0,,0,
672,530,492136.0625,5903.56835938,455220.0,4014.1418457,5478.33935547,520,553,520,553,3,0,,0,
673,530,508402.6875,5130.60253906,489104.375,7080.13964844,7320.24511719,552,209,552,209,3,0,,0,
674,530,517516.40625,5323.69677734,497231.0,3661.16601562,4375.74755859,520,553,520,553,3,0,,0,
675,530,517506.125,5678.60107422,491884.3125,1847.75805664,2443.96972656,520,553,520,553,3,0,,0,
676,530,537276.5,2730.94482422,533753.3125,8176.2734375,9559.97460938,539,553,539,553,3,0,,0,
677,530,539937.3125,3233.10058594,524750.3125,5865.31152344,6835.63085938,539,553,539,553,3,0,,0,
681,530,444946.6875,5559.703125,545614.25,13331.6347656,16417.3925781,504,9,504,11,3,0,,0,
682,530,608414.875,2581.22998047,803332.9375,15714.5908203,18917.1367188,513,526,513,526,3,0,,0,
683,530,502708.3125,12146.7988281,757399.0,10789.6484375,12946.7392578,435,441,435,441,3,0,,0,
694,530,502878.1875,1820.98803711,720536.8125,6456.40722656,8219.05664063,559,526,547,526,3,0,,0,
695,530,490256.8125,8.23395061493,721279.5625,4127.17773438,6664.98828125,435,441,435,441,3,0,,0,
702,530,516062.40625,4068.90844727,732134.125,12695.359375,14526.9570313,563,526,563,526,3,0,,0,
703,530,523063.46875,5328.45214844,716020.125,13929.8251953,16189.0664063,563,526,563,526,3,0,,0,
704,530,535667.125,3755.92871094,700414.1875,8808.47167969,13616.4140625,547,526,547,526,3,0,,0,
709,530,516585.84375,4092.55493164,505615.5625,1597.19433594,2186.99462891,520,553,520,553,3,0,,0,
710,530,518182.9375,5621.41601563,490348.5,1597.19433594,2186.99462891,520,553,520,553,3,0,,0,
718,530,478507.03125,5792.05078125,512891.625,26186.2519531,30022.7539063,508,553,508,553,3,0,,0,
721,530,443501.0,8639.34765625,488107.65625,13224.1416016,16380.1767578,438,9,438,11,3,0,,0,
722,540,0.0,0.0,0.0,10.2010002136,12.0508909225,384,9,384,11,3,0,,0,
723,530,275866.6875,2446.37646484,678830.125,3151.41650391,4031.91577148,555,519,555,519,3,0,,0,
729,560,0.0,0.0,0.0,9.64321327209,10.0,122,123,10,123,3,0,,0,
730,560,534647.8125,6071.70898438,530605.125,31564.40625,32422.5507813,557,123,557,123,3,0,,0,
732,560,534870.4375,4540.96923828,550587.875,31564.40625,32422.5507813,557,123,557,123,3,0,,0,
734,530,412560.3125,9556.61328125,551829.625,3380.35205078,4698.96435547,560,9,560,11,3,0,,0,
735,530,415038.875,9750.90625,556669.5,4528.96679688,5659.51318359,560,9,560,11,3,0,,0,
736,530,421424.59375,9610.45410156,556385.0625,4399.52978516,5096.67626953,560,9,560,11,3,0,,0,
737,530,426508.40625,9610.02734375,554891.375,3725.17041016,4812.24804688,560,9,560,11,3,0,,0,
742,530,457415.0,-334.577575684,759828.5625,11060.8271484,15961.5273438,500,441,500,441,3,0,,0,
743,530,522213.96875,3244.27319336,751536.3125,4491.68798828,7184.22949219,566,9,566,11,3,0,,0,
744,530,522358.96875,5254.83300781,758767.1875,4491.68798828,7184.22949219,566,9,566,11,3,0,,0,
745,530,554881.1875,5894.16699219,773539.5,3757.79760742,5016.21630859,567,9,567,11,3,0,,0,
747,530,438516.6875,9641.05371094,482983.09375,4123.10644531,5420.90087891,568,9,568,11,3,0,,0,
750,530,411256.40625,667.064453125,759631.75,9469.92675781,12900.1582031,500,441,500,441,3,0,,0,
751,530,390027.53125,-1156.18249512,762864.0,13386.7988281,17055.109375,435,441,435,441,3,0,,0,
752,571,0.0,0.0,0.0,32.581489563,46.138130188,569,648,569,648,3,0,,0,
753,560,593093.8125,-5998.50292969,604070.75,30643.2324219,32722.5371094,557,557,557,557,3,0,,0,
754,560,566441.875,-2411.67407227,585042.1875,20143.3300781,23385.0390625,557,557,557,557,3,0,,0,
755,530,436394.6875,-3753.11645508,735553.1875,7860.12158203,9113.69042969,570,9,570,11,3,0,,0,
764,530,463117.3125,166.318984985,778242.625,14698.2929688,16518.53125,500,9,500,11,3,0,,0,
765,530,461585.625,124.878372192,751941.5,2304.36669922,3056.55834961,565,441,564,441,3,0,,0,
766,530,463290.71875,-169.330841064,754674.4375,2304.36669922,3056.55834961,565,441,564,441,3,0,,0,
767,530,500701.875,97.6374816895,698011.4375,1959.96728516,2269.80297852,511,441,511,441,3,0,,0,
769,530,502586.25,451.07019043,696959.8125,2149.17651367,2574.95922852,511,441,511,441,3,0,,0,
770,530,500118.78125,69.470916748,701139.25,1377.57592773,1629.25756836,511,441,511,441,3,0,,0,
772,530,503144.0,3967.69384766,696776.375,2149.17651367,2574.95922852,511,441,511,441,3,0,,0,
773,530,527212.0625,2852.95214844,749539.625,2424.14013672,3191.01416016,566,9,566,11,3,0,,0,
774,530,518697.84375,2878.18481445,712544.9375,3352.41137695,3878.68017578,446,9,446,11,3,0,,0,
775,530,522974.5,2698.65771484,712751.5625,3346.10229492,3778.01855469,446,9,446,11,3,0,,0,
777,530,526833.8125,3319.16308594,714231.5625,2447.72631836,3028.09228516,446,9,446,11,3,0,,0,
778,530,529925.1875,3341.38452148,715336.375,2141.45214844,2829.41821289,446,9,446,11,3,0,,0,
779,530,533059.875,3358.1015625,715886.625,2141.45214844,2829.41821289,446,9,446,11,3,0,,0,
780,530,536498.0,4133.45605469,714750.8125,2141.45214844,2829.41821289,446,9,446,11,3,0,,0,
781,530,539475.75,4220.10742188,712750.25,2141.45214844,2829.41821289,446,9,446,11,3,0,,0,
782,530,543248.3125,6057.59765625,714147.4375,3461.52661133,4020.7277832,446,9,446,11,3,0,,0,
783,530,523830.5,3358.06713867,712531.5625,1311.36364746,1451.6192627,446,9,446,11,3,0,,0,
784,530,553579.75,6122.27246094,776642.5625,3757.79760742,5016.21630859,567,9,567,11,3,0,,0,
793,530,435065.125,9602.6640625,471080.53125,5898.60107422,7729.64404297,525,225,525,225,3,0,,0,
794,530,403191.40625,-797.694458008,738078.125,10879.7832031,16263.4150391,500,9,500,11,3,0,,0,
796,530,388829.0,-844.430969238,739697.8125,6886.05566406,9427.45117188,500,9,500,11,3,0,,0,
797,530,428857.125,-478.915771484,716171.6875,5864.85302734,8680.62695313,500,9,500,11,3,0,,0,
798,530,456926.125,-535.24420166,744196.0625,7714.27490234,10090.8564453,500,9,500,11,3,0,,0,
799,530,466980.84375,125.087867737,731351.4375,4181.83886719,5485.20849609,500,9,500,11,3,0,,0,
803,530,265258.0,7227.45117188,665639.5625,6926.27832031,10460.9287109,575,491,575,491,3,0,,0,
809,530,534499.0625,2295.23852539,728283.3125,958.173950195,1302.27770996,566,9,566,11,3,0,,0,
810,530,533700.5625,2212.67431641,726915.25,1026.24572754,1193.44042969,566,9,566,11,3,0,,0,
811,530,533168.6875,2336.2565918,725458.6875,1026.24572754,1193.44042969,566,9,566,11,3,0,,0,
812,530,533590.3125,2339.2421875,724187.3125,1026.24572754,1193.44042969,566,9,566,11,3,0,,0,
813,530,534962.875,2405.46020508,724442.625,1026.24572754,1193.44042969,566,9,566,11,3,0,,0,
814,530,535067.1875,2266.31738281,726330.125,1026.24572754,1193.44042969,566,9,566,11,3,0,,0,
815,530,536210.0625,2684.58032227,725010.6875,1026.24572754,1193.44042969,566,9,566,11,3,0,,0,
816,530,537788.25,2907.4152832,726047.5,1026.24572754,1414.83325195,566,9,566,11,3,0,,0,
817,530,537126.25,2968.22338867,724335.75,1026.24572754,1193.44042969,566,9,566,11,3,0,,0,
818,530,538037.25,3190.14746094,723066.4375,1026.24572754,1193.44042969,566,9,566,11,3,0,,0,
819,530,539836.3125,3433.49682617,723018.1875,1026.24572754,1193.44042969,566,9,566,11,3,0,,0,
820,530,541875.125,3482.86425781,723003.75,1973.77868652,2506.84301758,566,9,566,11,3,0,,0,
821,530,536248.625,2582.52075195,727456.25,958.173950195,1302.27770996,566,9,566,11,3,0,,0,
825,571,646944.1875,19930.203125,468694.03125,460.77130127,460.77130127,792,648,792,648,3,0,,0,
828,451,432703.46875,-671.139404297,487782.25,28191.4472656,31158.1914063,586,586,582,615,3,0,,0,
833,530,413720.40625,-46.298084259,488081.53125,2749.17089844,3954.05932617,587,9,10,11,3,0,,0,
835,451,653544.875,-5499.87353516,558281.5,20072.7695313,22365.9785156,579,9,10,11,3,0,,0,
836,451,665848.625,749.50402832,475713.75,15889.8808594,19357.3261719,579,9,10,11,3,0,,0,
862,571,814728.625,27640.0097656,586960.25,108.633209229,118.67149353,589,593,678,593,3,0,,0,
866,451,574134.0,-2519.05200195,801608.75,69096.484375,75262.2265625,766,9,579,11,3,0,,0,
867,451,683565.5,-5136.21875,574343.0,8447.14453125,9473.40625,594,9,594,11,3,0,,0,
868,451,682422.8125,-5609.23974609,562061.875,8447.14453125,9473.40625,594,9,594,11,3,0,,0,
869,451,681808.625,-7514.82177734,549621.625,8447.14453125,9473.40625,594,9,594,11,3,0,,0,
874,451,625609.25,8479.33105469,412447.03125,12485.2333984,14204.6572266,596,9,597,11,3,0,,0,
879,451,588313.875,9374.71289063,395521.90625,21445.25,23971.6777344,599,602,599,602,3,0,,0,
880,530,412309.875,9642.79199219,470041.625,8485.61132813,10797.3037109,525,9,525,11,3,0,,0,
881,451,498916.90625,110.730453491,479885.0625,21535.7792969,28335.8359375,600,9,600,11,3,0,,0,
882,530,355347.15625,13133.484375,522873.78125,7537.21875,9075.359375,525,9,525,11,3,0,,0,
883,530,354999.9375,13187.3134766,533177.875,7537.21875,9075.359375,525,9,525,11,3,0,,0,
884,530,352467.90625,13123.9824219,542284.0,4590.04931641,6766.72851562,525,9,525,11,3,0,,0,
885,451,937204.75,5248.44091797,725431.5625,17998.1914063,20095.2246094,601,9,601,11,3,0,,0,
886,451,580139.6875,9908.11425781,494665.25,4982.93066406,7377.99072266,589,9,589,11,3,0,,0,
887,451,565384.5,-8498.32519531,929565.6875,42333.3320313,50740.390625,579,9,579,11,3,0,,0,
888,451,664705.4375,1791.08105469,931842.375,19619.0019531,23113.1230469,599,602,599,11,3,0,,0,
890,572,554291.125,1161.50195313,568209.3125,37752.1445313,40006.7929688,605,9,605,11,3,0,,0,
891,571,773708.75,5853.96337891,577375.625,4584.42285156,6689.59619141,646,647,646,647,3,0,,0,
892,571,773505.4375,5920.03857422,582877.5,4549.55517578,7852.07226563,646,647,646,647,3,0,,0,
893,451,688751.875,-67.0211715698,922026.25,19668.0390625,25383.2910156,608,602,608,11,3,0,,0,
895,451,465949.3125,8109.20117188,990356.125,27497.9511719,29648.3339844,612,9,612,11,3,0,,0,
911,451,797000.625,-724.383728027,893273.375,33798.40625,35711.7734375,614,581,614,581,3,0,,0,
912,571,779152.5625,8200.44238281,598806.0625,4815.88330078,6717.76269531,646,647,646,647,3,0,,0,
914,571,447564.09375,17545.4902344,473785.125,210.863098145,215.749023438,616,648,616,648,3,0,,0,
959,571,701965.6875,12413.7080078,499756.59375,323.870788574,323.870788574,672,782,672,782,3,0,,0,
987,451,583643.8125,9803.47265625,454571.1875,19254.8261719,32983.8984375,652,613,610,610,3,0,,0,
1236,451,656237.0625,334.6277771,699799.4375,21101.5605469,25790.3242188,645,9,645,11,3,0,,0,
1237,451,598784.75,277.078460693,629979.1875,35197.3632813,35197.3632813,645,9,645,11,3,0,,0,
1239,571,753123.3125,5814.82519531,576834.1875,4736.85888672,6660.08544922,650,593,650,593,3,0,,0,
1243,451,1192299.375,238.406723022,1986.19714355,46.8156776428,903.738464355,8,9,10,11,3,0,,0,
1368,573,562618.875,-10.1871566772,444567.53125,377.354156494,1195.68725586,8,9,10,11,3,0,,0,
1369,573,562486.5625,2134.41137695,446477.59375,491.103851318,671.739990234,8,9,10,11,3,0,,0,
1370,573,593669.5,0.000243000002229,473535.375,5.0,393.856506348,8,9,10,11,3,0,,0,
1374,571,776828.6875,7477.51953125,541553.125,1888.20349121,3274.05029297,653,648,653,648,3,0,,0,
1386,571,490559.65625,2662.64379883,481412.15625,17078.015625,23777.890625,732,648,732,648,3,0,,0,
1400,580,0.0,0.0,0.0,411.901275635,671.780822754,379,9,503,11,2,0,,0,
1401,580,573742.625,3243.2980957,563160.75,2130.50952148,2219.32910156,657,9,10,11,3,0,,0,
1402,580,571478.0625,3003.43432617,564281.375,961.792602539,1576.28369141,657,9,10,11,3,0,,0,
1403,580,572506.1875,3239.25634766,565628.9375,1135.4083252,1504.30175781,657,9,10,11,3,0,,0,
1404,580,566142.125,919.457519531,559601.5625,2599.86108398,3918.96704102,658,9,10,11,3,0,,0,
1406,571,763122.0,9853.17773438,552863.75,5012.60205078,6002.81689453,661,593,661,593,3,0,,0,
1407,571,763740.375,7769.02148438,546028.8125,5012.60205078,7547.90869141,661,593,661,593,3,0,,0,
1408,571,798348.8125,8524.31933594,535665.6875,1742.80578613,2603.32592773,664,9,664,11,3,0,,0,
1409,571,814335.6875,6704.06640625,579834.375,4724.84619141,7907.31445313,661,593,661,593,3,0,,0,
1410,571,805625.9375,6461.86669922,560730.0,3554.29077148,6160.07080078,661,593,661,593,3,0,,0,
1411,571,728622.5625,5914.95166016,531245.0625,6084.97558594,8796.6875,665,9,665,11,3,0,,0,
1414,571,743336.5,1076.35986328,556642.9375,3485.38745117,4516.82861328,666,593,666,593,3,0,,0,
1417,571,738357.0,2793.73608398,553553.6875,1705.40344238,2222.17407227,666,9,666,11,3,0,,0,
1423,571,738411.0,1900.36108398,557341.0,3485.38745117,4516.82861328,666,593,666,593,3,0,,0,
1424,571,731905.3125,539.997924805,557956.625,4092.99853516,4854.42138672,666,593,666,593,3,0,,0,
1425,571,733650.0,1413.31591797,552801.375,2990.0246582,3392.84545898,666,9,666,11,3,0,,0,
1426,571,738988.5625,1381.62658691,560163.8125,3106.85791016,3821.27001953,666,9,666,11,3,0,,0,
1427,451,271680.09375,0.000685999984853,584100.375,1195.64819336,1849.27758789,668,9,10,11,3,0,,0,
1435,571,747734.875,5622.04882813,574613.5,4736.85888672,6660.08544922,650,593,650,593,3,0,,0,
1436,571,833891.4375,612.343444824,547003.4375,5198.93505859,8173.87988281,669,593,669,593,3,0,,0,
1447,573,563164.125,-45.0799446106,445918.375,5.0,872.862487793,8,9,10,11,3,0,,0,
1448,573,562329.5625,80.5677108765,446811.9375,100.0,500.0,8,9,10,11,3,0,,0,
1450,573,563325.3125,-85.7022247314,445817.875,100.0,500.0,8,9,10,11,3,0,,0,
1452,574,0.0,0.0,0.0,5.0,158.443786621,589,593,589,593,3,0,,0,
1453,571,750246.375,-34261.7929688,514087.28125,3619.3269043,3619.3269043,671,9,671,11,3,0,,0,
1455,451,968006.4375,130.489868164,404630.53125,19424.3671875,21246.3085938,673,9,673,11,3,0,,0,
1457,451,887267.8125,2712.69970703,868590.75,4311.54101563,5745.71240234,674,9,10,11,3,0,,0,
1458,451,904975.8125,2705.62207031,868714.75,4605.31396484,6045.86328125,675,9,10,11,3,0,,0,
1483,451,297952.8125,24.9063835144,684290.625,2495.63378906,5528.23486328,677,9,677,11,3,0,,0,
1484,585,0.0,0.0,0.0,10.0407762527,10.0407762527,655,9,655,11,3,0,,0,
1486,451,935992.0625,324.038635254,408132.75,19424.3671875,21246.3085938,683,9,673,11,3,0,,0,
1487,575,0.0,0.0,0.0,26.4382629395,29.2132854462,678,9,678,11,3,0,,0,
1496,451,318348.75,4654.9921875,635562.1875,13112.2607422,13540.0087891,655,9,10,11,3,0,,0,
1501,571,1083368.5,4878.24316406,965532.375,5654.07080078,6897.70361328,792,705,792,705,3,0,,0,
1502,571,560816.125,4807.51855469,457401.0625,3335.01782227,5532.07861328,681,9,681,11,3,0,,0,
1503,571,563945.8125,5140.27539063,456803.34375,2056.42675781,4292.77392578,681,9,681,11,3,0,,0,
1504,451,938341.0625,4975.91210938,381227.09375,19424.3671875,21246.3085938,683,9,673,11,3,0,,0,
1505,571,562315.375,343.832092285,423006.75,4951.83984375,8199.52050781,682,9,10,11,3,0,,0,
1506,571,564935.0625,520.761901855,428785.375,4951.83984375,8199.52050781,682,9,10,11,3,0,,0,
1585,451,48599.7929688,1758.32763672,30559.25,487.188476563,689.419311523,2,9,10,11,3,0,,0,
1586,451,45958.421875,1268.43115234,30724.3183594,487.188476563,689.419311523,8,9,10,11,3,0,,0,
1589,571,706364.5,25894.7578125,416086.0,339.220245361,339.220245361,683,783,683,783,3,0,,0,
1600,451,635240.1875,-0.00017200000002,599430.6875,6197.07470703,8016.05175781,8,9,10,11,3,0,,0,
1601,451,636755.4375,0.000668000022415,597222.6875,2720.53173828,3760.11035156,8,9,10,11,3,0,,0,
1606,530,869699.75,766.485656738,175374.0,9935.06152344,11873.6181641,686,380,687,380,2,0,,0,
1607,595,0.0,0.0,0.0,157.484176636,419.890014648,690,387,691,387,4,0,,0,
1609,451,409435.125,-7925.87011719,988472.375,38162.546875,42347.1289063,618,9,10,11,3,0,,0,
1610,597,0.0,0.0,0.0,1722.19152832,2367.83081055,694,693,693,693,694,0,,0,
1617,451,579823.6875,30910.9902344,190919.3125,127511.382813,142004.46875,700,699,699,699,3,0,,0,
1618,451,890075.1875,9372.77246094,210634.25,139363.53125,140420.140625,700,699,699,699,3,0,,0,
1619,451,330366.78125,9938.94335938,216125.671875,116066.023438,151329.71875,700,699,699,699,3,0,,0,
1620,451,348200.8125,11302.8271484,992552.9375,2909.04394531,4598.96972656,701,9,10,11,3,0,,0,
1631,571,738023.0,13530.5634766,387926.65625,19345.7089844,26970.0605469,703,783,703,783,3,0,,0,
1633,571,778159.6875,15871.1572266,360212.78125,20391.2304688,27784.9921875,755,783,805,783,3,0,,0,
1635,451,507751.0625,1503.39428711,1004258.375,14886.6972656,16026.5673828,683,9,10,11,3,0,,0,
1636,571,762102.0625,13530.5615234,407833.65625,22460.1933594,28914.8105469,703,783,703,783,3,0,,0,
1638,571,565711.5,4657.40087891,504530.28125,7106.4765625,9259.2109375,792,705,792,705,3,0,,0,
