long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
351,"With a finger deep in one nostril, you pass the time.",,,,,,,,,,,,,,,,0xFF01FE,
352,"%s picks her nose and shows it to %s.",,,,,,,,,,,,,,,,0xFF01FE,
353,"%s picks her nose and shows it to you.",,,,,,,,,,,,,,,,0xFF01FE,
354,"%s takes one look at %s and panics.",,,,,,,,,,,,,,,,0xFF01FE,
355,"%s takes one look at you and panics.",,,,,,,,,,,,,,,,0xFF01FE,
356,"You take one look at %s and panic.",,,,,,,,,,,,,,,,0xFF01FE,
357,"%s runs around in a frenzied state of panic.",,,,,,,,,,,,,,,,0xFF01FE,
358,"You run around in a frenzied state of panic.",,,,,,,,,,,,,,,,0xFF01FE,
359,"%s peers at %s searchingly.",,,,,,,,,,,,,,,,0xFF01FE,
360,"%s peers at you searchingly.",,,,,,,,,,,,,,,,0xFF01FE,
361,"You peer at %s searchingly.",,,,,,,,,,,,,,,,0xFF01FE,
362,"%s peers around, searchingly.",,,,,,,,,,,,,,,,0xFF01FE,
363,"You peer around, searchingly.",,,,,,,,,,,,,,,,0xFF01FE,
364,"%s pleads with %s.",,,,,,,,,,,,,,,,0xFF01FE,
365,"%s pleads with you.",,,,,,,,,,,,,,,,0xFF01FE,
366,"You plead with %s.",,,,,,,,,,,,,,,,0xFF01FE,
367,"%s drops to his knees and pleads in desperation.",,,,,,,,,,,,,,,,0xFF01FE,
368,"You drop to your knees and plead in desperation.",,,,,,,,,,,,,,,,0xFF01FE,
369,"%s drops to her knees and plead in desperation.",,,,,,,,,,,,,,,,0xFF01FE,
370,"%s points at %s.",,,,,,,,,,,,,,,,0xFF01FE,
371,"%s points at you.",,,,,,,,,,,,,,,,0xFF01FE,
372,"You point at %s.",,,,,,,,,,,,,,,,0xFF01FE,
373,"%s points over yonder.",,,,,,,,,,,,,,,,0xFF01FE,
374,"You point over yonder.",,,,,,,,,,,,,,,,0xFF01FE,
375,"%s pokes %s.  Hey!",,,,,,,,,,,,,,,,0xFF01FE,
376,"%s pokes you.  Hey!",,,,,,,,,,,,,,,,0xFF01FE,
377,"You poke %s.  Hey!",,,,,,,,,,,,,,,,0xFF01FE,
378,"%s pokes his belly and giggles.",,,,,,,,,,,,,,,,0xFF01FE,
379,"You poke your belly and giggle.",,,,,,,,,,,,,,,,0xFF01FE,
380,"%s pokes her belly and giggles.",,,,,,,,,,,,,,,,0xFF01FE,
381,"%s says a prayer for %s.",,,,,,,,,,,,,,,,0xFF01FE,
382,"%s says a prayer for you.",,,,,,,,,,,,,,,,0xFF01FE,
383,"You say a prayer for %s.",,,,,,,,,,,,,,,,0xFF01FE,
384,"%s prays to the Gods.",,,,,,,,,,,,,,,,0xFF01FE,
385,"You pray to the Gods.",,,,,,,,,,,,,,,,0xFF01FE,
386,"%s roars with bestial vigor at %s.  So fierce!",,,,,,,,,,,,,,,,0xFF01FE,
387,"%s roars with bestial vigor at you.  So fierce!",,,,,,,,,,,,,,,,0xFF01FE,
388,"You roar with bestial vigor at %s.  So fierce!",,,,,,,,,,,,,,,,0xFF01FE,
389,"%s roars with bestial vigor.  So fierce!",,,,,,,,,,,,,,,,0xFF01FE,
390,"You roar with bestial vigor.  So fierce!",,,,,,,,,,,,,,,,0xFF01FE,
391,"%s rolls on the floor laughing at %s.",,,,,,,,,,,,,,,,0xFF01FE,
392,"%s rolls on the floor laughing at you.",,,,,,,,,,,,,,,,0xFF01FE,
393,"You roll on the floor laughing at %s.",,,,,,,,,,,,,,,,0xFF01FE,
394,"%s rolls on the floor laughing.",,,,,,,,,,,,,,,,0xFF01FE,
395,"You roll on the floor laughing.",,,,,,,,,,,,,,,,0xFF01FE,
396,"%s makes a rude gesture at %s.",,,,,,,,,,,,,,,,0xFF01FE,
397,"%s makes a rude gesture at you.",,,,,,,,,,,,,,,,0xFF01FE,
398,"You make a rude gesture at %s.",,,,,,,,,,,,,,,,0xFF01FE,
399,"%s makes a rude gesture.",,,,,,,,,,,,,,,,0xFF01FE,
400,"You make a rude gesture.",,,,,,,,,,,,,,,,0xFF01FE,
401,"%s salutes %s with respect.",,,,,,,,,,,,,,,,0xFF01FE,
402,"%s salutes you with respect.",,,,,,,,,,,,,,,,0xFF01FE,
403,"You salute %s with respect.",,,,,,,,,,,,,,,,0xFF01FE,
404,"%s stands at attention and salutes.",,,,,,,,,,,,,,,,0xFF01FE,
405,"You stand at attention and salute.",,,,,,,,,,,,,,,,0xFF01FE,
406,"%s scratches %s.  How catty!",,,,,,,,,,,,,,,,0xFF01FE,
407,"%s scratches you.  How catty!",,,,,,,,,,,,,,,,0xFF01FE,
408,"You scratch %s.  How catty!",,,,,,,,,,,,,,,,0xFF01FE,
409,"%s scratches himself.  Ah, much better!",,,,,,,,,,,,,,,,0xFF01FE,
410,"You scratch yourself.  Ah, much better!",,,,,,,,,,,,,,,,0xFF01FE,
411,"%s scratches herself.  Ah, much better!",,,,,,,,,,,,,,,,0xFF01FE,
412,"%s thinks %s is a sexy devil.",,,,,,,,,,,,,,,,0xFF01FE,
413,"%s thinks you are a sexy devil.",,,,,,,,,,,,,,,,0xFF01FE,
414,"You think %s is a sexy devil.",,,,,,,,,,,,,,,,0xFF01FE,
415,"%s is too sexy for his tunic...so sexy it hurts.",,,,,,,,,,,,,,,,0xFF01FE,
416,"You're too sexy for your tunic...so sexy it hurts.",,,,,,,,,,,,,,,,0xFF01FE,
417,"%s is too sexy for her tunic...so sexy it hurts.",,,,,,,,,,,,,,,,0xFF01FE,
418,"%s shakes his rear at %s.",,,,,,,,,,,,,,,,0xFF01FE,
419,"%s shakes his rear at you.",,,,,,,,,,,,,,,,0xFF01FE,
420,"You shake your rear at %s.",,,,,,,,,,,,,,,,0xFF01FE,
421,"%s shakes his rear.",,,,,,,,,,,,,,,,0xFF01FE,
422,"You shake your rear.",,,,,,,,,,,,,,,,0xFF01FE,
423,"%s shakes her rear at %s.",,,,,,,,,,,,,,,,0xFF01FE,
424,"%s shakes her rear at you.",,,,,,,,,,,,,,,,0xFF01FE,
425,"%s shakes her rear.",,,,,,,,,,,,,,,,0xFF01FE,
426,"%s shouts at %s.",,,,,,,,,,,,,,,,0xFF01FE,
427,"%s shouts at you.",,,,,,,,,,,,,,,,0xFF01FE,
428,"You shout at %s.",,,,,,,,,,,,,,,,0xFF01FE,
429,"%s shouts.",,,,,,,,,,,,,,,,0xFF01FE,
430,"You shout.",,,,,,,,,,,,,,,,0xFF01FE,
431,"%s shrugs at %s.  Who knows?",,,,,,,,,,,,,,,,0xFF01FE,
432,"%s shrugs at you.  Who knows?",,,,,,,,,,,,,,,,0xFF01FE,
433,"You shrug at %s.  Who knows?",,,,,,,,,,,,,,,,0xFF01FE,
434,"%s shrugs.  Who knows?",,,,,,,,,,,,,,,,0xFF01FE,
435,"You shrug.  Who knows?",,,,,,,,,,,,,,,,0xFF01FE,
436,"%s smiles shyly at %s.",,,,,,,,,,,,,,,,0xFF01FE,
437,"%s smiles shyly at you.",,,,,,,,,,,,,,,,0xFF01FE,
438,"You smile shyly at %s.",,,,,,,,,,,,,,,,0xFF01FE,
439,"%s smiles shyly.",,,,,,,,,,,,,,,,0xFF01FE,
440,"You smile shyly.",,,,,,,,,,,,,,,,0xFF01FE,
441,"%s sighs at %s.",,,,,,,,,,,,,,,,0xFF01FE,
442,"%s sighs at you.",,,,,,,,,,,,,,,,0xFF01FE,
443,"You sigh at %s.",,,,,,,,,,,,,,,,0xFF01FE,
444,"%s lets out a long, drawn-out sigh.",,,,,,,,,,,,,,,,0xFF01FE,
445,"You let out a long, drawn-out sigh.",,,,,,,,,,,,,,,,0xFF01FE,
446,"",,,,,,,,,,,,,,,,0xFF01FC,
447,"",,,,,,,,,,,,,,,,0xFF01FC,
448,"%s falls asleep. Zzzzzzz.",,,,,,,,,,,,,,,,0xFF01FE,
449,"You fall asleep.  Zzzzzzz.",,,,,,,,,,,,,,,,0xFF01FE,
450,"%s bares his teeth and snarls at %s.",,,,,,,,,,,,,,,,0xFF01FE,
451,"%s bares his teeth and snarls at you.",,,,,,,,,,,,,,,,0xFF01FE,
452,"You bare your teeth and snarl at %s.",,,,,,,,,,,,,,,,0xFF01FE,
453,"%s bares his teeth and snarls.",,,,,,,,,,,,,,,,0xFF01FE,
454,"You bare your teeth and snarl.",,,,,,,,,,,,,,,,0xFF01FE,
455,"%s bares her teeth and snarls at %s.",,,,,,,,,,,,,,,,0xFF01FE,
456,"%s bares her teeth and snarls at you.",,,,,,,,,,,,,,,,0xFF01FE,
457,"%s bares her teeth and snarls.",,,,,,,,,,,,,,,,0xFF01FE,
458,"%s spits on %s.",,,,,,,,,,,,,,,,0xFF01FE,
459,"%s spits on you.",,,,,,,,,,,,,,,,0xFF01FE,
460,"You spit on %s.",,,,,,,,,,,,,,,,0xFF01FE,
461,"%s spits on the ground.",,,,,,,,,,,,,,,,0xFF01FE,
462,"You spit on the ground.",,,,,,,,,,,,,,,,0xFF01FE,
463,"%s stares %s down.",,,,,,,,,,,,,,,,0xFF01FE,
464,"%s stares you down.",,,,,,,,,,,,,,,,0xFF01FE,
465,"You stare %s down.",,,,,,,,,,,,,,,,0xFF01FE,
466,"%s stares off into the distance.",,,,,,,,,,,,,,,,0xFF01FE,
467,"You stare off into the distance.",,,,,,,,,,,,,,,,0xFF01FE,
468,"%s is surprised by %s's actions.",,,,,,,,,,,,,,,,0xFF01FE,
469,"%s is surprised by your actions.",,,,,,,,,,,,,,,,0xFF01FE,
470,"You are surprised by %s's actions.",,,,,,,,,,,,,,,,0xFF01FE,
471,"%s is so surprised!",,,,,,,,,,,,,,,,0xFF01FE,
472,"You are so surprised!",,,,,,,,,,,,,,,,0xFF01FE,
473,"%s surrenders before %s.  Such is the agony of defeat...",,,,,,,,,,,,,,,,0xFF01FE,
474,"%s surrenders before you.  Such is the agony of defeat...",,,,,,,,,,,,,,,,0xFF01FE,
475,"You surrender before %s.  Such is the agony of defeat...",,,,,,,,,,,,,,,,0xFF01FE,
476,"%s surrenders to his opponents.",,,,,,,,,,,,,,,,0xFF01FE,
477,"You surrender to your opponents.",,,,,,,,,,,,,,,,0xFF01FE,
478,"%s surrenders to her opponents.",,,,,,,,,,,,,,,,0xFF01FE,
479,"%s wants to talk things over with %s.",,,,,,,,,,,,,,,,0xFF01FE,
480,"%s wants to talk things over with you.",,,,,,,,,,,,,,,,0xFF01FE,
481,"You want to talk things over with %s.",,,,,,,,,,,,,,,,0xFF01FE,
482,"%s talks to himself since no one else seems interested.",,,,,,,,,,,,,,,,0xFF01FE,
483,"You talk to yourself since no one else seems interested.",,,,,,,,,,,,,,,,0xFF01FE,
484,"%s talks to herself since no one else seems interested.",,,,,,,,,,,,,,,,0xFF01FE,
485,"%s talks excitedly with %s.",,,,,,,,,,,,,,,,0xFF01FE,
486,"%s talks excitedly with you.",,,,,,,,,,,,,,,,0xFF01FE,
487,"You talk excitedly with %s.",,,,,,,,,,,,,,,,0xFF01FE,
488,"%s talks excitedly with everyone.",,,,,,,,,,,,,,,,0xFF01FE,
489,"You talk excitedly with everyone.",,,,,,,,,,,,,,,,0xFF01FE,
490,"%s questions %s.",,,,,,,,,,,,,,,,0xFF01FE,
491,"%s questions you.",,,,,,,,,,,,,,,,0xFF01FE,
492,"You question %s.",,,,,,,,,,,,,,,,0xFF01FE,
493,"%s wants to know the meaning of life.",,,,,,,,,,,,,,,,0xFF01FE,
494,"You want to know the meaning of life.",,,,,,,,,,,,,,,,0xFF01FE,
495,"%s taps his foot as he waits for %s.",,,,,,,,,,,,,,,,0xFF01FE,
496,"%s taps his foot as he waits for you.",,,,,,,,,,,,,,,,0xFF01FE,
497,"You tap your foot as you wait for %s.",,,,,,,,,,,,,,,,0xFF01FE,
498,"%s taps his foot.  Hurry up already!",,,,,,,,,,,,,,,,0xFF01FE,
499,"You tap your foot.  Hurry up already!",,,,,,,,,,,,,,,,0xFF01FE,
500,"%s taps her foot as she waits for %s.",,,,,,,,,,,,,,,,0xFF01FE,
501,"%s taps her foot as she waits for you.",,,,,,,,,,,,,,,,0xFF01FE,
502,"%s taps her foot.  Hurry up already!",,,,,,,,,,,,,,,,0xFF01FE,
503,"%s thanks %s.",,,,,,,,,,,,,,,,0xFF01FE,
504,"%s thanks you.",,,,,,,,,,,,,,,,0xFF01FE,
505,"You thank %s.",,,,,,,,,,,,,,,,0xFF01FE,
506,"%s thanks everyone.",,,,,,,,,,,,,,,,0xFF01FE,
507,"You thank everyone around you.",,,,,,,,,,,,,,,,0xFF01FE,
508,"%s threatens %s with the wrath of doom.",,,,,,,,,,,,,,,,0xFF01FE,
509,"%s threatens you with the wrath of doom.",,,,,,,,,,,,,,,,0xFF01FE,
510,"You threaten %s with the wrath of doom.",,,,,,,,,,,,,,,,0xFF01FE,
511,"%s threatens everyone with the wrath of doom.",,,,,,,,,,,,,,,,0xFF01FE,
512,"You threaten everyone with the wrath of doom.",,,,,,,,,,,,,,,,0xFF01FE,
513,"%s lets %s know that he is tired.",,,,,,,,,,,,,,,,0xFF01FE,
514,"%s lets you know that he is tired.",,,,,,,,,,,,,,,,0xFF01FE,
515,"You let %s know that you are tired.",,,,,,,,,,,,,,,,0xFF01FE,
516,"%s lets everyone know that he is tired.",,,,,,,,,,,,,,,,0xFF01FE,
517,"You let everyone know that you are tired.",,,,,,,,,,,,,,,,0xFF01FE,
518,"%s lets %s know that she is tired.",,,,,,,,,,,,,,,,0xFF01FE,
519,"%s lets you know that she is tired.",,,,,,,,,,,,,,,,0xFF01FE,
520,"%s lets everyone know that she is tired.",,,,,,,,,,,,,,,,0xFF01FE,
521,"%s basks in the glory of victory with %s.",,,,,,,,,,,,,,,,0xFF01FE,
522,"%s basks in the glory of victory with you.",,,,,,,,,,,,,,,,0xFF01FE,
523,"You bask in the glory of victory with %s.",,,,,,,,,,,,,,,,0xFF01FE,
524,"%s basks in the glory of victory.",,,,,,,,,,,,,,,,0xFF01FE,
525,"You bask in the glory of victory.",,,,,,,,,,,,,,,,0xFF01FE,
526,"%s waves at %s.",,,,,,,,,,,,,,,,0xFF01FE,
527,"%s waves at you.",,,,,,,,,,,,,,,,0xFF01FE,
528,"You wave at %s.",,,,,,,,,,,,,,,,0xFF01FE,
529,"%s waves.",,,,,,,,,,,,,,,,0xFF01FE,
530,"You wave.",,,,,,,,,,,,,,,,0xFF01FE,
531,"%s welcomes %s.",,,,,,,,,,,,,,,,0xFF01FE,
532,"%s welcomes you.",,,,,,,,,,,,,,,,0xFF01FE,
533,"You welcome %s.",,,,,,,,,,,,,,,,0xFF01FE,
534,"%s welcomes everyone.",,,,,,,,,,,,,,,,0xFF01FE,
535,"You welcome everyone.",,,,,,,,,,,,,,,,0xFF01FE,
536,"%s whines pathetically at %s.",,,,,,,,,,,,,,,,0xFF01FE,
537,"%s whines pathetically at you.",,,,,,,,,,,,,,,,0xFF01FE,
538,"You whine pathetically at %s.",,,,,,,,,,,,,,,,0xFF01FE,
539,"%s whines pathetically.",,,,,,,,,,,,,,,,0xFF01FE,
540,"You whine pathetically.",,,,,,,,,,,,,,,,0xFF01FE,
541,"%s whistles at %s.",,,,,,,,,,,,,,,,0xFF01FE,
542,"%s whistles at you.",,,,,,,,,,,,,,,,0xFF01FE,
543,"You whistle at %s.",,,,,,,,,,,,,,,,0xFF01FE,
544,"%s lets forth a sharp whistle.",,,,,,,,,,,,,,,,0xFF01FE,
545,"You let forth a sharp whistle.",,,,,,,,,,,,,,,,0xFF01FE,
546,"%s works with %s.",,,,,,,,,,,,,,,,0xFF01FE,
547,"%s works with you.",,,,,,,,,,,,,,,,0xFF01FE,
548,"You work with %s.",,,,,,,,,,,,,,,,0xFF01FE,
549,"%s begins to work.",,,,,,,,,,,,,,,,0xFF01FE,
550,"You begin to work.",,,,,,,,,,,,,,,,0xFF01FE,
551,"%s yawns sleepily at %s.",,,,,,,,,,,,,,,,0xFF01FE,
552,"%s yawns sleepily at you.",,,,,,,,,,,,,,,,0xFF01FE,
553,"You yawn sleepily at %s.",,,,,,,,,,,,,,,,0xFF01FE,
554,"%s yawns sleepily.",,,,,,,,,,,,,,,,0xFF01FE,
555,"You yawn sleepily.",,,,,,,,,,,,,,,,0xFF01FE,
556,"%s boggles at %s.",,,,,,,,,,,,,,,,0xFF01FE,
557,"%s boggles at you.",,,,,,,,,,,,,,,,0xFF01FE,
558,"You boggle at %s.",,,,,,,,,,,,,,,,0xFF01FE,
559,"%s boggles at the situation.",,,,,,,,,,,,,,,,0xFF01FE,
560,"You boggle at the situation.",,,,,,,,,,,,,,,,0xFF01FE,
561,"%s tries to calm %s down.",,,,,,,,,,,,,,,,0xFF01FE,
562,"%s tries to calm you down.",,,,,,,,,,,,,,,,0xFF01FE,
563,"You try to calm %s down.",,,,,,,,,,,,,,,,0xFF01FE,
564,"%s remains calm.",,,,,,,,,,,,,,,,0xFF01FE,
565,"You remain calm.",,,,,,,,,,,,,,,,0xFF01FE,
566,"%s lets %s know that he is cold.",,,,,,,,,,,,,,,,0xFF01FE,
567,"%s lets you know that he is cold.",,,,,,,,,,,,,,,,0xFF01FE,
568,"You let %s know that you are cold.",,,,,,,,,,,,,,,,0xFF01FE,
569,"%s lets everyone know that he is cold.",,,,,,,,,,,,,,,,0xFF01FE,
570,"You let everyone know that you are cold.",,,,,,,,,,,,,,,,0xFF01FE,
571,"%s lets %s know that she is cold.",,,,,,,,,,,,,,,,0xFF01FE,
572,"%s lets you know that she is cold.",,,,,,,,,,,,,,,,0xFF01FE,
573,"%s lets everyone know that she is cold.",,,,,,,,,,,,,,,,0xFF01FE,
574,"%s comforts %s.",,,,,,,,,,,,,,,,0xFF01FE,
575,"%s comforts you.",,,,,,,,,,,,,,,,0xFF01FE,
576,"You comfort %s.",,,,,,,,,,,,,,,,0xFF01FE,
577,"%s needs comforting.",,,,,,,,,,,,,,,,0xFF01FE,
578,"You need to be comforted.",,,,,,,,,,,,,,,,0xFF01FE,
579,"%s cuddles up against %s.",,,,,,,,,,,,,,,,0xFF01FE,
580,"%s cuddles up against you.",,,,,,,,,,,,,,,,0xFF01FE,
581,"You cuddle up against %s.",,,,,,,,,,,,,,,,0xFF01FE,
582,"%s needs cuddling.",,,,,,,,,,,,,,,,0xFF01FE,
583,"You need to be cuddled.",,,,,,,,,,,,,,,,0xFF01FE,
584,"%s ducks behind %s.",,,,,,,,,,,,,,,,0xFF01FE,
585,"%s ducks behind you.",,,,,,,,,,,,,,,,0xFF01FE,
586,"You duck behind %s.",,,,,,,,,,,,,,,,0xFF01FE,
587,"%s ducks for cover.",,,,,,,,,,,,,,,,0xFF01FE,
588,"You duck for cover.",,,,,,,,,,,,,,,,0xFF01FE,
589,"%s thinks %s is the son of a motherless ogre.",,,,,,,,,,,,,,,,0xFF01FE,
590,"%s thinks you are the son of a motherless ogre.",,,,,,,,,,,,,,,,0xFF01FE,
591,"You think %s is the son of a motherless ogre.",,,,,,,,,,,,,,,,0xFF01FE,
592,"%s thinks everyone around him is a son of a motherless ogre.",,,,,,,,,,,,,,,,0xFF01FE,
593,"You think everyone around you is a son of a motherless ogre.",,,,,,,,,,,,,,,,0xFF01FE,
594,"%s thinks everyone around her is a son of a motherless ogre.",,,,,,,,,,,,,,,,0xFF01FE,
595,"%s introduces himself to %s.",,,,,,,,,,,,,,,,0xFF01FE,
596,"%s introduces himself to you.",,,,,,,,,,,,,,,,0xFF01FE,
597,"You introduce yourself to %s.",,,,,,,,,,,,,,,,0xFF01FE,
598,"%s introduces himself to everyone.",,,,,,,,,,,,,,,,0xFF01FE,
599,"You introduce yourself to everyone.",,,,,,,,,,,,,,,,0xFF01FE,
600,"%s introduces herself to %s.",,,,,,,,,,,,,,,,0xFF01FE,
601,"%s introduces herself to you.",,,,,,,,,,,,,,,,0xFF01FE,
602,"%s introduces herself to everyone.",,,,,,,,,,,,,,,,0xFF01FE,
603,"%s lets %s know that he was just kidding!",,,,,,,,,,,,,,,,0xFF01FE,
604,"%s lets you know that he was just kidding!",,,,,,,,,,,,,,,,0xFF01FE,
605,"You let %s know that you were just kidding!",,,,,,,,,,,,,,,,0xFF01FE,
606,"%s was just kidding!",,,,,,,,,,,,,,,,0xFF01FE,
607,"You were just kidding!",,,,,,,,,,,,,,,,0xFF01FE,
608,"%s lets %s know that she was just kidding!",,,,,,,,,,,,,,,,0xFF01FE,
609,"%s lets you know that she was just kidding!",,,,,,,,,,,,,,,,0xFF01FE,
610,"%s licks %s.",,,,,,,,,,,,,,,,0xFF01FE,
611,"%s licks you.",,,,,,,,,,,,,,,,0xFF01FE,
612,"You lick %s.",,,,,,,,,,,,,,,,0xFF01FE,
613,"%s licks his lips.",,,,,,,,,,,,,,,,0xFF01FE,
614,"You lick your lips.",,,,,,,,,,,,,,,,0xFF01FE,
615,"%s licks her lips.",,,,,,,,,,,,,,,,0xFF01FE,
616,"%s listens intently to %s.",,,,,,,,,,,,,,,,0xFF01FE,
617,"%s listens intently to you.",,,,,,,,,,,,,,,,0xFF01FE,
618,"You listen intently to %s.",,,,,,,,,,,,,,,,0xFF01FE,
619,"%s is listening!",,,,,,,,,,,,,,,,0xFF01FE,
620,"You are listening!",,,,,,,,,,,,,,,,0xFF01FE,
621,"%s wants %s to know that he is hopelessly lost.",,,,,,,,,,,,,,,,0xFF01FE,
622,"%s wants you to know that he is hopelessly lost.",,,,,,,,,,,,,,,,0xFF01FE,
623,"You want %s to know that you are hopelessly lost.",,,,,,,,,,,,,,,,0xFF01FE,
624,"%s is hopelessly lost.",,,,,,,,,,,,,,,,0xFF01FE,
625,"You are hopelessly lost.",,,,,,,,,,,,,,,,0xFF01FE,
626,"%s wants %s to know that she is hopelessly lost.",,,,,,,,,,,,,,,,0xFF01FE,
627,"%s wants you to know that she is hopelessly lost.",,,,,,,,,,,,,,,,0xFF01FE,
628,"%s mocks the foolishness of %s.",,,,,,,,,,,,,,,,0xFF01FE,
629,"%s mocks your foolishness.",,,,,,,,,,,,,,,,0xFF01FE,
630,"You mock the foolishness of %s.",,,,,,,,,,,,,,,,0xFF01FE,
631,"%s mocks life and all it stands for.",,,,,,,,,,,,,,,,0xFF01FE,
632,"You mock life and all it stands for.",,,,,,,,,,,,,,,,0xFF01FE,
633,"%s ponders %s's actions.",,,,,,,,,,,,,,,,0xFF01FE,
634,"%s ponders your actions.",,,,,,,,,,,,,,,,0xFF01FE,
635,"You ponder %s's actions.",,,,,,,,,,,,,,,,0xFF01FE,
636,"%s ponders the situation.",,,,,,,,,,,,,,,,0xFF01FE,
637,"You ponder the situation.",,,,,,,,,,,,,,,,0xFF01FE,
638,"%s pounces on top of %s.",,,,,,,,,,,,,,,,0xFF01FE,
639,"%s pounces on top of you.",,,,,,,,,,,,,,,,0xFF01FE,
640,"You pounce on top of %s.",,,,,,,,,,,,,,,,0xFF01FE,
641,"%s pounces out from the shadows.",,,,,,,,,,,,,,,,0xFF01FE,
642,"You pounce out from the shadows.",,,,,,,,,,,,,,,,0xFF01FE,
643,"%s lavishes praise upon %s.",,,,,,,,,,,,,,,,0xFF01FE,
644,"%s lavishes praise upon you.",,,,,,,,,,,,,,,,0xFF01FE,
645,"You lavish praise upon %s.",,,,,,,,,,,,,,,,0xFF01FE,
646,"%s praises the Light.",,,,,,,,,,,,,,,,0xFF01FE,
647,"You praise the Light.",,,,,,,,,,,,,,,,0xFF01FE,
648,"%s purrs at %s.",,,,,,,,,,,,,,,,0xFF01FE,
649,"%s purrs at you.",,,,,,,,,,,,,,,,0xFF01FE,
650,"You purr at %s.",,,,,,,,,,,,,,,,0xFF01FE,
651,"%s purrs like a kitten.",,,,,,,,,,,,,,,,0xFF01FE,
652,"You purr like a kitten.",,,,,,,,,,,,,,,,0xFF01FE,
653,"%s is puzzled by %s.",,,,,,,,,,,,,,,,0xFF01FE,
654,"%s puzzled by you. What are you doing?",,,,,,,,,,,,,,,,0xFF01FE,
655,"You are puzzled by %s.",,,,,,,,,,,,,,,,0xFF01FE,
656,"%s is puzzled. What's going on here?",,,,,,,,,,,,,,,,0xFF01FE,
657,"You are puzzled. What's going on here?",,,,,,,,,,,,,,,,0xFF01FE,
658,"%s looks at %s and raises his hand in the air.",,,,,,,,,,,,,,,,0xFF01FE,
659,"%s looks at you and raises his hand.",,,,,,,,,,,,,,,,0xFF01FE,
660,"You look at %s and raise your hand.",,,,,,,,,,,,,,,,0xFF01FE,
661,"%s raises his hand in the air.",,,,,,,,,,,,,,,,0xFF01FE,
662,"You raise your hand in the air.",,,,,,,,,,,,,,,,0xFF01FE,
663,"%s looks at %s and raises her hand in the air.",,,,,,,,,,,,,,,,0xFF01FE,
664,"%s looks at you and raises her hand.",,,,,,,,,,,,,,,,0xFF01FE,
665,"%s raises her hand in the air.",,,,,,,,,,,,,,,,0xFF01FE,
666,"%s lets %s know that he is ready!",,,,,,,,,,,,,,,,0xFF01FE,
667,"%s lets you know that he is ready!",,,,,,,,,,,,,,,,0xFF01FE,
668,"You let %s know that you are ready!",,,,,,,,,,,,,,,,0xFF01FE,
669,"%s lets everyone know that he is ready!",,,,,,,,,,,,,,,,0xFF01FE,
670,"You let everyone know that you are ready!",,,,,,,,,,,,,,,,0xFF01FE,
671,"%s lets you know that she is ready!",,,,,,,,,,,,,,,,0xFF01FE,
672,"%s lets everyone know that she is ready!",,,,,,,,,,,,,,,,0xFF01FE,
673,"%s shimmies before %s.",,,,,,,,,,,,,,,,0xFF01FE,
674,"%s shimmies before you.",,,,,,,,,,,,,,,,0xFF01FE,
675,"You shimmy before %s.",,,,,,,,,,,,,,,,0xFF01FE,
676,"%s shimmies before the masses.",,,,,,,,,,,,,,,,0xFF01FE,
677,"You shimmy before the masses.",,,,,,,,,,,,,,,,0xFF01FE,
678,"%s shivers beside %s. Chilling!",,,,,,,,,,,,,,,,0xFF01FE,
679,"%s shivers beside you. Chilling!",,,,,,,,,,,,,,,,0xFF01FE,
680,"You shiver beside %s. Chilling!",,,,,,,,,,,,,,,,0xFF01FE,
681,"%s shivers in his boots. Chilling!",,,,,,,,,,,,,,,,0xFF01FE,
682,"You shiver in your boots. Chilling!",,,,,,,,,,,,,,,,0xFF01FE,
683,"%s shivers in her boots. Chilling!",,,,,,,,,,,,,,,,0xFF01FE,
684,"%s shoos %s away. Be gone pest!",,,,,,,,,,,,,,,,0xFF01FE,
685,"%s shoos you away. Be gone pest!",,,,,,,,,,,,,,,,0xFF01FE,
686,"You shoo %s away. Be gone pest!",,,,,,,,,,,,,,,,0xFF01FE,
687,"%s shoos the measly pests away.",,,,,,,,,,,,,,,,0xFF01FE,
688,"You shoo the measly pests away.",,,,,,,,,,,,,,,,0xFF01FE,
689,"%s slaps %s across the face. Ouch!",,,,,,,,,,,,,,,,0xFF01FE,
690,"%s slaps you across the face. Ouch!",,,,,,,,,,,,,,,,0xFF01FE,
691,"You slap %s across the face. Ouch!",,,,,,,,,,,,,,,,0xFF01FE,
692,"%s slaps himself across the face. Ouch!",,,,,,,,,,,,,,,,0xFF01FE,
693,"You slap yourself across the face. Ouch!",,,,,,,,,,,,,,,,0xFF01FE,
694,"%s slaps herself across the face. Ouch!",,,,,,,,,,,,,,,,0xFF01FE,
695,"%s smirks slyly at %s.",,,,,,,,,,,,,,,,0xFF01FE,
696,"%s smirks slyly at you.",,,,,,,,,,,,,,,,0xFF01FE,
697,"You smirk slyly at %s.",,,,,,,,,,,,,,,,0xFF01FE,
698,"A sly smirk spreads across %s's face.",,,,,,,,,,,,,,,,0xFF01FE,
699,"A sly smirk spreads across your face.",,,,,,,,,,,,,,,,0xFF01FE,
700,"%s sniffs %s.",,,,,,,,,,,,,,,,0xFF01FE,
701,"%s sniffs you.",,,,,,,,,,,,,,,,0xFF01FE,
702,"You sniff %s.",,,,,,,,,,,,,,,,0xFF01FE,
