long,long,float,float,float,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,
195,0,-11343.9697266,-216.830001831,75.2200012207,"Rebel Camp, Stranglethorn Vale",,,,,,,,,,,,,,,,0xFF01FE,0,541,
196,451,9283.09960938,-9749.80957031,62.1599998474,"Test - SP",,,,,,,,,,,,,,,,0xFF01FE,12374,541,
197,0,-9148.62011719,243.039993286,87.3899993896,"Test SP2",,,,,,,,,,,,,,,,0xFF01FE,0,0,
198,451,9405.83007813,-9882.69042969,0.0,"Test SP1",,,,,,,,,,,,,,,,0xFF01FE,24489,541,
199,571,638.340026855,-5074.56982422,-0.230000004172,"Quest - Howling Fjord - McGoyver Start",,,,,,,,,,,,,,,,0xFF01FE,24716,24716,
200,571,483.920013428,-5913.10009766,308.609985352,"Quest - Howling Fjord - McGoyver End",,,,,,,,,,,,,,,,0xFF01FE,24716,24716,
201,451,15992.4404297,-16371.9404297,76.7300033569,"Development Land - Kyle Radue Start",,,,,,,,,,,,,,,,0xFF01FE,23468,23468,
202,451,15991.6796875,-16371.9501953,76.6999969482,"Development Land - Kyle Radue End",,,,,,,,,,,,,,,,0xFF01FE,0,0,
203,571,3505.30004883,1990.82995605,65.0999984741,"Quest - Stars' Rest -> Wintergarde",,,,,,,,,,,,,,,,0xFF01FE,0,27127,
204,12,0.0,0.0,0.0,"Quest - New Agamand -> Venomspite",,,,,,,,,,,,,,,,0xFF01FE,27179,0,
205,530,6789.79003906,-7747.58007813,126.510002136,"Zul'Aman, Ghostlands",,,,,,,,,,,,,,,,0xFF01FE,3574,541,
206,1,-4348.00976563,2427.29003906,6.63999986649,"Transport, Feathermoon (NE Ship)",,,,,,,,,,,,,,,,0xFF01FE,0,0,
207,571,15.3199996948,-4043.79003906,0.10000000149,"Quest - Howling Fjord - Sister Mercy (Start)",,,,,,,,,,,,,,,,0xFF01FE,0,0,
208,571,15.3199996948,-4043.70996094,0.10000000149,"Quest - Howling Fjord - Sister Mercy (End)",,,,,,,,,,,,,,,,0xFF01FE,0,0,
209,530,13008.3798828,-6911.81005859,9.57999992371,"Quest - Sunwell Daily - Dead Scar Bombing - Start",,,,,,,,,,,,,,,,0xFF01FE,25044,0,
210,530,13008.5097656,-6912.20019531,9.57999992371,"Quest - Sunwell Daily - Dead Scar Bombing - End",,,,,,,,,,,,,,,,0xFF01FE,25044,0,
211,530,13007.5,-6911.81005859,9.57999992371,"Quest - Sunwell Daily - Ship Bombing - Start",,,,,,,,,,,,,,,,0xFF01FE,25044,0,
212,530,13188.0400391,-7047.04003906,4.78999996185,"Quest - Sunwell Daily - Ship Bombing - End",,,,,,,,,,,,,,,,0xFF01FE,25044,0,
213,530,13012.7001953,-6908.37011719,9.57999992371,"Shattered Sun Staging Area",,,,,,,,,,,,,,,,0xFF01FE,19917,28361,
214,0,0.0,0.0,0.0,"Quest - Howling Fjord - Naglfar (Start)",,,,,,,,,,,,,,,,0xFF01FE,0,0,
215,0,0.0,0.0,0.0,"Quest - Howling Fjord - Naglfar (Nodes)",,,,,,,,,,,,,,,,0xFF01FE,0,0,
216,0,0.0,0.0,0.0,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
217,0,0.0,0.0,0.0,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
218,571,690.989990234,-3819.60009766,249.059997559,"Transport, Howling Fjord (Gondola, Top)",,,,,,,,,,,,,,,,0xFF01FE,0,0,
219,571,607.960021973,-2906.16992188,38.5400009155,"Transport, Howling Fjord (Gondola, Bottom)",,,,,,,,,,,,,,,,0xFF01FE,0,0,
220,530,3051.76000977,3690.40991211,142.630004883,"",,,,,,,,,,,,,,,,0xFF01FC,5403,0,
221,571,3465.65991211,5901.75976563,144.169998169,"Amber Ledge, Borean (To Beryl)",,,,,,,,,,,,,,,,0xFF01FE,26088,0,
222,571,3213.73999023,6084.72021484,138.0,"Beryl Point, Borean",,,,,,,,,,,,,,,,0xFF01FE,25695,0,
223,0,0.0,0.0,0.0,"Quest - Naglevar",,,,,,,,,,,,,,,,0xFF01FE,0,0,
224,0,0.0,0.0,0.0,"Borean Tundra, Naglevar",,,,,,,,,,,,,,,,0xFF01FE,0,0,
225,571,3574.06005859,5971.04003906,136.11000061,"Amber Ledge, Borean (to Coldarra)",,,,,,,,,,,,,,,,0xFF01FE,25695,0,
226,571,3575.43994141,6661.64013672,195.190002441,"Transitus Shield, Coldarra",,,,,,,,,,,,,,,,0xFF01FE,26899,26899,
227,451,16625.6308594,16862.9003906,46.9799995422,"Transport, PattyMacDevTest",,,,,,,,,,,,,,,,0xFF01FE,28901,25968,
228,0,0.0,0.0,0.0,"Development Land - Pat Test Start",,,,,,,,,,,,,,,,0xFF01FE,0,0,
229,0,0.0,0.0,0.0,"Development Land - Pat Test End",,,,,,,,,,,,,,,,0xFF01FE,0,0,
230,571,2690.26000977,889.809997559,4.61000013351,"Transport, Tuskarr 01",,,,,,,,,,,,,,,,0xFF01FE,0,0,
231,571,2690.33007812,897.630004883,4.61999988556,"Transport, Tuskarr 02",,,,,,,,,,,,,,,,0xFF01FE,0,0,
232,571,2774.68994141,6258.14013672,83.6800003052,"Borean Tundra - Warsong Hold Wolf Start",,,,,,,,,,,,,,,,0xFF01FE,26128,0,
233,571,3443.52001953,4103.95019531,16.0100002289,"Borean Tundra - Warsong Hold Wolf End",,,,,,,,,,,,,,,,0xFF01FE,0,0,
234,571,4130.62011719,7372.31005859,534.109985352,"Coldarra Ledge, Coldarra",,,,,,,,,,,,,,,,0xFF01FE,26263,0,
235,571,3575.56005859,6651.83984375,195.210006714,"Transitus Shield, Coldarra (NOT USED)",,,,,,,,,,,,,,,,0xFF01FE,25695,0,
236,571,4026.94995117,7085.54003906,165.539993286,"Coldarra, Keristrasza to Malygos",,,,,,,,,,,,,,,,0xFF01FE,26263,0,
237,571,3929.39990234,6590.74023437,170.339996338,"Coldarra, Keristrasza Landing",,,,,,,,,,,,,,,,0xFF01FE,0,0,
238,0,0.0,0.0,0.0,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
239,571,3109.0,3819.54003906,23.2399997711,"Borean Tundra - Quest - Dusk Start",,,,,,,,,,,,,,,,0xFF01FE,26404,0,
240,571,3614.30004883,3670.12011719,35.7799987793,"Borean Tundra - Quest - Dusk - End",,,,,,,,,,,,,,,,0xFF01FE,11195,0,
241,0,0.0,0.0,0.0,"Transport, Valiance Keep",,,,,,,,,,,,,,,,0xFF01FE,0,0,
242,571,2739.72998047,882.369995117,6.63999986649,"Quest - Dragonblight - Spiritual Vision - Begin",,,,,,,,,,,,,,,,0xFF01FE,21396,0,
243,571,2738.4699707,882.460021973,6.5,"Quest - Dragonblight - Spiritual Vision - End",,,,,,,,,,,,,,,,0xFF01FE,0,0,
244,571,3712.42993164,-694.859985352,215.570007324,"Wintergarde Keep, Dragonblight",,,,,,,,,,,,,,,,0xFF01FE,0,541,
245,571,2269.54003906,5173.68994141,11.1000003815,"Valiance Keep, Borean Tundra",,,,,,,,,,,,,,,,0xFF01FE,0,541,
246,571,4127.22998047,5313.06982422,28.6700000763,"Fizzcrank Airstrip, Borean Tundra",,,,,,,,,,,,,,,,0xFF01FE,0,28360,
247,571,3504.12988281,1992.0300293,64.9599990845,"Stars' Rest, Dragonblight",,,,,,,,,,,,,,,,0xFF01FE,0,3837,
248,571,2108.11010742,-2970.62011719,148.580001831,"Apothecary Camp, Howling Fjord",,,,,,,,,,,,,,,,0xFF01FE,3574,0,
249,571,3876.34008789,-4520.08007813,217.320007324,"Camp Oneqwah, Grizzly Hills",,,,,,,,,,,,,,,,0xFF01FE,2224,0,
250,571,3258.89990234,-2263.09008789,114.370002747,"Conquest Hold, Grizzly Hills",,,,,,,,,,,,,,,,0xFF01FE,2224,0,
251,571,4612.20996094,1406.59997559,195.059997559,"Fordragon Hold, Dragonblight",,,,,,,,,,,,,,,,0xFF01FE,0,541,
252,571,3653.20996094,247.580001831,52.2599983215,"Wyrmrest Temple, Dragonblight",,,,,,,,,,,,,,,,0xFF01FE,26899,26899,
253,571,3446.35009766,-2754.10009766,199.399993896,"Amberpine Lodge, Grizzly Hills",,,,,,,,,,,,,,,,0xFF01FE,0,541,
254,571,3242.95996094,-666.159973145,166.789993286,"Venomspite, Dragonblight",,,,,,,,,,,,,,,,0xFF01FE,3574,0,
255,571,4584.97998047,-4254.68994141,182.210006714,"Westfall Brigade, Grizzly Hills",,,,,,,,,,,,,,,,0xFF01FE,0,541,
256,571,3865.87011719,1525.63000488,90.0400009155,"Agmar's Hammer, Dragonblight",,,,,,,,,,,,,,,,0xFF01FE,2224,0,
257,571,2920.29003906,6242.85009766,208.800003052,"Warsong Hold, Borean Tundra",,,,,,,,,,,,,,,,0xFF01FE,2224,0,
258,571,3449.51000977,4089.52001953,16.6399993896,"Taunka'le Village, Borean Tundra",,,,,,,,,,,,,,,,0xFF01FE,2224,0,
259,571,4474.79003906,5712.12988281,81.2799987793,"Bor'gorok Outpost, Borean Tundra",,,,,,,,,,,,,,,,0xFF01FE,2224,0,
260,571,4946.66992188,1165.93994141,239.570007324,"Kor'koron Vanguard, Dragonblight",,,,,,,,,,,,,,,,0xFF01FE,2224,0,
261,571,3711.31005859,-698.179992676,215.570007324,"Quest - Stars' Rest to Wintergarde End",,,,,,,,,,,,,,,,0xFF01FE,0,27127,
262,571,4267.39013672,-3050.92993164,318.160003662,"Grizzly Hills, Alliance Log Ride Start 01",,,,,,,,,,,,,,,,0xFF01FE,29878,0,
263,571,2663.66992188,-2181.44995117,3.43000006676,"Grizzly Hills, Alliance Log Ride End 01",,,,,,,,,,,,,,,,0xFF01FE,0,0,
264,0,0.0,0.0,0.0,"Transport, Auberdine (NEW)",,,,,,,,,,,,,,,,0xFF01FE,0,0,
265,0,0.0,0.0,0.0,"Transport, Theramore (NEW)",,,,,,,,,,,,,,,,0xFF01FE,0,0,
266,0,0.0,0.0,0.0,"Transport, Menethil (NEW)",,,,,,,,,,,,,,,,0xFF01FE,0,0,
267,571,4272.08984375,-3248.26000977,324.929992676,"Grizzly Hills, Alliance Log Ride Start",,,,,,,,,,,,,,,,0xFF01FE,29878,0,
268,571,2664.2199707,-2344.62988281,21.7000007629,"Grizzly Hills, Alliance Log Ride End",,,,,,,,,,,,,,,,0xFF01FE,0,0,
269,571,1341.67004395,-3288.73999023,174.449996948,"Quest - Westguard Keep to Wintergarde Keep Begin",,,,,,,,,,,,,,,,0xFF01FE,0,27491,
270,571,3712.22998047,-693.849975586,215.419998169,"Quest - Westguard Keep to Wintergarde Keep End",,,,,,,,,,,,,,,,0xFF01FE,0,27491,
271,571,4311.25,-2956.61010742,317.309997559,"Grizzly Hills, Horde Log Ride Start",,,,,,,,,,,,,,,,0xFF01FE,29879,0,
272,571,2883.75,-1673.70996094,6.48000001907,"Grizzly Hills, Horde Log Ride End",,,,,,,,,,,,,,,,0xFF01FE,0,0,
273,571,3547.2199707,381.489990234,52.2599983215,"Wyrmrest Temple - bottom to top, Dragonblight - Begin",,,,,,,,,,,,,,,,0xFF01FE,26899,26899,
274,571,3590.37988281,277.540008545,340.850006104,"Wyrmrest Temple - bottom to top, Dragonblight - End",,,,,,,,,,,,,,,,0xFF01FE,0,0,
275,571,3587.64990234,279.209991455,340.829986572,"Wyrmrest Temple - top to bottom, Dragonblight - Begin",,,,,,,,,,,,,,,,0xFF01FE,26899,26899,
276,571,3511.47998047,373.929992676,52.2599983215,"Wyrmrest Temple - top to bottom, Dragonblight - End",,,,,,,,,,,,,,,,0xFF01FE,0,0,
277,571,3587.55004883,279.140014648,340.829986572,"Wyrmrest Temple - top to middle, Dragonblight - Begin",,,,,,,,,,,,,,,,0xFF01FE,26899,26899,
278,571,3543.23999023,307.040008545,116.730003357,"Wyrmrest Temple - top to middle, Dragonblight - End",,,,,,,,,,,,,,,,0xFF01FE,0,0,
279,571,3587.04003906,277.140014648,340.820007324,"Wyrmrest Temple - middle to top, Dragonblight - End",,,,,,,,,,,,,,,,0xFF01FE,0,0,
280,571,3545.62011719,273.600006104,116.839996338,"Wyrmrest Temple - middle to top, Dragonblight - Begin",,,,,,,,,,,,,,,,0xFF01FE,26899,26899,
281,571,3512.2199707,373.570007324,52.2599983215,"Wyrmrest Temple - middle to bottom, Dragonblight - End",,,,,,,,,,,,,,,,0xFF01FE,0,0,
282,571,3545.61010742,273.600006104,116.839996338,"Wyrmrest Temple - middle to bottom, Dragonblight - Begin",,,,,,,,,,,,,,,,0xFF01FE,26899,26899,
283,571,3543.37011719,307.059997559,116.730003357,"Wyrmrest Temple - bottom to middle, Dragonblight - End",,,,,,,,,,,,,,,,0xFF01FE,0,0,
284,571,3548.14990234,381.010009766,52.2599983215,"Wyrmrest Temple - bottom to middle, Dragonblight - Begin",,,,,,,,,,,,,,,,0xFF01FE,26899,26899,
285,0,0.0,0.0,0.0,"Quest - Wintergarde -> Stars' Rest (Start)",,,,,,,,,,,,,,,,0xFF01FE,0,27764,
286,571,3503.76000977,1990.10998535,65.1200027466,"Quest - Wintergarde -> Stars' Rest (End)",,,,,,,,,,,,,,,,0xFF01FE,0,0,
287,0,0.0,0.0,0.0,"Quest - Valgarde -> Westguard Keep Start",,,,,,,,,,,,,,,,0xFF01FE,0,27491,
288,571,1341.22998047,-3288.90991211,174.460006714,"Quest - Valgarde -> Westguard Keep End",,,,,,,,,,,,,,,,0xFF01FE,0,0,
289,571,3587.84008789,5973.29980469,136.220001221,"Amber Ledge, Borean Tundra",,,,,,,,,,,,,,,,0xFF01FE,26899,26899,
290,571,5450.29980469,-2606.27001953,306.910003662,"Argent Stand, Zul'Drak",,,,,,,,,,,,,,,,0xFF01FE,28172,0,
291,571,5028.68994141,-3020.37988281,292.420013428,"Ruined City Post 01, Zul'Drak",,,,,,,,,,,,,,,,0xFF01FE,0,0,
292,0,-8338.36035156,1107.01000977,57.2599983215,"Flavor - Stormwind Harbor  - Start",,,,,,,,,,,,,,,,0xFF01FE,541,0,
293,0,-8341.08984375,1101.84997559,57.2599983215,"Flavor - Stormwind Harbor - Stop",,,,,,,,,,,,,,,,0xFF01FE,0,0,
294,571,2792.44995117,908.960021973,22.3299999237,"Moa'ki, Dragonblight",,,,,,,,,,,,,,,,0xFF01FE,2224,541,
295,571,785.270019531,-2887.70996094,5.88999986649,"Kamagua, Howling Fjord",,,,,,,,,,,,,,,,0xFF01FE,2224,541,
296,571,2919.18994141,4046.09008789,1.85000002384,"Unu'pe, Borean Tundra",,,,,,,,,,,,,,,,0xFF01FE,2224,541,
297,571,5557.56982422,5802.04980469,-66.0899963379,"Sholazar Basin - Quest - Reconnaisance - Start",,,,,,,,,,,,,,,,0xFF01FE,0,0,
298,571,5505.35009766,4747.79003906,-194.429992676,"Sholazar Basin - Quest - Reconnaisance - End",,,,,,,,,,,,,,,,0xFF01FE,0,0,
299,0,0.0,0.0,0.0,"Transport: Menethil <-> Valgarde",,,,,,,,,,,,,,,,0xFF01FE,0,0,
300,0,0.0,0.0,0.0,"Transport, Stormwind",,,,,,,,,,,,,,,,0xFF01FE,0,0,
301,571,4125.50976563,5310.99023438,28.6800003052,"Quest - Borean Tundra - Check In With Bixie - Begin",,,,,,,,,,,,,,,,0xFF01FE,0,28360,
302,571,4171.83007813,4335.62988281,36.2299995422,"Quest - Borean Tundra - Check In With Bixie - End",,,,,,,,,,,,,,,,0xFF01FE,0,0,
303,571,5100.81005859,2185.64990234,365.619995117,"Valiance Landing Camp, Wintergrasp",,,,,,,,,,,,,,,,0xFF01FE,0,541,
304,571,5521.62988281,-2672.25,303.950012207,"The Argent Stand, Zul'Drak",,,,,,,,,,,,,,,,0xFF01FE,2224,541,
305,571,5218.89990234,-1302.2199707,242.160003662,"Ebon Watch, Zul'Drak",,,,,,,,,,,,,,,,0xFF01FE,32981,32981,
306,571,5190.10986328,-2206.45996094,239.399993896,"Light's Breach, Zul'Drak",,,,,,,,,,,,,,,,0xFF01FE,2224,541,
307,571,5777.39990234,-3594.93994141,386.690002441,"Zim'Torga, Zul'Drak",,,,,,,,,,,,,,,,0xFF01FE,2224,541,
308,571,5506.22998047,4748.10009766,-194.429992676,"River's Heart, Sholazar Basin",,,,,,,,,,,,,,,,0xFF01FE,28625,28625,
309,571,5596.10009766,5824.37011719,-67.7300033569,"Nesingwary Base Camp, Sholazar Basin",,,,,,,,,,,,,,,,0xFF01FE,28625,28625,
310,571,5813.89013672,449.130004883,658.75,"Dalaran",,,,,,,,,,,,,,,,0xFF01FE,2224,541,
311,571,3877.90991211,-4519.58984375,217.289993286,"Camp Onequah, Grizzly Hills (Quest)",,,,,,,,,,,,,,,,0xFF01FE,2224,0,
312,571,5189.66992188,-2206.85009766,239.399993896,"Light's Breach, Zul'Drak (Quest)",,,,,,,,,,,,,,,,0xFF01FE,0,0,
313,571,4584.00976563,-4250.37988281,182.169998169,"Westfall Brigade, Grizzly Hills (Quest)",,,,,,,,,,,,,,,,0xFF01FE,0,541,
314,571,5779.12988281,-3596.41992188,386.850006104,"Zim'Torga, Zul'Drak (Quest)",,,,,,,,,,,,,,,,0xFF01FE,3574,0,
315,0,2352.37011719,-5666.91015625,382.239990234,"Acherus: The Ebon Hold",,,,,,,,,,,,,,,,0xFF01FE,32981,0,
316,0,0.0,0.0,0.0,"Ebon Hold - Acherus -> Death's Breach Start",,,,,,,,,,,,,,,,0xFF01FE,29488,29488,
317,609,2431.0,-5730.20996094,157.940002441,"Ebon Hold - Acherus -> Death's Breach End",,,,,,,,,,,,,,,,0xFF01FE,0,0,
318,0,0.0,0.0,0.0,"Ebon Hold - Death's Breach -> Acherus Start",,,,,,,,,,,,,,,,0xFF01FE,29501,29501,
319,609,2356.51000977,-5664.18017578,382.25,"Ebon Hold - Death's Breach -> Acherus End",,,,,,,,,,,,,,,,0xFF01FE,0,0,
320,571,6186.75,-1052.91003418,410.200012207,"K3, The Storm Peaks",,,,,,,,,,,,,,,,0xFF01FE,2224,541,
321,571,6667.04003906,-258.700012207,961.900024414,"Frosthold, The Storm Peaks",,,,,,,,,,,,,,,,0xFF01FE,0,541,
322,571,7308.04003906,-2607.60009766,814.799987793,"Dun Nifflelem, The Storm Peaks",,,,,,,,,,,,,,,,0xFF01FE,32585,32585,
323,571,7857.29980469,-735.020019531,1177.15002441,"Grom'arsh Crash-Site, The Storm Peaks",,,,,,,,,,,,,,,,0xFF01FE,2224,0,
324,571,7793.85009766,-2810.09008789,1217.0300293,"Camp Tunka'lo, The Storm Peaks",,,,,,,,,,,,,,,,0xFF01FE,2224,0,
325,571,7427.31982422,4224.16015625,314.109985352,"Death's Rise, Icecrown",,,,,,,,,,,,,,,,0xFF01FE,32981,32981,
326,571,8864.74023438,-1324.32995605,1032.81994629,"Ulduar, The Storm Peaks",,,,,,,,,,,,,,,,0xFF01FE,2224,541,
327,571,8472.45996094,-335.950012207,906.479980469,"Bouldercrag's Refuge, The Storm Peaks",,,,,,,,,,,,,,,,0xFF01FE,2224,541,
328,571,7501.64990234,1140.2800293,682.229980469,"Transport, Icecrown Airship (A)",,,,,,,,,,,,,,,,0xFF01FE,0,0,
329,571,7561.81005859,1724.58996582,683.559997559,"Transport, Icecrown Airship (H)",,,,,,,,,,,,,,,,0xFF01FE,0,0,
330,571,7489.64013672,1477.7199707,328.640014648,"Transport, Icecrown (Target)",,,,,,,,,,,,,,,,0xFF01FE,0,0,
331,571,6897.64990234,-4118.22998047,467.350006104,"Gundrak, Zul'Drak",,,,,,,,,,,,,,,,0xFF01FE,2224,541,
332,571,5024.99023438,3685.55004883,362.940002441,"Warsong Camp, Wintergrasp",,,,,,,,,,,,,,,,0xFF01FE,2224,0,
333,571,8408.08984375,2702.65991211,655.109985352,"The Shadow Vault, Icecrown",,,,,,,,,,,,,,,,0xFF01FE,32981,0,
334,571,6164.49023437,-61.3100013733,388.179992676,"The Argent Vanguard, Icecrown",,,,,,,,,,,,,,,,0xFF01FE,2224,541,
335,571,6402.06005859,467.859985352,511.290008545,"Crusaders' Pinnacle, Icecrown",,,,,,,,,,,,,,,,0xFF01FE,32586,32586,
336,571,5035.64990234,-519.960021973,225.410003662,"Windrunner's Overlook, Crystalsong Forest",,,,,,,,,,,,,,,,0xFF01FE,0,31315,
337,571,5590.49023438,-693.229980469,206.630004883,"Sunreaver's Command, Crystalsong Forest",,,,,,,,,,,,,,,,0xFF01FE,34709,0,
340,571,8475.79003906,891.200012207,547.289978027,"Argent Tournament Grounds, Icecrown",,,,,,,,,,,,,,,,0xFF01FE,34709,31315,
341,603,-749.200012207,-99.9899978638,429.679992676,"Ulduar Raid - Interior - Insertion Point",,,,,,,,,,,,,,,,0xFF01FE,25968,25968,
342,603,119.959999084,-71.6200027466,409.799987793,"Ulduar Raid - Iron Concourse",,,,,,,,,,,,,,,,0xFF01FE,25968,25968,
348,0,0.0,0.0,0.0,"Transport: Thunder Bluff <-> Org (Zep)",,,,,,,,,,,,,,,,0xFF01FE,0,0,
352,0,0.0,0.0,0.0,"Isle of Conquest - Gunships",,,,,,,,,,,,,,,,0xFF01FE,0,0,
353,0,0.0,0.0,0.0,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
357,0,0.0,0.0,0.0,"",,,,,,,,,,,,,,,,0xFF01FC,0,0,
358,571,8498.3203125,1066.31994629,552.190002441,"Quest - Icecrown - North Sea Kraken Bombing - Start",,,,,,,,,,,,,,,,0xFF01FE,35146,35146,
359,571,8501.53027344,1064.02001953,552.190002441,"Quest - Icecrown - North Sea Kraken Bombing - End",,,,,,,,,,,,,,,,0xFF01FE,33857,33857,
375,0,0.0,0.0,0.0,"REUSEME",,,,,,,,,,,,,,,,0xFF01FE,0,0,
376,0,0.0,0.0,0.0,"AAAIcecrown Raid - Airship Battle Taxi Paths",,,,,,,,,,,,,,,,0xFF01FE,0,0,
377,0,0.0,0.0,0.0,"Icecrown Dungeon - Gunships",,,,,,,,,,,,,,,,0xFF01FE,0,0,
379,631,-200.589996338,1437.5300293,-452.269989014,"AAAAIcecrown Raid - Saurfang's Ship (End)",,,,,,,,,,,,,,,,0xFF01FE,0,0,
380,0,0.0,0.0,0.0,"AAAAIcecrown Raid - Saurfang's Ship (Start)",,,,,,,,,,,,,,,,0xFF01FE,0,0,
381,0,0.0,0.0,0.0,"AAAAQuest [Transport] Icecrown Raid - Saurfang Ship (START)",,,,,,,,,,,,,,,,0xFF01FE,0,0,
382,0,0.0,0.0,0.0,"Quest [Transport] Icecrown Raid - Saurfang Ship (END)",,,,,,,,,,,,,,,,0xFF01FE,0,0,
383,0,1942.54003906,-2559.17993164,61.1100006104,"Thondoril River, Western Plaguelands",,,,,,,,,,,,,,,,0xFF01FE,2224,541,
384,0,1726.85998535,-740.760009766,59.0299987793,"The Bulwark, Tirisfal",,,,,,,,,,,,,,,,0xFF01FE,3574,0,
392,0,-5448.5,-665.08001709,392.950012207,"CC Prologue - GT - Quest - Vent Horizon - Start",,,,,,,,,,,,,,,,0xFF01FE,28625,28625,
393,0,-5447.85009766,-665.590026855,393.160003662,"CC Prologue - GT - Quest - Vent Horizon - End",,,,,,,,,,,,,,,,0xFF01FE,35146,35146,
394,0,-5451.47998047,-667.729980469,393.010009766,"CC Prologue - GT - Battle Flight - Start",,,,,,,,,,,,,,,,0xFF01FE,28625,28625,
395,0,-5434.70996094,523.090026855,388.299987793,"CC Prologue - GT - Battle Flight - End",,,,,,,,,,,,,,,,0xFF01FE,0,0,
404,1,-839.640014648,-4985.35009766,14.6499996185,"Durotar - ET - CC Prologue Spy Frog Start",,,,,,,,,,,,,,,,0xFF01FE,40203,0,
405,1,-838.010009766,-4986.27978516,14.75,"Durotar - ET - CC Prologue Spy Frog End",,,,,,,,,,,,,,,,0xFF01FE,40203,0,
438,1,-838.849975586,-4985.99023438,14.7100000381,"Durotar - ET - CC Prologue Troll Taxi Bat Start",,,,,,,,,,,,,,,,0xFF01FE,3574,0,
439,1,284.380004883,-4762.35986328,12.5600004196,"Durotar - ET - CC Prologue Troll Recruit End",,,,,,,,,,,,,,,,0xFF01FE,3574,0,
440,1,-848.200012207,-5339.45996094,3.06999993324,"Durotar - ET - CC Prologue - Troll Battle End",,,,,,,,,,,,,,,,0xFF01FE,0,0,
