long,str,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
1577,"K3 Landing",,,,,,,,,,,,,,,,0xFF01FE,
1578,"Thane Illskar be present and that he and his champions not be engaged in battle",,,,,,,,,,,,,,,,0xFF01FE,
1579,"Pile of Crusader Skulls",,,,,,,,,,,,,,,,0xFF01FE,
1580,"Malykriss Furnace",,,,,,,,,,,,,,,,0xFF01FE,
1581,"Ahn'kahet Brazier",,,,,,,,,,,,,,,,0xFF01FE,
1582,"Sanctum of Reanimation Slab",,,,,,,,,,,,,,,,0xFF01FE,
1583,"Dalaran Fountain",,,,,,,,,,,,,,,,0xFF01FE,
1584,"Ymirheim Peak Skulls",,,,,,,,,,,,,,,,0xFF01FE,
1585,"Mord'rethar Plague Cauldron",,,,,,,,,,,,,,,,0xFF01FE,
1586,"Grimkor's Orb",,,,,,,,,,,,,,,,0xFF01FE,
1587,"Cultists' Cauldron",,,,,,,,,,,,,,,,0xFF01FE,
1588,"Alumeth's Soulstone",,,,,,,,,,,,,,,,0xFF01FE,
1589,"you to be near a Lexicon of Power",,,,,,,,,,,,,,,,0xFF01FE,
1590,"Smoldering Scrap",,,,,,,,,,,,,,,,0xFF01FE,
1591,"Altar of the Ebon Depths",,,,,,,,,,,,,,,,0xFF01FE,
1592,"Corpse of the Fallen Worg",,,,,,,,,,,,,,,,0xFF01FE,
1596,"Unlit Signal Fire",,,,,,,,,,,,,,,,0xFF01FE,
1597,"Drak'Mar Offering Ring",,,,,,,,,,,,,,,,0xFF01FE,
1599,"Tournament Stables",,,,,,,,,,,,,,,,0xFF01FE,
1601,"Black Knight's Gryphon",,,,,,,,,,,,,,,,0xFF01FE,
1602,"Stone Block",,,,,,,,,,,,,,,,0xFF01FE,
1613,"Ghostly Cooking Fire",,,,,,,,,,,,,,,,0xFF01FE,
1618,"Mysterious Snow Mound",,,,,,,,,,,,,,,,0xFF01FE,
1620,"Mistcaller's Cave",,,,,,,,,,,,,,,,0xFF01FE,
1621,"Tualiq Monuments",,,,,,,,,,,,,,,,0xFF01FE,
1622,"the deck of Bor's Fury",,,,,,,,,,,,,,,,0xFF01FE,
1636,"Forgemaster's Anvil",,,,,,,,,,,,,,,,0xFF01FE,
1639,"Crown Supply Camp",,,,,,,,,,,,,,,,0xFF01FE,
1641,"Sunwell",,,,,,,,,,,,,,,,0xFF01FE,
1650,"Chemical Wagon",,,,,,,,,,,,,,,,0xFF01FE,
