long,str,long,long,long,long,long,long,long,long,long,long,float,float,float,float,float,float,long,
371,"World\SkillActivated\TradeskillNodes\Bush_Steelbloom01.mdx",0,0,0,0,0,0,0,0,0,0,-2.13773798943,-2.1740000248,-1.23038899899,2.28786802292,2.25493192673,3.12746810913,0,
372,"World\Generic\Orc\Passive Doodads\RaptorEggs\WailingCavernsRaptorEggs02.mdx",0,0,0,0,0,0,0,0,0,0,-0.0102739995345,-0.354622006416,-0.0571830011904,0.487760007381,0.108081996441,0.360031992197,0,
373,"WORLD\GENERIC\ORC\PASSIVE DOODADS\BRAZIERS\MEDIUMBRAZIERNOOMNI01.MDX",0,0,0,0,0,0,0,0,0,0,-1.07349300385,-1.19070601463,-0.102061003447,1.0667270422,1.16930794716,3.49821209908,0,
374,"WORLD\GENERIC\ORC\PASSIVE DOODADS\BRAZIERS\TALLBRAZIERNOOMNI01.MDX",0,0,0,0,0,0,0,0,0,0,-1.44560801983,-1.46012794971,-0.272850006819,1.44609701633,1.43143999577,3.16073298454,0,
375,"WORLD\GENERIC\ORC\PASSIVE DOODADS\BRAZIERS\SMALLBRAZIERNOOMNI01.MDX",0,0,0,0,0,0,0,0,0,0,-0.992551028728,-1.26034700871,-0.149115994573,1.19801902771,1.46482396126,2.45829606056,0,
377,"World\Generic\Human\Passive Doodads\PlanterBoxes\StormwindWindowPlanterEmpty.mdx",0,0,0,0,0,0,0,0,0,0,-0.0623710006475,-2.81195092201,-0.784729003906,1.95664799213,2.81195092201,0.784729003906,0,
378,"World\Goober\G_EggSpider.mdx",0,4785,0,0,0,0,4785,0,0,0,-0.988649010658,-0.613355994225,-0.110451996326,0.827556014061,0.625544011593,1.50876998901,0,
379,"World\Generic\Dwarf\Passive Doodads\Museum\Fossil01.mdx",0,0,0,0,0,0,0,0,0,0,-1.69678199291,-1.34012198448,-0.0290469992906,1.38504898548,1.34484195709,0.80154800415,0,
380,"WORLD\GENERIC\HUMAN\PASSIVE DOODADS\CHAIRS\GENERALCHAIRLOEND01.MDL",0,0,0,0,0,0,0,0,0,0,-0.998546004295,-0.553206026554,-0.00698899989948,0.178929999471,0.553206026554,1.32781898975,0,
381,"World\Generic\PassiveDoodads\Fruits\FruitBowl_Mixed.mdx",0,0,0,0,0,0,0,0,0,0,-0.759947001934,-0.799791991711,0.0,0.764963984489,0.803642988205,0.872942984104,0,
382,"World\Kalimdor\Kalidar\PassiveDoodads\KalidarRoots\KalidarRoots04.mdx",0,0,0,0,0,0,0,0,0,0,-1.19844698906,-1.1161570549,-0.2430460006,1.85542297363,1.57561600208,3.87074899673,0,
383,"WORLD\GENERIC\HUMAN\PASSIVE DOODADS\BENCHES\STORMWINDBENCH01.MDL",0,0,0,0,0,0,0,0,0,0,-0.99875998497,-1.50427496433,-0.0583540014923,0.0664879977703,1.50427496433,0.499718010426,0,
384,"World\SkillActivated\TradeskillNodes\Incendicite_Miningnode_01.mdx",0,0,0,0,0,0,0,0,0,0,-2.24568104744,-2.50408101082,-2.95032000542,1.0192990303,2.05854701996,3.6097099781,0,
385,"World\SkillActivated\TradeskillNodes\Bush_Mushroom02.mdx",0,0,0,0,0,0,0,0,0,0,-1.63640499115,-1.44509899616,-0.577678978443,1.39709305763,1.47195494175,1.77570295334,0,
386,"World\Generic\NightElf\Passive Doodads\SignPosts\NightElfSignPostPointer01.mdx",0,0,0,0,0,0,0,0,0,0,-0.199042007327,0.385042995214,3.06621909142,0.199043005705,2.11583399773,3.62242603302,0,
387,"World\Generic\Human\Passive Doodads\Books\BookMedium04.mdx",0,0,0,0,0,0,0,0,0,0,-0.113821998239,-0.233243003488,0.0184339992702,0.0984079986811,0.214441999793,0.622282028198,0,
388,"World\Generic\NightElf\Passive Doodads\SignPosts\NightElfSignPostPointer02.mdx",0,0,0,0,0,0,0,0,0,0,-0.199042007327,0.340104997158,3.06621909142,0.199043005705,2.07089591026,3.62242603302,0,
389,"World\SkillActivated\TradeskillNodes\Bush_Mushroom01.mdx",0,0,0,0,0,0,0,0,0,0,-1.63640594482,-1.44509899616,-0.533223986626,1.39709305763,1.47195494175,1.82015800476,0,
390,"World\SkillActivated\TradeskillNodes\Bush_Snakebloom01.mdx",0,0,0,0,0,0,0,0,0,0,-2.25243091583,-2.289675951,-0.289146989584,2.07245492935,2.19909310341,0.824075996876,0,
391,"World\Goober\G_PulsatingPlant.mdx",0,4818,0,0,0,0,0,0,0,0,-2.41665410995,-2.39996790886,-0.143223002553,2.41324901581,2.39996790886,0.736823022366,0,
392,"WORLD\DUNGEON\GOLDSHIREINN\INNBEDCANOPY\INNBEDCANOPY.MDX",0,0,0,0,0,0,0,0,0,0,-2.9600520134,-3.10372400284,0.0,2.96005296707,3.10372400284,4.29179477692,0,
393,"WORLD\GENERIC\HUMAN\PASSIVE DOODADS\STATUES\NORTHSHIREABBEYBUST01.MDL",0,0,0,0,0,0,0,0,0,0,-0.269170999527,-0.388956010342,-0.0623439997435,0.287292003632,0.388956010342,1.0704100132,0,
394,"WORLD\GENERIC\HUMAN\ACTIVEDOODADS\DOORS\DEADMINEDOOR01.MDX",0,3360,0,3362,3363,0,0,0,0,0,-1.09871900082,-4.40609502792,-0.000411999993958,0.894088983536,4.50906515121,7.43858098984,0,
395,"World\Generic\Tauren\Passive Doodads\ArcheryTargets\ArcheryTargetHuman01.mdx",0,0,0,0,0,0,0,0,0,0,-0.683686971664,-1.59257304668,-0.0274139996618,1.28490197659,1.72852098942,2.78908395767,0,
396,"World\Generic\Human\Passive Doodads\Fire\UndeadCampFire.mdx",0,0,3254,0,0,0,0,0,0,0,-0.506758987904,-0.598936975002,-0.0714759975672,0.690930008888,0.611262977123,0.660790026188,0,
397,"World\Generic\Human\Passive Doodads\Fire\UndeadFireSmall.mdx",0,0,3255,0,0,0,0,0,0,0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0,
398,"World\Generic\Human\Passive Doodads\Fire\UndeadFireLarge.mdx",0,0,3253,0,0,0,0,0,0,0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0,
399,"World\Azeroth\Duskwood\PassiveDoodads\Tombs\TombStone05.mdx",0,0,0,0,0,0,0,0,0,0,-0.219444006681,-0.508333027363,0.0,0.219444006681,0.508333027363,1.45045697689,0,
400,"WORLD\GENERIC\HUMAN\ACTIVEDOODADS\DOORS\DEADMINEDOOR02.MDX",0,3380,0,3362,0,0,0,0,0,0,-1.09871900082,-4.40609502792,-0.000411999993958,0.819866001606,4.50906515121,7.43858098984,0,
401,"WORLD\GENERIC\DWARF\ACTIVE DOODADS\DOORS\DWARVENTUNNELPORTCULLIS.MDX",0,5114,0,5114,0,0,0,0,0,0,-3.47048592567,-0.610131978989,-0.712089002132,3.47027301788,0.610139012337,8.67503166199,0,
402,"World\Generic\Murloc\Passive Doodads\Altars\MurlocAltar_01.mdx",0,0,0,0,0,0,0,0,0,0,-2.34760689735,-1.87226498127,-0.173969998956,1.77156603336,2.39222788811,3.11759495735,0,
403,"World\Goober\G_NETablet.mdx",0,0,0,0,0,0,0,0,0,0,-0.14250099659,-0.694069027901,-0.00763100013137,0.13527700305,0.695704996586,1.38125801086,0,
404,"World\Goober\G_RelicNESphere.mdx",0,0,0,0,0,0,0,0,0,0,-0.162190005183,-0.16964200139,-0.00154500000644,0.162190005183,0.169608995318,0.332715004683,0,
405,"World\Goober\G_RelicNECup.mdx",0,0,0,0,0,0,0,0,0,0,-0.169771999121,-0.197357997298,0.0,0.170138001442,0.195135995746,0.413076013327,0,
406,"World\Goober\G_RelicNEFigurine.mdx",0,0,0,0,0,0,0,0,0,0,-0.239672005177,-0.0867429971695,-0.0304519999772,0.187639996409,0.0814900025725,0.0928350016475,0,
407,"World\Goober\G_RelicNECat.mdx",0,0,0,0,0,0,0,0,0,0,-0.0887800008059,-0.330134004354,0.0024230000563,0.0876939967275,0.369937986135,0.265832990408,0,
408,"World\Generic\Orc\Passive Doodads\FirePits\SmallFirePit01.mdx",0,0,3347,0,0,0,0,0,0,0,-1.21076905727,-1.03685200214,-0.12046200037,1.07582902908,1.27130794525,1.65977299213,0,
409,"World\Generic\Orc\Passive Doodads\MeatRacks\SmokedMeatRack01.mdx",0,0,0,0,0,0,0,0,0,0,-1.61722004414,-1.79510200024,-0.0393499992788,1.65956199169,1.8894469738,3.16331195831,0,
410,"World\Generic\PassiveDoodads\ParticleEmitters\FlameCircle.mdx",0,0,0,0,0,0,3246,0,0,0,-2.72417402267,-2.80212593079,-0.377828001976,2.75035810471,2.7568590641,-0.377828001976,0,
411,"WORLD\GENERIC\HUMAN\ACTIVEDOODADS\DOORS\PORTCULLISACTIVE.MDX",0,11673,0,11674,0,0,0,0,0,0,-0.184701994061,-1.75546598434,-0.0345330014825,0.184701994061,1.75546598434,4.40085077286,0,
412,"World\Generic\Orc\Passive Doodads\RaptorEggs\WailingCavernsRaptorEggs04.mdx",0,0,0,0,0,0,0,0,0,0,-0.634437024593,-0.540766000748,-0.0546809993684,0.714576005936,0.506093978882,0.616456985474,0,
413,"WORLD\GENERIC\HUMAN\ACTIVEDOODADS\DOORS\SHADOWFANGDOOR01.MDX",0,7154,0,7154,0,0,0,0,0,0,-0.380418986082,-0.465986013412,0.00134299998172,0.380436003208,3.49337792397,5.04302501678,0,
414,"World\SkillActivated\TradeskillNodes\Bush_Snakeroot.mdx",0,0,0,0,0,0,0,0,0,0,-1.03927397728,-1.75399398804,-1.47380399704,1.26276695728,0.817722022533,1.40914905071,0,
415,"WORLD\GENERIC\HUMAN\ACTIVEDOODADS\DOORS\SHADOWFANGDOOR02.MDX",0,0,0,0,0,0,0,0,0,0,-0.680785000324,-4.13261413574,-1.4000000192e-005,0.266975998878,4.1325750351,6.74249219894,0,
416,"WORLD\GENERIC\HUMAN\ACTIVEDOODADS\SHADOWFANG\WIZARDSSPHERE.MDX",0,0,0,0,0,0,0,0,0,0,-4.13194513321,-6.63726091385,-21.3353652954,4.13194513321,4.75878000259,9.99999997475e-007,0,
417,"World\Goober\G_BookTrapFire.mdx",0,0,0,0,0,0,4757,0,0,0,-0.301393985748,-0.176306992769,-0.0014459999511,0.341078996658,0.195647001266,0.195694997907,0,
418,"World\Lordaeron\Plagueland\PassiveDoodads\Haystacks\PlaguelandHayStack.mdx",0,0,0,0,0,0,0,0,0,0,-2.92051100731,-2.45439505577,-0.129169002175,2.77560997009,2.81438589096,5.72108602524,0,
419,"World\Kalimdor\Ashenvale\PassiveDoodads\Bush\AshenvalePlantStardust.mdx",0,0,0,0,0,0,0,0,0,0,-3.62933301926,-3.86574792862,-0.505833983421,3.99313688278,3.86867690086,4.57994318008,0,
420,"WORLD\GENERIC\HUMAN\PASSIVE DOODADS\DRAPERY\DRAPERY01.MDL",0,0,0,0,0,0,0,0,0,0,-0.217332005501,-2.17484998703,0.0,0.404469013214,2.6061000824,5.62769985199,0,
421,"World\Generic\PassiveDoodads\Doors\doortest01.mdx",0,0,0,0,0,0,0,0,0,0,-0.440564990044,-1.11521100998,0.0,0.439969986677,1.11521100998,3.61359000206,0,
422,"World\Generic\Human\Passive Doodads\Books\BookMedium05.mdx",0,0,0,0,0,0,0,0,0,0,-0.113821998239,-0.222140997648,0.00753400009125,0.0984079986811,0.225543007255,0.61138099432,0,
423,"World\Generic\Human\Passive Doodads\GunShop\GunShopDynamite.mdx",0,0,0,0,0,0,0,0,0,0,-0.0629839971662,-0.0603419989347,0.00222099991515,0.0600220002234,0.0934360027313,0.752581000328,0,
424,"World\Kalimdor\Mulgore\PassiveDoodads\Pinecone\PineCone.mdx",0,0,0,0,0,0,0,0,0,0,-0.214827001095,-0.152235001326,-0.00243099988438,0.246154993773,0.152235001326,0.261249005795,0,
425,"World\Kalimdor\Kalidar\PassiveDoodads\FelPineCone\FelPineCone.mdx",0,0,0,0,0,0,0,0,0,0,-0.217430993915,-0.152235001326,-0.0021279999055,0.243551000953,0.152235001326,0.261550992727,0,
426,"World\Kalimdor\Blackfathom\PassiveDoodads\Lights\BFD_WispSmall.mdx",0,0,0,0,0,0,0,0,0,0,-3.84586310387,-3.94588088989,-3.13655591011,3.84730601311,4.09733581543,3.74392700195,0,
427,"World\Kalimdor\Blackfathom\PassiveDoodads\Lights\BFD_WispMed.mdx",0,0,0,0,0,0,0,0,0,0,-4.40341377258,-4.19960308075,-3.29038906097,4.32344102859,4.01351499557,2.48954391479,0,
428,"World\Kalimdor\Blackfathom\PassiveDoodads\Lights\BFD_WispLarge.mdx",0,0,0,0,0,0,0,0,0,0,-6.48387098312,-6.27569723129,-3.77030992508,5.61452293396,6.05534219742,3.30494999886,0,
429,"World\Generic\Murloc\Passive Doodads\Pearl\GreatPearl_01.mdx",0,0,0,0,0,0,0,0,0,0,-0.61759698391,-0.548088014126,-0.605621993542,0.551482021809,0.563772022724,0.62361997366,0,
430,"World\Goober\G_BookTrapLightGood.mdx",0,0,0,0,0,0,4774,0,0,0,-0.301393985748,-0.243222996593,-0.0331390015781,0.341078996658,0.201199993491,0.206156000495,0,
431,"World\Generic\PassiveDoodads\ParticleEmitters\Steam02.mdx",0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0,
432,"World\ArtTest\Boxtest\xyz.mdx",0,0,0,0,0,0,0,0,0,0,-1.4785900116,-0.128970995545,0.0,0.118711002171,1.44687199593,1.60333096981,0,
433,"World\Generic\PassiveDoodads\Fruits\Fruit_Apple.mdx",0,0,0,0,0,0,0,0,0,0,-0.175724998116,-0.201708003879,0.00113099999726,0.176755994558,0.247038006783,0.480551987886,0,
434,"World\Generic\PassiveDoodads\Fruits\Fruit_Melon.mdx",0,0,0,0,0,0,0,0,0,0,-0.361286997795,-0.504441022873,-0.0132229998708,0.331503987312,0.506323993206,0.647487998009,0,
435,"World\Generic\PassiveDoodads\Fruits\Fruit_Orange.mdx",0,0,0,0,0,0,0,0,0,0,-0.208275005221,-0.240507006645,-0.0154410004616,0.217969998717,0.242647007108,0.38453400135,0,
436,"World\Generic\Human\Passive Doodads\DeadMinePowderKeg\DeadMinePowderKeg.mdx",0,0,0,0,0,0,0,0,0,0,-0.242315992713,-0.25071901083,-0.00839599967003,0.240830004215,0.307166993618,0.594047009945,0,
437,"World\Generic\PassiveDoodads\ParticleEmitters\Steam04.mdx",0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0,
438,"World\Generic\NightElf\Passive Doodads\Lanterns\NightelfLantern01.mdx",0,0,0,0,0,0,0,0,0,0,-0.637073993683,-0.694799005985,-0.140412002802,0.736027002335,0.694799005985,1.91569197178,0,
439,"World\Generic\NightElf\Passive Doodads\Fountains\ElvenFountain.mdx",0,0,0,0,0,0,3245,0,0,0,-0.907149016857,-0.889613986015,-0.0569100007415,0.86318898201,0.899785995483,2.07942008972,0,
440,"World\KhazModan\Uldaman\PassiveDoodads\Scrolls\UldamanScroll01.mdx",0,0,0,0,0,0,0,0,0,0,-0.82000797987,-0.269645005465,-0.315362006426,1.04551100731,0.311868995428,0.49711099267,0,
441,"WORLD\GENERIC\HUMAN\ACTIVEDOODADS\DOORS\MONESTARYSECRETDOOR.MDX",0,0,0,0,0,0,0,0,0,0,-0.57849997282,-1.51275396347,-0.00320399994962,0.582319021225,1.50870299339,5.36126279831,0,
442,"WORLD\GOOBER\G_TORCHLEVER.MDX",0,4819,0,4816,0,0,0,0,0,0,-0.34492200613,-0.463652998209,-0.0358610004187,0.154745995998,0.472027987242,1.63456904888,0,
443,"WORLD\GENERIC\HUMAN\ACTIVEDOODADS\DOORS\MONESTARYBOSSDOOR.MDX",0,3360,0,0,0,0,0,0,0,0,-0.46459800005,-5.04014778137,0.0,0.464596986771,5.04014778137,10.7391767502,0,
444,"WORLD\GENERIC\HUMAN\ACTIVEDOODADS\DOORS\MONESTARYHALLDOOR.MDX",0,6487,0,0,0,0,0,0,0,0,-0.0674069970846,-3.07528710365,-0.000316999998176,0.569691002369,3.07528710365,4.12822198868,0,
445,"World\Goober\G_ScryingBowl.mdx",3432,0,0,0,0,0,0,0,0,0,-0.211987003684,-0.212925001979,0.00072100001853,0.213376000524,0.212439000607,0.119569003582,0,
446,"World\Goober\G_FoggerPoison.mdx",0,0,0,0,0,0,3381,0,0,0,-0.239726006985,-0.273723989725,-0.0174669995904,0.246409997344,0.280169993639,0.516950011253,0,
447,"World\Generic\Human\Passive Doodads\Books\BookSmall02.mdx",0,0,0,0,0,0,0,0,0,0,-0.0631640031934,-0.171862006187,0.00121100002434,0.0547679997981,0.166127994657,0.420749992132,0,
448,"World\Azeroth\Elwynn\PassiveDoodads\BattleGladeSkullHuman1\BattleGladeSkullHuman1.mdx",0,0,0,0,0,0,0,0,0,0,-0.138607993722,-0.10404600203,-0.00363099994138,0.144730001688,0.0611709989607,0.205467000604,0,
449,"World\Generic\Gnome\Passive Doodads\Tools\GnomeTool04.mdx",0,0,0,0,0,0,0,0,0,0,-0.34169998765,-0.425990998745,-8.70000003488e-005,0.335011005402,0.425471991301,0.303102999926,0,
450,"World\Generic\Gnome\Passive Doodads\Parts\GnomeSteelPlate03.mdx",0,0,0,0,0,0,0,0,0,0,-1.37935996056,-1.31324803829,-0.293738991022,1.37935996056,1.31324899197,0.293738991022,0,
451,"World\Generic\Gnome\Passive Doodads\Gears&Levers\GnomeBigGear.mdx",0,0,0,0,0,0,0,0,0,0,-0.231369003654,-1.79926097393,-1.75361800194,0.23215700686,1.75696396828,1.76801598072,0,
452,"World\Generic\Gnome\Passive Doodads\Parts\GnomeScrew05.mdx",0,0,0,0,0,0,0,0,0,0,-0.662009000778,-0.670252025127,-0.266584008932,0.663051009178,0.670830011368,0.266584992409,0,
453,"World\Generic\Gnome\Passive Doodads\Parts\GnomeScrew06.mdx",0,0,0,0,0,0,0,0,0,0,-0.797212004662,-0.786593019962,-1.27184903622,0.797212004662,0.786593019962,1.27184903622,0,
454,"World\Generic\Gnome\Passive Doodads\Parts\GnomeSteelPlate01.mdx",0,0,0,0,0,0,0,0,0,0,-0.911891996861,-1.79886496067,-0.433025985956,0.911891996861,1.79886603355,0.433025985956,0,
455,"WORLD\GENERIC\UNDEAD\PASSIVE DOODADS\UNDERCITYELEVATORS\UNDEADELEVATOR.MDX",0,0,0,0,0,0,0,0,0,0,-7.76717996597,-7.75119400024,-1.33047401905,7.76351594925,7.75655889511,9.61484146118,0,
456,"World\Azeroth\BurningSteppes\PassiveDoodads\PentagramDirt\PentagramDirt.mdx",0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0,
457,"World\Generic\Orc\Passive Doodads\BarrelsandCrates\Orcbarrel01.mdx",0,0,0,0,0,0,0,0,0,0,-0.506183028221,-0.552128016949,-0.0130930002779,0.499018996954,0.608578026295,1.14761996269,0,
458,"World\Generic\Orc\Passive Doodads\Jugs\OrcJug01.mdx",0,0,0,0,0,0,0,0,0,0,-0.500818014145,-0.436843007803,0.0,0.497018009424,0.672891974449,1.48083198071,0,
459,"World\Generic\Orc\Passive Doodads\Jugs\OrcJug02.mdx",0,0,0,0,0,0,0,0,0,0,-0.640909016132,-0.641259014606,0.0144859999418,0.643158972263,0.642809987068,1.49206900597,0,
460,"WORLD\GENERIC\NIGHTELF\ACTIVEDOODADS\DOORS\BFD_BRASSDOORS.MDX",0,6455,0,0,0,0,0,0,0,0,-0.421862006187,-4.36573696136,-0.00911699980497,1.41429805756,5.08743715286,10.9919834137,0,
461,"World\Azeroth\Duskwood\PassiveDoodads\DuskwoodHaystack\DuskwoodHayStack.mdx",0,0,0,0,0,0,0,0,0,0,-2.92051100731,-2.45439505577,-0.129169002175,2.77560997009,2.81438589096,5.72108602524,0,
462,"WORLD\GENERIC\UNDEAD\PASSIVE DOODADS\UNDERCITYELEVATORS\UNDEADELEVATORDOOR.MDX",0,0,0,0,0,0,0,0,0,0,-0.967311024666,-1.97504794598,-1.10770797729,0.975498974323,2.01603794098,9.57764625549,0,
463,"World\Generic\Human\Passive Doodads\Beds\Bunkbed01.mdx",0,0,0,0,0,0,0,0,0,0,-2.5623049736,-1.35943603516,0.0,2.70454311371,1.42087197304,3.44575405121,0,
465,"World\Goober\G_RuneGroundPurple01.mdx",3432,0,0,0,10936,0,0,0,0,0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0,
467,"World\wmo\PlayerHousing\Human\HumanLevelOneTest.wmo",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
468,"World\Generic\Tauren\Passive Doodads\Baskets\SmallBasket03.mdx",0,0,0,0,0,0,0,0,0,0,-0.560871005058,-0.613071978092,-0.0240369997919,0.510532975197,0.458332002163,0.927497029305,0,
469,"World\Generic\NightElf\Passive Doodads\Ruins\NewElfRuin03.mdx",0,0,0,0,0,0,0,0,0,0,-2.67768597603,-4.0107088089,-0.141197994351,4.45989084244,3.47296690941,18.5515995026,0,
470,"World\Generic\Human\Passive Doodads\Books\BookLargeOpen02.mdx",0,0,0,0,0,0,0,0,0,0,-0.450428009033,-0.564059019089,0.000339999998687,0.457415997982,0.576180994511,0.183938995004,0,
471,"World\wmo\Azeroth\Buildings\Stormwind\Stormwind.wmo",0,0,0,0,0,0,0,0,0,0,-850.371887207,-504.27142334,-99.803024292,207.980392456,555.66229248,276.598968506,0,
472,"World\Goober\G_BarrelExplode.mdx",0,0,0,0,4775,0,0,0,0,0,-0.732631981373,-0.721400976181,-0.0316560007632,0.642010986805,0.683139026165,0.647607028484,0,
473,"World\Generic\PassiveDoodads\Fruits\Fruit_Pear.mdx",0,0,0,0,0,0,0,0,0,0,-0.204077005386,-0.253973007202,-0.00394400022924,0.215233996511,0.218159005046,0.787048995495,0,
474,"World\Generic\Orc\Passive Doodads\Braziers\MediumBrazierPurple01.mdx",0,0,0,0,0,0,0,0,0,0,-1.07349300385,-1.33850598335,-0.102061003447,1.0667270422,1.26685500145,3.61212301254,0,
475,"World\Generic\Orc\Passive Doodads\Braziers\SmallBrazierPurple01.mdx",0,0,0,0,0,0,0,0,0,0,-0.992551028728,-1.37529599667,-0.395383000374,1.19801902771,1.61321902275,2.37964510918,0,
476,"World\wmo\transports\passengership\transportship_A.wmo",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
477,"World\Goober\G_DragonEggBlack.mdx",0,0,0,0,0,0,4785,0,0,0,-0.439727008343,-0.646719992161,-0.0420590005815,0.834905028343,0.704814970493,1.42190802097,0,
478,"World\Azeroth\Elwynn\PassiveDoodads\MonumentRock\MonumentRock.mdx",0,0,0,0,0,0,0,0,0,0,-7.08394193649,-5.2449760437,-0.589632987976,4.84739112854,5.38766717911,12.876203537,0,
498,"World\Lordaeron\TirisfalGlade\PassiveDoodads\Graves\TirisfallGraveDirtMound02.mdx",0,0,0,0,0,0,0,0,0,0,-1.68450498581,-0.945541024208,-0.360942006111,1.65246200562,0.93605697155,0.168347999454,0,
499,"World\Azeroth\Westfall\PassiveDoodads\Tombstones\TombStone02.mdx",0,0,0,0,0,0,0,0,0,0,-0.270114004612,-0.905425012112,-0.00201099994592,0.217717006803,0.879270970821,1.97094500065,0,
518,"World\Generic\Human\Passive Doodads\WoodenDummies\StormWindWoodenDummy01.mdx",0,0,0,0,0,0,0,0,0,0,-0.167549997568,-1.00430595875,-0.0476559996605,0.408374994993,0.777245998383,2.48101997375,0,
519,"World\Generic\Orc\Passive Doodads\Statues\HellscreamMonument_01.mdx",0,0,0,0,0,0,0,0,0,0,-2.32305502892,-2.13772106171,-0.932438015938,2.55344700813,2.73040795326,12.1994075775,0,
520,"World\Kalimdor\UnGoro\PassiveDoodads\TrexFootprint\TRexFootprint.mdx",0,0,0,0,0,0,0,0,0,0,-1.26322603226,-0.98242098093,-0.183870002627,1.19292104244,0.97437697649,0.101047001779,0,
521,"WORLD\GENERIC\PASSIVEDOODADS\BARREL\BARREL01.MDL",0,0,0,0,0,0,0,0,0,0,-0.430319011211,-0.467806011438,-0.00125600001775,0.428833007813,0.524257004261,0.992063999176,0,
522,"World\Generic\Human\Passive Doodads\Weapons&Armor\WallShield03.mdx",0,0,0,0,0,0,0,0,0,0,0.0,-0.364403992891,-0.526930987835,0.0953959971666,0.364403992891,0.526930987835,0,
523,"WORLD\GENERIC\QUILBOAR\ACTIVEDOODADS\DOORS\RAZORFENFORCEFIELD01.MDX",0,0,0,0,0,0,0,0,0,0,-1.53641104698,-4.7901930809,-1.50041604042,1.08661103249,4.71847677231,7.71365213394,0,
524,"World\Kalimdor\Blackfathom\PassiveDoodads\Braziers\BFD_NagaBrazier.mdx",0,0,3347,0,0,0,0,0,0,0,-0.325341999531,-0.375176995993,-0.000352000002749,0.324739992619,0.266921013594,0.254664003849,0,
525,"World\KhazModan\Uldaman\PassiveDoodads\Scrolls\UldamanScroll03.mdx",0,0,0,0,0,0,0,0,0,0,-1.41132605076,-1.9938249588,-0.000548999989405,1.38548099995,1.84297204018,0.504122018814,0,
526,"World\Generic\Human\Passive Doodads\Mugs\Stein01.mdx",0,0,0,0,0,0,0,0,0,0,-0.217721000314,-0.22461399436,-0.0141279995441,0.198607996106,0.216284006834,0.57845300436,0,
527,"World\Generic\Human\Passive Doodads\Goblets\Goblet02.mdx",0,0,0,0,0,0,0,0,0,0,-0.18054099381,-0.158228993416,-0.00271899998188,0.160447001457,0.166069000959,0.522983014584,0,
528,"World\Goober\G_CrateAnimal.mdx",0,4783,0,0,0,0,0,0,0,0,-0.803564012051,-0.724940001965,-0.0130839999765,0.678848028183,0.749176979065,1.4575779438,0,
538,"World\Generic\Human\Passive Doodads\Signs\Tavern01.mdx",0,0,0,0,0,0,0,0,0,0,-5.97968006134,-0.662110984325,2.10347008705,2.8602399826,0.718581020832,8.46695041656,0,
558,"World\Goober\G_BookOpenMediumBlue.mdx",0,3371,0,3372,0,0,0,0,0,0,-0.301393985748,-0.176313996315,-0.0331390015781,0.341078996658,0.194156005979,0.22705000639,0,
559,"World\Goober\G_BookOpenMediumGreen.mdx",0,3371,0,3372,0,0,0,0,0,0,-0.301393985748,-0.176313996315,-0.0331390015781,0.341078996658,0.194156005979,0.22705000639,0,
560,"World\Goober\G_BookOpenMediumBrown.mdx",0,3371,0,3372,0,0,0,0,0,0,-0.301393985748,-0.176306992769,-0.0014459999511,0.341078996658,0.195647001266,0.195694997907,0,
561,"WORLD\KHAZMODAN\IRONFORGE\PASSIVEDOODADS\ELEVATORS\IRONFORGEELEVATOR.MDX",0,0,0,0,0,0,0,0,0,0,-4.82571411133,-8.04478359222,-1.0892829895,4.82572507858,8.0447845459,5.04327011108,0,
562,"WORLD\KHAZMODAN\IRONFORGE\PASSIVEDOODADS\ELEVATORS\IRONFORGEELEVATORDOOR.MDX",0,0,0,0,0,0,0,0,0,0,-0.793605029583,-7.43555498123,-6.45321893692,0.793605029583,7.43555688858,6.45321893692,0,
563,"World\Generic\Human\Passive Doodads\Food\GoldFruitBowl01.mdx",0,0,0,0,0,0,0,0,0,0,-0.534712970257,-0.651473999023,-0.110412999988,0.582647025585,0.638742029667,0.514569997787,0,
564,"World\Generic\Human\Passive Doodads\Food\FishPlatter01.mdx",0,0,0,0,0,0,0,0,0,0,-0.748190999031,-0.972648024559,-0.000545000017155,0.748190999031,0.972648024559,0.354234993458,0,
565,"World\Generic\Human\Passive Doodads\Mugs\Goldgobletfilled01.mdx",0,0,0,0,0,0,0,0,0,0,-0.280743986368,-0.324175000191,0.0533900000155,0.280743986368,0.324175000191,0.913919985294,0,
566,"World\Generic\Human\Passive Doodads\Food\RoastBoarPlatter.mdx",0,0,0,0,0,0,0,0,0,0,-1.11538898945,-1.65998995304,-0.00077300000703,1.00947403908,1.28192305565,1.25069200993,0,
