id;value
2521;30 Necrotic Rune (ID = 22484)
2522;40 Necrotic Rune (ID = 22484)
2523;25 Emblem of Heroism (ID = 40752)
2524;40 Emblem of Heroism (ID = 40752)
2525;15 Emblem of Heroism (ID = 40752)
2526;60 Emblem of Heroism (ID = 40752)
2527;75 Emblem of Heroism (ID = 40752)
2528;45 Emblem of Heroism (ID = 40752)
2529;30 Emblem of Heroism (ID = 40752)
2530;100 Emblem of Heroism (ID = 40752)
2531;35 Emblem of Heroism (ID = 40752)
2532;50 Emblem of Heroism (ID = 40752)
2533;80 Emblem of Heroism (ID = 40752)
2534;25 Emblem of Valor (ID = 40753)
2535;60 Emblem of Valor (ID = 40753)
2536;40 Emblem of Valor (ID = 40753)
2537;60 Emblem of Valor (ID = 40753)
2538;75 Emblem of Valor (ID = 40753)
2539;45 Emblem of Valor (ID = 40753)
2540;30 Emblem of Valor (ID = 40753)
2541;10 Dalaran Cooking Award (ID = 43016)
2542;200 Stone Keeper's Shard (ID = 43228)
2543;325 Stone Keeper's Shard (ID = 43228)
2544;250 Stone Keeper's Shard (ID = 43228)
2545;20 Stone Keeper's Shard (ID = 43228)
2546;30 Stone Keeper's Shard (ID = 43228)
2547;15 Stone Keeper's Shard (ID = 43228)
2548;100 Stone Keeper's Shard (ID = 43228)
2549;40 Stone Keeper's Shard (ID = 43228)
2550;200 Emblem of Heroism (ID = 40752)
2551;65 Emblem of Heroism (ID = 40752)
2552;300 Stone Keeper's Shard (ID = 43228)
2553;4 Dream Shard (ID = 34052)
2554;10 Dream Shard (ID = 34052)
2555;3 Heavy Borean Leather (ID = 38425)
2556;2 Arctic Fur (ID = 44128)
2557;2500 Honor Points
2558;6 Dalaran Jewelcrafter's Token (ID = 41596)
2559;49600 Honor Points
2560;31600 Honor Points
2561;38000 Honor Points
2562;62000 Honor Points, 1630 Arena Rating
2563;62000 Honor Points, 1720 Arena Rating
2564;39400 Honor Points, 1660 Arena Rating
2565;47400 Honor Points, 1750 Arena Rating
2566;47400 Honor Points, 1600 Arena Rating
2567;47400 Honor Points, 1690 Arena Rating
2568;62000 Honor Points, 1800 Arena Rating
2569;60000 Honor Points
2570;50000 Honor Points
2571;10 Noblegarden Chocolate (ID = 44791)
2572;25 Noblegarden Chocolate (ID = 44791)
2573;50 Noblegarden Chocolate (ID = 44791)
2574;100 Noblegarden Chocolate (ID = 44791)
2575;5 Noblegarden Chocolate (ID = 44791)
2576;9 Wintergrasp Mark of Honor (ID = 43589)
2577;15 Wintergrasp Mark of Honor (ID = 43589)
2578;25 Wintergrasp Mark of Honor (ID = 43589)
2579;40 Wintergrasp Mark of Honor (ID = 43589)
2580;Coin of Ancestry (ID = 21100)
2581;5 Coin of Ancestry (ID = 21100)
2582;Ink of the Sea (ID = 43126)
2583;10 Ink of the Sea (ID = 43126)
2584;5 Abyss Crystal (ID = 34057)
2585;2 Winterfin Clam (ID = 34597)
2586;2 Winterfin Clam (ID = 34597)
2587;10 Winterfin Clam (ID = 34597)
2588;10000 Honor Points
2589;Emblem of Valor (ID = 40753)
2590;100 Honor Points, 200 Arena Points, 2 Emblem of Heroism (ID = 40752), 2 Emblem of Valor (ID = 40753), 2 Stone Keeper's Shard (ID = 43228)
2591;Band of the Kirin Tor (ID = 40586)
2592;Band of the Kirin Tor (ID = 40586)
2593;Loop of the Kirin Tor (ID = 44934)
2594;Ring of the Kirin Tor (ID = 44935)
2595;Signet of the Kirin Tor (ID = 40585)
2596;100 Arena Points
2597;15 Champion's Seal (ID = 44990)
2598;50 Champion's Seal (ID = 44990)
2599;40 Champion's Seal (ID = 44990)
2600;100 Champion's Seal (ID = 44990)
2601;25 Champion's Seal (ID = 44990)
2602;10 Champion's Seal (ID = 44990)
2603;150 Champion's Seal (ID = 44990)
2604;18 Emblem of Conquest (ID = 45624)
2605;30400 Honor Points
2606;19 Emblem of Conquest (ID = 45624)
2607;28 Emblem of Conquest (ID = 45624)
2608;6400 Honor Points, 350 Arena Points, 700 Arena Rating
2609;7200 Honor Points, 400 Arena Points, 800 Arena Rating
2610;12000 Honor Points, 700 Arena Points, 900 Arena Rating
2611;12000 Honor Points, 700 Arena Points, 1000 Arena Rating
2612;12000 Honor Points, 700 Arena Points, 1100 Arena Rating
2613;9600 Honor Points, 550 Arena Points, 1350 Arena Rating
2614;39400 Honor Points, 1400 Arena Rating
2615;62000 Honor Points, 1450 Arena Rating
2616;62000 Honor Points, 1500 Arena Rating
2617;47400 Honor Points, 1550 Arena Rating
2618;47400 Honor Points, 1650 Arena Rating
2619;47400 Honor Points, 2000 Arena Rating
2620;58 Emblem of Conquest (ID = 45624)
2621;1300 Arena Points, 1600 Arena Rating
2622;2150 Arena Points, 1750 Arena Rating
2623;50000 Honor Points, 1400 Arena Points, 1850 Arena Rating
2624;35000 Honor Points, 1200 Arena Points, 1850 Arena Rating
2625;35000 Honor Points, 1200 Arena Points, 1850 Arena Rating
2626;15000 Honor Points, 1100 Arena Points, 1850 Arena Rating
2627;1066 Arena Points, 1850 Arena Rating
2628;1950 Arena Points, 1850 Arena Rating
2629;2150 Arena Points, 1900 Arena Rating
2630;39 Emblem of Conquest (ID = 45624)
2631;46 Emblem of Conquest (ID = 45624)
2632;4250 Arena Points, 2350 Arena Rating
2633;3585 Arena Points, 2350 Arena Rating
2634;3000 Arena Points, 2350 Arena Rating
2635;1245 Arena Points, 2350 Arena Rating
2636;500 Arena Points, 2350 Arena Rating
2637;Emblem of Conquest (ID = 45624)
2638;15 Emblem of Valor (ID = 40753)
2639;Champion's Writ (ID = 46114)
2640;Gloves of the Wayward Conqueror (ID = 45644)
2641;Gauntlets of the Wayward Conqueror (ID = 45641)
2642;Spaulders of the Wayward Conqueror (ID = 45659)
2643;Mantle of the Wayward Conqueror (ID = 45656)
2644;Leggings of the Wayward Conqueror (ID = 45650)
2645;Legplates of the Wayward Conqueror (ID = 45653)
2646;Chestguard of the Wayward Conqueror (ID = 45635)
2647;Breastplate of the Wayward Conqueror (ID = 45632)
2648;Helm of the Wayward Conqueror (ID = 45647)
2649;Crown of the Wayward Conqueror (ID = 45638)
2650;Gloves of the Wayward Protector (ID = 45645)
2651;Gauntlets of the Wayward Protector (ID = 45642)
2652;Spaulders of the Wayward Protector (ID = 45660)
2653;Mantle of the Wayward Protector (ID = 45657)
2654;Leggings of the Wayward Protector (ID = 45651)
2655;Legplates of the Wayward Protector (ID = 45654)
2656;Chestguard of the Wayward Protector (ID = 45636)
2657;Breastplate of the Wayward Protector (ID = 45633)
2658;Helm of the Wayward Protector (ID = 45648)
2659;Crown of the Wayward Protector (ID = 45639)
2660;Gloves of the Wayward Vanquisher (ID = 45646)
2661;Gauntlets of the Wayward Vanquisher (ID = 45643)
2662;Spaulders of the Wayward Vanquisher (ID = 45661)
2663;Mantle of the Wayward Vanquisher (ID = 45658)
2664;Leggings of the Wayward Vanquisher (ID = 45652)
2665;Legplates of the Wayward Vanquisher (ID = 45655)
2666;Chestguard of the Wayward Vanquisher (ID = 45637)
2667;Breastplate of the Wayward Vanquisher (ID = 45634)
2668;Helm of the Wayward Vanquisher (ID = 45649)
2669;Crown of the Wayward Vanquisher (ID = 45640)
2670;100 Dalaran Cooking Award (ID = 43016)
2671;5 Champion's Seal (ID = 44990)
2673;60 Champion's Seal (ID = 44990)
2674;95 Champion's Seal (ID = 44990)
2675;75 Champion's Seal (ID = 44990)
2676;2000 Arena Points, 1850 Arena Rating
2677;2000 Arena Points, 1850 Arena Rating(1)
2678;2000 Arena Points, 1850 Arena Rating(2)
2679;Regalia of the Grand Conqueror  (ID = 47557)
2680;Regalia of the Grand Protector (ID = 47558)
2681;Regalia of the Grand Vanquisher (ID = 47559)
2682;25 Emblem of Triumph (ID = 47241)
2683;75 Emblem of Triumph (ID = 47241), Trophy of the Crusade (ID = 47242)
2684;45 Emblem of Triumph (ID = 47241), Trophy of the Crusade (ID = 47242)
2685;35 Emblem of Triumph (ID = 47241)
2686;50 Emblem of Triumph (ID = 47241)
2687;30 Emblem of Triumph (ID = 47241)
2688;2150 Arena Points, 1600 Arena Rating
2689;1300 Arena Points, 1400 Arena Rating
2690;2150 Arena Points, 1900 Arena Rating
2691;2150 Arena Points, 1550 Arena Rating
2692;1750 Arena Points, 2000 Arena Rating(1)
2693;50000 Honor Points, 1400 Arena Points, 1800 Arena Rating
2694;4250 Arena Points, 2200 Arena Rating(1)
2695;35000 Honor Points, 1200 Arena Points, 1800 Arena Rating
2696;3585 Arena Points, 2200 Arena Rating(1)
2697;3000 Arena Points, 2200 Arena Rating(1)
2698;15000 Honor Points, 1100 Arena Points, 1800 Arena Rating
2699;1245 Arena Points, 2200 Arena Rating(1)
2700;1150 Arena Points, 1800 Arena Rating
2701;300 Arena Points, 1800 Arena Rating
2702;Inscribed Band of the Kirin Tor (ID = 45688)
2703;Inscribed Loop of the Kirin Tor (ID = 45689)
2704;Inscribed Ring of the Kirin Tor (ID = 45690)
2705;Inscribed Signet of the Kirin Tor (ID = 45691)
2706;20 Emblem of Heroism (ID = 40752)
2707;Emblem of Triumph (ID = 47241)
2708;75 Emblem of Triumph (ID = 47241)
2709;45 Emblem of Triumph (ID = 47241)
2710;10 Titanium Powder (ID = 46849)
2711;75 Emblem of Conquest (ID = 45624)
2712;62000 Honor Points, 1250 Arena Rating
2713;62000 Honor Points, 1300 Arena Rating
2714;39400 Honor Points, 1200 Arena Rating
2715;47400 Honor Points, 1750 Arena Rating
2716;47400 Honor Points, 1450 Arena Rating
2717;47400 Honor Points, 1500 Arena Rating
2718;62000 Honor Points, 1650 Arena Rating
2719;1100 Arena Points, 1850 Arena Rating
2720;300 Arena Points, 1800 Arena Rating
2721;1100 Arena Points, 1850 Arena Rating
2722;500 Arena Points, 2350 Arena Rating
2723;15 Emblem of Triumph (ID = 47241)
2724;10 Heavy Borean Leather (ID = 38425)
2725;Love Token (ID = 49927)
2726;10 Love Token (ID = 49927)
2727;5 Love Token (ID = 49927)
2728;2 Love Token (ID = 49927)
2729;40 Love Token (ID = 49927)
2730;Lovely Charm Bracelet (ID = 49916)
2731;Primordial Saronite (ID = 49908)
2732;30 Love Token (ID = 49927)
2733;20 Love Token (ID = 49927)
2734;Emblem of Triumph (ID = 47241)
2735;Etched Signet of the Kirin Tor (ID = 48957)
2736;Etched Ring of the Kirin Tor (ID = 48956)
2737;Etched Loop of the Kirin Tor (ID = 48955)
2738;Etched Band of the Kirin Tor (ID = 48954)
2739;30 Emblem of Frost (ID = 49426)
2740;60 Emblem of Frost (ID = 49426)
2741;50 Emblem of Frost (ID = 49426)
2742;95 Emblem of Frost (ID = 49426)
2743;Emblem of Frost (ID = 49426)
2744;23 Emblem of Frost (ID = 49426)
2745;Vanquisher's Mark of Sanctification (ID = 52025), Bloodmage Shoulderpads (ID = 50279)
2746;Vanquisher's Mark of Sanctification (ID = 52025), Bloodmage Robe (ID = 50278)
2747;Vanquisher's Mark of Sanctification (ID = 52025), Bloodmage Leggings (ID = 50277)
2748;Vanquisher's Mark of Sanctification (ID = 52025), Bloodmage Hood (ID = 50276)
2749;Vanquisher's Mark of Sanctification (ID = 52025), Bloodmage Gloves (ID = 50275)
2750;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Bloodmage Gloves (ID = 51159)
2751;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Bloodmage Hood (ID = 51158)
2752;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Bloodmage Leggings (ID = 51157)
2753;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Bloodmage Robe (ID = 51156)
2754;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Bloodmage Shoulderpads (ID = 51155)
2755;Vanquisher's Mark of Sanctification (ID = 52025), Shadowblade Pauldrons (ID = 50105)
2756;Vanquisher's Mark of Sanctification (ID = 52025), Shadowblade Legplates (ID = 50090)
2757;Vanquisher's Mark of Sanctification (ID = 52025), Shadowblade Helmet (ID = 50089)
2758;Vanquisher's Mark of Sanctification (ID = 52025), Shadowblade Gauntlets (ID = 50088)
2759;Vanquisher's Mark of Sanctification (ID = 52025), Shadowblade Breastplate (ID = 50087)
2760;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Shadowblade Breastplate (ID = 51189)
2761;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Shadowblade Gauntlets (ID = 51188)
2762;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Shadowblade Helmet (ID = 51187)
2763;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Shadowblade Legplates (ID = 51186)
2764;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Shadowblade Pauldrons (ID = 51185)
2765;Vanquisher's Mark of Sanctification (ID = 52025), Lasherweave Pauldrons (ID = 50113)
2766;Vanquisher's Mark of Sanctification (ID = 52025), Lasherweave Legplates (ID = 50109)
2767;Vanquisher's Mark of Sanctification (ID = 52025), Lasherweave Helmet (ID = 50108)
2768;Vanquisher's Mark of Sanctification (ID = 52025), Lasherweave Gauntlets (ID = 50107)
2769;Vanquisher's Mark of Sanctification (ID = 52025), Lasherweave Robes (ID = 50106)
2770;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Lasherweave Robes (ID = 51139)
2771;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Lasherweave Gauntlets (ID = 51138)
2772;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Lasherweave Helmet (ID = 51137)
2773;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Lasherweave Legplates (ID = 51136)
2774;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Lasherweave Pauldrons (ID = 51135)
2775;Vanquisher's Mark of Sanctification (ID = 52025), Lasherweave Vestment (ID = 50823)
2776;Vanquisher's Mark of Sanctification (ID = 52025), Lasherweave Trousers (ID = 50820)
2777;Vanquisher's Mark of Sanctification (ID = 52025), Lasherweave Mantle (ID = 50819)
2778;Vanquisher's Mark of Sanctification (ID = 52025), Lasherweave Gloves (ID = 50822)
2779;Vanquisher's Mark of Sanctification (ID = 52025), Lasherweave Cover (ID = 50821)
2780;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Lasherweave Cover (ID = 51149)
2781;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Lasherweave Gloves (ID = 51148)
2782;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Lasherweave Mantle (ID = 51147)
2783;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Lasherweave Trousers (ID = 51146)
2784;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Lasherweave Vestment (ID = 51145)
2785;Vanquisher's Mark of Sanctification (ID = 52025), Lasherweave Shoulderpads (ID = 50824)
2786;Vanquisher's Mark of Sanctification (ID = 52025), Lasherweave Raiment (ID = 50828)
2787;Vanquisher's Mark of Sanctification (ID = 52025), Lasherweave Legguards (ID = 50825)
2788;Vanquisher's Mark of Sanctification (ID = 52025), Lasherweave Headguard (ID = 50826)
2789;Vanquisher's Mark of Sanctification (ID = 52025), Lasherweave Handgrips (ID = 50827)
2790;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Lasherweave Handgrips (ID = 51144)
2791;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Lasherweave Headguard (ID = 51143)
2792;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Lasherweave Legguards (ID = 51142)
2793;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Lasherweave Raiment (ID = 51141)
2794;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Lasherweave Shoulderpads (ID = 51140)
2795;Vanquisher's Mark of Sanctification (ID = 52025), Scourgelord Shoulderplates (ID = 50098)
2796;Vanquisher's Mark of Sanctification (ID = 52025), Scourgelord Legplates (ID = 50097)
2797;Vanquisher's Mark of Sanctification (ID = 52025), Scourgelord Helmet (ID = 50096)
2798;Vanquisher's Mark of Sanctification (ID = 52025), Scourgelord Gauntlets (ID = 50095)
2799;Vanquisher's Mark of Sanctification (ID = 52025), Scourgelord Battleplate (ID = 50094)
2800;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Scourgelord Battleplate (ID = 51129)
2801;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Scourgelord Gauntlets (ID = 51128)
2802;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Scourgelord Helmet (ID = 51127)
2803;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Scourgelord Legplates (ID = 51126)
2804;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Scourgelord Shoulderplates (ID = 51125)
2805;Vanquisher's Mark of Sanctification (ID = 52025), Scourgelord Pauldrons (ID = 50853)
2806;Vanquisher's Mark of Sanctification (ID = 52025), Scourgelord Legguards (ID = 50854)
2807;Vanquisher's Mark of Sanctification (ID = 52025), Scourgelord Handguards (ID = 50856)
2808;Vanquisher's Mark of Sanctification (ID = 52025), Scourgelord Faceguard (ID = 50855)
2809;Vanquisher's Mark of Sanctification (ID = 52025), Scourgelord Chestguard (ID = 50857)
2810;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Scourgelord Chestguard (ID = 51134)
2811;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Scourgelord Faceguard (ID = 51133)
2812;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Scourgelord Handguards (ID = 51132)
2813;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Scourgelord Legguards (ID = 51131)
2814;Vanquisher's Mark of Sanctification (ID = 52028), Sanctified Scourgelord Pauldrons (ID = 51130)
2815;Conqueror's Mark of Sanctification (ID = 52027), Lightsworn Tunic (ID = 50869)
2816;Conqueror's Mark of Sanctification (ID = 52027), Lightsworn Spaulders (ID = 50865)
2817;Conqueror's Mark of Sanctification (ID = 52027), Lightsworn Headpiece (ID = 50867)
2818;Conqueror's Mark of Sanctification (ID = 52027), Lightsworn Greaves (ID = 50866)
2819;Conqueror's Mark of Sanctification (ID = 52027), Lightsworn Gloves (ID = 50868)
2820;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Lightsworn Gloves (ID = 51169)
2821;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Lightsworn Greaves (ID = 51168)
2822;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Lightsworn Headpiece (ID = 51167)
2823;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Lightsworn Spaulders (ID = 51166)
2824;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Lightsworn Tunic (ID = 51165)
2825;Conqueror's Mark of Sanctification (ID = 52027), Lightsworn Shoulderplates (ID = 50324)
2826;Conqueror's Mark of Sanctification (ID = 52027), Lightsworn Legplates (ID = 50325)
2827;Conqueror's Mark of Sanctification (ID = 52027), Lightsworn Helmet (ID = 50326)
2828;Conqueror's Mark of Sanctification (ID = 52027), Lightsworn Gauntlets (ID = 50327)
2829;Conqueror's Mark of Sanctification (ID = 52027), Lightsworn Battleplate (ID = 50328)
2830;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Lightsworn Battleplate (ID = 51164)
2831;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Lightsworn Gauntlets (ID = 51163)
2832;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Lightsworn Helmet (ID = 51162)
2833;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Lightsworn Legplates (ID = 51161)
2834;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Lightsworn Shoulderplates (ID = 51160)
2835;Conqueror's Mark of Sanctification (ID = 52027), Lightsworn Shoulderguards (ID = 50860)
2836;Conqueror's Mark of Sanctification (ID = 52027), Lightsworn Legguards (ID = 50861)
2837;Conqueror's Mark of Sanctification (ID = 52027), Lightsworn Handguards (ID = 50863)
2838;Conqueror's Mark of Sanctification (ID = 52027), Lightsworn Faceguard (ID = 50862)
2839;Conqueror's Mark of Sanctification (ID = 52027), Lightsworn Chestguard (ID = 50864)
2840;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Lightsworn Chestguard (ID = 51174)
2841;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Lightsworn Faceguard (ID = 51173)
2842;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Lightsworn Handguards (ID = 51172)
2843;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Lightsworn Legguards (ID = 51171)
2844;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Lightsworn Shoulderguards (ID = 51170)
2845;Conqueror's Mark of Sanctification (ID = 52027), Dark Coven Shoulderpads (ID = 50244)
2846;Conqueror's Mark of Sanctification (ID = 52027), Dark Coven Robe (ID = 50243)
2847;Conqueror's Mark of Sanctification (ID = 52027), Dark Coven Leggings (ID = 50242)
2848;Conqueror's Mark of Sanctification (ID = 52027), Dark Coven Hood (ID = 50241)
2849;Conqueror's Mark of Sanctification (ID = 52027), Dark Coven Gloves (ID = 50240)
2850;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Dark Coven Gloves (ID = 51209)
2851;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Dark Coven Hood (ID = 51208)
2852;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Dark Coven Leggings (ID = 51207)
2853;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Dark Coven Robe (ID = 51206)
2854;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Dark Coven Shoulderpads (ID = 51205)
2855;Conqueror's Mark of Sanctification (ID = 52027), Crimson Acolyte Shoulderpads (ID = 50767)
2856;Conqueror's Mark of Sanctification (ID = 52027), Crimson Acolyte Robe (ID = 50768)
2857;Conqueror's Mark of Sanctification (ID = 52027), Crimson Acolyte Leggings (ID = 50769)
2858;Conqueror's Mark of Sanctification (ID = 52027), Crimson Acolyte Hood (ID = 50765)
2859;Conqueror's Mark of Sanctification (ID = 52027), Crimson Acolyte Gloves (ID = 50766)
2860;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Crimson Acolyte Gloves (ID = 51179)
2861;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Crimson Acolyte Hood (ID = 51178)
2862;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Crimson Acolyte Leggings (ID = 51177)
2863;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Crimson Acolyte Robe (ID = 51176)
2864;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Crimson Acolyte Shoulderpads (ID = 51175)
2865;Conqueror's Mark of Sanctification (ID = 52027), Crimson Acolyte Raiments (ID = 50394)
2866;Conqueror's Mark of Sanctification (ID = 52027), Crimson Acolyte Pants (ID = 50393)
2867;Conqueror's Mark of Sanctification (ID = 52027), Crimson Acolyte Mantle (ID = 50396)
2868;Conqueror's Mark of Sanctification (ID = 52027), Crimson Acolyte Handwraps (ID = 50391)
2869;Conqueror's Mark of Sanctification (ID = 52027), Crimson Acolyte Cowl (ID = 50392)
2870;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Crimson Acolyte Cowl (ID = 51184)
2871;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Crimson Acolyte Handwraps (ID = 51183)
2872;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Crimson Acolyte Mantle (ID = 51182)
2873;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Crimson Acolyte Pants (ID = 51181)
2874;Conqueror's Mark of Sanctification (ID = 52030), Sanctified Crimson Acolyte Raiments (ID = 51180)
2875;Protector's Mark of Sanctification (ID = 52026), Ymirjar Lord's Shoulderplates (ID = 50082)
2876;Protector's Mark of Sanctification (ID = 52026), Ymirjar Lord's Legplates (ID = 50081)
2877;Protector's Mark of Sanctification (ID = 52026), Ymirjar Lord's Helmet (ID = 50080)
2878;Protector's Mark of Sanctification (ID = 52026), Ymirjar Lord's Gauntlets (ID = 50079)
2879;Protector's Mark of Sanctification (ID = 52026), Ymirjar Lord's Battleplate (ID = 50078)
2880;Protector's Mark of Sanctification (ID = 52029), Sanctified Ymirjar Lord's Battleplate (ID = 51214)
2881;Protector's Mark of Sanctification (ID = 52029), Sanctified Ymirjar Lord's Gauntlets (ID = 51213)
2882;Protector's Mark of Sanctification (ID = 52029), Sanctified Ymirjar Lord's Helmet (ID = 51212)
2883;Protector's Mark of Sanctification (ID = 52029), Sanctified Ymirjar Lord's Legplates (ID = 51211)
2884;Protector's Mark of Sanctification (ID = 52029), Sanctified Ymirjar Lord's Shoulderplates (ID = 51210)
2885;Protector's Mark of Sanctification (ID = 52026), Ymirjar Lord's Pauldrons (ID = 50846)
2886;Protector's Mark of Sanctification (ID = 52026), Ymirjar Lord's Legguards (ID = 50847)
2887;Protector's Mark of Sanctification (ID = 52026), Ymirjar Lord's Handguards (ID = 50849)
2888;Protector's Mark of Sanctification (ID = 52026), Ymirjar Lord's Greathelm (ID = 50848)
2889;Protector's Mark of Sanctification (ID = 52026), Ymirjar Lord's Breastplate (ID = 50850)
2890;Protector's Mark of Sanctification (ID = 52029), Sanctified Ymirjar Lord's Breastplate (ID = 51219)
2891;Protector's Mark of Sanctification (ID = 52029), Sanctified Ymirjar Lord's Greathelm (ID = 51218)
2892;Protector's Mark of Sanctification (ID = 52029), Sanctified Ymirjar Lord's Handguards (ID = 51217)
2893;Protector's Mark of Sanctification (ID = 52029), Sanctified Ymirjar Lord's Legguards (ID = 51216)
2894;Protector's Mark of Sanctification (ID = 52029), Sanctified Ymirjar Lord's Pauldrons (ID = 51215)
2895;Protector's Mark of Sanctification (ID = 52026), Ahn'Kahar Blood Hunter's Tunic (ID = 50118)
2896;Protector's Mark of Sanctification (ID = 52026), Ahn'Kahar Blood Hunter's Spaulders (ID = 50117)
2897;Protector's Mark of Sanctification (ID = 52026), Ahn'Kahar Blood Hunter's Legguards (ID = 50116)
2898;Protector's Mark of Sanctification (ID = 52026), Ahn'Kahar Blood Hunter's Headpiece (ID = 50115)
2899;Protector's Mark of Sanctification (ID = 52026), Ahn'Kahar Blood Hunter's Handguards (ID = 50114)
2900;Protector's Mark of Sanctification (ID = 52029), Sanctified Ahn'Kahar Blood Hunter's Handguards (ID = 51154)
2901;Protector's Mark of Sanctification (ID = 52029), Sanctified Ahn'Kahar Blood Hunter's Headpiece (ID = 51153)
2902;Protector's Mark of Sanctification (ID = 52029), Sanctified Ahn'Kahar Blood Hunter's Legguards (ID = 51152)
2903;Protector's Mark of Sanctification (ID = 52029), Sanctified Ahn'Kahar Blood Hunter's Spaulders (ID = 51151)
2904;Protector's Mark of Sanctification (ID = 52029), Sanctified Ahn'Kahar Blood Hunter's Tunic (ID = 51150)
2905;Protector's Mark of Sanctification (ID = 52026), Frost Witch's Tunic (ID = 50835)
2906;Protector's Mark of Sanctification (ID = 52026), Frost Witch's Handguards (ID = 50836)
2907;Protector's Mark of Sanctification (ID = 52026), Frost Witch's Headpiece (ID = 50837)
2908;Protector's Mark of Sanctification (ID = 52026), Frost Witch's Legguards (ID = 50838)
2909;Protector's Mark of Sanctification (ID = 52026), Frost Witch's Spaulders (ID = 50839)
2910;Protector's Mark of Sanctification (ID = 52029), Sanctified Frost Witch's Tunic (ID = 51190)
2911;Protector's Mark of Sanctification (ID = 52029), Sanctified Frost Witch's Handguards (ID = 51191)
2912;Protector's Mark of Sanctification (ID = 52029), Sanctified Frost Witch's Headpiece (ID = 51192)
2913;Protector's Mark of Sanctification (ID = 52029), Sanctified Frost Witch's Legguards (ID = 51193)
2914;Protector's Mark of Sanctification (ID = 52029), Sanctified Frost Witch's Spaulders (ID = 51194)
2915;Protector's Mark of Sanctification (ID = 52026), Frost Witch's Chestguard (ID = 50830)
2916;Protector's Mark of Sanctification (ID = 52026), Frost Witch's Grips (ID = 50831)
2917;Protector's Mark of Sanctification (ID = 52026), Frost Witch's Faceguard (ID = 50832)
2918;Protector's Mark of Sanctification (ID = 52026), Frost Witch's War-Kilt (ID = 50833)
